input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_expired,tls_mismatched,tls_subject_org_,final_url,location
player.eu.trint.com,,200,4449,player.eu.trint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=eu.trint.com,eu.trint.com,*.internal.eu.trint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a8dd0f5c2b6cf8ff50642aa6aceb0d7c,576a38f3e13bab2928dcd0df856c759d465306c4d7037b45058c51552729838b,True,ctls,player.eu.trint.com,cloudfront,443,https://player.eu.trint.com:443,https,AmazonS3,application/xml,GET,13.225.78.108,/,1256712259,13.225.78.31,Amazon Web Services,2,False,True,,,,,,
player.trint.com,,200,265780,player.trint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-24T23:59:59Z,CN=trint.com,trint.com,*.trint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b6377e5c35b3dfbf6c740a458b558aec,bdbe281ebad41243f5043e789ecd97f0b2fe337e6262bd0045c1cf97b470a493,True,ctls,player.trint.com,cloudfront,443,https://player.trint.com:443,https,AmazonS3,application/xml,GET,13.225.78.48,/,1465930107,13.225.78.77,Amazon Web Services,2,False,True,,,,,,
preview.eu.trint.com,,200,65747,app.eu.trint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=eu.trint.com,eu.trint.com,*.internal.eu.trint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a8dd0f5c2b6cf8ff50642aa6aceb0d7c,576a38f3e13bab2928dcd0df856c759d465306c4d7037b45058c51552729838b,True,ctls,app.eu.trint.com,cloudfront,443,https://preview.eu.trint.com:443,https,AmazonS3,text/html,GET,13.32.99.43,/,1743762559,13.32.99.25,HSTS,1,False,True,,,,,https://app.eu.trint.com/,
preview.trint.com,,200,65747,app.trint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-24T23:59:59Z,CN=trint.com,trint.com,*.trint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b6377e5c35b3dfbf6c740a458b558aec,bdbe281ebad41243f5043e789ecd97f0b2fe337e6262bd0045c1cf97b470a493,True,ctls,app.trint.com,cloudfront,443,https://preview.trint.com:443,https,AmazonS3,text/html,GET,13.225.34.29,/,1743762559,2600:9000:20f1:c00:17:3906:ca00:93a1,HSTS,1,False,True,,,,,https://app.trint.com/,
salesloft.trint.com,,204,,salesloft.trint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-25T16:33:20Z,2023-08-23T16:33:19Z,CN=salesloft.trint.com,salesloft.trint.com,salesloft.trint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4e614734519ea9608dd74759ffe04b48,63480952b3e30148b07ed118ac8cc95080b8928f73e6fb2aaa8965cf4a83b00a,,ctls,salesloft.trint.com,,443,https://salesloft.trint.com:443,https,,,GET,3.93.29.37,/,-1840324437,3.222.7.36,HSTS,1,False,,,,,,,
scim.eu.trint.com,,403,23,scim.eu.trint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T00:00:00Z,2024-02-17T23:59:59Z,CN=scim.eu.trint.com,scim.eu.trint.com,scim.eu.trint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c704a24eaf91a63860513a3a91f6232b,9f5c64c107acb0bfad92ae8714911609a0bab630ef58d9a3534740b071fa56c0,,ctls,scim.eu.trint.com,,443,https://scim.eu.trint.com:443,https,,application/json,GET,34.248.108.15,/,968070783,52.48.77.134,,1,False,,,,,,,
scim.trint.com,,403,23,scim.trint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-18T00:00:00Z,2024-02-16T23:59:59Z,CN=scim.trint.com,scim.trint.com,scim.trint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be9b72910b7b0b4561d607b3b87757ea,36bf79f0035c17e1820f0b44bf19cdb34518e110c7f35f5e0287bd5350ec2538,,ctls,scim.trint.com,,443,https://scim.trint.com:443,https,,application/json,GET,3.209.189.202,/,968070783,52.72.23.77,,1,False,,,,,,,
story.eu.trint.com,Error,404,139,story.eu.trint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=eu.trint.com,eu.trint.com,*.eu.trint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c2f433f3304f3a4b6a61db1651eb5787,8838555cc8d17a4d6acd55b91450be26dc14d0e0454defdb8bf74594e026e2d9,True,ctls,story.eu.trint.com,,443,https://story.eu.trint.com:443,https,,text/html,GET,52.211.64.102,/,1593207841,18.203.201.68,HSTS,11,False,,,,,,,
story.trint.com,Error,404,139,story.trint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-24T23:59:59Z,CN=trint.com,trint.com,*.trint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b6377e5c35b3dfbf6c740a458b558aec,bdbe281ebad41243f5043e789ecd97f0b2fe337e6262bd0045c1cf97b470a493,True,ctls,story.trint.com,,443,https://story.trint.com:443,https,,text/html,GET,54.234.9.157,/,1593207841,3.224.91.5,HSTS,11,False,,,,,,,
support.eu.trint.com,,404,9,support.eu.trint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=eu.trint.com,eu.trint.com,*.internal.eu.trint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a8dd0f5c2b6cf8ff50642aa6aceb0d7c,576a38f3e13bab2928dcd0df856c759d465306c4d7037b45058c51552729838b,True,ctls,support.eu.trint.com,cloudfront,443,https://support.eu.trint.com:443,https,nginx,text/plain,GET,65.9.66.20,/,-1840324437,65.9.66.89,Nginx,1,False,True,https:,,,,,
www.trint.com,Transcribe video and audio to text | Content editor | Trint,200,85506,www.trint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-25T00:00:00Z,2024-02-24T23:59:59Z,CN=trint.com,trint.com,*.trint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b6377e5c35b3dfbf6c740a458b558aec,bdbe281ebad41243f5043e789ecd97f0b2fe337e6262bd0045c1cf97b470a493,True,ctls,www.trint.com,cloudfront,443,https://www.trint.com:443,https,,text/html,GET,54.192.137.46,/,-1886092861,54.192.137.82,jQuery,1020,False,True,https://webflow.com,,,,,
ycollab.eu.trint.com,Error,404,139,ycollab.eu.trint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-17T23:59:59Z,CN=eu.trint.com,eu.trint.com,*.eu.trint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c2f433f3304f3a4b6a61db1651eb5787,8838555cc8d17a4d6acd55b91450be26dc14d0e0454defdb8bf74594e026e2d9,True,ctls,ycollab.eu.trint.com,,443,https://ycollab.eu.trint.com:443,https,,text/html,GET,99.81.180.74,/,-1840324437,54.229.48.23,,11,False,,,,,,,
ycollab.trint.com,Error,404,139,ycollab.trint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.k8s.trint.com,*.k8s.trint.com,*.trint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,36da5907a665799900fe0a2fd586bda3,76fb61eb2abc53b23eac9430f67fe8967dce0e34005c6e4b59ace63802247142,True,ctls,ycollab.trint.com,,443,https://ycollab.trint.com:443,https,,text/html,GET,54.159.202.13,/,-1840324437,52.3.142.25,,11,False,,,,,,,
