input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,tls_self_signed,tls_mismatched,tls_subject_org_,cdn_name,webserver,cdn,final_url
status.tyk.io,Tyk Cloud Status Status,200,237719,status.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T17:43:56Z,2023-09-10T17:43:55Z,CN=appstatus.dancecapsules.merce.broadleafclients.com,appstatus.dancecapsules.merce.broadleafclients.com,xyz.shashwatkhare1.in,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1bc29b10b00f516dbb5353573b538903,315b5c3066032649a096a58bb7f00f944d0db16c2fa4bb1ef4d284f51686713f,ctls,status.tyk.io,443,https://status.tyk.io:443,https,text/html,GET,108.138.17.27,/,-1840324437,108.138.17.64,3169,False,,HSTS,,,,,cloudfront,AtlassianEdge,True,
sto3-kafkazookeeper-a2.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,sto3-kafkazookeeper-a2.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,sto3-kafkazookeeper-a2.cloud.tyk.io,443,https://sto3-kafkazookeeper-a2.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
sto3-userstate2-a2.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,sto3-userstate2-a2.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,sto3-userstate2-a2.cloud.tyk.io,443,https://sto3-userstate2-a2.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
support.tyk.io,Security check,403,7823,support.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-20T00:16:52Z,2023-08-18T00:16:51Z,CN=support.tyk.io,support.tyk.io,support.tyk.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,afe6b9aa6f2d1df2bba3d9c160c84ba7,5a7cd5a1f6ca38f79b8a3127e9d84ae3b488b51dc44fae2bde7819fefb4f1d08,ctls,support.tyk.io,443,https://support.tyk.io:443,https,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,104,False,,Cloudflare,,,,,cloudflare,cloudflare,True,https://support.tyk.io/hc/en-gb
taxikomm.cloud.tyk.io,404 Not Found,404,169,taxikomm.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,taxikomm.cloud.tyk.io,443,https://taxikomm.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,160714160,100.25.172.191,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
thethingscloud.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,thethingscloud.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,thethingscloud.cloud.tyk.io,443,https://thethingscloud.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
trendlinedata.cloud.tyk.io,404 Not Found,404,169,trendlinedata.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,trendlinedata.cloud.tyk.io,443,https://trendlinedata.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,160714160,34.230.129.238,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
tyk.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,tyk.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,tyk.cloud.tyk.io,443,https://tyk.cloud.tyk.io:443,https,text/html,GET,100.25.172.191,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
umecsfd4b.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,umecsfd4b.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,umecsfd4b.cloud.tyk.io,443,https://umecsfd4b.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
unspun-admin-beta.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,unspun-admin-beta.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,unspun-admin-beta.cloud.tyk.io,443,https://unspun-admin-beta.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
uxr3accoon-lpse.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,uxr3accoon-lpse.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,uxr3accoon-lpse.cloud.tyk.io,443,https://uxr3accoon-lpse.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
videologin-relay-config-redirect.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,videologin-relay-config-redirect.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,videologin-relay-config-redirect.cloud.tyk.io,443,https://videologin-relay-config-redirect.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.238.224.143,223,False,,HSTS,True,,,,,,,
vipuser-portal.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,vipuser-portal.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,vipuser-portal.cloud.tyk.io,443,https://vipuser-portal.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
waaw-awse02d.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,waaw-awse02d.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,waaw-awse02d.cloud.tyk.io,443,https://waaw-awse02d.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
wiiwdp01.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,wiiwdp01.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,wiiwdp01.cloud.tyk.io,443,https://wiiwdp01.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
wiki.tyk.io,Sign in - Google Accounts,200,583394,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:21Z,2023-09-11T08:21:20Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7ca79e3005c064e43ffa55bbc2b1fe35,a7ae3b98a859a2cfbc7c67481a42916bc9762b82346d09cc612a57310ce6c82e,ctls,accounts.google.com,443,https://wiki.tyk.io:443,https,text/html,GET,142.250.184.243,/,-542924225,2a00:1450:4001:82a::2013,76,False,,HTTP/3,True,,,,,ESF,,https://accounts.google.com/v3/signin/identifier?dsh=S-317787861%3A1688523112335391&continue=https%3A%2F%2Fsites.google.com%2Fa%2Ftyk.io%2Fwiki&followup=https%3A%2F%2Fsites.google.com%2Fa%2Ftyk.io%2Fwiki&ifkv=AeDOFXh6M7fKftkX6T0A_jd8Ox7Nz4RplweVaLtsUvW6ThfFflcUIi8dTyGorRkscUpaCo4Vtj-PzQ&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin
wildebeest.cloud.tyk.io,404 Not Found,404,169,wildebeest.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,wildebeest.cloud.tyk.io,443,https://wildebeest.cloud.tyk.io:443,https,text/html,GET,34.230.129.238,/,160714160,34.193.72.234,8,False,,Nginx:1.14.2,True,,,,,nginx/1.14.2,,
worried-trigonometry-gw.aws-euw2.cloud-ara.tyk.io,,404,9,worried-trigonometry-gw.aws-euw2.cloud-ara.tyk.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-15T16:34:03Z,2023-08-13T16:34:02Z,CN=*.aws-euw2.cloud-ara.tyk.io,*.aws-euw2.cloud-ara.tyk.io,*.aws-euw2.cloud-ara.tyk.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,deda19ac4b51361b12622c1c082a1bfb,9569368c1b0dd94e14112e38301eddd7281950812e42f226ad01315607d83184,ctls,worried-trigonometry-gw.aws-euw2.cloud-ara.tyk.io,443,https://worried-trigonometry-gw.aws-euw2.cloud-ara.tyk.io:443,https,text/plain,GET,3.10.236.38,/,-738705486,18.170.75.108,1,False,,HSTS,True,,,,,,,
www-ingress-prime1-main.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,www-ingress-prime1-main.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,www-ingress-prime1-main.cloud.tyk.io,443,https://www-ingress-prime1-main.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,34.193.72.234,223,False,,HSTS,True,,,,,,,
www.tyk.io,API Management Platform & API Gateway | Tyk.io,200,87421,tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.tyk.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eeef8d5db4313c4b553f7946e5bff79a,92aed799947706675784d6e61b564509c40c339e1163f416d4ecc96fec0e3042,ctls,tyk.io,443,https://www.tyk.io:443,https,text/html,GET,104.22.65.179,/,-1840324437,2606:4700:10::ac43:865,967,False,,Yoast SEO:20.1,True,,,"Cloudflare, Inc.",cloudflare,cloudflare,True,https://tyk.io/
your-organisation.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,your-organisation.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,your-organisation.cloud.tyk.io,443,https://your-organisation.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
zcabrokerd.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,zcabrokerd.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,zcabrokerd.cloud.tyk.io,443,https://zcabrokerd.cloud.tyk.io:443,https,text/html,GET,34.193.72.234,/,-138391155,34.230.129.238,223,False,,HSTS,True,,,,,,,
zendesk1.tyk.io,,403,16,zendesk1.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.tyk.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eeef8d5db4313c4b553f7946e5bff79a,92aed799947706675784d6e61b564509c40c339e1163f416d4ecc96fec0e3042,ctls,zendesk1.tyk.io,443,https://zendesk1.tyk.io:443,https,text/plain,GET,162.159.138.6,/,,162.159.128.7,1,False,,Cloudflare,True,,,"Cloudflare, Inc.",cloudflare,cloudflare,True,
zendesk2.tyk.io,,403,16,zendesk2.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.tyk.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eeef8d5db4313c4b553f7946e5bff79a,92aed799947706675784d6e61b564509c40c339e1163f416d4ecc96fec0e3042,ctls,zendesk2.tyk.io,443,https://zendesk2.tyk.io:443,https,text/plain,GET,162.159.138.6,/,,162.159.128.7,1,False,,Cloudflare,True,,,"Cloudflare, Inc.",cloudflare,cloudflare,True,
zendesk3.tyk.io,,403,16,zendesk3.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.tyk.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eeef8d5db4313c4b553f7946e5bff79a,92aed799947706675784d6e61b564509c40c339e1163f416d4ecc96fec0e3042,ctls,zendesk3.tyk.io,443,https://zendesk3.tyk.io:443,https,text/plain,GET,162.159.128.7,/,,162.159.138.6,1,False,,Cloudflare,True,,,"Cloudflare, Inc.",cloudflare,cloudflare,True,
zendesk4.tyk.io,,403,16,zendesk4.tyk.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.tyk.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",eeef8d5db4313c4b553f7946e5bff79a,92aed799947706675784d6e61b564509c40c339e1163f416d4ecc96fec0e3042,ctls,zendesk4.tyk.io,443,https://zendesk4.tyk.io:443,https,text/plain,GET,162.159.138.6,/,,162.159.128.7,1,False,,Cloudflare,True,,,"Cloudflare, Inc.",cloudflare,cloudflare,True,
zoomdvg207rwc.cloud.tyk.io,Tyk Cloud - API Management and Gateway,200,9549,zoomdvg207rwc.cloud.tyk.io,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-28T23:59:59Z,CN=*.cloud.tyk.io,*.cloud.tyk.io,cloud.tyk.io,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6790d175c11a2909f45111083695461c,43620dd08121263a6abcb7617d33818b0b48bcf530be076b0d7740df6587ae5d,ctls,zoomdvg207rwc.cloud.tyk.io,443,https://zoomdvg207rwc.cloud.tyk.io:443,https,text/html,GET,34.238.224.143,/,-138391155,100.25.172.191,223,False,,HSTS,True,,,,,,,
