new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,mx,txt,caa,ns,has_internal_ips,internal_ips
[x],0-0-36.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],0-00.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],0-3-5-7.forum.ibood.com,,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],0-prod.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],0-summaryabillsstaging-files.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],0.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],000-643staging-filesoauth.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],001-zkmbgj3rqgqlwrx4.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],001-zpgwwz5uspb4uapy.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],001-zsymd2qkknubtard.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],005b.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],007huangjiaduchangzhongwenban.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],01-27.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],01-72-8-9.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],019-6.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],02b8ecd.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],03-19.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],031-23-4.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],04-02-05.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],04-65.forum.ibood.com,34.111.149.184,2600:1901:0:4651::,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
[x],04-77-85.forum.ibood.com,34.111.149.184,,_redirect.ibood.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,
