input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,webserver,cdn,tls_self_signed,tls_mismatched,final_url,csp_domains_,tls_subject_org_,tls_expired
b9e5f985-5f19-4264-8674-73ec77aa254f.unifi-hosting.ui.com,UniFi OS,200,484,b9e5f985-5f19-4264-8674-73ec77aa254f.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T09:13:40Z,2023-08-13T09:13:39Z,CN=b9e5f985-5f19-4264-8674-73ec77aa254f.unifi-hosting.ui.com,b9e5f985-5f19-4264-8674-73ec77aa254f.unifi-hosting.ui.com,b9e5f985-5f19-4264-8674-73ec77aa254f.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1732717e87d502627ec72a148fc6a647,5c02179197edb87ca53120bb6f113c413343c7fdd88b9f77640e92d755ddc148,ctls,b9e5f985-5f19-4264-8674-73ec77aa254f.unifi-hosting.ui.com,443,https://b9e5f985-5f19-4264-8674-73ec77aa254f.unifi-hosting.ui.com:443,https,text/html,GET,198.211.96.78,/,390404864,198.211.96.78,HSTS,1,False,,,,,,,,,,
ba2f9b5f-959c-44ac-a33d-c72369df1870.unifi-hosting.ui.com,UniFi OS,200,484,ba2f9b5f-959c-44ac-a33d-c72369df1870.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T08:18:18Z,2023-08-09T08:18:17Z,CN=ba2f9b5f-959c-44ac-a33d-c72369df1870.unifi-hosting.ui.com,ba2f9b5f-959c-44ac-a33d-c72369df1870.unifi-hosting.ui.com,ba2f9b5f-959c-44ac-a33d-c72369df1870.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1f04b7c4629160980be1921ff4c86c05,f2d32ebbc83f82ae366fe36aa60737f82c0bb1252de2e89222edc457dbdf2a6f,ctls,ba2f9b5f-959c-44ac-a33d-c72369df1870.unifi-hosting.ui.com,443,https://ba2f9b5f-959c-44ac-a33d-c72369df1870.unifi-hosting.ui.com:443,https,text/html,GET,143.198.71.229,/,390404864,143.198.71.229,HSTS,1,False,,,,,,,,,,
ba654f10-dd0b-4ee3-876c-62fbcd3ad6a0.unifi-hosting.ui.com,UniFi OS,200,484,ba654f10-dd0b-4ee3-876c-62fbcd3ad6a0.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T11:57:35Z,2023-07-31T11:57:34Z,CN=ba654f10-dd0b-4ee3-876c-62fbcd3ad6a0.unifi-hosting.ui.com,ba654f10-dd0b-4ee3-876c-62fbcd3ad6a0.unifi-hosting.ui.com,ba654f10-dd0b-4ee3-876c-62fbcd3ad6a0.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e881a0b0b489e8d66f2835db2e82ab7a,6760d1793974968cc1c8ec1737fe64159dc705f330b1c52994a86dc0ee46f3ee,ctls,ba654f10-dd0b-4ee3-876c-62fbcd3ad6a0.unifi-hosting.ui.com,443,https://ba654f10-dd0b-4ee3-876c-62fbcd3ad6a0.unifi-hosting.ui.com:443,https,text/html,GET,69.55.59.138,/,390404864,69.55.59.138,HSTS,1,False,,,,,,,,,,
ba9.blog.ui.com,403 Forbidden,403,146,blog.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-25T15:19:54Z,2023-08-23T15:19:53Z,CN=tls.automattic.com,tls.automattic.com,www.ulupubih.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8d59c9573ad0e6895ae3ede8e7845cb1,e4c049f47f1abeb2a2179ce090790ad00e9a3b67f915167980e25586ae9f62b4,ctls,blog.ui.com,443,https://ba9.blog.ui.com:443,https,text/html,GET,192.0.78.128,/,-1561873722,192.0.78.217,Nginx,8,False,,,nginx,,,,https://blog.ui.com/,,,
baba.ui.com,UniFi Identity Portal,200,1979,baba.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59e46ce334ce68e5c7c485ac8e26120b,a8832e6d03af552b46cbc23347f81c60a333dd47aa2d7a4ef621acbd04cabf91,ctls,baba.ui.com,443,https://baba.ui.com:443,https,text/html,GET,108.138.17.93,/,10518676,108.138.17.2,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
babel.ui.com,UniFi Identity Portal,200,1979,babel.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5cb4af507a2defd370180ba40a75bdaa,66b9eb57a0600025074c1a20410ef315a98a51df3841eeaf3af2f2f85420148e,ctls,babel.ui.com,443,https://babel.ui.com:443,https,text/html,GET,13.32.121.115,/,1011460682,13.32.121.67,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
babylon5.ui.com,UniFi Identity Portal,200,1979,babylon5.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-26T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7fab693cda7f110df3b3216f2cfd69e9,a055da08ff2f5bf7af69a054fd820809b6d5b9e884cd40adcd9465d6d802f36e,ctls,babylon5.ui.com,443,https://babylon5.ui.com:443,https,text/html,GET,52.222.236.31,/,1986925657,52.222.236.104,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
bach.ui.com,UniFi Identity Portal,200,1979,bach.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5cb4af507a2defd370180ba40a75bdaa,66b9eb57a0600025074c1a20410ef315a98a51df3841eeaf3af2f2f85420148e,ctls,bach.ui.com,443,https://bach.ui.com:443,https,text/html,GET,18.66.112.44,/,1011460682,18.66.112.23,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
bacon.ui.com,UniFi Identity Portal,200,1979,bacon.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59e46ce334ce68e5c7c485ac8e26120b,a8832e6d03af552b46cbc23347f81c60a333dd47aa2d7a4ef621acbd04cabf91,ctls,bacon.ui.com,443,https://bacon.ui.com:443,https,text/html,GET,52.222.236.69,/,10518676,52.222.236.111,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
baf14ed5-2cb3-47db-a88f-c477fc0fed01.unifi-hosting.ui.com,UniFi OS,200,484,baf14ed5-2cb3-47db-a88f-c477fc0fed01.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T08:09:46Z,2023-08-08T08:09:45Z,CN=baf14ed5-2cb3-47db-a88f-c477fc0fed01.unifi-hosting.ui.com,baf14ed5-2cb3-47db-a88f-c477fc0fed01.unifi-hosting.ui.com,baf14ed5-2cb3-47db-a88f-c477fc0fed01.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5c0c45715c6642366f1a34befee24a73,e94cfae5ee769296a3fc163ac8bcdaa6cd865e2ba5f7175eb60140feacd2646d,ctls,baf14ed5-2cb3-47db-a88f-c477fc0fed01.unifi-hosting.ui.com,443,https://baf14ed5-2cb3-47db-a88f-c477fc0fed01.unifi-hosting.ui.com:443,https,text/html,GET,143.198.228.0,/,390404864,143.198.228.0,HSTS,1,False,,,,,,,,,,
bailey.ui.com,UniFi Identity Portal,200,1979,bailey.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5cb4af507a2defd370180ba40a75bdaa,66b9eb57a0600025074c1a20410ef315a98a51df3841eeaf3af2f2f85420148e,ctls,bailey.ui.com,443,https://bailey.ui.com:443,https,text/html,GET,18.66.112.58,/,1011460682,18.66.112.88,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
baker.ui.com,UniFi Identity Portal,200,1979,baker.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5cb4af507a2defd370180ba40a75bdaa,66b9eb57a0600025074c1a20410ef315a98a51df3841eeaf3af2f2f85420148e,ctls,baker.ui.com,443,https://baker.ui.com:443,https,text/html,GET,18.66.112.23,/,1011460682,18.66.112.56,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
bal1.ui.com,UniFi Identity Portal,200,1979,bal1.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-26T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7fab693cda7f110df3b3216f2cfd69e9,a055da08ff2f5bf7af69a054fd820809b6d5b9e884cd40adcd9465d6d802f36e,ctls,bal1.ui.com,443,https://bal1.ui.com:443,https,text/html,GET,18.66.112.115,/,1986925657,18.66.112.26,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
baladoquebec.ui.com,UniFi Identity Portal,200,1979,baladoquebec.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5cb4af507a2defd370180ba40a75bdaa,66b9eb57a0600025074c1a20410ef315a98a51df3841eeaf3af2f2f85420148e,ctls,baladoquebec.ui.com,443,https://baladoquebec.ui.com:443,https,text/html,GET,18.66.147.127,/,1011460682,18.66.147.18,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
banana.ui.com,UniFi Identity Portal,200,1979,banana.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-26T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7fab693cda7f110df3b3216f2cfd69e9,a055da08ff2f5bf7af69a054fd820809b6d5b9e884cd40adcd9465d6d802f36e,ctls,banana.ui.com,443,https://banana.ui.com:443,https,text/html,GET,18.66.112.26,/,1986925657,18.66.112.92,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
bard.ui.com,UniFi Identity Portal,200,1979,bard.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5cb4af507a2defd370180ba40a75bdaa,66b9eb57a0600025074c1a20410ef315a98a51df3841eeaf3af2f2f85420148e,ctls,bard.ui.com,443,https://bard.ui.com:443,https,text/html,GET,18.66.147.17,/,1011460682,18.66.147.98,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
barinas.stg-go.ubnt.com,Ubiquiti Account,200,2558,account.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-04-19T23:59:59Z,CN=*.account.ui.com,*.account.ui.com,account.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee88130395ae78eba625a767fc734952,2b281e10d053d423c7c7200222fc1160820161d506c62b6f73f087e091585fb2,ctls,account.ui.com,443,https://barinas.stg-go.ubnt.com:443,https,text/html,GET,104.198.70.209,/,821745067,104.198.70.209,Nginx:1.24.0,1,False,True,google,nginx/1.24.0,True,,True,https://account.ui.com/login?redirect=https%3A//unifi-go.ubnt.com/api/eol,account.ui.com,,
barn.ui.com,UniFi Identity Portal,200,1979,barn.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59e46ce334ce68e5c7c485ac8e26120b,a8832e6d03af552b46cbc23347f81c60a333dd47aa2d7a4ef621acbd04cabf91,ctls,barn.ui.com,443,https://barn.ui.com:443,https,text/html,GET,13.224.189.57,/,10518676,13.224.189.112,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
baro.ui.com,UniFi Identity Portal,200,1979,baro.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-26T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7fab693cda7f110df3b3216f2cfd69e9,a055da08ff2f5bf7af69a054fd820809b6d5b9e884cd40adcd9465d6d802f36e,ctls,baro.ui.com,443,https://baro.ui.com:443,https,text/html,GET,13.32.121.92,/,1986925657,13.32.121.51,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
barracuda.ui.com,UniFi Identity Portal,200,1979,barracuda.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-26T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7fab693cda7f110df3b3216f2cfd69e9,a055da08ff2f5bf7af69a054fd820809b6d5b9e884cd40adcd9465d6d802f36e,ctls,barracuda.ui.com,443,https://barracuda.ui.com:443,https,text/html,GET,18.66.97.80,/,1986925657,18.66.97.60,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
barry.ui.com,UniFi Identity Portal,200,1979,barry.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5cb4af507a2defd370180ba40a75bdaa,66b9eb57a0600025074c1a20410ef315a98a51df3841eeaf3af2f2f85420148e,ctls,barry.ui.com,443,https://barry.ui.com:443,https,text/html,GET,13.225.78.11,/,1011460682,13.225.78.40,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
bart.ui.com,UniFi Identity Portal,200,1979,bart.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-26T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7fab693cda7f110df3b3216f2cfd69e9,a055da08ff2f5bf7af69a054fd820809b6d5b9e884cd40adcd9465d6d802f36e,ctls,bart.ui.com,443,https://bart.ui.com:443,https,text/html,GET,18.66.112.26,/,1986925657,18.66.112.115,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
base.ui.com,UniFi Identity Portal,200,1979,base.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59e46ce334ce68e5c7c485ac8e26120b,a8832e6d03af552b46cbc23347f81c60a333dd47aa2d7a4ef621acbd04cabf91,ctls,base.ui.com,443,https://base.ui.com:443,https,text/html,GET,18.66.147.103,/,10518676,18.66.147.100,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
base2.ui.com,UniFi Identity Portal,200,1979,base2.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59e46ce334ce68e5c7c485ac8e26120b,a8832e6d03af552b46cbc23347f81c60a333dd47aa2d7a4ef621acbd04cabf91,ctls,base2.ui.com,443,https://base2.ui.com:443,https,text/html,GET,13.224.189.112,/,10518676,13.224.189.57,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
bates.ui.com,UniFi Identity Portal,200,1979,bates.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59e46ce334ce68e5c7c485ac8e26120b,a8832e6d03af552b46cbc23347f81c60a333dd47aa2d7a4ef621acbd04cabf91,ctls,bates.ui.com,443,https://bates.ui.com:443,https,text/html,GET,108.138.17.93,/,10518676,108.138.17.72,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
bauer.ui.com,UniFi Identity Portal,200,1979,bauer.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5cb4af507a2defd370180ba40a75bdaa,66b9eb57a0600025074c1a20410ef315a98a51df3841eeaf3af2f2f85420148e,ctls,bauer.ui.com,443,https://bauer.ui.com:443,https,text/html,GET,52.222.214.96,/,1011460682,52.222.214.30,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
baw.blog.ui.com,403 Forbidden,403,146,blog.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-25T15:19:54Z,2023-08-23T15:19:53Z,CN=tls.automattic.com,tls.automattic.com,www.ulupubih.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8d59c9573ad0e6895ae3ede8e7845cb1,e4c049f47f1abeb2a2179ce090790ad00e9a3b67f915167980e25586ae9f62b4,ctls,blog.ui.com,443,https://baw.blog.ui.com:443,https,text/html,GET,192.0.78.217,/,-1561873722,192.0.78.128,Nginx,8,False,,,nginx,,,,https://blog.ui.com/,,,
baww.blog.ui.com,403 Forbidden,403,146,blog.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-25T15:19:54Z,2023-08-23T15:19:53Z,CN=tls.automattic.com,tls.automattic.com,www.ulupubih.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8d59c9573ad0e6895ae3ede8e7845cb1,e4c049f47f1abeb2a2179ce090790ad00e9a3b67f915167980e25586ae9f62b4,ctls,blog.ui.com,443,https://baww.blog.ui.com:443,https,text/html,GET,192.0.78.217,/,-1561873722,192.0.78.128,Nginx,8,False,,,nginx,,,,https://blog.ui.com/,,,
bb3f80b3-0575-4708-af01-9c1d9fa6afc1.unifi-hosting.ui.com,UniFi OS,200,484,bb3f80b3-0575-4708-af01-9c1d9fa6afc1.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-09T16:15:59Z,2023-08-07T16:15:58Z,CN=bb3f80b3-0575-4708-af01-9c1d9fa6afc1.unifi-hosting.ui.com,bb3f80b3-0575-4708-af01-9c1d9fa6afc1.unifi-hosting.ui.com,bb3f80b3-0575-4708-af01-9c1d9fa6afc1.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4cb77687237cd496f237adf9ee34ab6f,d01fcace95e109cb3aab16e5fd014545f4d913896beaebbb3e1817dd66a4234d,ctls,bb3f80b3-0575-4708-af01-9c1d9fa6afc1.unifi-hosting.ui.com,443,https://bb3f80b3-0575-4708-af01-9c1d9fa6afc1.unifi-hosting.ui.com:443,https,text/html,GET,147.182.141.69,/,390404864,147.182.141.69,HSTS,1,False,,,,,,,,,,
bbps.ui.com,UniFi Identity Portal,200,1979,bbps.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-26T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7fab693cda7f110df3b3216f2cfd69e9,a055da08ff2f5bf7af69a054fd820809b6d5b9e884cd40adcd9465d6d802f36e,ctls,bbps.ui.com,443,https://bbps.ui.com:443,https,text/html,GET,52.222.236.128,/,1986925657,52.222.236.31,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
bcda1fd0-1bdb-4af7-b52b-e8a6c571c10b.unifi-hosting.ui.com,UniFi OS,200,484,bcda1fd0-1bdb-4af7-b52b-e8a6c571c10b.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T13:15:58Z,2023-08-03T13:15:57Z,CN=bcda1fd0-1bdb-4af7-b52b-e8a6c571c10b.unifi-hosting.ui.com,bcda1fd0-1bdb-4af7-b52b-e8a6c571c10b.unifi-hosting.ui.com,bcda1fd0-1bdb-4af7-b52b-e8a6c571c10b.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,377dfa0913fe4e593b58ed0a59c02b05,731d15b1f756d6aeb82bbebad0af21e2709f824679343b4be81c178c2e73c4ec,ctls,bcda1fd0-1bdb-4af7-b52b-e8a6c571c10b.unifi-hosting.ui.com,443,https://bcda1fd0-1bdb-4af7-b52b-e8a6c571c10b.unifi-hosting.ui.com:443,https,text/html,GET,143.198.78.12,/,390404864,143.198.78.12,HSTS,1,False,,,,,,,,,,
bce64a2f-95f9-4f18-a806-f5fdeb54f6b1.unifi-hosting.ui.com,UniFi OS,200,484,bce64a2f-95f9-4f18-a806-f5fdeb54f6b1.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-16T08:04:39Z,2023-08-14T08:04:38Z,CN=bce64a2f-95f9-4f18-a806-f5fdeb54f6b1.unifi-hosting.ui.com,bce64a2f-95f9-4f18-a806-f5fdeb54f6b1.unifi-hosting.ui.com,bce64a2f-95f9-4f18-a806-f5fdeb54f6b1.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f86d4b14aa9527410456f1af89c4382f,7a239cb7aea05ac1704797f8e2f39ec36ac99adf6d8ee75d1d07e48ed604800a,ctls,bce64a2f-95f9-4f18-a806-f5fdeb54f6b1.unifi-hosting.ui.com,443,https://bce64a2f-95f9-4f18-a806-f5fdeb54f6b1.unifi-hosting.ui.com:443,https,text/html,GET,68.183.159.96,/,390404864,68.183.159.96,HSTS,1,False,,,,,,,,,,
bcit.ui.com,UniFi Identity Portal,200,1979,bcit.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5cb4af507a2defd370180ba40a75bdaa,66b9eb57a0600025074c1a20410ef315a98a51df3841eeaf3af2f2f85420148e,ctls,bcit.ui.com,443,https://bcit.ui.com:443,https,text/html,GET,13.32.121.67,/,1011460682,13.32.121.115,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
be480daa-e514-4b25-9d33-38853835137a.unifi-hosting.ui.com,UniFi OS,200,484,be480daa-e514-4b25-9d33-38853835137a.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T09:44:01Z,2023-08-09T09:44:00Z,CN=be480daa-e514-4b25-9d33-38853835137a.unifi-hosting.ui.com,be480daa-e514-4b25-9d33-38853835137a.unifi-hosting.ui.com,be480daa-e514-4b25-9d33-38853835137a.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7abc67c12ffc7876503dcf29cfb4873e,a7842feba0e6ad6572ed47dba92bb552004388af05b9dc665254f67f94d0ad55,ctls,be480daa-e514-4b25-9d33-38853835137a.unifi-hosting.ui.com,443,https://be480daa-e514-4b25-9d33-38853835137a.unifi-hosting.ui.com:443,https,text/html,GET,64.225.60.20,/,390404864,64.225.60.20,HSTS,1,False,,,,,,,,,,
be79d6da-dfa6-4949-a79a-94b793bb8100.unifi-hosting.ui.com,UniFi OS,200,484,be79d6da-dfa6-4949-a79a-94b793bb8100.unifi-hosting.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T08:17:52Z,2023-08-09T08:17:51Z,CN=be79d6da-dfa6-4949-a79a-94b793bb8100.unifi-hosting.ui.com,be79d6da-dfa6-4949-a79a-94b793bb8100.unifi-hosting.ui.com,be79d6da-dfa6-4949-a79a-94b793bb8100.unifi-hosting.ui.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a53aaa0aa1802031121266bd53193489,c12a9879fdd204c63a554bac7c300368288dd638b5cbe8e79b432ec20197357e,ctls,be79d6da-dfa6-4949-a79a-94b793bb8100.unifi-hosting.ui.com,443,https://be79d6da-dfa6-4949-a79a-94b793bb8100.unifi-hosting.ui.com:443,https,text/html,GET,164.92.93.2,/,390404864,164.92.93.2,HSTS,1,False,,,,,,,,,,
bear.ui.com,UniFi Identity Portal,200,1979,bear.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59e46ce334ce68e5c7c485ac8e26120b,a8832e6d03af552b46cbc23347f81c60a333dd47aa2d7a4ef621acbd04cabf91,ctls,bear.ui.com,443,https://bear.ui.com:443,https,text/html,GET,18.66.122.27,/,10518676,18.66.122.38,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
beard.ui.com,UniFi Identity Portal,200,1979,beard.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5cb4af507a2defd370180ba40a75bdaa,66b9eb57a0600025074c1a20410ef315a98a51df3841eeaf3af2f2f85420148e,ctls,beard.ui.com,443,https://beard.ui.com:443,https,text/html,GET,13.32.121.59,/,1011460682,13.32.121.67,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
beast.ui.com,UniFi Identity Portal,200,1979,beast.ui.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,CN=ui.com,ui.com,*.ui.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59e46ce334ce68e5c7c485ac8e26120b,a8832e6d03af552b46cbc23347f81c60a333dd47aa2d7a4ef621acbd04cabf91,ctls,beast.ui.com,443,https://beast.ui.com:443,https,text/html,GET,18.66.122.38,/,10518676,18.66.122.64,Nginx,24,False,True,cloudfront,nginx,True,,,,,,
