input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,tls_subject_org_,location,tls_expired
*.amazonaws.com,Cloud Computing Services - Amazon Web Services (AWS),200,287194,https://f0.awsstatic.com,aws.amazon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,CN=aws.amazon.com,aws.amazon.com,1.aws-lbr.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,142203600fa2c4d1b20831103811f8d6,54108acd24884070f6280ba1133869ead976599d259f036c681587b6a5f081f5,,ctls,aws.amazon.com,80,http://amazonaws.com:80,http,Server,text/html,GET,72.21.210.29,/,-937684816,72.21.206.80,Handlebars,3073,False,,,https://aws.amazon.com/,,,
*.s3.amazonaws.com,Cloud Object Storage – Amazon S3 – Amazon Web Services,200,76169,https://d1le29qyzha1u4.cloudfront.net,aws.amazon.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,CN=aws.amazon.com,aws.amazon.com,1.aws-lbr.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,142203600fa2c4d1b20831103811f8d6,54108acd24884070f6280ba1133869ead976599d259f036c681587b6a5f081f5,,ctls,aws.amazon.com,443,https://s3.amazonaws.com:443,https,Server,text/html,GET,52.217.226.24,/,-950287000,52.217.33.206,Handlebars,823,False,,,https://aws.amazon.com/s3/,,,
*.wasabisys.com,"Fast, Affordable Cloud Storage & Secure Data Protection - Wasabi",200,151739,,wasabi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-23T10:24:13Z,2023-08-21T10:24:12Z,CN=wasabi.com,wasabi.com,wasabi.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,71400c315d77c677c0aa6ef0125c3dd1,ec8d5614e4c2f7c82a961bb1f8d14e4ef78558dc8ad681a1054db6a4080089a0,,ctls,wasabi.com,443,https://wasabisys.com:443,https,nginx,text/html,GET,38.27.106.27,/,83509992,38.27.106.103,Yoast SEO:20.11,1921,False,,,https://wasabi.com/,,,
00002.files.com,,200,1214,s3-ap-southeast-1.amazonaws.com,00002.files.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-07-10T22:06:59Z,2023-10-08T22:06:58Z,CN=files.com,files.com,files.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3a0bb492e913454eacdfb67f8d22a520,4e61e0f31e364ba51c9a97a5cd4ffba7263c21338cbc45bfaeb4efc9e83f3023,True,ctls,00002.files.com,443,https://00002.files.com:443,https,files.com,text/html,GET,35.178.122.29,/,-734781815,35.176.125.40,HSTS,33,False,,,,,,
01011996.files.com,,200,1214,s3-ap-southeast-1.amazonaws.com,01011996.files.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-07-10T22:06:59Z,2023-10-08T22:06:58Z,CN=files.com,files.com,files.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3a0bb492e913454eacdfb67f8d22a520,4e61e0f31e364ba51c9a97a5cd4ffba7263c21338cbc45bfaeb4efc9e83f3023,True,ctls,01011996.files.com,443,https://01011996.files.com:443,https,files.com,text/html,GET,35.176.125.40,/,-734781815,35.178.122.29,HSTS,33,False,,,,,,
0195.files.com,,200,1214,jssdk.files.com,0195.files.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-07-10T22:06:59Z,2023-10-08T22:06:58Z,CN=files.com,files.com,files.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3a0bb492e913454eacdfb67f8d22a520,4e61e0f31e364ba51c9a97a5cd4ffba7263c21338cbc45bfaeb4efc9e83f3023,True,ctls,0195.files.com,443,https://0195.files.com:443,https,files.com,text/html,GET,35.176.125.40,/,-734781815,35.178.122.29,HSTS,33,False,,,,,,
03456.files.com,,200,1214,*.amazonaws.com,03456.files.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-07-10T22:06:59Z,2023-10-08T22:06:58Z,CN=files.com,files.com,files.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3a0bb492e913454eacdfb67f8d22a520,4e61e0f31e364ba51c9a97a5cd4ffba7263c21338cbc45bfaeb4efc9e83f3023,True,ctls,03456.files.com,443,https://03456.files.com:443,https,files.com,text/html,GET,35.176.125.40,/,-734781815,35.178.122.29,HSTS,33,False,,,,,,
03tk.files.com,,200,1214,*.wasabisys.com,03tk.files.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-07-10T22:06:59Z,2023-10-08T22:06:58Z,CN=files.com,files.com,files.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3a0bb492e913454eacdfb67f8d22a520,4e61e0f31e364ba51c9a97a5cd4ffba7263c21338cbc45bfaeb4efc9e83f3023,True,ctls,03tk.files.com,443,https://03tk.files.com:443,https,files.com,text/html,GET,35.178.122.29,/,-734781815,35.176.125.40,HSTS,33,False,,,,,,
040175.files.com,,200,1214,*.amazonaws.com,040175.files.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-07-10T22:06:59Z,2023-10-08T22:06:58Z,CN=files.com,files.com,files.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3a0bb492e913454eacdfb67f8d22a520,4e61e0f31e364ba51c9a97a5cd4ffba7263c21338cbc45bfaeb4efc9e83f3023,True,ctls,040175.files.com,443,https://040175.files.com:443,https,files.com,text/html,GET,35.176.125.40,/,-734781815,35.178.122.29,HSTS,33,False,,,,,,
063o.files.com,,200,1214,staging-wopi.files.com,063o.files.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2023-07-10T22:06:59Z,2023-10-08T22:06:58Z,CN=files.com,files.com,files.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3a0bb492e913454eacdfb67f8d22a520,4e61e0f31e364ba51c9a97a5cd4ffba7263c21338cbc45bfaeb4efc9e83f3023,True,ctls,063o.files.com,443,https://063o.files.com:443,https,files.com,text/html,GET,35.178.122.29,/,-734781815,35.176.125.40,HSTS,33,False,,,,,,
