input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_expired,tls_self_signed
e.allin.allin.movilepay.com,,200,2,e.allin.allin.movilepay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-10-11T15:37:27Z,2023-11-12T15:37:26Z,CN=e.allin.allin.movilepay.com,e.allin.allin.movilepay.com,,e.allin.allin.movilepay.com,"CN=AlphaSSL CA - SHA256 - G2, O=GlobalSign nv-sa, C=BE",AlphaSSL CA - SHA256 - G2,GlobalSign nv-sa,cef36c36892ac0f756f545c3474b07fa,62c07e44aa02b388e9811ca9e9a7af67901c439fbd5096973034f7c452d2efed,,ctls,e.allin.allin.movilepay.com,443,https://e.allin.allin.movilepay.com:443,https,Apache,text/html,GET,186.202.41.26,/,-1840324437,186.202.41.26,Apache,1,False,,
r.allin.movilepay.com,,200,2,r.allin.movilepay.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2021-10-14T16:54:46Z,2022-10-14T16:54:46Z,"emailAddress=root@destiny0002, CN=destiny0002, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@destiny0002",destiny0002,SomeOrganization,,"emailAddress=root@destiny0002, CN=destiny0002, OU=SomeOrganizationalUnit, O=SomeOrganization, L=SomeCity, ST=SomeState, C=--, emailAddress=root@destiny0002",destiny0002,SomeOrganization,7c3f604a5e1d20be2e0ff1f370ed5110,c1ea1a29b480cc01e9083938d10c865554f05ba0e0b44904bb71643c90c1f6dc,,ctls,r.allin.movilepay.com,443,https://r.allin.movilepay.com:443,https,Apache,text/html,GET,177.153.231.106,/,-366337701,177.153.231.107,PHP:5.6.40,1,False,True,True
www.movilepay.com,Service Unavailable,503,269,www.movilepay.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-02-22T00:00:00Z,2024-02-22T23:59:59Z,"CN=www.ifood.com.br, O=IFOOD.COM AGENCIA DE RESTAURANTES ONLINE S.A., L=Osasco, ST=Sao Paulo, C=BR",www.ifood.com.br,IFOOD.COM AGENCIA DE RESTAURANTES ONLINE S.A.,movilepay.com.br,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9050e92f15301aa54545836cdf4c1f6a,26788b57d2e82b763c41f2e92f92dcb25f16accb65865e1655e3f979a0fd3022,True,ctls,www.movilepay.com,443,https://www.movilepay.com:443,https,AkamaiGHost,text/html,GET,95.101.111.180,/,-1060004995,2a02:26f0:480:23::1726:629f,HSTS,9,False,,
