input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,final_url,csp_domains_
navi.caffeine.tv,Sign In,403,8193,navi.caffeine.tv,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T22:46:45Z,2023-08-06T22:46:44Z,CN=navi.caffeine.tv,navi.caffeine.tv,navi.caffeine.tv,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1a5f0769f2ddd4aae838449811563aa3,c2cec859e304d878ba0a279014de2ef3ecd4bdae1679978806c056dbc69ed50a,ctls,navi.caffeine.tv,,443,https://navi.caffeine.tv:443,https,istio-envoy,text/html,GET,54.244.132.37,/,1758777476,52.42.167.40,Envoy,76,False,,,,,,
navi.staging.caffeine.tv,Sign In,403,8193,navi.staging.caffeine.tv,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T17:15:20Z,2023-07-18T17:15:19Z,CN=navi.staging.caffeine.tv,navi.staging.caffeine.tv,navi.staging.caffeine.tv,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0ccaa35975f1a6942dfcdfa504614599,1604112ae09ca8d53671a2375fb6bdeb86c30342b44fb2b69ad322840b4b52e4,ctls,navi.staging.caffeine.tv,,443,https://navi.staging.caffeine.tv:443,https,istio-envoy,text/html,GET,52.35.43.145,/,1758777476,44.228.163.209,Envoy,76,False,,,,,,
new-www.caffeine.tv,,200,22021,new-www.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-09T22:42:11Z,2023-11-10T22:42:10Z,CN=*.caffeine.tv,*.caffeine.tv,*.caffeine.tv,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,06992e5ef139262c47d559a808583f56,a7880d3d87105f213894a4b7261e7c16b03fca4bf46bbcbb60f36a20b2265a9e,ctls,new-www.caffeine.tv,fastly,443,https://new-www.caffeine.tv:443,https,AmazonS3,text/html,GET,151.101.2.49,/,-2030498528,151.101.194.49,Varnish,248,False,True,,,True,,
partner.comcast.net,Comcast Partner Video Information Portal,200,5042,partners.comcast.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-26T00:00:00Z,2023-07-26T23:59:59Z,"CN=partners.comcast.net, O=Comcast Corporation, ST=Pennsylvania, C=US",partners.comcast.net,partnervip-ch2-02.sys.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,279a8ed345d2d2e308ff13459b2b79fc,a3d7f50deeb4313d881878106a9c0f9c5c8688306c1b2182bc566efa106dcffe,ctls,partners.comcast.net,,443,https://partner.comcast.net:443,https,nginx,text/html,GET,69.252.194.138,/,-364206970,69.252.194.138,Nginx,1,False,,,Comcast Corporation,,https://partners.comcast.net/,
payments.caffeine.tv,401 Authorization Required,401,172,payments.caffeine.tv,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-29T16:31:53Z,2023-06-27T16:31:52Z,CN=payments.caffeine.tv,payments.caffeine.tv,payments.caffeine.tv,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,96a5de9a04834f543f2a31a0253120a8,1ea1a201557999c4d4122b35cde108d5c8229501d62895de123147e1f11d1d24,ctls,payments.caffeine.tv,,443,https://payments.caffeine.tv:443,https,istio-envoy,text/html,GET,35.163.241.190,/,-1710455754,34.216.48.206,Envoy,8,False,,,,,,
payments.staging.caffeine.tv,401 Authorization Required,401,574,payments.staging.caffeine.tv,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-24T15:59:10Z,2023-06-22T15:59:09Z,CN=payments.staging.caffeine.tv,payments.staging.caffeine.tv,payments.staging.caffeine.tv,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e4fe2c4b05b5b2af46be4f5ddfb109e9,25c8c60e9d067bdc9f9e2d0a144e2c550c6e0843e78724938ac0cbf2c5155fda,ctls,payments.staging.caffeine.tv,,443,https://payments.staging.caffeine.tv:443,https,istio-envoy,text/html,GET,54.214.77.53,/,1335698669,35.86.5.63,Envoy,14,False,,,,,,
peeps.caffeine.tv,Sign in - Google Accounts,200,681172,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://peeps.caffeine.tv:443,https,ESF,text/html,GET,142.250.184.211,/,1269952591,2a00:1450:4001:830::2013,HTTP/3,46,False,,,,True,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1945534832%3A1684825335386325&client_id=579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com&code_challenge=_KZbBB1JIbPfslCiLb4gnXawCrTdgHfwnYfmMxXbtZU&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEqDS1JF956Z-q2k004g2uvVNhM9xlfKxWRzfqqz5zwy5TJ4PwMOdFjWirXqZjcHLtZ7BOfMMBTRXvGCiDyGv9h-yDAkNV1cWKaCvdi8zihIKl5k85W9y5pHrbJweRJOVVINk71iIt9NFv1lqnSLkdrEcqlo3kOlr2oKSDaOtrqJomxEJ2AqBIwNo9xmBp9dNUy3XViIEcYHPVYwbZYouZtZajHfTl_4d18Y-Tt0bxSQUoyRI6egtnBXNNPAuKMO9BmwQRiIy9AXm1mn5q1XyfQsDrsdlj-cOHkGTI-R4qVCWLKms5N3zed-oM1jzaRD7wXAramKMgfJKGdZGDyiZ6RJ77KNmGCeQZ_GzVOTMtX-74_rWx49FPHHCCvRDpzMd3ih1553QQZkgdxROfu4_3BqOraSQ3SEJxzbUPOx3nF3v2CNYn0VSVKNVmqYKAGgP4yG1HjHzPy7HMW9LTQ3nKG8q2223mAyHhAzyBwVDhesoZziVGYPjMNCLwy7kva2OcpDlDQdUTnrg1qpcLehqzXuTwLx_xDgiJ57Qo8qvXpL-OHElsOUTVrrlelPti6w9afwJJ0o58NbUMI-p5A22NFrhcjtCErG7_3v6mEiBp4wiMWflKbtb8yD6jL_Is67pmLJgxqGhrSaVuXRj7wxHS-tfzZ9u5UcbbJ_Kszy8dr1tyWn0ekctNh8j6WF5ANEfDCLeb2Bm6rBdelHGJavP5mxDEaZMMb29muhPCpKrJmj8Zca76Yc6kPaAfNb2zkSHBEUCwPM70GwWSe0CFE2QNZYBe5zEGH7k_S-BKkma3O5zLFX-aTA93iYadraYWJN8yGR_6KO80v7IJpvSy-yo0HphIVyWpfKjoBJie6u6UYJVg_NXVzASO2gKowd6eDkiD0WmU_FIWkaf59LgeOPUjwW90LvV4oULtJj2mL21jg7irH26jaTvXj-4c0jg1FfQBHkXHsyrlwSfqgMzndiejlT4B5MQPKPZjwYsdgMBSF54ftXknKj-goB6qMaH5mNetkjkbGw&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAO2KxZlYYF0X8roBkoB59YuH227UF8Iaur0G9P33cAUYYs6aL6MlTsf3fVYZucxSUlGYvDOFSyH0_wTynbzYqd2C9zvWPeDYSVdAzVDksTKTPUUeUTSvxejvZGObFZQNW_LjgDuthcdSs_W-BOYu6_KXGn3zV3bYCrTx_qtUJaatbLqwqN8XrnX0W3FrHIgmXzA-rffLskQp9QT6Yw5Kj_8Oy9finiGTrDMkO7gnGHuLPmTRp2dCp6YqO9MrQnhPxd5F4siS6mH0cKID69hGFiMG692xmaX9qvzYUV3hCAhCF54EgPFtX9Jo_wDCVe7avm48QU3MbojqsJNa55iG8jwE6KnmE6UyIeRcVLMRKL4qUFdoz_aaPmwrvJJPksudoOO1J_YjzajGxvJwaHWlfW44mWMdB7XJeScnCRLRLwaBZ2DLcjJ0AZmmWJYgKuWGh_nBmhjhlkE0t5y8fqlChPiM01WTw%26as%3DS-1945534832%253A1684825335386325%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxccro2gCR7Er_q1OrP-SdRTdDXcjSJOBKn0R0-IEBowQeQXFIi1s9fS6DiHtRKJ5pHzpHYByb_Ix6boHOg8hHLS9fl0rmw,https://www.google-analytics.com
preview.caffeine.tv,Caffeine,200,4184,preview.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-09T22:42:11Z,2023-11-10T22:42:10Z,CN=*.caffeine.tv,*.caffeine.tv,*.caffeine.tv,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,06992e5ef139262c47d559a808583f56,a7880d3d87105f213894a4b7261e7c16b03fca4bf46bbcbb60f36a20b2265a9e,ctls,preview.caffeine.tv,fastly,443,https://preview.caffeine.tv:443,https,AmazonS3,text/html,GET,151.101.2.49,/,-126157596,151.101.194.49,Varnish,1,False,True,,,True,,
realtime.caffeine.tv,,404,,realtime.caffeine.tv,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-07T00:00:00Z,2023-08-05T23:59:59Z,CN=realtime.caffeine.tv,realtime.caffeine.tv,realtime.caffeine.tv,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,a030cfb7395f327a7867f4a08b5fd9c0,fbc3095f6f6555fedaa5b8aebaf8bbe8b1614d72da11f9ddd113c6acc5c46620,ctls,realtime.caffeine.tv,,443,https://realtime.caffeine.tv:443,https,istio-envoy,,GET,35.163.241.190,/,-1840324437,52.42.167.40,,1,False,,,,,,
realtime.development.caffeine.tv,,404,,,,,,,,,,,,,,,,,,,,80,http://realtime.development.caffeine.tv:80,http,istio-envoy,,GET,35.162.21.98,/,-1840324437,52.32.65.108,,1,False,,,,,,
realtime.staging.caffeine.tv,,404,,realtime.staging.caffeine.tv,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-27T00:00:00Z,2023-06-25T23:59:59Z,CN=realtime.staging.caffeine.tv,realtime.staging.caffeine.tv,realtime.staging.caffeine.tv,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,9ec18f6ba6d63d2fbee96509d14d2bff,3a6d8a1c792aae95626e291877de31fb05665ea7c3b57c1a4a44a0932882dca8,ctls,realtime.staging.caffeine.tv,,443,https://realtime.staging.caffeine.tv:443,https,istio-envoy,,GET,52.34.220.49,/,-1840324437,54.214.77.53,,1,False,,,,,,
render.caffeine.tv,404 Not Found,200,275,render.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T18:44:02Z,2023-07-12T18:44:01Z,CN=render.caffeine.tv,render.caffeine.tv,render.caffeine.tv,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0fbb4f6c02e47acc5cb755fae33c12bd,e45580d9ee44d9801956330fb6ac74fdf4c1f8f207f96aae1beadf1bc4be6802,ctls,render.caffeine.tv,,443,https://render.caffeine.tv:443,https,,text/html,GET,142.250.74.211,/,1593207841,2a00:1450:4001:810::2013,Node.js,12,False,,,,,,
search.comcast.net,Google,200,209507,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,ctls,www.google.com,,443,https://search.comcast.net:443,https,gws,text/html,GET,23.32.238.227,/,69105336,23.32.238.184,HTTP/3,174,False,,,,,https://www.google.com/webhp,https://csp.withgoogle.com/csp/gws/other-hp
snappy.caffeine.tv,,403,42,snappy.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-15T23:59:59Z,CN=caffeine.tv,caffeine.tv,*.caffeine.tv,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b45349c19c11abacac986ab2b6ab586a,1752dbf06be5ba23b14f82084f95161421043b50dcc33483b211dd614dd27ab9,ctls,snappy.caffeine.tv,cloudfront,443,https://snappy.caffeine.tv:443,https,,application/json,GET,143.204.231.120,/,-417880618,143.204.231.40,Amazon Web Services,1,False,True,,,True,,
static.caffeine.tv,STATIC,200,295,static.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-15T23:59:59Z,CN=caffeine.tv,caffeine.tv,*.caffeine.tv,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b45349c19c11abacac986ab2b6ab586a,1752dbf06be5ba23b14f82084f95161421043b50dcc33483b211dd614dd27ab9,ctls,static.caffeine.tv,cloudfront,443,https://static.caffeine.tv:443,https,AmazonS3,text/html,GET,52.222.236.25,/,-722241156,2600:9000:223e:1a00:c:e8df:5800:93a1,Amazon Web Services,14,False,True,,,True,,
static.staging.caffeine.tv,,403,243,static.staging.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-09T22:45:13Z,2023-11-10T22:45:12Z,CN=*.staging.caffeine.tv,*.staging.caffeine.tv,*.staging.caffeine.tv,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,79e7575bb5384d2af98a31680eedd236,bd799c97978c058f53392a8eef45d809a584a53f922b5664d0ba6d7373731d0e,ctls,static.staging.caffeine.tv,fastly,443,https://static.staging.caffeine.tv:443,https,AmazonS3,application/xml,GET,151.101.2.49,/,1702368027,151.101.194.49,Varnish,2,False,True,,,True,,
tomnook.caffeine.tv,Anmelden – Google Konten,200,94510,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://tomnook.caffeine.tv:443,https,GSE,text/html,GET,142.250.186.179,/,-933068221,2a00:1450:4001:82b::2013,OpenGSE,1494,False,,,,True,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAM_I4rPBQBQC4ym2Y3-s3_RWLMQxs4e3iDBKYfWmAJq4iZC2LJvF98MJjCRzCBedUxI9i4VKrJigHETkb469ngzaQpJpJ8nCIfhDj7BplVDSkoU0G3njcGirBcE0tnfDLphWOgbnxV-6XtYYiSr3gwkAeRayTuG3D7y2Ogau_iDVIb7-_vZ4bWpI_uIXPeINCYoGteJ9xnRNjP5ulek6ZVWHjGQKhnuYCQaHRSCVRbwDoWIvcamyfdoUF7WEj7EbqJ8DcF6eLG8JubNgPsY_O8vRUmPm4Wj_kMw4c7_aL1JaZZicFjkeY3ZtIOZYtg_jHSVGi_ejDRco8MlNvKwR3UdlYVNzjfnUMkLlVYQ0euff3_n-jrE45kMtLYHlDzYSfn_t2uHjcxvVVBHuNh7DGswKUJGuINioiYD6Opwe7ASll6prClOzkDCI3TEIp1MdSob09FNEqiDU7twerbIOzfop1ip8g%26as%3DS-1022451085%253A1684825335283438%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneHmA23rhUGpkuXEIw5i18JCYerMM8NUKoMz0h6TjReomGYETJoPyw94qYXv3n8nY2i86rpWtg,http:
tomnook.staging.caffeine.tv,Sign in - Google Accounts,200,607699,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://tomnook.staging.caffeine.tv:443,https,ESF,text/html,GET,142.250.185.211,/,1999921612,2a00:1450:4001:82b::2013,HTTP/3,46,False,,,,True,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S537528349%3A1684825335356049&client_id=579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com&code_challenge=ATfM6q2EY9iFJ6CzZgvUXuJVtVm0Rw5A2PAYV1bgRt0&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkES3eOskq1DHtSOBWutLC9W7FnfA4YbsPotaT3G4N3u8GLiTBDwDEKRZuvfp4YHZuiB591DOgOKOVyRIksfoUwGltQrCbHFCqwttgLNhpjYmuKy_kmATSa1B6vps5Xtxsn87aK9xDwqnsH-YAAObdTOImpH7MZXvh1CCqDTlP1RQO9hb4lYVOwJA0eXsbtiZ338EbPuclu_noeapCv2RNV3j1VuzVtExFjjSiaAtbDDalM4jdEF-U5bg76OzviiqhTBxn7c1WKbsnydlXVqIqmdOzRXjHj9yIYbyKppwQZzqUEv3fNULf_UjyZbJq75RiJY-S9AKjOrQ9IDZvloGz6O-0PHd3QcGI3_36YIjktJBwYgOSTWZ_4oxe8-05dPj2NqeVNf1iF14X7GhXVL4mp98U-CZ1p_7Al0L9FoeeqnTk7vTOafZTznc9qJWoiDZPco7l4MR1xj9P_DqRHpm4gjD4R3iu-vmyxgy21opOWorD6pwHFXM87YeWVCRTyOYN-ywvpn0RLiCke7yEXkUarYWwRhrLjM77STf1MazPHNYZlk08UbJqwVbtD8L2FwtxjdpKcTdXbwzrNC6bpG6igk8juVyFA2x7oxjct0tzZnM3rZQ6jDoJH0hVUJ8bWe5LcD22c5LgPAMV9pPvhMJ3XeGaTCxC9kTqjwzCSBVWOKCbHPPV30opzVWvta5y4e7wPsBmlLboMHbsyfykE6Gs7bjP3v0SnYObc4riTy6ZmsHhSMU5113G-8r-0LDNVMDYztRimXsQk-57J1yX8Ut9DS-fL9qasYhY6-AqnsSbimpYBkRZHNIX1Q9EmmFreoCIzpR6FxUaQECe8aBK1DjM_f2tmxfukgU49q-AruNv7nsY1R450sX8Vzw9rKmA86D9fzVzpJrUrrlCHLSGKS-jZ-GwXRo20OmcFlK6LtMSsqx95UmjQ3dDb7tiYZZ2ZjnFBAjK1dfUMEbjPhTMa1CG2x58X6J0f2gpe76i8wPT9TLZeoFbPXepNXwOIPS0EEUK1ai6Q2Za_Aidv3LwOZLwE2Ne3IIJGu7140EMWp8JyqQ&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAM9jhz2V8XI55XLIvSGNXzzIQl53iNMI92lU9QqxRYjWxL4DnBHH374NmN0PDHuXYkOL7H_ZOGK_A2gG69ZuYGr-FaNW892-pIgRjcY3Pc0uGyVRUKHRsr3MCrXRrW9X2cOV8uULDjS_TwbHespzoH8_4QfPrmUS2A01z1ZX_1VUPljJaZ7A-d9W5xSnA56u88QfJcPjMs23N3kR6BIxh9OQrI0VTH7GZe5tGRRLXCoXFdjwv4TzHCqb0A7mjafDVkbF0Fo65HzjiJ4sgR8tvU1iQT0Uta4MLOYou903o8gNW5O-_kBzK6hZChHB8P3p7XMGkdqh5oUPDHGzPOisy2TzBgCKUv4KAAVXNfMM8bj_Sf8wch2WpeMYxw8M86cEBDg-3Z_U-sO28JtMCG47sPB27vhOfUqbdIyiScu7vHp_gLEkWergxdG3SuT3TzpOHGbOhX-yN-p-zLzM73e1g6E6cRb5g%26as%3DS537528349%253A1684825335356049%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcchfWDWfrz4GwYOTaKNLpYOsehEfTqrMWDn1LMAu2YVZpNao6x80w385tyodNx2orSPl-bSOTgSojs7ZUsWQzAmcc5X-A,https://www.gstatic.com
v-cf.caffeine.tv,,404,19,v-cf.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-08T23:59:59Z,CN=cf-a.prd.ethos.usw2.ctv.gg,cf-a.prd.ethos.usw2.ctv.gg,v-cf.caffeine.tv,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cc1f3f1d2314e07c1373024fdcc21f28,340f62ed3377df84e34291447eca0634f29e43a92274e8be31c43515ff6f1ade,ctls,v-cf.caffeine.tv,cloudfront,443,https://v-cf.caffeine.tv:443,https,istio-envoy,text/plain,GET,52.222.236.36,/,-138391155,52.222.236.21,Envoy,2,False,True,,,,,
v-cf.development.caffeine.tv,,404,19,v-cf.development.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-06T23:59:59Z,CN=cf-a.dev.ethos.usw2.ctv.gg,cf-a.dev.ethos.usw2.ctv.gg,v-cf.development.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a6166d29d2b768294d825dcdf9c84aaa,70c42edad30d914934ffd53564f940e0f69f25ece2f2b0095ef51fa8e939fc14,ctls,v-cf.development.caffeine.tv,cloudfront,443,https://v-cf.development.caffeine.tv:443,https,istio-envoy,text/plain,GET,108.138.17.17,/,-138391155,108.138.17.29,Envoy,2,False,True,,,,,
v-cf.staging.caffeine.tv,,404,19,v-cf.staging.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-06T23:59:59Z,CN=cf-a.stg.ethos.usw2.ctv.gg,cf-a.stg.ethos.usw2.ctv.gg,v-cf.staging.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3cd38140a8689df9d35a9635b9e9640d,9e2c5ec36339c2efd6684a6dba9c3cac84c8f3daf63996569dedb2804a157ad4,ctls,v-cf.staging.caffeine.tv,cloudfront,443,https://v-cf.staging.caffeine.tv:443,https,istio-envoy,text/plain,GET,13.225.78.125,/,-138391155,13.225.78.89,Envoy,2,False,True,,,,,
v-ms.caffeine.tv,,403,28,v-ms.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-03-15T23:59:59Z,CN=v-ms.caffeine.tv,v-ms.caffeine.tv,v-ms.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0c16f33985124190f7a9c8e58d32cbe5,c1a4527cc9371c6c672208b5de30eb584c59467aa3c1033a02f8a8f19fe05651,ctls,v-ms.caffeine.tv,cloudfront,443,https://v-ms.caffeine.tv:443,https,,application/x-amz-json-1.1,GET,13.32.121.106,/,-217929522,13.32.121.47,Amazon Web Services,1,False,True,,,,,
video-cf.caffeine.tv,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://video-cf.caffeine.tv:80,http,CloudFront,text/html,GET,52.222.236.36,/,253786342,52.222.236.49,Amazon Web Services,20,False,True,,,,,
video-cf.development.caffeine.tv,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://video-cf.development.caffeine.tv:80,http,CloudFront,text/html,GET,108.138.17.29,/,1519204810,108.138.17.15,Amazon Web Services,20,False,True,,,,,
video-cf.staging.caffeine.tv,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://video-cf.staging.caffeine.tv:80,http,CloudFront,text/html,GET,13.225.78.129,/,-1355492513,13.225.78.125,Amazon Web Services,20,False,True,,,,,
www.caffeine.tv,,200,22787,www.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-09T22:42:11Z,2023-11-10T22:42:10Z,CN=*.caffeine.tv,*.caffeine.tv,*.caffeine.tv,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,06992e5ef139262c47d559a808583f56,a7880d3d87105f213894a4b7261e7c16b03fca4bf46bbcbb60f36a20b2265a9e,ctls,www.caffeine.tv,fastly,443,https://www.caffeine.tv:443,https,AmazonS3,text/html,GET,146.75.118.49,/,-2030498528,146.75.118.49,Varnish,257,False,True,,,True,,
www.staging.caffeine.tv,,200,22787,www.staging.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-02T00:00:00Z,2023-12-31T23:59:59Z,CN=www.staging.caffeine.tv,www.staging.caffeine.tv,www.staging.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6ddeaeb04415ac86907777f6f7ed33df,6a9026f623bccea6a56360c7aebbe3d74553fd2f00955dc8989d9e2d9d0d3ded,ctls,www.staging.caffeine.tv,cloudfront,443,https://www.staging.caffeine.tv:443,https,AmazonS3,text/html,GET,108.138.7.118,/,1420708986,2600:9000:2490:e200:1b:c3a8:df80:93a1,Amazon Web Services,257,False,True,,,,,
