input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,final_url,csp_domains_
junkrat.caffeine.tv,Anmelden – Google Konten,200,115558,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://junkrat.caffeine.tv:443,https,GSE,text/html,GET,142.250.184.211,/,-2096632255,2a00:1450:4001:828::2013,OpenGSE,1925,False,,,,True,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAMCB1ay4er5tvw7Z-Wqa6o3YVd_Lo8QEnjsCbCYchEt5tnTZ9PzNedaX0qVCwGAGVkLG6PhQPewEze1jF21DOEZQKyxIs95-TcnloRK_2zbZdw-9f1BGa6UBpWkHk3jIVPTFBSvpeWuZiDqqMtSb6PbDj6Oy8M5HuA9x4fxSnkERfkeiKxQPuzWsV6GTlK_YdWTX1JRYzutxHRIM0BjpbTLsv-Ve4FlIMvZ7P8NX2K--5uFrdBm0ZKow9_-84Hs0JdweQDuRoTP4Znb6Byz3hKz9xA6XKGRhXvZFv531yiI3q9ROoS0OVa_ZGI67sxX-ZUeA6bX9Adc6NS8VjdchLil0MHX72MdVec0YlsaMEm61b3FnYBaQZW-jTU45khf7TF6LEw4NY6xt94zLPb6OI88ajX0R_UPqowzWtuBwUzGcJ5cqK0kvuwkAcG8c2rJgqod09uZfO3kgxkt4fgYyuSHuKJc2w%26as%3DS739200577%253A1684825335339980%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneFyeua8bokO6fFU9cWM5YDgz9CZpeqoUMcWwoDAyTYmI_IcQKIvHx1hKW4ozWLdKyIi98cTUA,
junkrat.staging.caffeine.tv,Sign in - Google Accounts,200,615413,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://junkrat.staging.caffeine.tv:443,https,ESF,text/html,GET,142.250.186.179,/,-1785615130,2a00:1450:4001:82b::2013,HTTP/3,46,False,,,,True,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1022432805%3A1684825335263455&client_id=579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com&code_challenge=oXW1xNk1lE-Vd9qIj_Z_XSN-f0m0wpTHbamJp-837C4&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEwHcEacdDdMNOalO05wLfb5PP4bGf4ThcWQJXrAKeR8fIF9bohNHw3tOOIK2y-Jij7RlXDlCt6FlaXcpgFKMwRSHwhfE05Sbjrz3fwgivKAdnd3ESSRE0ZUZOUOLTV9Krcdjy2-tOyffQr_jGeOjkJ3DdhUi9CryI-CuXdccacZsiOmd-W87V7OJWvbHUmM4Z7RDA4Wia-CETCGzVskdzV1b9VjswkbKMd86eKDlu_95RVijeZ-ujLN2UAuRc9_nD9H9L6lptQykRNdUnSzBjC0ihJrHEIamUABm84nj6sBaMjnwQKwnwZ-VKS74ynvQ4XqrqzCCESVk8Ubd9A-Ef2BnL3naQGSnIwoW8wOxFXdmdVQ5J7xxssQ3E_3wDKj6_E-gpCS4xMxzPWhv8PYqIXT7e6enOiLtKbAvAKAiLvXQMQkF7RaG5j257tjxWMH_glux8sRuGrX5Z7UXRkP2f4SQasfgdaB-iptiaz8HD4jyHIHbm6w2Df-JikGnJQ7IeNLVuUEHCVq6JDpRhB0-TraYjMeBRuGFVJ-bz_4jbytV_31hX_3_gIUmhRbKtNG7lGp7xtLOJ1sgV_dF1YUkFRUvSxfIoVp9MycjylfkvC9uL0f_yJ0CwAfBqfI-WEgI_P39YeNiY_1G84boh8wVrvpeoDVIhLIaSXjGami1uAEu8BLBs_W0rrkziz9HInaR90Dd8mgvK_LvI-ay2Alluo_xc6M0MbnEUu0ydgwBzTLVZI_3zjsbHtLEh70F4kyd3YRe3SNj2Nj0c9_8o404a6B7gPTPeK6SsGg5FHxcOJhEfCCWldf1pS3d0TH4i9DfT_M4mVofdwb2CEqNg8mh6VcuRVBXVv4OGEXR0_kCezudcqFbxAfLU5VfkWqon-LW9vtrXkZYYz2LNqQMHgAp7RwbR-n_kJLvfOmY43mIf_6yzqkstxJUPzvAwOcEzqXMPKDO9gpEEfKpkYw1hkARuDxcr9g4vD7IBtFEN6Zcpp5Ear8SV_kduzEe6rcmAtmLF8dW9Y39R05w07bTq6L2JakvLMDmktbi_xtmqDatO3Q&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAPwCFIOCYYxmlxFSIe3yYLi89kM6BZqRxo6Q_D8REJmdbaqwNee8LrZD1Um233hJkb2YulzmIBpLxYvwJ7ao5v9itdjzjZZX6HwDg0E3z79LJAyJ_PiHjNsn77nTlwhnd9JUV10ZsPqePNT_-5cEKeyhDoYCd_Odn_5-vHs_GNGbGCdPZB6vVUik284J0V-IXDFBwEC8mzPFTYaseYZ-NgJrHh2W_Db71QZTGNCOnET2SOKBT4GgLMtGq7QzOPxgJGshL16p64InwLkbjiDqpHZTSVCh6jWSuWMn0SeEwLmxUS8IdnhHGLobOCsYJNppjzgvfbAaAOrXcuQbjs8O-RdQfPkIWQiqzHhUDs3ZiG_NrbEueJjnRFL2y9M9nOg7HjI74QWA1VxhJ7v8GPirbOtn2IVQO-DphydgvhCaN-dRnK4ghBV8x8AgMaPXfcm35B6PesUl8Yip3_N9GNBZpLCqx_gwg%26as%3DS-1022432805%253A1684825335263455%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxccYzs8QfREKsD2jfWDhjUnwg-xmeFk8zEJ8qwN83U2mUXdCYTvxbkygVHOMo-QNyRKntZ7Pafsqi8SN4sfdeUZ--eNgXA,https://www.gstatic.com
lakitu.caffeine.tv,,403,23,lakitu.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-15T23:59:59Z,CN=caffeine.tv,caffeine.tv,*.caffeine.tv,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b45349c19c11abacac986ab2b6ab586a,1752dbf06be5ba23b14f82084f95161421043b50dcc33483b211dd614dd27ab9,ctls,lakitu.caffeine.tv,cloudfront,443,https://lakitu.caffeine.tv:443,https,,application/json,GET,18.66.112.74,/,968070783,18.66.112.107,Amazon Web Services,1,False,True,,,True,,
lakitu.rtcdn.caffeine.tv,,403,23,lakitu.rtcdn.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-09T23:59:59Z,CN=*.rtcdn.caffeine.tv,*.rtcdn.caffeine.tv,*.rtcdn.caffeine.tv,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,05f50028d92c77cadb1e2ddf140994d9,dfe85fdec0862f4530a45d02f4b1702e34042094bbd0cdc124c8e9f7b9a0b06f,ctls,lakitu.rtcdn.caffeine.tv,cloudfront,443,https://lakitu.rtcdn.caffeine.tv:443,https,,application/json,GET,18.66.147.11,/,968070783,18.66.147.99,Amazon Web Services,1,False,True,,,True,,
lakitu.staging.caffeine.tv,,403,23,lakitu.staging.caffeine.tv,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-08-31T23:59:59Z,CN=staging.caffeine.tv,staging.caffeine.tv,*.staging.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,61c0f52ce4a132c3c7c9cd3d5b0629fb,25cb860d3fc26226d8da41983e07fd1ca47f644b2c57d94d61ca528516df14f2,ctls,lakitu.staging.caffeine.tv,cloudfront,443,https://lakitu.staging.caffeine.tv:443,https,,application/json,GET,13.32.99.57,/,968070783,13.32.99.19,Amazon Web Services,1,False,True,,,True,,
link.caffeine.tv,,200,22787,www.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-09T22:42:11Z,2023-11-10T22:42:10Z,CN=*.caffeine.tv,*.caffeine.tv,*.caffeine.tv,"CN=GlobalSign Atlas R3 DV TLS CA 2022 Q3, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2022 Q3,GlobalSign nv-sa,06992e5ef139262c47d559a808583f56,a7880d3d87105f213894a4b7261e7c16b03fca4bf46bbcbb60f36a20b2265a9e,ctls,www.caffeine.tv,fastly,443,https://link.caffeine.tv:443,https,AmazonS3,text/html,GET,151.101.2.49,/,-1024173641,151.101.194.49,Varnish,257,False,True,,,True,https://www.caffeine.tv,
login.comcast.net,Sign in to Xfinity,200,20483,login.xfinity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-04T00:00:00Z,2023-11-04T23:59:59Z,"CN=login.xfinity.com, O=Comcast Corporation, ST=Pennsylvania, C=US",login.xfinity.com,wifi.auth.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,0fb4a89f998061c16bed323a137924af,41d6f93a9f69d990b854242c5cf1298d59a8a53357de5ccacb271bf03fb27eec,ctls,login.xfinity.com,,443,https://login.comcast.net:443,https,Apache,text/html,GET,69.252.205.24,/,202113236,2001:558:fe14:14:76:96:69:84,HSTS,294,False,,,Comcast Corporation,,https://login.xfinity.com/login,
magnus.caffeine.tv,Anmelden – Google Konten,200,105148,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://magnus.caffeine.tv:443,https,GSE,text/html,GET,142.250.184.211,/,-1297164832,2a00:1450:4001:830::2013,OpenGSE,1885,False,,,,True,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAPn32GgYzA3GT39g92hz7yu449K-eLNbHqBAsxs1BmbDMtrmA9Dujo01nqWt2uiia406XCN3OQIbZ2wDgO_eeQXppYD2K1fI52p6w9mR6lrmFZ2EkCtY8LVrFbryLwk3IoSl8RVik3FXuvrpLl0AJF2bKm31_pfYU2SHo06mxmVbToZxchwAg7gS82JNcg4XkwwVk7evIr1jUH-RJbtWeo20koxpkQTKYv8Wsm2htPGTcenhxhr-0DlkJq4kaEAUls27C-kGeSQFarW64Awj-ceT0GXYKv6FjEeBHJ05GEsdGq1ByJyZS6dKkp0kQaE_VGoBkk0KpVacwqzn8dMyN_svbKwkic2IBqBJ3TDxYCq5b4ZdpuK0bb40U5849Ry522VLeLUcGDUz5MV0Ck2NnGEDPC-dy6Yevcdsqq9Zr7D6lBVbMs-cnisqGj-dcHwdUHxz2rXMsDE4KljNfCQOZoKkBnEww%26as%3DS-301888045%253A1684825335290371%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneGn78CXzwdonM1Sa_krJb7hLG0bViuyRPQx5K-xPLb9jfJ7newVInwLks4UJqQzagEOp-pY-A,
magnus.staging.caffeine.tv,Sign in - Google Accounts,200,608812,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://magnus.staging.caffeine.tv:443,https,ESF,text/html,GET,142.250.186.115,/,1855818052,2a00:1450:4001:830::2013,HTTP/3,46,False,,,,True,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-1107069109%3A1684825335353784&client_id=579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com&code_challenge=F71Wu2WGWniymGRkIYNZQ4m-EdRxe-VObRt5Cq_CwQA&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEraZGMMkSLNq3Bp--6koz35Bw8L1H77BT2capX6kFPyWZVB90OTM3gkcBSu8Iz5sRtuoIzyejjv_f4XRMDijtiC8fN6-7N1mNsG0Gontt389kEP6i03b2dHk5OTXhVaFrvltYnjTw9H_u5uK8OEj7qaDPejWjI6NBIqGglTASwFSgx0JfcAMLt8wmWJpRoQICJKsTXOjJsEDjS7QL-Npvo_-d_O8efdcSjsd3L548HaNNsmFKQETsVhf34Bk57mJb0f2CKeOZAPcarY2bXiFUotkQlvCCgUHsnyPWJm2yC6j1fCh7B90dGzUznCDaodjo7A61WQYxdpZLV4i1Ps_Lb1mtDuiMyJpXU0qWbh6h73e4Wy2WtEXIxfzDpaDCZt4Z2kJsgApARp96F8EBAeCWQn5uMPVJb6oUw044-rz7Zt4msqgDBjf3GyAiAfI_JzBx7hRaMhImmP6-veAKBdoOsUJuF1fQdOfalTyRq36vYpYeuT7lSEIEQ9yTMvn08wzB6GKOuoNjeVZR30BMCjFMLZZ71w6tPsAQ_5Hjm94kRlsNX2nZPk_fLIhmE1uAuC7Zb5vGgK99ygFwd7jago2b2kKe7zFeAglsz8P7H0Mms4PSLWb8mmgcJeHeVieICZ-YJ2YD8o_RasKtYxkNWBvP_oTSg4quLkk3cE0xkqSsMN6_fzZZZuxPdMOcteipDhhWMu9QyUylNUh9f6JcqPkVYyhlCUN_frJM7KhFh9jwU_74M42zmIVayhJlgVT6Ow6-JFA3i2vfcMCGcXye2VRkjQ9CS3FVM45wFDmNSNRNwaImbJw-IjSKiI84wBRn_vUO-w_jLFx0feecn5vuNSu8e20rDvEugAaVMjdu5bghmLt-XMdWPhp9HQowCk4WVZb26_ot3BA7gjKNCFDRwaRxbLm7UVDVYdQKPg-KBTmYkY_KG3lHMfef9yiSs99ieVffxxl_9QezZMaacSGKf6W0RudX_PDuW07Y5qwor6nx_lQQ67LibMjlLs-gEKb3eZwAolFI0oVM9F77nc7GAoU1xoTDhx9TW_0bNYQAkg&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAM4ndO-Vjav4lWdfFN2RbnzqKxNxMiilwPViqSa4YW7eBvc1B3eoT6IMj9JlHK7wbH55_7LNswC2MbA2rPLmZLJOeeXHVI_rHZlYHXjPddbEnHzM_pHntejGYlpXGM2vV-lJap_RWVVvQskSwEqY2EK4eA9CrXJd8dC1WWaMt84o6ZGfDRXyD46YcyTHxHmkhUKPgEbY5KWytv-5LhPrsXBcEzxKJnURgU_BWEQBzmpK0QKlLUDYuIOWgHKKMa4N0AwDGiPGUApvpi1BmijnAJdllurlkctFgqhaJq4kaatbp9pWD46FzHGmMaKqUWv1jq9sr459XYzZXqrCTBwm0d6-O0GfuU8gQFSCfbnxKsMYr-9mM3oe0UmglTxBuYH0Q0VsQiaMei4I5PvP7Us966BKJwn5gUQMvMRyA61aKcQfFLbr_bZ5zknGUxaF98pgruNACA3pQeROWvb3-xyshT2x4njow%26as%3DS-1107069109%253A1684825335353784%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcfCEOwB11gsZkYRT5ocvcrhIHNr9zE2d9Q3tS0za6Ly0DrA0T7gtXiboGC-SYpF0uMdj2GVN4sseew0pDMgj3fAv90lJQ,https://www.google-analytics.com
media.comcast.net,,404,10,media.comcast.net,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,ctls,media.comcast.net,,443,https://media.comcast.net:443,https,AkamaiNetStorage,,GET,95.101.54.113,/,1864250944,2.16.202.113,,2,False,,True,"Akamai Technologies, Inc.",True,,
mercy-recordings.caffeine.tv,Sign in - Google Accounts,200,681265,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://mercy-recordings.caffeine.tv:443,https,ESF,text/html,GET,172.217.16.147,/,-287322264,2a00:1450:4001:80e::2013,HTTP/3,46,False,,,,True,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-871994503%3A1684825335382772&client_id=579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com&code_challenge=ODk-NC6h5eTZBXGdgPY4vRsZaFkxw6fyO38egmZzMUY&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AVinkEkEMangd5T09HHjsjU_z2QWPsUsUwCTxgbVhvqzmftjGIfPhowq0CL0XfV-XayGOYK7mvSh2Vt59aDDZzy9Qw7slvdPIMxDXC8kTM1zMqg5TyoJXk_-UpEc1ik7KBaKGysThIIKAHx-2taEXIqCT-udTLq9nZpCs5IuPRR4Bnfb6Zosf2oOibImLDLA5PUzqvn5-sBj3UV9FdT8nYTXxj1fKJ1qgvo2rPC3xnBLrvhZaTFje6ReO3KYDcTZuvfa5uSkrKTMAAHKExphO8RVgwi8ec8W7XMFskbH2PLnj9_sjaFf_6KcguErAnTkc3T6T6Fl94tx9bsC2DM_EXTOahJGHwKwZZ9PE1hPp6MeyLnOzacqiNxj_AUSf96A-IPVJ9Q7UgyrVjvVNxTcjujpc5UC4bRtxKsrH51u-qDtspkCAB5Rz_7BZoKo090TAQRRtqTD6KA948Q0jzjhIQnVW8qt8XdZqNWX71bOfO_mYcRRAKE6FtN2bT0bIvaH_3CWpKSLo3Ix8784rMB1_I2glfuVlQ7RyKiYnoKkskEB8DZ5E5jARvT--0i7HXWIsJLqbzMYy9uqUApQLDYiZsLJYbp9Gwbc_5vD3KO6PfOcO6c9zKNS0w4NgvsYDKZafd7fhIFkNx48OUgd_cp0atR6dxhh0FFQaqeJK4DwWwRBVotMncB3AGPE0M0PImMb-LX-C5TLMUz4CngpgzJCS5Im00pLbXfaejuHAMEifj2fK5nssiqxJ35g5yM72PodhrHZSvPt0j7CWdDiFECPQteqob-6lFx2ALlhAAyERKDK3F3wMakrKhm-g1RCPjnY6fxrjwm115hXxD2hVUnXXeICNF-OI8TATn6-o5CUA41mJS-OhuI_I8mfNJIwPIDFlZ1w7JPOMK1FdL5kLc9KFh69R1R38zwot3Ic6TIJW1F182kjSDnKrxYRsL-r-O-HWmuxNgFWhVxTcnu2ymtCFIMpKx1TFsA7nRevHnGIxsLa63NzGBP8cmla7NtjgZydbrdyGWym8L9_yqX3XZGxck-tIpxS-588u4nTh9Kk6NV23uwc0_P1vg&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAOv4D4URYTLKjRnwOphcAxUQuOkkkliPeFbQk3IU4DYfFqrY6nMnNhNZ01VlCd02xvbDpjefWTujohNdiZ9Km0C_vo5yU4G8VjyWAllJ7v3gwwG7-hxpBA2fEzQ25Yr94VWs2ee63FlYx512U_xfwOVnWm54kPD2KpixcZGnMUtNYz6KiYgAWfycBVJwKTNiKabXhrRKFHw7eloG56mev3HrYIC8JqrXl66aTw-UtJ74en3RHGou47SLx7VQwAAjfB0IxD400pYAMFds8OHLrcZiqfMaRzNtb6NNp_kH7pJ05CzAvblTmY0KyWU4QQZZEsxrGe05URXzqp9YF-zbYj5rQuvaimnw0ltynFNNE8wmiRFi1Kr2Wm5Vd5FbnBayLR9NGiY5TyeTW19eDAVZjkNWHcaR2U_IQe-HcFN9n7eLTNImzMUDGAy0J4TwNRwyRCG5p6AwFF0MRxT1c6xzuShHn1z0A%26as%3DS-871994503%253A1684825335382772%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcfYtOQcSe64EWeONJhr0nfX07lkbR8LFhNBccYBx6KgnN-4YC88989xzPPK9KOJ_pea55pcWeGb2tXy2HwK_hEuwHrQww,https://www.googletagmanager.com
mercy.caffeine.tv,401 Authorization Required,401,172,mercy.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-02-29T23:59:59Z,CN=caffeine.tv,caffeine.tv,*.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,28b599e7b94dd28d6a6a96a5d22d1f91,1d172c7c7665f840c95d760a722c35b58c12f2d4ecd98ebe10964f3b63e60b7b,ctls,mercy.caffeine.tv,,443,https://mercy.caffeine.tv:443,https,nginx,text/html,GET,54.149.235.19,/,-1710455754,52.13.187.226,Nginx,8,False,,,,True,,
mercy.staging.caffeine.tv,401 Authorization Required,401,172,mercy.staging.caffeine.tv,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-03-02T23:59:59Z,CN=*.staging.caffeine.tv,*.staging.caffeine.tv,*.staging.caffeine.tv,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,235462ae89a61791196383b67129a6f1,797ea4ab200fd5f033862a2b266685b6103192f0e3d0361a25aa4a0a927ea61f,ctls,mercy.staging.caffeine.tv,,443,https://mercy.staging.caffeine.tv:443,https,nginx,text/html,GET,35.83.183.95,/,-1710455754,2600:1f14:ebf:dd00:df0e:b152:b274:75b0,Nginx,8,False,,,,True,,
mta-sts.comcast.net,Xfinity ⋅ Service Policy Assurance,200,1583,spa.xfinity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-30T00:00:00Z,2023-10-30T23:59:59Z,"CN=spa.xfinity.com, O=Comcast Corporation, ST=Pennsylvania, C=US",spa.xfinity.com,www.postmaster.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3747dc188ec6bc03689eba8d25661be9,aa7ee21700fa2a77ad0ec0e0dedb926fcbce82a6378671b183aad0aba542c605,ctls,spa.xfinity.com,,443,https://mta-sts.comcast.net:443,https,Apache,text/html,GET,96.97.67.217,/,-85386425,96.97.67.217,Apache,39,False,,,Comcast Corporation,,https://spa.xfinity.com/postmaster,
multivac.staging.caffeine.tv,Anmelden – Google Konten,200,115499,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:01:17Z,2023-07-17T12:01:16Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ffbd570980888cb257acebdb708a2d75,3596256e83356f09d6079b9630443622df53790c7165aeabb3be3476ce9e74db,ctls,accounts.google.com,,443,https://multivac.staging.caffeine.tv:443,https,GSE,text/html,GET,142.250.185.211,/,1283630276,2a00:1450:4001:810::2013,OpenGSE,1925,False,,,,True,https://accounts.google.com/InteractiveLogin?continue=https://accounts.google.com/signin/oauth/legacy/consent?authuser%3Dunknown%26part%3DAJi8hAN8B5yRzXXJc_BYXkMiQbjDVg8_9UeybBNxmAWh_GCf2Yz8xd0wAWJP2DypBabbo2YSZ9T6zHFB0hH80f3PNrTDDdDffx3biIcK93BZ5tQNWSgCDOCzWaGZGTgUsq2-XvdESyLLm7jlvDEqzSK0hXZ5WCFvqJHrtVtVMjZT8YIVvB_n4pJH9wZuLMLUSQ-bVWQYxsG48vUBncz1P6Ddrw_QWmqt1mux87rGgI7WwQaqZhkS0XFemy54eVytppNzK5zAs1qXgiaN9Ur_W_HCPGZck6dGtlLSLWuYQuCtQDt0TFeFE6D5sZSER2y4dcQMq9lEAN6ZHndiYbuqKCchWujG-Fs3MT4Xa4HcXHTo277ftsFgoLcsXoZhrIFikg2HKSTlJ9rxZ1O3MvfycGVSKDvMeAbU3ja2Db2FXVpUgUwEaYWBY7-Z8MyIuNr-bMfUzEXh9Z05LKaKe3_JSf26SeJQSA5uzA%26as%3DS-956009713%253A1684825335355609%26client_id%3D579131922815-gfl9958ssimhejdeug1eepc7o0fn6tmd.apps.googleusercontent.com%23&oauth=1&rip=1&sacu=1&ifkv=Af_xneENVQLf0k2HzwuO849azibYbfe_phn3voToo8qRV1s0o5xahzYgzbeXTT9hEIE-r078O5U6sw,
my.comcast.net,Access Denied,403,269,,,,,,,,,,,,,,,,,,,443,https://my.comcast.net:443,https,,text/html,GET,95.101.54.194,/,-870888604,95.101.54.208,,10,False,,,,,http://www.xfinity.com/?CMP=ILCXFICOMUTOL3X,
