input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,webserver,tech_,cdn_name,final_url,cdn,csp_domains_,tls_mismatched,tls_expired
c6-cf.roblox.com,,403,243,c6-cf.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,c6-cf.roblox.com,443,https://c6-cf.roblox.com:443,https,application/xml,GET,18.66.92.4,/,1972159230,18.66.92.63,2,False,AmazonS3,Amazon Web Services,cloudfront,,True,,True,
c6.roblox.com,,403,243,c6.roblox.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,c6.roblox.com,443,https://c6.roblox.com:443,https,application/xml,GET,52.216.216.0,/,491511985,52.216.41.120,2,False,AmazonS3,Amazon Web Services,,,,,True,
c7-cf.roblox.com,,403,275,c7-cf.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,c7-cf.roblox.com,443,https://c7-cf.roblox.com:443,https,application/xml,GET,18.66.92.101,/,1754880239,18.66.92.63,2,False,AmazonS3,Amazon Web Services,cloudfront,,True,,True,
c7.roblox.com,,403,243,c7.roblox.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,True,ctls,c7.roblox.com,443,https://c7.roblox.com:443,https,application/xml,GET,54.231.230.160,/,-376849448,52.217.38.254,2,False,AmazonS3,Amazon Web Services,,,,,True,
camunda.ros-dev.rbx.com,ros-dev - Sign In,200,17017,dev-5758169.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,dev-5758169.okta.com,443,https://camunda.ros-dev.rbx.com:443,https,text/html,GET,34.199.175.229,/,-557806568,54.175.157.172,479,False,nginx,Nginx,,https://dev-5758169.okta.com/oauth2/default/v1/authorize?response_type=code&client_id=0oa824w616Molq4DM5d7&scope=openid%20profile%20email&state=2n314szn7yxEiR44eQfZwoVdWWuBR-C3sBJTaGJkSiU%3D&redirect_uri=https://camunda.ros-dev.rbx.com/login/oauth2/code/okta&nonce=6zUYELfAfvuV_Brjuzg8DoMxA8vEImn1r6sw7EiJqac,,login.okta.com,,
camunda.ros-stg.rbx.com,,404,19,camunda.ros-stg.rbx.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=ros-stg.rbx.com,ros-stg.rbx.com,,ros-snap.rbx.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b5b69de282472ff7a585abccafbacc4a,6f729c613cd0d1e254c549e957604408cc1ca0deb8f4ba4e456ae3fb8be8ef25,,ctls,camunda.ros-stg.rbx.com,443,https://camunda.ros-stg.rbx.com:443,https,text/plain,GET,52.3.13.204,/,-138391155,34.236.200.224,2,False,,,,,,,,
camunda.ros.rbx.com,,404,19,camunda.ros.rbx.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-08-03T23:59:59Z,CN=ros.rbx.com,ros.rbx.com,,*.ros.rbx.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,82aba8118ae50d25d0bbd894a15580ed,4a2ca19bb4e53c7a4285b4a19a9f0015b3983d230737696dfb9b417d599728d6,True,ctls,camunda.ros.rbx.com,443,https://camunda.ros.rbx.com:443,https,text/plain,GET,54.221.156.81,/,-138391155,34.236.207.169,2,False,,,,,,,,
career.roblox.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,,80,http://career.roblox.com:80,http,text/html,GET,99.86.4.82,/,1853066045,2600:9000:2057:8600:19:c052:a380:93a1,20,False,CloudFront,Amazon Web Services,cloudfront,,True,,,
careers.roblox.com,Careers - Roblox Careers,200,52171,careers.roblox.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.roblox.com, O=Roblox Corporation, L=San Mateo, ST=California, C=US",*.roblox.com,Roblox Corporation,roblox.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8f93243ecb9f2fa1462a83d85ee3963,ccc6408e2f98b864744d306d2dcc56f9beb4b76f40cfc3a375acce33a66c5cd0,True,ctls,careers.roblox.com,443,https://careers.roblox.com:443,https,text/html,GET,184.30.20.179,/,-1840324437,2a02:26f0:1700:18f::1ac2,674,False,nginx,Yoast SEO:18.6,,,,,,
cdg1-128-116-122-3.roblox.com,,404,76,cdg1-128-116-122-3.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,cdg1-128-116-122-3.roblox.com,443,https://cdg1-128-116-122-3.roblox.com:443,https,text/html,GET,128.116.122.3,/,1792833551,128.116.122.3,3,False,,,,,,,,
cdn.arkoselabs.com,,200,255,cdn.arkoselabs.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256,2022-09-23T00:00:00Z,2023-09-22T23:59:59Z,"CN=arkoselabs.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arkoselabs.com,"Cloudflare, Inc.",*.arkoselabs.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b992b3356f324a2a742505c7ecbe269,ee3e9e8a402eeccffc5e7006736e8dab7c33742379f92d156b9b884f0bb04ab1,True,ctls,cdn.arkoselabs.com,443,https://cdn.arkoselabs.com:443,https,application/xml,GET,172.64.145.27,/,-153452671,2606:4700:4400::ac40:911b,2,False,cloudflare,HSTS,cloudflare,,True,,,
cdn.veriff.me,Untitled Document.md,200,659,cdn.veriff.me,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-25T23:59:59Z,CN=cdn.veriff.me,cdn.veriff.me,,www.cdn.veriff.me,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5e9a521f86f06d0c2792b734d7c5acc7,e2079853052a1aca719fbb6bc6ff726d1aabc4c44eaa655876d89607deaf2ab6,,ctls,cdn.veriff.me,443,https://cdn.veriff.me:443,https,text/html,GET,13.224.189.58,/,1915850219,13.224.189.19,12,False,AmazonS3,Amazon Web Services,cloudfront,,True,,,
cdnproviders.roblox.com,,404,76,cdnproviders.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,cdnproviders.roblox.com,443,https://cdnproviders.roblox.com:443,https,text/html,GET,128.116.123.3,/,1792833551,128.116.123.3,3,False,,,,,,,,
chat-cl.artifactory-edge01.rbx.com,JFrog,200,2859,chat-cl.artifactory-edge01.rbx.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-12-15T23:59:59Z,CN=artifactory-edge01.rbx.com,artifactory-edge01.rbx.com,,*.artifactory-edge01.rbx.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4cc113b9855ef7dcbadcb30569611339,2d6a91557f2eb60f8dd45df07cf81fb2a28457aed6e2d1e37ce9210857362e3a,True,ctls,chat-cl.artifactory-edge01.rbx.com,443,https://chat-cl.artifactory-edge01.rbx.com:443,https,text/html,GET,54.183.163.125,/,-138391155,13.56.67.11,1,False,,Amazon Web Services,,https://chat-cl.artifactory-edge01.rbx.com:443/ui/,,cdn.heapanalytics.com,,
chat.roblox.com,,200,16,chat.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,chat.roblox.com,443,https://chat.roblox.com:443,https,application/json,GET,128.116.121.3,/,1625568199,128.116.121.3,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
chatmoderation.roblox.com,,200,16,chatmoderation.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,chatmoderation.roblox.com,443,https://chatmoderation.roblox.com:443,https,application/json,GET,128.116.121.4,/,1625568199,128.116.121.4,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
client-api.arkoselabs.com,,404,,client-api.arkoselabs.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305_SHA256,2022-09-23T00:00:00Z,2023-09-22T23:59:59Z,"CN=arkoselabs.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",arkoselabs.com,"Cloudflare, Inc.",*.arkoselabs.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9b992b3356f324a2a742505c7ecbe269,ee3e9e8a402eeccffc5e7006736e8dab7c33742379f92d156b9b884f0bb04ab1,True,ctls,client-api.arkoselabs.com,443,https://client-api.arkoselabs.com:443,https,,GET,104.18.42.229,/,-1840324437,2606:4700:4400::ac40:911b,1,False,cloudflare,HSTS,cloudflare,,True,,,
client-telemetry.roblox.com,,405,36,client-telemetry.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,client-telemetry.roblox.com,443,https://client-telemetry.roblox.com:443,https,application/json,GET,128.116.121.3,/,-138391155,128.116.121.3,1,False,,,,,,,,
clientsettings.api.roblox.com,,200,10,clientsettings.api.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=*.api.roblox.com, O=Roblox Corporation, L=San Mateo, ST=California, C=US",*.api.roblox.com,Roblox Corporation,api.roblox.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1e6a1294ba4fcaca30aa06095a42e70b,2c1a13052bc6b5d398851fc989d420c8fa3ac94e7b75b99319cf5f16729ea94e,True,ctls,clientsettings.api.roblox.com,443,https://clientsettings.api.roblox.com:443,https,application/json,GET,128.116.121.3,/,-1840324437,128.116.121.3,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
clientsettings.roblox.com,,200,16,clientsettings.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,clientsettings.roblox.com,443,https://clientsettings.roblox.com:443,https,application/json,GET,128.116.123.3,/,1625568199,128.116.123.3,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
clientsettingscdn.roblox.com,,200,16,clientsettingscdn.roblox.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.roblox.com, O=Roblox Corporation, L=San Mateo, ST=California, C=US",*.roblox.com,Roblox Corporation,roblox.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8f93243ecb9f2fa1462a83d85ee3963,ccc6408e2f98b864744d306d2dcc56f9beb4b76f40cfc3a375acce33a66c5cd0,True,ctls,clientsettingscdn.roblox.com,443,https://clientsettingscdn.roblox.com:443,https,application/json,GET,23.201.247.37,/,1625568199,23.201.247.37,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
community.roblox.com,,404,13,community.roblox.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-07-18T23:59:59Z,CN=corp.roblox.com,corp.roblox.com,,bloxcon.roblox.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c897e7662cc10bc0c88fbd6b9fa751bc,a508a87892b3647863b4297431cdd0a34c855534f9d3cb94e725a59e3519aead,,ctls,community.roblox.com,443,https://community.roblox.com:443,https,text/plain,GET,18.188.15.15,/,285775083,3.132.167.50,1,False,awselb/2.0,,,,,,True,
confluence.rbx.com,Roblox - Bad Request,400,2449,rbx.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,rbx.okta.com,443,https://confluence.rbx.com:443,https,text/html,GET,52.8.57.199,/,-1819158493,54.67.37.107,66,False,nginx,Nginx,,https://rbx.okta.com/oauth2/default/v1/authorize?client_id=0oa1jjjeus5D5ytx50h8&redirect_uri=https%3A%2F%2Fconfluence.rbx.com%2Foauth2%2Fidpresponse&response_type=code&scope=openid%20profile&state=WtHOYb5UL%2BE%2F%2Bk6XrVasjoRMjDERbVxDkZuzokI9XvSKCc1YUyXF648QJGJ93Ir7tKQWfl5OWOVFnULOYtcPMZzbXrUX7ns3tQYBiZf7%2Bk1cHoz87b0p%2FHnfG%2ByBje8C%2BmgWMVJVQ64aSU5fu6e7cinXek2baX4yTYKAQ6q0%2B3uW%2BADto6ZIWbtWDjiP6UIdeicwh1k%3D,,pendo-static-5634101834153984.storage.googleapis.com,,
confluence.roblox.com,Roblox - Bad Request,400,2449,rbx.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"Okta, Inc.",okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5b26cffb69d835f23a5808a11c559ec6,bcdaf3d9ff624a29d6bb80899cd53e91f426d7145d70254a124c46e880c55a8b,True,ctls,rbx.okta.com,443,https://confluence.roblox.com:443,https,text/html,GET,3.21.14.171,/,1344976273,18.188.15.15,66,False,nginx,Nginx,,https://rbx.okta.com/oauth2/default/v1/authorize?client_id=0oa1jjjeus5D5ytx50h8&redirect_uri=https%3A%2F%2Fconfluence.rbx.com%2Foauth2%2Fidpresponse&response_type=code&scope=openid%20profile&state=rdvzWAaOPCZy3ODgfMPNx5pKYUUAHbtjWqf%2BwXxsHd4rO0bMRqi%2FWKhJKW%2FBz1GM%2Fu4Eq01PJXlZe2ZlNZymeAh5LQqD8IGlwL5p40GO4Jp94besPtbJCtuwe5MVDQd0us2Zb8lnNaZTnimMU09zQx8goXSyzynORBLZ3TAV4ctk%2Fmxky%2FvEzQrLfVu0TWzJxZpPrAM%3D,,http://127.0.0.1:65131,,
connect.facebook.net,Facebook - log in or sign up,200,26964,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-05-23T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,926adf1d767bbcc02dfd3d045429b3ae,3c7a9b69c58f929325eb28063a0c0bce8b6ed7add9d0d7cf6f5f06720076bd0f,True,ctls,m.facebook.com,443,https://connect.facebook.net:443,https,application/vnd.wap.xhtml+xml,GET,157.240.251.9,/,-1284910911,2a03:2880:f083:100:face:b00c:0:3,33,False,,HTTP/3,,https://m.facebook.com/,,https://paywithmybank.com,,
contacts.roblox.com,,200,16,contacts.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,contacts.roblox.com,443,https://contacts.roblox.com:443,https,application/json,GET,128.116.124.3,/,1625568199,128.116.124.3,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
content.roblox.com,,200,,content.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,content.roblox.com,443,https://content.roblox.com:443,https,text/html,GET,128.116.121.3,/,1631801191,128.116.121.3,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
contentstore.roblox.com,,200,16,contentstore.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=roblox.com, O=Roblox Corporation, ST=California, C=US",roblox.com,Roblox Corporation,*.roblox.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,614e332aa82755c566507a002dadcd4e,9a04344a3abca28890e40826376e0171625278b7f1d2a98b6018c9546e07436c,True,ctls,contentstore.roblox.com,443,https://contentstore.roblox.com:443,https,application/json,GET,128.116.124.4,/,1625568199,128.116.124.4,1,False,Microsoft-IIS/8.5,Windows Server,,,,,,
corp-assets.rbx.com,,403,243,corp-assets.rbx.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-08T23:59:59Z,CN=corp-assets.rbx.com,corp-assets.rbx.com,,corp-assets.rbx.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d32ac716989f99f3b65cdd8a16567244,29b4e3ef9e35c44fca1384d422381ace990fa1f9d7cee2fa8b11d0c05737dd58,,ctls,corp-assets.rbx.com,443,https://corp-assets.rbx.com:443,https,application/xml,GET,108.138.17.2,/,-902238897,108.138.17.60,2,False,AmazonS3,Amazon Web Services,cloudfront,,True,,,
corp.roblox.com,Home - Roblox,200,66511,corp.roblox.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.roblox.com, O=Roblox Corporation, L=San Mateo, ST=California, C=US",*.roblox.com,Roblox Corporation,roblox.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8f93243ecb9f2fa1462a83d85ee3963,ccc6408e2f98b864744d306d2dcc56f9beb4b76f40cfc3a375acce33a66c5cd0,True,ctls,corp.roblox.com,443,https://corp.roblox.com:443,https,text/html,GET,2.18.232.153,/,-1183834417,2.18.232.153,757,False,nginx,Yoast SEO:19.8,,,,,,
corporate.roblox.com,Home - Roblox,200,66511,corp.roblox.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-05T23:59:59Z,"CN=*.roblox.com, O=Roblox Corporation, L=San Mateo, ST=California, C=US",*.roblox.com,Roblox Corporation,roblox.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8f93243ecb9f2fa1462a83d85ee3963,ccc6408e2f98b864744d306d2dcc56f9beb4b76f40cfc3a375acce33a66c5cd0,True,ctls,corp.roblox.com,443,https://corporate.roblox.com:443,https,text/html,GET,95.101.148.200,/,-1840324437,2a02:26f0:480:b96::1ac2,757,False,nginx,Yoast SEO:19.8,,https://corp.roblox.com,,,,
crash-reports.artifactory-edge1.rbx.com,JFrog,200,2859,crash-reports.artifactory-edge1.rbx.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-11-23T23:59:59Z,CN=artifactory-edge1.rbx.com,artifactory-edge1.rbx.com,,*.artifactory-edge1.rbx.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f62479b6ea39b8bb60aa9a02c7322409,0d0430256267a6ebecca6b75a748abf3a8fcfdb4545a2a6c000b2646c5f0de83,True,ctls,crash-reports.artifactory-edge1.rbx.com,443,https://crash-reports.artifactory-edge1.rbx.com:443,https,text/html,GET,54.183.163.125,/,-138391155,13.56.67.11,1,False,,Amazon Web Services,,https://crash-reports.artifactory-edge1.rbx.com:443/ui/,,,,
create.roblox.com,,200,74998,create.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-04T00:00:00Z,2023-12-03T23:59:59Z,CN=create.roblox.com,create.roblox.com,,create.roblox.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,97201a743bd49fe4b7516fb3f3eb3359,736225a9cb3fd61d2132e3c0f8da1732915da526027c3d79952be96cada38d6a,,ctls,create.roblox.com,443,https://create.roblox.com:443,https,text/html,GET,18.66.122.35,/,-677804480,2600:9000:2250:a200:12:8056:3280:93a1,2848,False,AmazonS3,SheerID,cloudfront,,True,https://setup.rbxcdn.com,,
creator.roblox.com,,404,293,creator.roblox.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-02T23:59:59Z,CN=creator.roblox.com,creator.roblox.com,,creator.roblox.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,6e4fae8bffc0625a1c1338194046d411,da4d38e2c71fba4916b05fe1d268ee8e4c008ad5e2e1e00b61c81539081d682b,,ctls,creator.roblox.com,443,https://creator.roblox.com:443,https,application/xml,GET,13.32.99.25,/,1487422744,2600:9000:2251:3200:7:3d3f:a440:93a1,2,False,AmazonS3,Amazon Web Services,cloudfront,,True,,,
