input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,webserver,csp_domains_,tls_mismatched,final_url,tls_expired,tls_wildcard_certificate
api-p1.prod.autobahnfx.db.com,Error 400 Bad Request,400,407,api-p1.prod.autobahnfx.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=extpop1a4-uk.prod.autobahnfx.gm.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",extpop1a4-uk.prod.autobahnfx.gm.db.com,Deutsche Bank AG,rest.autobahn.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,edbadaa1a0e7fcd714d3df51fb9b1a73,f245d70883e44b5510d984f13237e5a6078246ec9b4496c75e5245759d79aa0e,ctls,api-p1.prod.autobahnfx.db.com,,443,https://api-p1.prod.autobahnfx.db.com:443,https,GET,160.83.56.4,/,-1667268318,160.83.56.4,HSTS,12,False,,text/html,,,,,,
api-uat2.xmarkets.db.com,404 - Website not found,404,3377,api-uat2.xmarkets.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=www.xmarkets.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",www.xmarkets.db.com,Deutsche Bank AG,www.xmarkets.at,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,52880d57264453cd1e8454e89b91dd5d,2ea1560ec8855218c0f221a57b394e40ff74de6ee646771ed051a35e6233f42a,ctls,api-uat2.xmarkets.db.com,,443,https://api-uat2.xmarkets.db.com:443,https,GET,82.98.96.70,/,1273090038,82.98.96.70,,122,False,,text/html,,,,,,
api.baas.db.com,,404,,api.baas.db.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-06T00:00:00Z,2023-12-05T23:59:59Z,"CN=api.baas.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.baas.db.com,Deutsche Bank AG,api.baas.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,2933751a5cb3501aaee954ea2cb8ec2c,bb07f8655a658d1b87587b66b978be49065801b33cdbb326260c7734889852a4,ctls,api.baas.db.com,google,443,https://api.baas.db.com:443,https,GET,34.117.119.213,/,-1840324437,34.117.119.213,HTTP/3,1,False,True,,,,,,,
api.corporatebank.db.com,,401,80,api.corporatebank.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-08T23:59:59Z,"CN=api.corporatebank.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.corporatebank.db.com,Deutsche Bank AG,api.corporatebank.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,ea82f5dc4e258d53b4b92bae504fa06f,9efa4dd80218d30c0f095512ae16c806c8d810ac7119c57c9df26ec10cfcc5cc,ctls,api.corporatebank.db.com,google,443,https://api.corporatebank.db.com:443,https,GET,34.110.185.72,/,1917807711,34.110.185.72,Nginx,1,False,True,application/json,nginx,,,,,
api.db.com,Deutsche Bank dbAPI,200,6405,api.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=api.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.db.com,Deutsche Bank AG,api.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,3d6b366458f3e392ab9c67c0aae6003e,dad551f436ef1e95663903dde4ec5029d0d02eb83bca52c7c2063065d81b3641,ctls,api.db.com,,443,https://api.db.com:443,https,GET,2.20.143.106,/,-780928015,2a02:26f0:ab00::5c7a:d731,HSTS,175,False,,text/html,Apache,,,,,
api.dbapi.db.com,,404,,api.dbapi.db.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-23T00:00:00Z,2024-04-22T23:59:59Z,"CN=api.dbapi.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.dbapi.db.com,Deutsche Bank AG,api.dbapi.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,035b0fc5278c78f6afa5e12114feb345,70d7aaffb94aeb254917024093fee0bbb89f85c450447a2fde32082ac33b9340,ctls,api.dbapi.db.com,google,443,https://api.dbapi.db.com:443,https,GET,34.111.230.211,/,-1840324437,34.111.230.211,HTTP/3,1,False,True,,,,,,,
api.demo.autobahnfx.db.com,Error 400 Bad Request,400,407,api.demo.autobahnfx.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-07-16T23:59:59Z,"CN=demo-ext-b1-uk.demo.autobahnfx.gm.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",demo-ext-b1-uk.demo.autobahnfx.gm.db.com,Deutsche Bank AG,demo-ext-b9-uk.extuat.autobahnfx.gm.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,35fc0a5abadb5ad18f3ebc7a3bb7fa91,56d20c9286add2327598e29d3328ce1c401416e5679879bf1027bdd1cfa7676c,ctls,api.demo.autobahnfx.db.com,,443,https://api.demo.autobahnfx.db.com:443,https,GET,160.83.58.30,/,-1667268318,160.83.58.30,HSTS,12,False,,text/html,,,,,,
api.dev.eri-002-1.db.com,,404,,api.dev.eri-002-1.db.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-25T19:01:14Z,2023-10-23T19:01:13Z,"CN=api.dev.eri-002-1.db.com, O=Deutsche Bank AG",api.dev.eri-002-1.db.com,Deutsche Bank AG,api.dev.eri-002-1.db.com,"CN=Deutsche Bank GCP CA 13 5, OU=PKI DEV, L=europe-west1, O=Deutsche Bank AG, DC=db, DC=com, DC=db, DC=com",Deutsche Bank GCP CA 13 5,Deutsche Bank AG,e63531887068940b02f319aa590ae60f,ae92a3cbe35dc3d76dd547d31a46c169814391d508fb1f469c6fa6280624d52c,ctls,api.dev.eri-002-1.db.com,google,443,https://api.dev.eri-002-1.db.com:443,https,GET,34.102.169.10,/,-1840324437,34.102.169.10,HTTP/3,1,False,True,,,,,,,
api.extuat.autobahnfx.db.com,Error 400 Bad Request,400,407,api.extuat.autobahnfx.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-07-16T23:59:59Z,"CN=demo-ext-a1-uk.demo.autobahnfx.gm.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",demo-ext-a1-uk.demo.autobahnfx.gm.db.com,Deutsche Bank AG,demo-ext-a9-uk.extuat.autobahnfx.gm.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,df97741cb76b09ec12dedb2a9fc45fc7,f10b8779fab63d144fd0abf8fd644681e9aa67c88f6143a93d8905d25571dd06,ctls,api.extuat.autobahnfx.db.com,,443,https://api.extuat.autobahnfx.db.com:443,https,GET,160.83.56.158,/,-1667268318,160.83.56.158,HSTS,12,False,,text/html,,,,,,
api.ipb.db.com,400 No required SSL certificate was sent,400,230,api.ipb.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=api.ipb.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.ipb.db.com,Deutsche Bank AG,api.ipb.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,2c12367a1971c6486b9cd23857273706,8c3df8271b489f05a8dfecd7d02079fba3b47ce5e3e39530c63f25590777643d,ctls,api.ipb.db.com,google,443,https://api.ipb.db.com:443,https,GET,34.102.162.183,/,272330885,34.102.162.183,Nginx,9,False,True,text/html,nginx,,,,,
api.pbg.db.com,400 No required SSL certificate was sent,400,230,api.pbg.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=api.pbg.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.pbg.db.com,Deutsche Bank AG,api.pbg.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,bdf4c9c6c90ad4561d6c2d0be9672aac,8d82325c0f72f9939bf86d71411f23c4f1580775c47051f1acfafdde7fd2e5b0,ctls,api.pbg.db.com,google,443,https://api.pbg.db.com:443,https,GET,34.102.162.183,/,272330885,34.102.162.183,Nginx,9,False,True,text/html,nginx,,,,,
api.platform.db.com,,404,,api.platform.db.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-24T00:00:00Z,2024-06-25T23:59:59Z,"CN=api.platform.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.platform.db.com,Deutsche Bank AG,api.platform.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,d5b132752502251e8eeb5ebdab790e96,4ef2ebdafcb4c621cb48bfbc5a567f78b1186abbf595d4a5019cad05ffef48a8,ctls,api.platform.db.com,google,443,https://api.platform.db.com:443,https,GET,34.117.7.91,/,-1840324437,34.117.7.91,HTTP/3,1,False,True,,,,,,,
api.request-to-pay.db.com,400 No required SSL certificate was sent,400,230,api.request-to-pay.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-08T23:59:59Z,"CN=api.request-to-pay.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.request-to-pay.db.com,Deutsche Bank AG,api.request-to-pay.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,c2049d01c17c57a8150bcd9bc2e9bc9b,351d06931b1e4ec575fd65427d4057f9ba5f6235b0df281c0ec8763327f6a958,ctls,api.request-to-pay.db.com,google,443,https://api.request-to-pay.db.com:443,https,GET,34.111.225.212,/,272330885,34.111.225.212,Nginx,9,False,True,text/html,nginx,,,,,
api.sbx.corporatebank.db.com,,401,80,api.sbx.corporatebank.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-09T00:00:00Z,2024-03-08T23:59:59Z,"CN=api.sbx.corporatebank.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.sbx.corporatebank.db.com,Deutsche Bank AG,api.sbx.corporatebank.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,0c45a8af63e96719d71a7b595e301474,6044e39772fc708bfd346923183a93cd60d90226a47c1794ce22586d975fee63,ctls,api.sbx.corporatebank.db.com,google,443,https://api.sbx.corporatebank.db.com:443,https,GET,34.117.17.15,/,1917807711,34.117.17.15,Nginx,1,False,True,application/json,nginx,,,,,
api.sbx.request-to-pay.db.com,400 No required SSL certificate was sent,400,230,api.sbx.request-to-pay.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-08T23:59:59Z,"CN=api.sbx.request-to-pay.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.sbx.request-to-pay.db.com,Deutsche Bank AG,api.sbx.request-to-pay.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,52aa442ef14d3d62224ad5bf18378331,51386380619fd0e2f303d003f25658b439ccedef5abc671a49c35becc5ebfed7,ctls,api.sbx.request-to-pay.db.com,google,443,https://api.sbx.request-to-pay.db.com:443,https,GET,34.111.225.212,/,272330885,34.111.225.212,Nginx,9,False,True,text/html,nginx,,,,,
api.uat.apispace.db.com,400 No required SSL certificate was sent,400,230,api.uat.apispace.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=api.uat.apispace.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.uat.apispace.db.com,Deutsche Bank AG,api.uat.apispace.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,6d6aacde3cc3d7c8bac2130bd60531ca,fe9c18968aa19094b2149072ad47d55e5839f89f6c3c13d3a7a01c1c720e63e4,ctls,api.uat.apispace.db.com,google,443,https://api.uat.apispace.db.com:443,https,GET,35.244.171.192,/,272330885,35.244.171.192,Nginx,9,False,True,text/html,nginx,,,,,
api.uat.pbg.db.com,400 No required SSL certificate was sent,400,230,api.uat.pbg.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=api.uat.pbg.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",api.uat.pbg.db.com,Deutsche Bank AG,api.uat.pbg.db.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,a6181b8caf764106dfa2b11f8ede554d,08857236d8a90fa3c4df094083c740bf2c7c512914a32e2e3f5e26c7806ccbea,ctls,api.uat.pbg.db.com,google,443,https://api.uat.pbg.db.com:443,https,GET,35.244.171.192,/,272330885,35.244.171.192,Nginx,9,False,True,text/html,nginx,,,,,
api.xmarkets.db.com,404 - Website not found,404,3256,api.xmarkets.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=www.xmarkets.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",www.xmarkets.db.com,Deutsche Bank AG,www.xmarkets.at,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,52880d57264453cd1e8454e89b91dd5d,2ea1560ec8855218c0f221a57b394e40ff74de6ee646771ed051a35e6233f42a,ctls,api.xmarkets.db.com,,443,https://api.xmarkets.db.com:443,https,GET,82.98.85.85,/,1273090038,82.98.85.85,,122,False,,text/html,,,,,,
apollo.dbrasweb.db.com,,200,3121,samlsp.private.zscaler.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=samlsp.private.zscaler.com, O=Zscaler\, Inc., L=San Jose, ST=California, C=US",samlsp.private.zscaler.com,"Zscaler, Inc.",samlsp-bom5.private.zscaler.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f36e16f6c01589bda1b36374d4ac4341,4ff71a06d1cd296bc50872f2c9f159f98616f37ee05d092fa2b0a5248075cd20,ctls,samlsp.private.zscaler.com,,443,https://apollo.dbrasweb.db.com:443,https,GET,18.194.144.26,/,-383826317,3.121.121.155,Java,26,False,,text/html,,,,https://samlsp.private.zscaler.com/auth/v2/login?ssotype=exporter&domain=dbguat%2Edb%2Ecom&redrurl=https%3A%2F%2Fp%2Ezpa%2Dauth%2Enet%2FIevTunx4Bg%2Ffromsp%3Forigurl%3Dhttps%253A%252F%252Fapollo%252Edbrasweb%252Edb%252Ecom%253A443%252F&ek=a1YekqdP7HC11mYDGB9CukPniysYeY%2FI2hSgCmGz2ts%3D&login_hint=&version=v2,,
app-us.autobahn.db.com,Deutsche Bank Authentication Gateway,200,691,login.isso.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-07-16T23:59:59Z,"CN=login-sg.isso.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",login-sg.isso.db.com,Deutsche Bank AG,login.isso.deutsche-bank.com.cn,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,e39fc90c31312c3598b675db0551832a,ba0aa0557b3521f2746836e64a46791729879c1431eb8a3092d47a623612ea29,ctls,login.isso.db.com,,443,https://app-us.autobahn.db.com:443,https,GET,160.83.69.93,/,344144464,160.83.69.93,JavaServer Pages:2.3,33,False,,text/html,Apache,,,https://login.isso.db.com/websso/sso_custom_multi_auth_flex_Logon.sso?ct_orig_uri=https%3A%2F%2Flogin.isso.db.com%3A443%2Fwebsso%2Fsso_FallThrough.sso&requesting_slave=https%3A%2F%2Fapp-us.autobahn.db.com%2F&viaFT=false,,
app.autobahn.db.com,Deutsche Bank Authentication Gateway,200,691,login.isso.db.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-14T00:00:00Z,2024-07-16T23:59:59Z,"CN=login-sg.isso.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",login-sg.isso.db.com,Deutsche Bank AG,login.isso.deutsche-bank.com.cn,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,e39fc90c31312c3598b675db0551832a,ba0aa0557b3521f2746836e64a46791729879c1431eb8a3092d47a623612ea29,ctls,login.isso.db.com,,80,http://app.autobahn.db.com:80,http,GET,160.83.43.67,/,-780928015,160.83.43.67,JavaServer Pages:2.3,33,False,,text/html,Apache,,,https://login.isso.db.com/websso/sso_custom_multi_auth_flex_Logon.sso?ct_orig_uri=https%3A%2F%2Flogin.isso.db.com%3A443%2Fwebsso%2Fsso_FallThrough.sso&requesting_slave=https%3A%2F%2Fapp-uk.autobahn.db.com%2F&viaFT=false,,
art.db.com,Home – Deutsche Bank,200,70356,art.db.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=art.db.com, O=Deutsche Bank AG, street=Taunusanlage 12, L=Frankfurt am Main, ST=Hessen, C=DE, serialNumber=HRB 30000, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE, businessCategory=Private Organization, jurisdictionLocality=Frankfurt am Main, jurisdictionStateOrProvince=Hessen, jurisdictionCountry=DE",art.db.com,Deutsche Bank AG,www.dbartcard.de,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,f3e45dc2aaee0865826a780f8c958c79,f18a422976d020f6674e19bffe425e93698704bf19ee48539885f65d4b6db8d9,ctls,art.db.com,,443,https://art.db.com:443,https,GET,23.36.162.218,/,325640050,2a02:26f0:480:23::1726:62ad,Java,1033,False,,text/html,Apache,,,,,
