input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tls_issuer_org_,tech_,csp_domains_,final_url,webserver,tls_wildcard_certificate
atl-prd-oob-analog-01.preview.fidentity.ch,,404,19,atl-prd-oob-analog-01.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,atl-prd-oob-analog-01.preview.fidentity.ch,443,https://atl-prd-oob-analog-01.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-prd-otst-02.preview.fidentity.ch,,404,19,atl-prd-otst-02.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,atl-prd-otst-02.preview.fidentity.ch,443,https://atl-prd-otst-02.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-prd-res-47a.preview.fidentity.ch,,404,19,atl-prd-res-47a.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,atl-prd-res-47a.preview.fidentity.ch,443,https://atl-prd-res-47a.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-prd-res-63a.preview.fidentity.ch,,404,19,atl-prd-res-63a.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,atl-prd-res-63a.preview.fidentity.ch,443,https://atl-prd-res-63a.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-prd-sd-01.preview.fidentity.ch,,404,19,atl-prd-sd-01.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,atl-prd-sd-01.preview.fidentity.ch,443,https://atl-prd-sd-01.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-prd-sd-02.preview.fidentity.ch,,404,19,atl-prd-sd-02.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,atl-prd-sd-02.preview.fidentity.ch,443,https://atl-prd-sd-02.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-prd-smax-01.preview.fidentity.ch,,404,19,atl-prd-smax-01.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,atl-prd-smax-01.preview.fidentity.ch,443,https://atl-prd-smax-01.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-prd-sums-01g-new.preview.fidentity.ch,,404,19,atl-prd-sums-01g-new.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,atl-prd-sums-01g-new.preview.fidentity.ch,443,https://atl-prd-sums-01g-new.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-prd-sums-01j-new.preview.fidentity.ch,,404,19,atl-prd-sums-01j-new.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,atl-prd-sums-01j-new.preview.fidentity.ch,443,https://atl-prd-sums-01j-new.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-prd-svcs-01cnew.preview.fidentity.ch,,404,19,atl-prd-svcs-01cnew.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,atl-prd-svcs-01cnew.preview.fidentity.ch,80,http://atl-prd-svcs-01cnew.preview.fidentity.ch:80,http,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,https://atl-prd-svcs-01cnew.preview.fidentity.ch/,,
atl-prd-svcs-rbc-01a.preview.fidentity.ch,,404,19,atl-prd-svcs-rbc-01a.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,atl-prd-svcs-rbc-01a.preview.fidentity.ch,443,https://atl-prd-svcs-rbc-01a.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-prd-vault-01b.preview.fidentity.ch,,404,19,atl-prd-vault-01b.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,atl-prd-vault-01b.preview.fidentity.ch,80,http://atl-prd-vault-01b.preview.fidentity.ch:80,http,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,https://atl-prd-vault-01b.preview.fidentity.ch/,,
atl-prd-vault-01d.preview.fidentity.ch,,404,19,atl-prd-vault-01d.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,atl-prd-vault-01d.preview.fidentity.ch,443,https://atl-prd-vault-01d.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-prd-vmbk-02.preview.fidentity.ch,,404,19,atl-prd-vmbk-02.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,atl-prd-vmbk-02.preview.fidentity.ch,443,https://atl-prd-vmbk-02.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-stg-aidrone-01e.preview.fidentity.ch,,404,19,atl-stg-aidrone-01e.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,atl-stg-aidrone-01e.preview.fidentity.ch,443,https://atl-stg-aidrone-01e.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-stg-cognos-01a.preview.fidentity.ch,,404,19,atl-stg-cognos-01a.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,atl-stg-cognos-01a.preview.fidentity.ch,443,https://atl-stg-cognos-01a.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-stg-lmsrp-01a.preview.fidentity.ch,,404,19,atl-stg-lmsrp-01a.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,atl-stg-lmsrp-01a.preview.fidentity.ch,443,https://atl-stg-lmsrp-01a.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-stg-rpapp-01b.preview.fidentity.ch,,404,19,atl-stg-rpapp-01b.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,atl-stg-rpapp-01b.preview.fidentity.ch,443,https://atl-stg-rpapp-01b.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-stg-ula-01b.preview.fidentity.ch,,404,19,atl-stg-ula-01b.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,atl-stg-ula-01b.preview.fidentity.ch,443,https://atl-stg-ula-01b.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-stg-ula-02b.preview.fidentity.ch,,404,19,atl-stg-ula-02b.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,atl-stg-ula-02b.preview.fidentity.ch,443,https://atl-stg-ula-02b.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atl-stg-vault-01a.preview.fidentity.ch,,404,19,atl-stg-vault-01a.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,atl-stg-vault-01a.preview.fidentity.ch,80,http://atl-stg-vault-01a.preview.fidentity.ch:80,http,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,https://atl-stg-vault-01a.preview.fidentity.ch/,,
atlas.dev.fidentity.ch,,404,19,atlas.dev.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,atlas.dev.fidentity.ch,443,https://atlas.dev.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atlbceladm06-oam.preview.fidentity.ch,,404,19,atlbceladm06-oam.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,atlbceladm06-oam.preview.fidentity.ch,443,https://atlbceladm06-oam.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
atmosphere-cosmos.preview.fidentity.ch,,404,19,atmosphere-cosmos.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,atmosphere-cosmos.preview.fidentity.ch,443,https://atmosphere-cosmos.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
attdashboard-test.preview.fidentity.ch,,404,19,attdashboard-test.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,119e5c1df04c3a2406edce3beef2890f.e2fa17dd837cfad1a4cd7d1784c739d2.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,784c77fcb65749bcc6578c1816c146ff,78cbfe200c93ff4f0a93ecdcf1e599c6534e12b51427d4a9187564e30b57e919,ctls,attdashboard-test.preview.fidentity.ch,443,https://attdashboard-test.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
attnaeasttcs.preview.fidentity.ch,,404,19,attnaeasttcs.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,attnaeasttcs.preview.fidentity.ch,443,https://attnaeasttcs.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
attnaeasttcs.stage.fidentity.ch,404 Not Found,404,548,attnaeasttcs.stage.fidentity.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,True,True,2023-05-17T04:56:39Z,2024-05-16T04:56:39Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,5f9cf71dc5d005cf72d3f311df498788,a77b6e3e19a36b21c9f05ae53af4490ac5d926ebb34498476179af5e408b7f11,ctls,attnaeasttcs.stage.fidentity.ch,443,https://attnaeasttcs.stage.fidentity.ch:443,https,text/html,GET,194.88.197.87,/,566218143,194.88.197.87,14,False,Acme Co,Acme Co,HSTS,,,,
attnawestlgtcs.preview.fidentity.ch,,404,19,attnawestlgtcs.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e5f897a64c8136346f5e6bd548508690.0cf10590141c3b32b0ef244d4a10659b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,3dd52794a34e4e8eb5ebd7344bb281f5,6f4ab3a92f92d065737a4c4c79004069f20582a4e2596a154dd953ff5d9f0f8c,ctls,attnawestlgtcs.preview.fidentity.ch,80,http://attnawestlgtcs.preview.fidentity.ch:80,http,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,https://attnawestlgtcs.preview.fidentity.ch/,,
attnawestpx38.preview.fidentity.ch,,404,19,attnawestpx38.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,attnawestpx38.preview.fidentity.ch,443,https://attnawestpx38.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
attnawesttcs11.preview.fidentity.ch,,404,19,attnawesttcs11.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,attnawesttcs11.preview.fidentity.ch,443,https://attnawesttcs11.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
aud35.preview.fidentity.ch,,404,19,aud35.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,aud35.preview.fidentity.ch,443,https://aud35.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
auibmvsg01.preview.fidentity.ch,,404,19,auibmvsg01.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,auibmvsg01.preview.fidentity.ch,443,https://auibmvsg01.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
aulavirtual.preview.fidentity.ch,,404,19,aulavirtual.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,01a0d4654e989215424f5d1be8ed7c2f.41d42fee7e77c9f4dc43b8bedce49c7b.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,e51d0834e786b5a895b47f78df2d30a2,ef6826a80d3e50a22a3d8764c98e1236d5393afcec04e0bd399f274f36d621cf,ctls,aulavirtual.preview.fidentity.ch,443,https://aulavirtual.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
ausyd2-corpclient-vpn.preview.fidentity.ch,,404,19,ausyd2-corpclient-vpn.preview.fidentity.ch,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,2023-05-23T15:38:02Z,2024-05-22T15:38:02Z,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,745d0b847f3516986d750f411d8c983a.a029d392d782e4bd326b50dd8d672935.traefik.default,CN=TRAEFIK DEFAULT CERT,TRAEFIK DEFAULT CERT,f64c3daea477153f95dbeef67ce5c04b,62ec4cd4aa2fd942849ab03b3f17906f11ac2197c8283f722f3a11b8c1dc40d0,ctls,ausyd2-corpclient-vpn.preview.fidentity.ch,443,https://ausyd2-corpclient-vpn.preview.fidentity.ch:443,https,text/plain,GET,194.182.166.97,/,-138391155,194.182.166.97,2,False,,,,,,,
