input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_mismatched,tls_wildcard_certificate,tls_subject_org_
gradle.ops.ibops.net,Gradle Enterprise,200,5026,gradle.ops.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-11-09T23:59:59Z,CN=gradle.ops.ibops.net,gradle.ops.ibops.net,gradle.ops.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,56d5608c58ef53ec3306056b62a8189f,a3e8b6f3388203210a9d476c3602e46e92961a9c2102cebc7324c14b451745a6,ctls,gradle.ops.ibops.net,,443,https://gradle.ops.ibops.net:443,https,,text/html,GET,3.225.166.189,/,1614287628,34.202.186.192,HSTS,100,False,,https://gradle.ops.ibops.net/keycloak/realms/gradle-enterprise/protocol/openid-connect/auth?client_id=gradle-enterprise&response_type=code&redirect_uri=https%3A%2F%2Fgradle.ops.ibops.net%2Fenterprise%2Fauth%2Foidc%2Ftoken-exchange&state=yqttitgab2gq7p3p6iixobuicm&scope=openid+client_role_list+email,,,,
help.ibotta.com,Security check,403,7825,help.ibotta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-24T23:38:42Z,2023-08-22T23:38:41Z,CN=help.ibotta.com,help.ibotta.com,help.ibotta.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3c8461862ae234d448b2ed72a773e06a,76703befcb8f86af12651be3ddc7ab3caba0a034fd277fc15eaba3c287705f85,ctls,help.ibotta.com,cloudflare,443,https://help.ibotta.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,104,False,True,https://help.ibotta.com/hc/en-us,,,,
home.ibotta.com,Ibotta: Earn Cash Back & Save With In-App Offers,200,114584,home.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-06-13T23:59:59Z,"CN=home.ibotta.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",home.ibotta.com,home.ibotta.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7669ee3d5e7a6b06b13dad6f39b4346f,d18c7fd5a315983c56a01b9dd736b4eae2a56dfad6306161a3f9afc2759e0327,ctls,home.ibotta.com,,443,https://home.ibotta.com:443,https,cloudflare,text/html,GET,141.193.213.21,/,-1840324437,141.193.213.20,Yoast SEO:20.10,1049,False,,,,,,"Cloudflare, Inc."
ibotta.com,Ibotta: Earn Cash Back & Save With In-App Offers,200,114584,home.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-06-13T23:59:59Z,"CN=home.ibotta.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",home.ibotta.com,home.ibotta.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7669ee3d5e7a6b06b13dad6f39b4346f,d18c7fd5a315983c56a01b9dd736b4eae2a56dfad6306161a3f9afc2759e0327,ctls,home.ibotta.com,cloudfront,443,https://ibotta.com:443,https,cloudflare,text/html,GET,18.66.122.83,/,-696496802,2600:9000:2250:6000:14:fc27:88c0:93a1,Yoast SEO:20.10,1049,False,True,https://home.ibotta.com/,,,,"Cloudflare, Inc."
ipn.ibotta.com,The Ibotta Performance Network,200,46921,ipn.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T04:29:13Z,2023-09-02T04:29:12Z,CN=ipn.ibotta.com,ipn.ibotta.com,ipn.ibotta.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,7e670945502f48d5a982d24c24d10d6e,e99aaad0fec1b6faeb9437724926f07beb760a05a6cf4eeeda87b8d115f21989,ctls,ipn.ibotta.com,,443,https://ipn.ibotta.com:443,https,cloudflare,text/html,GET,199.60.103.31,/,-1375788366,2606:2c40::c73c:671f,Linkedin Ads,769,False,,,,,,
legal.ibotta.com,,200,1651,legal.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-05T00:00:00Z,2024-03-06T23:59:59Z,CN=legal.ibotta.com,legal.ibotta.com,legal.ibotta.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,73a33593e04e04f8fea3a9b5342676f8,25c23958b72a193e1c6a073113fbaea2f5da7fdb030920b7a3cdce869ef21720,ctls,legal.ibotta.com,cloudfront,443,https://legal.ibotta.com:443,https,AmazonS3,text/html,GET,18.66.122.33,/,250107316,2600:9000:2250:fc00:b:b0b2:ca40:93a1,Typekit,1,False,True,,,,,
link.dev.ibotta.com,ERROR: The request could not be satisfied,403,986,link.dev.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-10-14T23:59:59Z,CN=link.dev.ibotta.com,link.dev.ibotta.com,link.dev.ibotta.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,826f12ad701fa6179c7bcff8c7c2b035,324defaf08db2ecb67b54c27b057bf92c8c8c98cd636168c64af4edaf2c53e79,ctls,link.dev.ibotta.com,cloudfront,443,https://link.dev.ibotta.com:443,https,CloudFront,text/html,GET,18.66.122.91,/,-670223209,2600:9000:2250:6c00:16:a017:8700:93a1,Amazon Web Services,20,False,True,,,,,
link.ibops.net,ERROR: The request could not be satisfied,403,919,link.ibops.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-16T23:59:59Z,CN=link.ibops.net,link.ibops.net,link.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1375d4d1f7cb8148042a5db104674676,51283a9ec420f35ecf7205b21457910a52ec92092f2566213fbd1515caf0a14c,ctls,link.ibops.net,cloudfront,443,https://link.ibops.net:443,https,none,text/html,GET,18.66.122.103,/,-609324443,2600:9000:2250:c800:4:5eb5:a1c0:93a1,HSTS,20,False,True,,events.launchdarkly.com,,,
link.ibotta.com,ERROR: The request could not be satisfied,403,986,link.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-13T23:59:59Z,CN=link.ibotta.com,link.ibotta.com,link.ibotta.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0d38ab177039ada2087db5d06c39367a,08aea7a86a994edefb610ed4d1193eed31de6af153012f39532f5cfeb3d1496a,ctls,link.ibotta.com,cloudfront,443,https://link.ibotta.com:443,https,CloudFront,text/html,GET,18.66.147.56,/,864166344,2600:9000:225e:5000:10:eb63:dc80:93a1,Amazon Web Services,20,False,True,,,,,
link.security.ibotta.com,ERROR: The request could not be satisfied,403,986,link.security.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-09-19T23:59:59Z,CN=link.security.ibotta.com,link.security.ibotta.com,link.security.ibotta.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f7230c1ba7ecce9a4a644a8ad3aa3bb1,3bace000978309f06a46b5ba04f392a4022266acfce5c9b4551a8850564be2b7,ctls,link.security.ibotta.com,cloudfront,443,https://link.security.ibotta.com:443,https,CloudFront,text/html,GET,18.66.97.116,/,514824469,2600:9000:223c:5600:2:f2c7:1b40:93a1,Amazon Web Services,20,False,True,,,,,
looker-staging.ibotta.com,Log in,200,266303,looker-staging.ibotta.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-19T04:15:02Z,2023-09-17T04:15:01Z,CN=looker-staging.ibotta.com,looker-staging.ibotta.com,looker-staging.ibotta.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,f2c2c16be6c27a532e995e43f4773333,6bce239fc11e1cc97b7eb4fe6dbce6bbcbe1f67918cf11fb9382330889ac5c75,ctls,looker-staging.ibotta.com,,443,https://looker-staging.ibotta.com:443,https,,text/html,GET,34.206.94.132,/,-1205838683,54.152.7.92,Zipkin,400,False,,https://looker-staging.ibotta.com/login,https://csp.withgoogle.com/csp/looker/v1,,,
looker.ibotta.com,Log in,200,265838,looker.ibotta.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-19T04:15:25Z,2023-09-17T04:15:24Z,CN=looker.ibotta.com,looker.ibotta.com,looker.ibotta.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,1ad17207ed43d2e5db2ace9fb8bf3745,e2d920cfc38fb7d3b565d77e3d96db62667d96c63ebcf43ea5c36c89f99cf4e5,ctls,looker.ibotta.com,,443,https://looker.ibotta.com:443,https,,text/html,GET,54.152.7.92,/,-1205838683,34.206.94.132,Zipkin,400,False,,https://looker.ibotta.com/login,https://csp.withgoogle.com/csp/looker/v1,,,
lyncdiscover.cs.ibotta.com,,404,34,lyncdiscover.cs.ibotta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,ctls,lyncdiscover.cs.ibotta.com,,443,https://lyncdiscover.cs.ibotta.com:443,https,,application/json,GET,52.112.192.142,/,561381128,2603:1027:0:3::e,Azure,1,False,,,,True,True,Microsoft Corporation
mfe-bw.sandbox.ibops.net,,404,291,mfe-bw.sandbox.ibops.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T00:00:00Z,2024-06-14T23:59:59Z,CN=mfe-bw.sandbox.ibops.net,mfe-bw.sandbox.ibops.net,mfe-bw.sandbox.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5b72252f9cf920a32424eaf93e3e26ec,a1c4efb354244a57591b9eca74ef5a19f6b4b3d2911695bab632d91d6e9519a0,ctls,mfe-bw.sandbox.ibops.net,cloudfront,443,https://mfe-bw.sandbox.ibops.net:443,https,none,application/xml,GET,18.66.112.73,/,-2046366407,2600:9000:223f:ea00:12:4de9:fb00:93a1,HSTS,2,False,True,,,,,
migrate.api.ibops.net,404 Not Found,404,146,migrate.api.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-26T23:59:59Z,CN=migrate.api.ibops.net,migrate.api.ibops.net,migrate.api.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b6b3f15ef4adf318c8017a51d26d65be,6e982ba110b8a17d030162330483f2ed1808301d5f5945479c0dcf50cf860c60,ctls,migrate.api.ibops.net,,443,https://migrate.api.ibops.net:443,https,,text/html,GET,3.212.184.155,/,1494302000,3.217.29.72,HSTS,8,False,,,,,,
mybotta-lambda.ibops.net,,401,26,mybotta-lambda.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-03-29T23:59:59Z,CN=mybotta-lambda.ibops.net,mybotta-lambda.ibops.net,mybotta-lambda.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,caaa619f5bcf54e38394d503a88b4e0e,cb89dcf0631e45090e262157d1eded6b351eb91db94760338d1feb3ac8f77c07,ctls,mybotta-lambda.ibops.net,,443,https://mybotta-lambda.ibops.net:443,https,,application/json,GET,174.129.113.4,/,478243331,54.157.105.103,,1,False,,,,,,
mybotta-lambda.staging.ibops.net,,401,26,mybotta-lambda.staging.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-29T00:00:00Z,2024-02-28T23:59:59Z,CN=mybotta-lambda.staging.ibops.net,mybotta-lambda.staging.ibops.net,mybotta-lambda.staging.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2fbbad8ca83fdee20bdd470b40b4ed92,ab50454d19ae2cca451f29b2cc4c27a9b0160c967c95ea9a89b6ce67f9ff3311,ctls,mybotta-lambda.staging.ibops.net,,443,https://mybotta-lambda.staging.ibops.net:443,https,,application/json,GET,3.215.54.139,/,478243331,34.234.32.142,,1,False,,,,,,
o.ibotta.com,,404,1991,o.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-11-03T23:59:59Z,CN=s.ibotta.com,s.ibotta.com,o-test.ibotta.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7c3826fdb86f18f93e40a4affc05fe8b,974332e1bf18615aeef8bf4f6502f21fce4e0102549453673efb82fdaa075921,ctls,o.ibotta.com,cloudfront,443,https://o.ibotta.com:443,https,nginx + Phusion Passenger,text/html,GET,13.224.189.129,/,-1088302829,13.224.189.69,Phusion Passenger,48,False,True,,,,,
ops.ibops.net,404 Not Found,404,146,ops.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-04T00:00:00Z,2023-12-03T23:59:59Z,CN=ops.ibops.net,ops.ibops.net,ops.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0326e2168ad5e004bc9ad6d59d50ed34,d3ba03196c76ad0e8457eeed1ef4b82a0f48079bc89cab36b970c42d67366b46,ctls,ops.ibops.net,,443,https://ops.ibops.net:443,https,,text/html,GET,52.23.20.95,/,1494302000,34.202.186.192,HSTS,8,False,,,,,,
pando-react-storybook.ibops.net,ERROR: The request could not be satisfied,403,986,pando-react-storybook.ibops.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-28T23:59:59Z,CN=pando-react-storybook.ibops.net,pando-react-storybook.ibops.net,pando-react-storybook.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,aa32dec4fbdb2b1ed47aefbe0207adbd,9c31a45463dd6436f4a3d1f3503519bc8dfab6b865b6ea69e242e519273f40b8,ctls,pando-react-storybook.ibops.net,cloudfront,443,https://pando-react-storybook.ibops.net:443,https,CloudFront,text/html,GET,99.86.4.37,/,1466911271,2600:9000:2057:ae00:1a:2ec2:1240:93a1,Amazon Web Services,20,False,True,,,,,
partners.ibotta.com,The Ibotta Performance Network,200,46921,ipn.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T04:29:13Z,2023-09-02T04:29:12Z,CN=ipn.ibotta.com,ipn.ibotta.com,ipn.ibotta.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,7e670945502f48d5a982d24c24d10d6e,e99aaad0fec1b6faeb9437724926f07beb760a05a6cf4eeeda87b8d115f21989,ctls,ipn.ibotta.com,,443,https://partners.ibotta.com:443,https,cloudflare,text/html,GET,199.60.103.31,/,1694819852,2606:2c40::c73c:67e1,Linkedin Ads,769,False,,https://ipn.ibotta.com/,,,,
pay.ibotta.com,Gift Cards - Ibotta,200,121457,home.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-06-13T23:59:59Z,"CN=home.ibotta.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",home.ibotta.com,home.ibotta.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",7669ee3d5e7a6b06b13dad6f39b4346f,d18c7fd5a315983c56a01b9dd736b4eae2a56dfad6306161a3f9afc2759e0327,ctls,home.ibotta.com,cloudfront,443,https://pay.ibotta.com:443,https,cloudflare,text/html,GET,99.86.4.11,/,1494302000,99.86.4.17,Yoast SEO:20.10,1385,False,True,https://home.ibotta.com/features/gift-cards/,,,,"Cloudflare, Inc."
pg-integrations.ibops.net,,403,42,pg-integrations.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-23T23:59:59Z,CN=pg-integrations.ibops.net,pg-integrations.ibops.net,pg-integrations.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2e5b2f9fb0a4f5d593d1c40c3c42478c,ce789aea6d7e20752fb7b8aa432079042e35952d1817c58ea0178d61abf4ef33,ctls,pg-integrations.ibops.net,,443,https://pg-integrations.ibops.net:443,https,,application/json,GET,52.206.150.228,/,768769774,35.168.170.113,,1,False,,,,,,
pg-integrations.staging.ibops.net,,403,42,pg-integrations.staging.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-05-23T23:59:59Z,CN=pg-integrations.staging.ibops.net,pg-integrations.staging.ibops.net,pg-integrations.staging.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d3deca3c6d0e97c92513cb5e915e22b5,c555b655893aaf82d3d97d10a98b8566c6a123cc4cca926364b95f3a913cbc62,ctls,pg-integrations.staging.ibops.net,,443,https://pg-integrations.staging.ibops.net:443,https,,application/json,GET,34.193.91.198,/,768769774,23.21.70.125,,1,False,,,,,,
purchase-api.ibops.net,,403,42,purchase-api.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2024-04-18T23:59:59Z,CN=purchase-api.ibops.net,purchase-api.ibops.net,purchase-api.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,45aade8187e25a61465d6298cebddbea,9b9b1f22dcb42f67cfac0b5228cb03996e4762a1a2ace1d5d06cab2e712b09b3,ctls,purchase-api.ibops.net,,443,https://purchase-api.ibops.net:443,https,Server,application/json,GET,52.223.13.25,/,768769774,35.71.166.99,,1,False,,,,,,
purchase-api.staging.ibops.net,,403,42,purchase-api.staging.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-19T00:00:00Z,2024-04-17T23:59:59Z,CN=purchase-api.staging.ibops.net,purchase-api.staging.ibops.net,purchase-api.staging.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,929500c53d9b66667b5503f2566d43cb,316302e1e0723a3c435fa1a295deffc6a2b404a99ba83514dd79ba0611a53f96,ctls,purchase-api.staging.ibops.net,,443,https://purchase-api.staging.ibops.net:443,https,Server,application/json,GET,15.197.200.125,/,768769774,3.33.220.9,,1,False,,,,,,
rdef-external-gateway.staging.ibops.net,,403,85,rdef-external-gateway.staging.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-08T00:00:00Z,2024-06-05T23:59:59Z,CN=rdef-external-gateway.staging.ibops.net,rdef-external-gateway.staging.ibops.net,rdef-external-gateway.staging.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6285273868aa9a58a13459b6eeed728d,a86222d04ab51431912cdc13f585ccc3a35ec3b1fbc8b51b011b1f91ad25acfe,ctls,rdef-external-gateway.staging.ibops.net,,443,https://rdef-external-gateway.staging.ibops.net:443,https,,application/json,GET,34.206.167.217,/,-1100138157,52.206.55.56,,1,False,,,,,,
retargeting.ibotta.com,,404,19,retargeting.ibotta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-04T23:59:59Z,CN=*.ibops.net,*.ibops.net,*.ibotta.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,74ae65447a5a486ed1d2f29302c2614e,12aac833bf9c5c2dd1fa928a525727907086b63285d1cee70742d6c50ea7da05,ctls,retargeting.ibotta.com,,443,https://retargeting.ibotta.com:443,https,,text/html,GET,3.212.184.155,/,-180935680,3.221.105.250,Node.js,1,False,,,,True,True,
rewards-gateway.ibops.net,,401,26,rewards-gateway.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-19T00:00:00Z,2024-04-16T23:59:59Z,CN=rewards-gateway.ibops.net,rewards-gateway.ibops.net,rewards-gateway.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e9a2bc6ebcded6ddfed3a1f77582b1b5,7427ed9d6ed26726eca7ea2b5ef89c5b0ab14c41859d8f282cad6b141159b256,ctls,rewards-gateway.ibops.net,,443,https://rewards-gateway.ibops.net:443,https,,application/json,GET,52.20.135.109,/,478243331,3.218.212.29,,1,False,,,,,,
rewards.ibops.net,ERROR: The request could not be satisfied,403,986,rewards.ibops.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-08T23:59:59Z,CN=rewards.ibops.net,rewards.ibops.net,rewards.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,94588c8e8c1779a24da1694ab5600360,6845f70ea3eb4a86a12a38df81e55a7ccf15bed096c4aec294788b3dc7b6e628,ctls,rewards.ibops.net,cloudfront,443,https://rewards.ibops.net:443,https,CloudFront,text/html,GET,143.204.215.49,/,1726928308,2600:9000:214f:9400:1e:39f3:7580:93a1,Amazon Web Services,20,False,True,,,,,
rewards.staging.ibops.net,ERROR: The request could not be satisfied,403,986,rewards.staging.ibops.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-05T23:59:59Z,CN=rewards.staging.ibops.net,rewards.staging.ibops.net,rewards.staging.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,795110ac1a6b2482a97530441a49a406,cd82930d117156b8117ca096b139bb119573730af04b7019ff16a54d9f5f6e8a,ctls,rewards.staging.ibops.net,cloudfront,443,https://rewards.staging.ibops.net:443,https,CloudFront,text/html,GET,143.204.215.124,/,1072249676,2600:9000:214f:9400:13:7949:e640:93a1,Amazon Web Services,20,False,True,,,,,
sampling.ibotta.com,iBotta,200,2097,sampling.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-22T21:09:14Z,2023-08-20T21:09:13Z,CN=sampling.ibotta.com,sampling.ibotta.com,sampling.ibotta.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2e4ba4a076d0707f9c26cf07eac3802b,2c16974b7ba2867bbb47ab7e4fb49909f138672b8ea51addff4826463ede40dd,ctls,sampling.ibotta.com,,443,https://sampling.ibotta.com:443,https,Apache,text/html,GET,67.225.178.36,/,-1812417198,67.225.178.36,Apache,85,False,,,url=https://home.ibotta.com/,,,
saver-privacy-api.staging.ibops.net,,403,42,saver-privacy-api.staging.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-06T23:59:59Z,CN=saver-privacy-api.staging.ibops.net,saver-privacy-api.staging.ibops.net,saver-privacy-api.staging.ibops.net,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4f76f7ad788e6d41ada387bad932269f,a8c30935638577c79687e40e07b2e27c3617ddf29013284bf029464891d9c043,ctls,saver-privacy-api.staging.ibops.net,,443,https://saver-privacy-api.staging.ibops.net:443,https,,application/json,GET,54.243.175.62,/,768769774,52.45.144.111,,1,False,,,,,,
static-test.ibotta.com,,403,243,static-test.ibotta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-11-03T23:59:59Z,CN=static.ibotta.com,static.ibotta.com,static-vid.ibotta.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9f35d78db29087bbf5046c6355fb7429,25f2c2719a02988f90eb4a7dc8128ceab45f67b00ef334573c9f668e6f2b28d5,ctls,static-test.ibotta.com,cloudfront,443,https://static-test.ibotta.com:443,https,AmazonS3,application/xml,GET,18.66.122.49,/,228867851,18.66.122.11,Amazon Web Services,2,False,True,,,,,
support.ibotta.com,Security check,403,7846,help.ibotta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-24T23:38:42Z,2023-08-22T23:38:41Z,CN=help.ibotta.com,help.ibotta.com,help.ibotta.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3c8461862ae234d448b2ed72a773e06a,76703befcb8f86af12651be3ddc7ab3caba0a034fd277fc15eaba3c287705f85,ctls,help.ibotta.com,,443,https://support.ibotta.com:443,https,cloudflare,text/html,GET,18.204.81.156,/,-1279294674,52.21.216.127,Cloudflare,104,False,,https://help.ibotta.com/hc/en-us,,,,
test-gateway.sandbox.ibops.net,,403,23,test-gateway.sandbox.ibops.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-04-05T23:59:59Z,CN=test-gateway.sandbox.ibops.net,test-gateway.sandbox.ibops.net,test-gateway.sandbox.ibops.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,bbf285e34fe0b09c6ad3a431f5f0c0c3,463f9913c827ac3a0bc097fb319da8e7a793162ddc111aa8efaaeb126fcd3bcb,ctls,test-gateway.sandbox.ibops.net,,443,https://test-gateway.sandbox.ibops.net:443,https,,application/json,GET,107.23.224.186,/,968070783,35.170.39.38,,1,False,,,,,,
tracking.ibotta.com,,403,42,tracking.ibotta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-02T00:00:00Z,2023-11-07T23:59:59Z,CN=tracking.ibotta.com,tracking.ibotta.com,tracking.ibotta.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4bdbb46a20a0f10c1cb72e38d2c39c9e,3b3bd385d9bb57f1445a7bed6c0b52a0020f7a2e6861d70572e33409afbc8fe4,ctls,tracking.ibotta.com,,443,https://tracking.ibotta.com:443,https,,application/json,GET,34.196.249.226,/,768769774,35.169.235.221,,1,False,,,,,,
