new,host,ttl,a,soa,status_code,cname,has_internal_ips,internal_ips,ns,mx,aaaa,txt
[x],wiki.its.rmit.edu.au,28800.0,,"{'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,webhost.its.rmit.edu.au,,,,,,
[x],wil.bf.rmit.edu.au,28800.0,131.170.198.41,"{'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],willow.adc.rmit.edu.au,28800.0,131.170.173.171,"{'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'adc.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013072695, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,"ns2-external.rmit.edu.au, ns2.aarnet.net.au, ns1.aarnet.net.au, ns3.aarnet.net.au, ns1-external.rmit.edu.au",,,
[x],win8conpro.bf.rmit.edu.au,28800.0,131.170.195.144,"{'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'bf.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081617, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],www-dev.lib.rmit.edu.au,28800.0,131.170.189.3,"{'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'lib.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081620, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,jaguar-test.lib.rmit.edu.au,,,"ns2-external.rmit.edu.au, ns1.aarnet.net.au, ns1-external.rmit.edu.au, ns2.aarnet.net.au, ns3.aarnet.net.au",,,
[x],www.architecture.rmit.edu.au,3600.0,43.250.142.30,"{'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'architecture.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2008092736, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],www.ca.rmit.edu.au,878.0,,"{'name': 'ca.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081533, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'ca.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081533, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'ca.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081533, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'ca.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081533, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'ca.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081533, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'ca.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013081533, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],www.cs.rmit.edu.au,28608.0,131.170.0.152,"{'name': 'cs.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082366, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'cs.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082366, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'cs.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082366, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'cs.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082366, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'cs.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082366, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],www.csit.rmit.edu.au,28735.0,131.170.0.152,"{'name': 'cs.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082366, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'cs.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082366, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'cs.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082366, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'cs.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082366, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'cs.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082366, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'cs.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082366, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,www.cs.rmit.edu.au,,,,,,
[x],www.its.rmit.edu.au,28800.0,131.170.8.29,"{'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,webhost.its.rmit.edu.au,,,"ns1-external.rmit.edu.au, ns2.aarnet.net.au, ns3.aarnet.net.au, ns1.aarnet.net.au, ns2-external.rmit.edu.au",,,
[x],www.lib.rmit.edu.au,15319.0,131.170.0.186,"{'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'vips.its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 165, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,jaguar-pr-rp.vips.its.rmit.edu.au,,,,,,
[x],www.rmit.edu.au,300.0,"131.170.21.50, 131.170.21.51","{'name': 'ap-southeast-2.elb.amazonaws.com', 'ns': 'ns-99.awsdns-12.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'ap-southeast-2.elb.amazonaws.com', 'ns': 'ns-99.awsdns-12.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'ap-southeast-2.elb.amazonaws.com', 'ns': 'ns-99.awsdns-12.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}, {'name': 'ap-southeast-2.elb.amazonaws.com', 'ns': 'ns-99.awsdns-12.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 60}",NOERROR,rmit-prod65-01-351066865.ap-southeast-2.elb.amazonaws.com,,,"ns2.aarnet.net.au, ns2-external.rmit.edu.au, ns1-external.rmit.edu.au, ns1.aarnet.net.au, ns3.aarnet.net.au",,,
[x],www.rmit.edu.vn,3600.0,"18.238.243.95, 18.238.243.2, 18.238.243.4, 18.238.243.107","{'name': 'd1tath5tryleku.cloudfront.net', 'ns': 'ns-120.awsdns-15.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd1tath5tryleku.cloudfront.net', 'ns': 'ns-120.awsdns-15.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,d1tath5tryleku.cloudfront.net,,,"ns-1089.awsdns-08.org, ns-120.awsdns-15.com, ns-1571.awsdns-04.co.uk, ns-917.awsdns-50.net",,"2600:9000:25eb:4000:10:c1be:c380:93a1, 2600:9000:25eb:d200:10:c1be:c380:93a1, 2600:9000:25eb:d600:10:c1be:c380:93a1, 2600:9000:25eb:9000:10:c1be:c380:93a1, 2600:9000:25eb:8600:10:c1be:c380:93a1, 2600:9000:25eb:f000:10:c1be:c380:93a1, 2600:9000:25eb:8800:10:c1be:c380:93a1, 2600:9000:25eb:2e00:10:c1be:c380:93a1",
[x],www.trueengineer.rmit.edu.au,28800.0,,"{'name': 'csau.com.au', 'ns': 'ns10.csau.com.au', 'mailbox': 'notifications.serversaustralia.com.au', 'serial': 2016113170, 'refresh': 14400, 'retry': 7200, 'expire': 1209600, 'minttl': 180}, {'name': 'csau.com.au', 'ns': 'ns10.csau.com.au', 'mailbox': 'notifications.serversaustralia.com.au', 'serial': 2016113170, 'refresh': 14400, 'retry': 7200, 'expire': 1209600, 'minttl': 180}, {'name': 'csau.com.au', 'ns': 'ns10.csau.com.au', 'mailbox': 'notifications.serversaustralia.com.au', 'serial': 2016113170, 'refresh': 14400, 'retry': 7200, 'expire': 1209600, 'minttl': 180}, {'name': 'csau.com.au', 'ns': 'ns10.csau.com.au', 'mailbox': 'notifications.serversaustralia.com.au', 'serial': 2016113170, 'refresh': 14400, 'retry': 7200, 'expire': 1209600, 'minttl': 180}, {'name': 'csau.com.au', 'ns': 'ns10.csau.com.au', 'mailbox': 'notifications.serversaustralia.com.au', 'serial': 2016113170, 'refresh': 14400, 'retry': 7200, 'expire': 1209600, 'minttl': 180}, {'name': 'csau.com.au', 'ns': 'ns10.csau.com.au', 'mailbox': 'notifications.serversaustralia.com.au', 'serial': 2016113170, 'refresh': 14400, 'retry': 7200, 'expire': 1209600, 'minttl': 180}",NOERROR,sh-whm-me1-1.csau.com.au,,,,,,
[x],www.upperpool.rmit.edu.au,28800.0,43.241.54.91,"{'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,upperpool.rmit.edu.au,,,,,,
[x],www1.rmit.edu.au,28800.0,131.170.40.30,"{'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],www11.its.rmit.edu.au,3600.0,131.170.6.180,"{'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],www2.its.rmit.edu.au,28800.0,131.170.6.201,"{'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'its.rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013082242, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
[x],www2.rmit.edu.au,28800.0,131.170.8.28,"{'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}, {'name': 'rmit.edu.au', 'ns': 'gridmaster.int.its.rmit.edu.au', 'mailbox': 'helpdesk.rmit.edu.au', 'serial': 2013083249, 'refresh': 10800, 'retry': 3600, 'expire': 2592000, 'minttl': 900}",NOERROR,,,,,,,
