input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,final_url,csp_domains_
10box.pbis-cf.instacart.com,,403,16,10box.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-19T00:00:00Z,2024-03-18T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.10box.pbis-cf.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",69c76e3e4017b121e7a25d728ca2008d,4d52086bf32c344f1bc04c483242bbafe9616057eed8fc05288aeb97bf035d27,True,ctls,10box.pbis-cf.instacart.com,cloudflare,443,https://10box.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.24.45,/,1253481126,2606:4700::6812:192d,HTTP/3,1,False,True,,,
abc.pbis-cf.instacart.com,,403,16,abc.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-03-05T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.abc.pbis-cf.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b552059e4a93baafeb66401fee8f5864,cd3e7b7665070ec66bb43740ef53459caec68cec2d280e64f06994a42f6c4d89,True,ctls,abc.pbis-cf.instacart.com,cloudflare,443,https://abc.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.26.43,/,1253481126,2606:4700::6812:1b2b,HTTP/3,1,False,True,,,
acme-markets.instacart.com,,409,16,,,,,,,,,,,,,,,,,,,,cloudflare,80,http://acme-markets.instacart.com:80,http,cloudflare,text/plain,GET,104.18.25.62,/,1000520165,2606:4700::6812:183e,Cloudflare,1,False,True,,,
acme-markets.pbis-cf.instacart.com,,403,16,acme-markets.pbis-cf.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0b9d211796548d82147e6da7d7d54c07,98171f7c988ee8f0766d48f5f1acab600da9a67ffc7cbba4cd3fb8c6e8f23673,True,ctls,acme-markets.pbis-cf.instacart.com,cloudflare,443,https://acme-markets.pbis-cf.instacart.com:443,https,cloudflare,text/plain,GET,104.18.24.62,/,1253481126,2606:4700::6812:193e,HTTP/3,1,False,True,,,
ad-tools-mgs.instacart.com,,404,21,ad-tools-mgs.instacart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-31T23:59:59Z,CN=instacart.com,instacart.com,,*.instacart.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,43f20919120be96efe14abd528fcdcae,923abdbba4f0d3cb80548f13dc1bd0649bf409dd24b71c732b8712efc316d035,True,ctls,ad-tools-mgs.instacart.com,,443,https://ad-tools-mgs.instacart.com:443,https,,text/plain,GET,34.236.8.116,/,-2114093587,44.206.74.238,,1,False,,,,
admin.instacart.com,Instacart | Grocery Delivery or Pickup from Local Stores Near You,200,183618,admin.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=admin.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",admin.instacart.com,"Cloudflare, Inc.",*.admin.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ebac0e8c5d84af6ce3887e1eff4c8659,9c51541c2a0db76371a1ab9d47c0f22ffae256a2d9a32574659e877ef6c170b1,True,ctls,admin.instacart.com,cloudflare,443,https://admin.instacart.com:443,https,cloudflare,text/html,GET,104.18.13.206,/,1126835021,2606:4700::6812:dce,Ruby on Rails,268,False,True,,,
ads-blog.instacart.com,Instacart Ads | Consumer Insights & Information | The Instacart Blog,200,140875,www.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-16T00:00:00Z,2023-08-16T23:59:59Z,"CN=www.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",www.instacart.com,"Cloudflare, Inc.",*.www.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f63fd4ff451c1d7feac272bca745249,655d1130a751f17d01e5ea7ec5a4950d32eae366c74b4748f1159f236b0bfded,True,ctls,www.instacart.com,cloudflare,443,https://ads-blog.instacart.com:443,https,cloudflare,text/html,GET,104.18.2.204,/,1781709202,2606:4700::6812:3cc,Yoast SEO:20.7,903,False,True,,https://www.instacart.com/company/instacart-ads/,https://www.instacart.com
ads.instacart.tools,,200,699,ads.instacart.tools,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-21T00:00:00Z,2024-02-19T23:59:59Z,CN=instacart.tools,instacart.tools,,*.instacart.tools,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1ddd235770f125eb27865eb34a06ee07,445948165dee6daf3aaf7de9f6abfffc2a070b66bda15992ff44e938b9dd1dd2,True,ctls,ads.instacart.tools,,443,https://ads.instacart.tools:443,https,nginx,text/html,GET,44.198.29.122,/,1126835021,34.233.20.33,Nginx,42,False,,,,
affiliate.instacart.com,Login - Instacart Tastemakers,200,70188,affiliate.instacart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-17T23:59:59Z,CN=affiliate.instacart.com,affiliate.instacart.com,,affiliate.instacart.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,769503c5f799afad75886e6713ebc52e,bb4bf0c4fb850774b462e55a5d84547ca76633e82bacfae54c0db565f4cb1580,,ctls,affiliate.instacart.com,,443,https://affiliate.instacart.com:443,https,Apache,text/html,GET,54.243.124.87,/,-1840324437,18.208.30.49,PHP,189,False,,,,
ajsfinefoods.instacart.com,AJ’s Fine Foods Powered By Instacart,200,42754,ajsfinefoods.instacart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-02-27T23:59:59Z,"CN=ajsfinefoods.instacart.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",ajsfinefoods.instacart.com,"Cloudflare, Inc.",ajsfinefoods.instacart.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5a1859004774c4c67cf2402df7579831,e378de4bf4bace8f3b726e517f1f0d39f521ed8b4ba9435a3375264ae01e165a,,ctls,ajsfinefoods.instacart.com,cloudflare,443,https://ajsfinefoods.instacart.com:443,https,cloudflare,text/html,GET,104.18.13.7,/,1126835021,2606:4700::6812:c07,HTTP/3,140,False,True,,,
