input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,cdn,csp_domains_,final_url,tls_mismatched,tls_wildcard_certificate,tls_expired,tls_self_signed
beslagendesk.rabobank.nl,,200,3552,beslagendesk.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-01T00:00:00Z,2023-12-01T23:59:59Z,CN=beslagendesk.rabobank.nl,beslagendesk.rabobank.nl,,beslagendesk.rabobank.nl,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",4ed4af6a59a9d1c2fabc4b8099183d76,d4a8dbd7bcec0f1df46bfda04836cc892fc0dbcff2632719da18e96e58aa740a,ctls,beslagendesk.rabobank.nl,443,https://beslagendesk.rabobank.nl:443,https,,text/html,GET,13.107.246.67,/,884060643,13.107.246.67,96,False,HSTS,,,https://fonts.googleapis.com,,,,,
betaalverzoek-acpt2.rabobank.nl,Tijdelijk niet beschikbaar,200,350745,betaalverzoek-acpt2.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T00:00:00Z,2024-05-21T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,widgets-tst.rabobank.nl,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8bd9837eef6101b152686e00b7701fd7,08aade5017c8723331d5fd5e89216f5d83332cd77098fe2dbb5c65de6b6b32ca,ctls,betaalverzoek-acpt2.rabobank.nl,443,https://betaalverzoek-acpt2.rabobank.nl:443,https,AkamaiNetStorage,text/html,GET,2.17.100.216,/,-2086437022,2a02:26f0:ab00::5c7a:d768,233,False,,,,,,,,,
betaalverzoek-acpt3.rabobank.nl,Tijdelijk niet beschikbaar,200,350745,betaalverzoek-acpt3.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T00:00:00Z,2024-05-21T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,widgets-tst.rabobank.nl,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8bd9837eef6101b152686e00b7701fd7,08aade5017c8723331d5fd5e89216f5d83332cd77098fe2dbb5c65de6b6b32ca,ctls,betaalverzoek-acpt3.rabobank.nl,443,https://betaalverzoek-acpt3.rabobank.nl:443,https,AkamaiNetStorage,text/html,GET,2.17.100.216,/,-1987055108,2a02:26f0:ab00::5c7a:d721,233,False,,,,,,,,,
betalen-acpt2.rabobank.nl,Tijdelijk niet beschikbaar,200,350746,betalen-acpt2.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T00:00:00Z,2024-05-21T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,widgets-tst.rabobank.nl,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8bd9837eef6101b152686e00b7701fd7,08aade5017c8723331d5fd5e89216f5d83332cd77098fe2dbb5c65de6b6b32ca,ctls,betalen-acpt2.rabobank.nl,443,https://betalen-acpt2.rabobank.nl:443,https,AkamaiNetStorage,text/html,GET,2.17.100.177,/,511607483,2a02:26f0:ab00::5c7a:d721,233,False,,,,,,,,,
betalen-acpt3.rabobank.nl,Rabobank - Internetbankieren,200,3184,betalen-acpt3.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T00:00:00Z,2024-05-21T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,widgets-tst.rabobank.nl,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8bd9837eef6101b152686e00b7701fd7,08aade5017c8723331d5fd5e89216f5d83332cd77098fe2dbb5c65de6b6b32ca,ctls,betalen-acpt3.rabobank.nl,443,https://betalen-acpt3.rabobank.nl:443,https,,text/html,GET,95.101.111.135,/,511607483,2a02:26f0:480:23::1726:62b3,51,False,HSTS,,,,,,,,
betalen-acpt4.rabobank.nl,pagina_niet_gevonden,200,15695,betalen-acpt4.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-22T00:00:00Z,2024-05-21T23:59:59Z,"CN=wwwacceptatie.rabobank.nl, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",wwwacceptatie.rabobank.nl,Cooperatieve Rabobank U.A.,widgets-tst.rabobank.nl,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8bd9837eef6101b152686e00b7701fd7,08aade5017c8723331d5fd5e89216f5d83332cd77098fe2dbb5c65de6b6b32ca,ctls,betalen-acpt4.rabobank.nl,443,https://betalen-acpt4.rabobank.nl:443,https,,text/html,GET,2.17.100.216,/,511607483,2a02:26f0:ab00::5c7a:d721,278,False,HSTS,,,,,,,,
betalen-verificatie.rabobank.nl,"Sorry, er gaat iets niet goed…",200,18720,www.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=rabobank.nl, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=09003091, businessCategory=Private Organization, jurisdictionCountry=NL",rabobank.nl,Cooperatieve Rabobank U.A.,www.rabobank.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,ba2717321cfd87c20ccef4093eb9f1ec,8678fd7fa8dc310d6127118d754ca643852068bb49a4d8dba920e27cf4fdc972,ctls,www.rabobank.nl,443,https://betalen-verificatie.rabobank.nl:443,https,AkamaiNetStorage,text/html,GET,2.17.100.147,/,-631610740,2a02:26f0:ab00::5c7a:d728,129,False,HSTS,,,,https://www.rabobank.nl/particulieren/betalen?intcamp=pa-homepage-betalen&inttype=tegel-betalen&intsource=particulieren,,,,
betalen.rabobank.nl,"Sorry, er gaat iets niet goed…",200,18720,www.rabobank.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=rabobank.nl, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=09003091, businessCategory=Private Organization, jurisdictionCountry=NL",rabobank.nl,Cooperatieve Rabobank U.A.,www.rabobank.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,ba2717321cfd87c20ccef4093eb9f1ec,8678fd7fa8dc310d6127118d754ca643852068bb49a4d8dba920e27cf4fdc972,ctls,www.rabobank.nl,443,https://betalen.rabobank.nl:443,https,AkamaiNetStorage,text/html,GET,2.17.100.224,/,-631610740,2a02:26f0:ab00::214:8e58,129,False,HSTS,,,,https://www.rabobank.nl/particulieren/betalen?intcamp=pa-homepage-betalen&inttype=tegel-betalen&intsource=particulieren,,,,
brandportal.rabobank.com,Rabobank Brand Portal,200,20647,brandportal.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-16T23:59:59Z,"CN=brandportal.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brandportal.rabobank.nl,Cooperatieve Rabobank U.A.,brandportal.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f5559177848e2bbe16166f11923d311,12d6798f20b1f3c042cd10b611e9f2e8b000d9d07c9915ed1e6aff78daf5161c,ctls,brandportal.rabobank.nl,443,https://brandportal.rabobank.com:443,https,,text/html,GET,193.36.148.133,/,-1206729531,193.36.148.133,267,False,Typekit,,,,https://brandportal.rabobank.nl/login/login.aspx?returnurl=%2fportal,,,,
brandportal.rabobank.nl,Rabobank Brand Portal,200,20647,brandportal.rabobank.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-16T00:00:00Z,2024-01-16T23:59:59Z,"CN=brandportal.rabobank.nl, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brandportal.rabobank.nl,Cooperatieve Rabobank U.A.,brandportal.rabobank.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3f5559177848e2bbe16166f11923d311,12d6798f20b1f3c042cd10b611e9f2e8b000d9d07c9915ed1e6aff78daf5161c,ctls,brandportal.rabobank.nl,443,https://brandportal.rabobank.nl:443,https,,text/html,GET,193.36.148.133,/,-1206729531,193.36.148.133,267,False,Typekit,,,,https://brandportal.rabobank.nl/login/login.aspx?returnurl=%2fportal,,,,
brdevportal-div.rabobank.com,RCS Portal Europe,200,4970,brdevportal-div.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=brdevportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brdevportal.rabobank.com,Cooperatieve Rabobank U.A.,brdevportal11.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9cb4e94fac01ef3f0a7208bffafc68cb,dd95a1f106916ef7fab573862ffd9c1ee91cc7f722efe92f657305bb58f06232,ctls,brdevportal-div.rabobank.com,443,https://brdevportal-div.rabobank.com:443,https,Apache,text/html,GET,74.118.221.37,/,12023395,74.118.221.37,170,False,HSTS,,,,https://brdevportal-div.rabobank.com/vpn/index.html,True,,,
brdevportal-qdv.rabobank.com,RCS Portal Brazil,200,4970,brdevportal-qdv.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=brdevportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brdevportal.rabobank.com,Cooperatieve Rabobank U.A.,brdevportal11.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9cb4e94fac01ef3f0a7208bffafc68cb,dd95a1f106916ef7fab573862ffd9c1ee91cc7f722efe92f657305bb58f06232,ctls,brdevportal-qdv.rabobank.com,443,https://brdevportal-qdv.rabobank.com:443,https,Apache,text/html,GET,74.118.222.37,/,12023395,74.118.222.37,170,False,HSTS,,,,https://brdevportal-qdv.rabobank.com/vpn/index.html,True,,,
brdevportal.rabobank.com,RCS Portal Europe,200,4970,brdevportal.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=brdevportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brdevportal.rabobank.com,Cooperatieve Rabobank U.A.,brdevportal11.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9cb4e94fac01ef3f0a7208bffafc68cb,dd95a1f106916ef7fab573862ffd9c1ee91cc7f722efe92f657305bb58f06232,ctls,brdevportal.rabobank.com,443,https://brdevportal.rabobank.com:443,https,Apache,text/html,GET,74.118.221.37,/,12023395,74.118.221.37,170,False,HSTS,,,,https://brdevportal.rabobank.com/vpn/index.html,,,,
brdevportal21.rabobank.com,RCS Portal Europe,200,4970,brdevportal21.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-27T00:00:00Z,2023-10-27T23:59:59Z,"CN=brdevportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brdevportal.rabobank.com,Cooperatieve Rabobank U.A.,brdevportal11.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9cb4e94fac01ef3f0a7208bffafc68cb,dd95a1f106916ef7fab573862ffd9c1ee91cc7f722efe92f657305bb58f06232,ctls,brdevportal21.rabobank.com,443,https://brdevportal21.rabobank.com:443,https,Apache,text/html,GET,74.118.221.37,/,12023395,74.118.221.37,170,False,HSTS,,,,https://brdevportal21.rabobank.com/vpn/index.html,,,,
brportal-div.rabobank.com,RCS Portal Europe,200,4970,brportal-div.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-20T23:59:59Z,"CN=brportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brportal.rabobank.com,Cooperatieve Rabobank U.A.,brportal21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0dd63e36af6a2c3aebf154e2d74b1afd,cbdb9d8b30b0b8fb37d3e19686fcea8baf8ef419db63768dc3798a43a7a9aff0,ctls,brportal-div.rabobank.com,443,https://brportal-div.rabobank.com:443,https,Apache,text/html,GET,74.118.221.36,/,12023395,74.118.221.36,170,False,HSTS,,,,https://brportal-div.rabobank.com/vpn/index.html,True,,,
brportal.rabobank.com,RCS Portal Europe,200,4970,brportal.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-20T23:59:59Z,"CN=brportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brportal.rabobank.com,Cooperatieve Rabobank U.A.,brportal21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0dd63e36af6a2c3aebf154e2d74b1afd,cbdb9d8b30b0b8fb37d3e19686fcea8baf8ef419db63768dc3798a43a7a9aff0,ctls,brportal.rabobank.com,443,https://brportal.rabobank.com:443,https,Apache,text/html,GET,74.118.221.36,/,12023395,74.118.221.36,170,False,HSTS,,,,https://brportal.rabobank.com/vpn/index.html,,,,
brportal21.rabobank.com,RCS Portal Europe,200,4970,brportal21.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-21T00:00:00Z,2023-12-20T23:59:59Z,"CN=brportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",brportal.rabobank.com,Cooperatieve Rabobank U.A.,brportal21.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0dd63e36af6a2c3aebf154e2d74b1afd,cbdb9d8b30b0b8fb37d3e19686fcea8baf8ef419db63768dc3798a43a7a9aff0,ctls,brportal21.rabobank.com,443,https://brportal21.rabobank.com:443,https,Apache,text/html,GET,74.118.221.36,/,12023395,74.118.221.36,170,False,HSTS,,,,https://brportal21.rabobank.com/vpn/index.html,,,,
brremote21.rabobank.com,BIG-IP logout page,200,5274,brremote21.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-01T23:59:59Z,"CN=remote.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL",remote.rabobank.com,Cooperatieve Rabobank U.A.,ocremote21.rabobank.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d78665785ea923b3fbe120be80359ab,1f376794f6d5fb6fe619d5a66915e5bc8094ef893af4ac9faac4e844ac3da482,ctls,brremote21.rabobank.com,443,https://brremote21.rabobank.com:443,https,BigIP,text/html,GET,74.118.221.38,/,878647854,74.118.221.38,131,False,F5 BigIP,,,,https://brremote21.rabobank.com/my.logout.php3?errorcode=19,,,,
bstlsae02.rabobank.com,IIS Windows Server,200,701,,,,,,,,,,,,,,,,,,,80,http://bstlsae02.rabobank.com:80,http,Microsoft-IIS/8.5,text/html,GET,145.72.124.69,/,1631801191,145.72.124.66,32,False,Windows Server,,,,,,,,
bstlswc02.rabobank.com,IIS Windows Server,200,701,,,,,,,,,,,,,,,,,,,80,http://bstlswc02.rabobank.com:80,http,Microsoft-IIS/8.5,text/html,GET,145.72.124.67,/,1631801191,145.72.124.70,32,False,Windows Server,,,,,,,,
bt--euportal-vipu.twp.rabobank.com,NetScaler AAA,200,42775,bt--euportal-vipu.twp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=euportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euportal.rabobank.com,Cooperatieve Rabobank U.A.,bx-euportal-vip.twp.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e2592049b0a80d6e590b31d3d515bfa,081d6c6c9d2211904d63ecab35629a3fd9c2176ee0ef61dd7cc475c164bc29e0,ctls,bt--euportal-vipu.twp.rabobank.com,443,https://bt--euportal-vipu.twp.rabobank.com:443,https,Apache,text/html,GET,145.72.122.20,/,12023395,145.72.122.20,721,False,HSTS,,,,https://bt--euportal-vipu.twp.rabobank.com/logon/LogonPoint/tmindex.html,True,,,
bt--euuatportal-vip.twp.rabobank.com,NetScaler AAA,200,42775,bt--euuatportal-vip.twp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=euportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euportal.rabobank.com,Cooperatieve Rabobank U.A.,bx-euportal-vip.twp.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e2592049b0a80d6e590b31d3d515bfa,081d6c6c9d2211904d63ecab35629a3fd9c2176ee0ef61dd7cc475c164bc29e0,ctls,bt--euuatportal-vip.twp.rabobank.com,443,https://bt--euuatportal-vip.twp.rabobank.com:443,https,Apache,text/html,GET,145.72.122.20,/,12023395,145.72.122.20,721,False,HSTS,,,,https://bt--euuatportal-vip.twp.rabobank.com/logon/LogonPoint/tmindex.html,True,,,
bt-eudevportal-vip.twp.rabobank.com,Citrix Gateway,200,42802,bt-eudevportal-vip.twp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=euportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euportal.rabobank.com,Cooperatieve Rabobank U.A.,bx-euportal-vip.twp.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e2592049b0a80d6e590b31d3d515bfa,081d6c6c9d2211904d63ecab35629a3fd9c2176ee0ef61dd7cc475c164bc29e0,ctls,bt-eudevportal-vip.twp.rabobank.com,443,https://bt-eudevportal-vip.twp.rabobank.com:443,https,Apache,text/html,GET,145.72.122.19,/,12023395,145.72.122.19,718,False,HSTS,,,,https://bt-eudevportal-vip.twp.rabobank.com/logon/LogonPoint/index.html,,,,
bt-euportal-vipu.twp.rabobank.com,NetScaler AAA,200,42775,bt-euportal-vipu.twp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=euportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euportal.rabobank.com,Cooperatieve Rabobank U.A.,bx-euportal-vip.twp.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e2592049b0a80d6e590b31d3d515bfa,081d6c6c9d2211904d63ecab35629a3fd9c2176ee0ef61dd7cc475c164bc29e0,ctls,bt-euportal-vipu.twp.rabobank.com,443,https://bt-euportal-vipu.twp.rabobank.com:443,https,Apache,text/html,GET,145.72.122.20,/,12023395,145.72.122.20,721,False,HSTS,,,,https://bt-euportal-vipu.twp.rabobank.com/logon/LogonPoint/tmindex.html,,,,
bx--euportal-vipu.twp.rabobank.com,NetScaler AAA,200,42775,bx--euportal-vipu.twp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=euportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euportal.rabobank.com,Cooperatieve Rabobank U.A.,bx-euportal-vip.twp.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e2592049b0a80d6e590b31d3d515bfa,081d6c6c9d2211904d63ecab35629a3fd9c2176ee0ef61dd7cc475c164bc29e0,ctls,bx--euportal-vipu.twp.rabobank.com,443,https://bx--euportal-vipu.twp.rabobank.com:443,https,Apache,text/html,GET,145.72.123.20,/,12023395,145.72.123.20,721,False,HSTS,,,,https://bx--euportal-vipu.twp.rabobank.com/logon/LogonPoint/tmindex.html,True,,,
bx-euportal-vipu.twp.rabobank.com,NetScaler AAA,200,42775,bx-euportal-vipu.twp.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T00:00:00Z,2023-10-10T23:59:59Z,"CN=euportal.rabobank.com, O=Cooperatieve Rabobank U.A., L=Utrecht, ST=Utrecht, C=NL",euportal.rabobank.com,Cooperatieve Rabobank U.A.,bx-euportal-vip.twp.rabobank.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6e2592049b0a80d6e590b31d3d515bfa,081d6c6c9d2211904d63ecab35629a3fd9c2176ee0ef61dd7cc475c164bc29e0,ctls,bx-euportal-vipu.twp.rabobank.com,443,https://bx-euportal-vipu.twp.rabobank.com:443,https,Apache,text/html,GET,145.72.123.20,/,12023395,145.72.123.20,721,False,HSTS,,,,https://bx-euportal-vipu.twp.rabobank.com/logon/LogonPoint/tmindex.html,,,,
calculationengine.cloudbr.rabobank.com,,404,54,calculationengine.cloudbr.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=calculationengine.cloudbr.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=09003091, businessCategory=Private Organization, jurisdictionCountry=NL",calculationengine.cloudbr.rabobank.com,Cooperatieve Rabobank U.A.,calculationengine.cloudbr.rabobank.com,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,ba6e6f9028b07227a29ec459c7fe6486,1e11802081f6f742912cf11482a10038eaa59c11941d31e548df16d009338a48,ctls,calculationengine.cloudbr.rabobank.com,443,https://calculationengine.cloudbr.rabobank.com:443,https,,application/json,GET,191.233.28.160,/,-326256188,191.233.28.160,1,False,,azure,True,,,,,,
calculationengine.cloudbrdev.rabobank.com,,404,54,calculationengine.cloudbrdev.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=calculationengine.cloudbrdev.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=09003091, businessCategory=Private Organization, jurisdictionCountry=NL",calculationengine.cloudbrdev.rabobank.com,Cooperatieve Rabobank U.A.,www.calculationengine.cloudbrdev.rabobank.com,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,590f2a849e3f220ea62523268a185e4a,96c1a9db71557f1f314675d7879df67513bc71a709d3c98eab89deaacf5fe218,ctls,calculationengine.cloudbrdev.rabobank.com,443,https://calculationengine.cloudbrdev.rabobank.com:443,https,,application/json,GET,191.235.206.105,/,-326256188,191.235.206.105,1,False,,azure,True,,,,,,
calculationengine.cloudbrsit.rabobank.com,,404,54,calculationengine.cloudbrsit.rabobank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=calculationengine.cloudbrsit.rabobank.com, O=Cooperatieve Rabobank U.A., ST=Utrecht, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=09003091, businessCategory=Private Organization, jurisdictionCountry=NL",calculationengine.cloudbrsit.rabobank.com,Cooperatieve Rabobank U.A.,www.calculationengine.cloudbrsit.rabobank.com,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,cd633cdf7f54f4231508d12bdd25c60e,ce7d1ebee7a9792afaf232eb4b332349b71488dcf85ee3b8e22f61840378cc57,ctls,calculationengine.cloudbrsit.rabobank.com,443,https://calculationengine.cloudbrsit.rabobank.com:443,https,,application/json,GET,191.233.245.124,/,-326256188,191.233.245.124,1,False,,azure,True,,,,,,
