input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,tls_self_signed,csp_domains_,final_url
es.blog.dota2.com,Dota News and Updates,200,39817,www.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5beb5ec6a50d2b600cb1426532ca2b0f,85a3a39e507c749d2240caa7b8a3d28a3c9be37f497bfc57b17f0bce0fad97bc,,ctls,www.dota2.com,443,https://es.blog.dota2.com:443,https,cloudflare,text/html,GET,172.64.150.199,/,-829304892,104.18.37.57,Cloudflare,17,False,cloudflare,True,,,https://www.dota2.com/news
es.dota2.com,Dota News and Updates,200,39815,www.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5beb5ec6a50d2b600cb1426532ca2b0f,85a3a39e507c749d2240caa7b8a3d28a3c9be37f497bfc57b17f0bce0fad97bc,,ctls,www.dota2.com,443,https://es.dota2.com:443,https,cloudflare,text/html,GET,104.18.37.57,/,-534476384,172.64.150.199,Cloudflare,17,False,cloudflare,True,,,https://www.dota2.com/news
forums.steamgames.com,,409,16,,,,,,,,,,,,,,,,,,,,,80,http://forums.steamgames.com:80,http,cloudflare,text/plain,GET,104.18.32.31,/,1000520165,2606:4700:4400::ac40:9be1,Cloudflare,1,False,cloudflare,True,,,
forums.steampowered.com,Steam Community :: Discussions,200,69043,steamcommunity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-17T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,www.valvesoftware.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,eb1bd1ca7308d0bdd28b6c8431003e46,46cba03613a8134d7458dfc5f3600e836e40e9efed15ab12a2a4bc64682ba913,,ctls,steamcommunity.com,443,https://forums.steampowered.com:443,https,nginx,text/html,GET,172.64.155.225,/,-456986405,2606:4700:4400::ac40:9be1,Nginx,1161,False,cloudflare,True,,https://sketchfab.com,https://steamcommunity.com/discussions/
fr.blog.dota2.com,Dota News and Updates,200,39815,www.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5beb5ec6a50d2b600cb1426532ca2b0f,85a3a39e507c749d2240caa7b8a3d28a3c9be37f497bfc57b17f0bce0fad97bc,,ctls,www.dota2.com,443,https://fr.blog.dota2.com:443,https,cloudflare,text/html,GET,104.18.37.57,/,-899304902,172.64.150.199,Cloudflare,17,False,cloudflare,True,,,https://www.dota2.com/news
help.steampowered.com,Steam Support,200,27389,help.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-17T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,www.valvesoftware.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,eb1bd1ca7308d0bdd28b6c8431003e46,46cba03613a8134d7458dfc5f3600e836e40e9efed15ab12a2a4bc64682ba913,,ctls,help.steampowered.com,443,https://help.steampowered.com:443,https,nginx,text/html,GET,23.212.216.106,/,-1974639669,23.212.216.106,Nginx,469,False,,,,https://recaptcha.net,https://help.steampowered.com/en/
https://cdn.jsdelivr.net,"jsDelivr - A free, fast, and reliable CDN for JS and open source",200,44736,www.jsdelivr.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-18T00:00:00Z,2024-02-18T23:59:59Z,CN=jsdelivr.com,jsdelivr.com,,www.jsdelivr.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,7edcee051c7a1971888c011dea856f69,ceefdfd713af3bc65890a7c06bc9cae123b2b42c1b97f8c81aad79b24bfab23a,,ctls,www.jsdelivr.com,443,https://cdn.jsdelivr.net:443,https,nginx,text/html,GET,151.101.1.229,/,-2029005286,2a04:4e42:600::485,Nginx,55,False,fastly,True,,,https://www.jsdelivr.com
https://cdnjs.cloudflare.com,cdnjs.cloudflare.com,200,8867,cdnjs.cloudflare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-08-03T00:00:00Z,2023-08-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",8789a4791c80fe9fc769847a7ba6e4b5,9454c62828b954228efbbb6b7e3865ae64ba54e5a4ccdd89936d068e2ac94dd3,True,ctls,cdnjs.cloudflare.com,443,https://cdnjs.cloudflare.com:443,https,cloudflare,text/html,GET,104.17.25.14,/,2023033722,2606:4700::6811:180e,HTTP/3,169,False,cloudflare,True,,,
https://maxcdn.bootstrapcdn.com,The Tudors,200,204,maxcdn.bootstrapcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-12-30T00:00:00Z,2023-12-30T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",bootstrapcdn.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",43bf2e015428996a5a19a3bc0dcf7608,a90dcbfa8b2740d5693f93ad771ea7f8fa9afe2e756304e912f763ddb0c287f5,True,ctls,maxcdn.bootstrapcdn.com,443,https://maxcdn.bootstrapcdn.com:443,https,cloudflare,text/html,GET,104.18.10.207,/,-214933027,2606:4700::6812:acf,HTTP/3,9,False,cloudflare,True,,URL='https://www.bootstrapcdn.com/',
https://www.google-analytics.com/analytics.js,,200,52082,www.google-analytics.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,www.google-analytics.com,443,https://www.google-analytics.com:443/analytics.js,https,Golfe2,text/javascript,GET,142.250.184.238,/analytics.js,302920777,2a00:1450:4001:827::200e,HTTP/3,97,False,,,,,
https://www.google.com/recaptcha/api.js,,200,850,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:01:16Z,2023-07-17T12:01:15Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc50d80049333ccb03bb8013bb58334a,b436c71033b81c75b14d32fbb808165bdab213d2a978246e6bfe5ecaa1f15eeb,,ctls,www.google.com,443,https://www.google.com:443/recaptcha/api.js,https,GSE,text/javascript,GET,142.250.184.228,/recaptcha/api.js,708578229,2a00:1450:4001:813::2004,OpenGSE,1,False,,,,,
https://www.googletagmanager.com/gtag/js,,200,102349,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,60de21960acc1135956a2968026b647c,3b0044e06b0f98f11a360ad2bd0f640c989df03ba6deeb8b1d3d963d4097fdfb,True,ctls,www.googletagmanager.com,443,https://www.googletagmanager.com:443/gtag/js,https,Google Tag Manager,application/javascript,GET,142.250.185.104,/gtag/js,302920777,2a00:1450:4001:82a::2008,HTTP/3,260,False,,,,,
https://www.gstatic.com/recaptcha/releases/,Error 404 (Not Found)!!1,404,1580,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,True,ctls,www.gstatic.com,443,https://www.gstatic.com:443/recaptcha/releases/,https,sffe,text/html,GET,142.250.185.163,/recaptcha/releases/,302920777,2a00:1450:4001:831::2003,HTTP/3,12,False,,,,,
it-it.en-gb.fbjspn.au.www.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://it-it.en-gb.fbjspn.au.www.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.25,/,1274734426,192.0.78.24,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
it.blog.dota2.com,Dota News and Updates,200,39815,www.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5beb5ec6a50d2b600cb1426532ca2b0f,85a3a39e507c749d2240caa7b8a3d28a3c9be37f497bfc57b17f0bce0fad97bc,,ctls,www.dota2.com,443,https://it.blog.dota2.com:443,https,cloudflare,text/html,GET,104.18.37.57,/,1213996212,172.64.150.199,Cloudflare,17,False,cloudflare,True,,,https://www.dota2.com/news
it.dota2.com,Dota News and Updates,200,39815,www.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5beb5ec6a50d2b600cb1426532ca2b0f,85a3a39e507c749d2240caa7b8a3d28a3c9be37f497bfc57b17f0bce0fad97bc,,ctls,www.dota2.com,443,https://it.dota2.com:443,https,cloudflare,text/html,GET,172.64.150.199,/,1047685882,104.18.37.57,Cloudflare,17,False,cloudflare,True,,,https://www.dota2.com/news
kr.dota2.com,Dota News and Updates,200,39817,www.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-03T00:00:00Z,2024-03-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5beb5ec6a50d2b600cb1426532ca2b0f,85a3a39e507c749d2240caa7b8a3d28a3c9be37f497bfc57b17f0bce0fad97bc,,ctls,www.dota2.com,443,https://kr.dota2.com:443,https,cloudflare,text/html,GET,172.64.150.199,/,1503975327,104.18.37.57,Cloudflare,17,False,cloudflare,True,,,https://www.dota2.com/news
ks0anuales-www.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://ks0anuales-www.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.24,/,1274734426,192.0.78.25,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
list.valvesoftware.com,List information - list.valvesoftware.com - Simplelists.com,200,12345,list.valvesoftware.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-19T08:30:51Z,2023-06-17T08:30:50Z,CN=list.valvesoftware.com,list.valvesoftware.com,,list.valvesoftware.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e3b588b0c37225380da6e8c37e2516d1,24b0da29b33e60d92b9662cea89cac10d01669a8777d462c0d68d3fa85d1c72b,,ctls,list.valvesoftware.com,443,https://list.valvesoftware.com:443,https,Apache/2.4.38 (Debian),text/html,GET,78.143.254.30,/,2007946742,78.143.254.30,HSTS,304,False,,,,https://www.gstatic.com/recaptcha/releases/,
login.steampowered.com,Welcome to Steam,200,536929,store.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-16T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,store.steampowered.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,b22bea2379d89544ecac332551147ccf,6f43358371c1da541f2ca5c1fc27b71babf181c8ca784a1324e866ec1a2bf8cc,,ctls,store.steampowered.com,443,https://login.steampowered.com:443,https,nginx,text/html,GET,104.102.42.29,/,-517418283,104.102.42.29,Nginx,3201,False,,,,https://player.vimeo.com,https://store.steampowered.com/
lyncdiscover.valvesoftware.com,,200,370,lyncdiscover.valvesoftware.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.valvesoftware.com,443,https://lyncdiscover.valvesoftware.com:443,https,,application/json,GET,52.112.193.16,/,947522152,2603:1027:0:48::21,Azure,1,False,,,,,
mdata.ireland.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://mdata.ireland.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.24,/,1274734426,192.0.78.25,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
media.steamcommunity.com,,200,45,media.steamcommunity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-20T21:51:21Z,2023-07-19T21:51:20Z,CN=cdn.akamai.steamstatic.com,cdn.akamai.steamstatic.com,,store.akamai.steamstatic.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d57569c5edf4889e01e305ae9da73976,a09fa014f9733337a5bc77a8f0ede7af83d57e5d01e778cadc5baab0ea940012,,ctls,media.steamcommunity.com,443,https://media.steamcommunity.com:443,https,nginx/1.10.3 (Ubuntu),text/html,GET,95.101.54.216,/,-1974639669,95.101.54.139,Ubuntu,7,False,,,,,
media4.steampowered.com,,200,45,media4.steampowered.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,media4.steampowered.com,443,https://media4.steampowered.com:443,https,nginx/1.10.3 (Ubuntu),text/html,GET,95.101.54.219,/,-1974639669,2.16.202.91,Ubuntu,7,False,,,,,
merch-au.www.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://merch-au.www.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.25,/,1274734426,192.0.78.24,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
msoid.valvesoftware.com,Sign in to your account,200,203704,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,,ctls,login.microsoftonline.com,443,https://msoid.valvesoftware.com:443,https,,text/html,GET,40.126.32.138,/,-1840324437,40.126.32.133,HSTS,173,False,azure,True,,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638198299019150034.MWNmMjg3OTEtZWZmYS00YTRhLWEzZjYtODMzODczNDdlMmMxMzNjYmMyMjctN2ExZS00N2M2LTk1N2ItNjkwZDQzMjI3NmJm&ui_locales=en-US&mkt=en-US&state=5wpZICNAtT-BfBHKU4atuuJi0FSvfGaDBtLAzb3ruPYla3qiPg0eghrDyFbC_SJgUQ5AZCmkBqSffYjhP41zQQ29xDW5BzNYTleSrfcpZ1paHJaNvYKCBPYdNWZLB7SJH0vOIlUxulRt5gp7xZTD_-TauCNel5WdCmvC42obTOtqT4bvvJyz36eb67MWCGVUfnwmX2RHKQ9zofGw96hu4yxk6A--M7Bry27ekWcVfhjKsP6jiCYBB_Ot0UwRoGtqCz3crMHsH_A5gZaa46WF7g&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0
mw-trustpass.telapiwww.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://mw-trustpass.telapiwww.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.24,/,1274734426,192.0.78.25,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
my.ireland.new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://my.ireland.new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.24,/,1274734426,192.0.78.25,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
new.blog.counter-strike.net,Counter-Strike: Global Offensive,200,57654,blog.counter-strike.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-18T16:33:27Z,2023-06-16T16:33:26Z,CN=tls.automattic.com,tls.automattic.com,,www.thisistemporary.blog,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,eaaf56cfaefe20a9d933527d34bb1db7,43a2f010dfef1f21041b79ed31a53e55fd56d043435433c01b5e07e46ff3894b,,ctls,blog.counter-strike.net,443,https://new.blog.counter-strike.net:443,https,nginx,text/html,GET,192.0.78.25,/,1274734426,192.0.78.24,WordPress.com,1165,False,,,,,https://blog.counter-strike.net/
partner.dota2.com,403 Forbidden,403,146,partner.dota2.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-04T00:00:00Z,2024-03-03T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9944d7510446d07a739237f4e8e8f1b5,74b2f7b0586ceef88eadb0d1d3858f11c1f4762f964cefdef6e6a7c9207238cc,,ctls,partner.dota2.com,443,https://partner.dota2.com:443,https,cloudflare,text/html,GET,172.64.150.199,/,-1561873722,104.18.37.57,Cloudflare,8,False,cloudflare,True,,,
partner.steamgames.com,Steamworks,200,67909,partner.steamgames.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-17T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,www.valvesoftware.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,eb1bd1ca7308d0bdd28b6c8431003e46,46cba03613a8134d7458dfc5f3600e836e40e9efed15ab12a2a4bc64682ba913,,ctls,partner.steamgames.com,443,https://partner.steamgames.com:443,https,nginx,text/html,GET,104.102.42.29,/,-809273638,104.102.42.29,Nginx,1020,False,,,,*.google-analytics.com,
partner.steampowered.com,Steamworks Product Data login,200,8654,partner.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-12-16T00:00:00Z,2023-12-17T23:59:59Z,"CN=store.steampowered.com, O=Valve Corp, L=Bellevue, ST=Washington, C=US, serialNumber=602 290 773, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Washington, jurisdictionCountry=US",store.steampowered.com,Valve Corp,www.valvesoftware.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,eb1bd1ca7308d0bdd28b6c8431003e46,46cba03613a8134d7458dfc5f3600e836e40e9efed15ab12a2a4bc64682ba913,,ctls,partner.steampowered.com,443,https://partner.steampowered.com:443,https,nginx,text/html,GET,104.102.42.29,/,-1974639669,104.102.42.29,Nginx,107,False,,,,https://*.steamcontent.com,https://partner.steampowered.com/login/?goto=%2F
partnerupload.origin.steampowered.com,404 Not Found,404,92,partnerupload.origin.steampowered.com,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-09-17T00:00:00Z,2023-10-18T23:59:59Z,"CN=cloud-origin.steamusercontent.com, O=Valve Corp., L=Bellevue, ST=Washington, C=US",cloud-origin.steamusercontent.com,Valve Corp.,partnerupload3.steampowered.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cb8bf90fa2f2dc0c2e3c579c369489e0,9ae239fc1b42f11f243eb79d224dfccf190c4108622eeb0b0da06384d4524254,,ctls,partnerupload.origin.steampowered.com,443,https://partnerupload.origin.steampowered.com:443,https,nginx/1.21.6,text/html,GET,208.64.200.18,/,-754270322,208.64.200.18,Nginx:1.21.6,8,False,,,,,
