input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,tls_mismatched,cdn_name,cdn,csp_domains_,tls_expired,final_url
s2.smule.com,403 Forbidden,403,169,s2.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,s2.smule.com,443,https://s2.smule.com:443,https,nginx/1.20.1,text/html,GET,205.143.41.229,/,-1840324437,205.143.41.230,8,False,Nginx:1.20.1,,,,,,
s3.smule.com,403 Forbidden,403,169,s3.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,s3.smule.com,443,https://s3.smule.com:443,https,nginx/1.20.1,text/html,GET,205.143.41.230,/,-1840324437,205.143.41.215,8,False,Nginx:1.20.1,,,,,,
s4.smule.com,403 Forbidden,403,169,s4.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,s4.smule.com,443,https://s4.smule.com:443,https,nginx/1.20.1,text/html,GET,205.143.41.232,/,-1840324437,205.143.41.215,8,False,Nginx:1.20.1,,,,,,
smule.com,"""Smule | Sing 14M+ Karaoke Songs with Lyrics! Record solo or w/ friends""",200,9661,www.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,www.smule.com,443,https://smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.213,/,-186955807,205.143.41.228,166,False,Ruby on Rails,,,,http://*.googleapis.com,,https://www.smule.com/
ssl-test.smule.com,,404,49,ssl-test.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,ssl-test.smule.com,443,https://ssl-test.smule.com:443,https,nginx/1.16.1,text/html,GET,205.143.41.239,/,310442538,205.143.41.239,2,False,Nginx:1.16.1,,,,,,
static0.smule.com,,403,243,static0.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,static0.smule.com,443,https://static0.smule.com:443,https,AmazonS3,application/xml,GET,18.66.107.156,/,1940176620,18.66.107.163,2,False,Amazon Web Services,True,cloudfront,True,,,
static1.smule.com,,403,243,static1.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,static1.smule.com,443,https://static1.smule.com:443,https,AmazonS3,application/xml,GET,18.66.107.163,/,1940176620,18.66.107.156,2,False,Amazon Web Services,True,cloudfront,True,,,
static2.smule.com,,403,243,static2.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,static2.smule.com,443,https://static2.smule.com:443,https,AmazonS3,application/xml,GET,18.66.107.221,/,1940176620,18.66.107.163,2,False,Amazon Web Services,True,cloudfront,True,,,
static3.smule.com,,403,243,static3.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-08T00:00:00Z,2023-12-07T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3ce77498ac0d9db2c0fbac4ace488223,0e61dc9128a6d01c3583e46cb871e9590ca7636f3b394e60b910fdb249e90465,True,ctls,static3.smule.com,443,https://static3.smule.com:443,https,AmazonS3,application/xml,GET,18.66.107.221,/,1940176620,18.66.107.89,2,False,Amazon Web Services,True,cloudfront,True,,,
status-stg.smule.com,System Status | Smule,200,4986,status-stg.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,status-stg.smule.com,443,https://status-stg.smule.com:443,https,nginx/1.16.1,text/html,GET,205.143.41.249,/,2078399305,205.143.41.249,156,False,Nginx:1.16.1,,,,,,
status.smule.com,System Status | Smule,200,4986,status.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,status.smule.com,443,https://status.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.228,/,286975560,205.143.41.227,156,False,Nginx:1.18.0,,,,,,
test-cert.tc.smule.com,,404,49,test-cert.tc.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,test-cert.tc.smule.com,443,https://test-cert.tc.smule.com:443,https,nginx/1.16.1,text/html,GET,205.143.41.239,/,310442538,205.143.41.239,2,False,Nginx:1.16.1,True,,,,,
test-ssl.tc.smule.com,,404,49,test-ssl.tc.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,test-ssl.tc.smule.com,443,https://test-ssl.tc.smule.com:443,https,nginx/1.16.1,text/html,GET,205.143.41.239,/,310442538,205.143.41.239,2,False,Nginx:1.16.1,True,,,,,
test.cdn.smule.com,403 Forbidden,403,169,test.cdn.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-15T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.cdn.smule.com, O=Smule\, Inc., L=San Francisco, ST=California, C=US",*.cdn.smule.com,"Smule, Inc.",cdn.smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,fe5a66202d9c6454e516c385b58385e9,03ac78407879f364c8db810872763f25df1984dda21a34da0bcb5d95896ad94e,True,ctls,test.cdn.smule.com,443,https://test.cdn.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.238,/,-1840324437,205.143.41.238,8,False,Nginx:1.18.0,,,,,,
tpain.smule.com,404,404,62,tpain.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,tpain.smule.com,443,https://tpain.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.213,/,500095874,205.143.41.227,6,False,Nginx:1.18.0,,,,,,
tracking.smule.com,SocketLabs Email On-Demand | Online Marketing Solutions for Email,200,3499,tracking.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-02T01:53:30Z,2023-09-30T01:53:29Z,CN=tracking.smule.com,tracking.smule.com,,tracking.smule.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,daea2feaec5f21acfce057a4aa15aca0,4d0e666ee6f5c7c126f208597b4dd62b9457c73c81326b199c4990e7af961479,,ctls,tracking.smule.com,443,https://tracking.smule.com:443,https,Microsoft-IIS/10.0,text/html,GET,142.0.190.16,/,1479249689,142.0.191.16,113,False,Windows Server,,,,cdn.jsdelivr.net,,
uf-beta.smule.com,,503,107,uf-beta.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,uf-beta.smule.com,443,https://uf-beta.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.214,/,-1654418437,205.143.41.235,4,False,Nginx:1.18.0,,,,,,
uf.smule.com,,503,107,uf.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,uf.smule.com,443,https://uf.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.237,/,-1654418437,205.143.41.235,4,False,Nginx:1.18.0,,,,,,
w1-fa.cdn.smule.com,404,404,62,w1-fa.cdn.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-15T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.cdn.smule.com, O=Smule\, Inc., L=San Francisco, ST=California, C=US",*.cdn.smule.com,"Smule, Inc.",cdn.smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,fe5a66202d9c6454e516c385b58385e9,03ac78407879f364c8db810872763f25df1984dda21a34da0bcb5d95896ad94e,True,ctls,w1-fa.cdn.smule.com,443,https://w1-fa.cdn.smule.com:443,https,nginx/1.18.0,text/html,GET,151.101.2.132,/,500095874,151.101.194.132,6,False,Varnish,,fastly,True,,,
w1-sf.smule.com,Smule | Sing 14M+ Karaoke Songs with Lyrics! Record solo or w/ friends,200,11655,w1-sf.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,w1-sf.smule.com,443,https://w1-sf.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.228,/,-186955807,205.143.41.226,215,False,Ruby on Rails,,,,https://*.smule.com:*,,
w1.smule.com,Smule | Sing 14M+ Karaoke Songs with Lyrics! Record solo or w/ friends,200,11655,w1.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,w1.smule.com,443,https://w1.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.228,/,-186955807,205.143.41.213,215,False,Ruby on Rails,,,,https://*.gstatic.com,,
web.smule.com,Smule | Sing 14M+ Karaoke Songs with Lyrics! Record solo or w/ friends,200,11655,web.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,web.smule.com,443,https://web.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.213,/,-186955807,205.143.41.226,215,False,Ruby on Rails,,,,platform.twitter.com,,
widget.smule.com,404,404,62,widget.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,widget.smule.com,443,https://widget.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.213,/,500095874,205.143.41.227,6,False,Nginx:1.18.0,,,,,,
www-int.smule.com,"""Smule | Sing 14M+ Karaoke Songs with Lyrics! Record solo or w/ friends""",200,9673,www-int.smule.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,www-int.smule.com,443,https://www-int.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.246,/,-186955807,205.143.41.246,166,False,Ruby on Rails,,,,https://*.gstatic.com,,
www-sf.smule.com,Smule | Sing 14M+ Karaoke Songs with Lyrics! Record solo or w/ friends,200,11655,www-sf.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,www-sf.smule.com,443,https://www-sf.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.225,/,-186955807,205.143.41.213,215,False,Ruby on Rails,,,,https://www.googletagmanager.com,,
www.smule.com,"""Smule | Sing 14M+ Karaoke Songs with Lyrics! Record solo or w/ friends""",200,9661,www.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,www.smule.com,443,https://www.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.226,/,-186955807,205.143.41.213,166,False,Ruby on Rails,,,,https://fonts.googleapis.com,,
y-ash.smule.com,403 Forbidden,403,169,y-ash.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,y-ash.smule.com,443,https://y-ash.smule.com:443,https,nginx/1.20.1,text/html,GET,205.143.41.230,/,-1840324437,205.143.41.232,8,False,Nginx:1.20.1,,,,,,
y-sf.smule.com,403 Forbidden,403,169,y-sf.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,y-sf.smule.com,443,https://y-sf.smule.com:443,https,nginx/1.18.0,text/html,GET,205.143.41.215,/,-1840324437,205.143.41.230,8,False,Nginx:1.18.0,,,,,,
y-sg.smule.com,403 Forbidden,403,169,y-sg.smule.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-06T00:00:00Z,2023-10-20T23:59:59Z,"CN=*.smule.com, O=Smule\, Inc., ST=California, C=US",*.smule.com,"Smule, Inc.",smule.com,"CN=Network Solutions OV Server CA 2, O=Network Solutions L.L.C., L=Herndon, ST=VA, C=US",Network Solutions OV Server CA 2,Network Solutions L.L.C.,5a3b0bd2cd76f6a532328c3f981bd515,b1ab1c168d152c8558fd0e3a5b4224ddf2f057578ac0cbc9295a265e22e2985a,True,ctls,y-sg.smule.com,443,https://y-sg.smule.com:443,https,nginx/1.20.1,text/html,GET,205.143.41.229,/,-1840324437,205.143.41.231,8,False,Nginx:1.20.1,,,,,,
zendesk2.smule.com,Origin DNS error | zendesk2.smule.com | Cloudflare,530,6203,,,,,,,,,,,,,,,,,,,,80,http://zendesk2.smule.com:80,http,cloudflare,text/html,GET,162.159.138.6,/,2139933295,162.159.128.7,92,False,HTTP/3,,cloudflare,True,,,
zendesk4.smule.com,Origin DNS error | zendesk4.smule.com | Cloudflare,530,6203,,,,,,,,,,,,,,,,,,,,80,http://zendesk4.smule.com:80,http,cloudflare,text/html,GET,162.159.138.6,/,1428361391,162.159.128.7,92,False,HTTP/3,,cloudflare,True,,,
