input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,final_url,tls_subject_org_,location,csp_domains_
enrichment-api.aa.contentsquare.com,,404,19,enrichment-api.aa.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-27T06:19:29Z,2023-07-26T06:19:28Z,CN=enrichment-api.aa.contentsquare.com,enrichment-api.aa.contentsquare.com,enrichment-api.aa.contentsquare.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,78bc29d07fb6c30d5ba8deea429eac98,b886bdb9982818bb9a4b0cf75a1f9a94ced631be1cd36a056c7aa6de201fb75f,ctls,enrichment-api.aa.contentsquare.com,azure,443,https://enrichment-api.aa.contentsquare.com:443,https,,text/plain,GET,20.191.43.109,/,-138391155,20.191.43.109,,2,False,True,,,,,,
enrichment-api.af.contentsquare.com,,404,19,enrichment-api.af.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-27T06:59:34Z,2023-07-26T06:59:33Z,CN=enrichment-api.af.contentsquare.com,enrichment-api.af.contentsquare.com,enrichment-api.af.contentsquare.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b5e929d07120f54e8081c8855d53efdc,4e04b726bb8076075254afe3b08c117983d4a0c505da408f2bc0eaeab2d2e511,ctls,enrichment-api.af.contentsquare.com,,443,https://enrichment-api.af.contentsquare.com:443,https,,text/plain,GET,20.72.122.61,/,-138391155,20.72.122.61,,2,False,,,,,,,
enrichment-api.bf.contentsquare.com,,404,19,enrichment-api.bf.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-02T00:00:00Z,2024-05-01T23:59:59Z,CN=enrichment-api.bf.contentsquare.com,enrichment-api.bf.contentsquare.com,enrichment-api.bf.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c30bf1da6ae91cc9319a46f5e02afe96,b5bc5e1f0be10a77a4e8bdbfa5f29b17c824863ea938914b204c9b90284438b6,ctls,enrichment-api.bf.contentsquare.com,,443,https://enrichment-api.bf.contentsquare.com:443,https,,text/plain,GET,34.199.100.251,/,-138391155,3.232.34.14,Amazon Web Services,2,False,,,,,,,
explore.contentsquare.com,PathFactory - Unsupported Browser,200,1973,contentsquare.pathfactory.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-10-03T23:59:59Z,CN=*.pathfactory.com,*.pathfactory.com,*.lookbookhq.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3a7b35354e15547d1daa34d20ed7f5ab,e7db6c2c2bef615118b971bd4e7ef0588780d74591aade025502774c0a89fdbc,ctls,contentsquare.pathfactory.com,,443,https://explore.contentsquare.com:443,https,,text/html,GET,52.70.171.84,/,-1332779558,34.206.123.46,Ruby on Rails,91,False,,True,,https://contentsquare.pathfactory.com/users/sign_in,,,
externalapi.aws-eu.production.contentsquare.com,,404,68,externalapi.aws-eu.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-03T23:59:59Z,CN=externalapi.aws-eu.production.contentsquare.com,externalapi.aws-eu.production.contentsquare.com,externalapi.aws-eu.production.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be8d0eb2039e718260e1f77edf1e0337,cd8de4698f901d7b0d04032d85580f07b81957aa6c44830e4bb01a9ce5287936,ctls,externalapi.aws-eu.production.contentsquare.com,,80,http://externalapi.aws-eu.production.contentsquare.com:80,http,,application/json,GET,54.72.3.2,/,-368845742,52.16.180.112,Node.js,1,False,,,,https://externalapi.aws-eu.production.contentsquare.com:443/,,,
externalapi.az-eu.production.contentsquare.com,,404,68,externalapi.az-eu.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-06T08:37:21Z,2023-08-04T08:37:20Z,CN=externalapi.az-eu.production.contentsquare.com,externalapi.az-eu.production.contentsquare.com,externalapi.northeurope.production.contentsquare.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1a2cfe7f5861a9a1bb7e84e5f5165f85,8c6aed5c03cb72341d8b1c26ced445cc449489c71e876187ac1713d5d4d15c86,ctls,externalapi.az-eu.production.contentsquare.com,azure,443,https://externalapi.az-eu.production.contentsquare.com:443,https,,application/json,GET,20.191.43.109,/,-368845742,20.191.43.109,Node.js,1,False,True,,,,,,
externalapi.contentsquare.com,,404,68,externalapi.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-03T23:59:59Z,CN=externalapi.contentsquare.com,externalapi.contentsquare.com,externalapi.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2aed7b132e442d4dd4e84a7d434c8d64,306ab81b451c3444a9c2b2165b2ef3c6ee6c186a6f184861d30b92ada14ac6e5,ctls,externalapi.contentsquare.com,,443,https://externalapi.contentsquare.com:443,https,,application/json,GET,52.16.180.112,/,-368845742,54.72.3.2,Node.js,1,False,,,,,,,
externalapi.eu-west-1.production.contentsquare.com,,404,68,externalapi.eu-west-1.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-03T23:59:59Z,CN=externalapi.eu-west-1.production.contentsquare.com,externalapi.eu-west-1.production.contentsquare.com,externalapi.eu-west-1.production.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c5b933b877eae9571dd560cfe24bc65f,8cf05927852bba35bd75c6a7ccdd6ff11c97c6b05dfa35a1ef61d5f7963a22bc,ctls,externalapi.eu-west-1.production.contentsquare.com,,443,https://externalapi.eu-west-1.production.contentsquare.com:443,https,,application/json,GET,54.72.3.2,/,-368845742,52.16.180.112,Node.js,1,False,,,,,,,
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:43Z,2023-07-17T12:00:42Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,bfad550991c74ed92bd118c1494e57dd,958e74d861d2478f5cc50b432f2fa8933d03fbd4ea85dc3783b548b2882ecdb2,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,142.250.185.99,/,302920777,2a00:1450:4001:827::2003,HTTP/3,12,False,,True,,,,,
foundation.contentsquare.com,Home - Contentsquare Foundation,200,163303,contentsquare-foundation.org,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-03T00:00:00Z,2024-02-02T23:59:59Z,"CN=contentsquare-foundation.org, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",contentsquare-foundation.org,contentsquare-foundation.org,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ea5cbb7e9e863d9e6ad23fdc6437318,00891bc40235340cd93ec20c14c3f1b995185740e8a39110d40a1ce5c6d9c13f,ctls,contentsquare-foundation.org,,443,https://foundation.contentsquare.com:443,https,cloudflare,text/html,GET,141.193.213.10,/,-1840324437,141.193.213.11,ZURB Foundation,1073,False,,,,https://contentsquare-foundation.org/,"Cloudflare, Inc.",,
frontends-staging.contentsquare.com,,403,243,frontends-staging.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-19T23:59:59Z,CN=frontends-staging.contentsquare.com,frontends-staging.contentsquare.com,frontends-staging.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9cca6cc8a6143555426a94212fef9cd0,243092ebaf81ba91eff2e3637c12b60ed9b0aa92368a6feacbf68c0d66d2fa37,ctls,frontends-staging.contentsquare.com,cloudfront,443,https://frontends-staging.contentsquare.com:443,https,AmazonS3,application/xml,GET,18.66.122.33,/,748374053,2600:9000:2250:ce00:0:6f08:f580:93a1,HTTP/3,2,False,True,,,,,,
go.contentsquare.com,Contentsquare | Digital Experience Analytics - DXP Analytics,200,24270,go.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T20:17:56Z,2023-06-25T20:17:55Z,CN=go.contentsquare.com,go.contentsquare.com,go.contentsquare.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,0eb711ecb7ce06d1bb50f1845ee05f22,31eae4665906b06d08723c0e072f4bc9af26456830dc1eebcf6e1716f94ec687,ctls,go.contentsquare.com,,443,https://go.contentsquare.com:443,https,cloudflare,text/html,GET,199.60.103.227,/,132015811,2606:2c40::c73c:67e3,HubSpot CMS Hub,587,False,,,,,,,
gslink.contentsquare.com,404 Not Found,404,162,gslink.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,gslink.contentsquare.com,,443,https://gslink.contentsquare.com:443,https,nginx,text/html,GET,167.89.123.124,/,190856733,167.89.123.54,Nginx,8,False,,True,True,,,,
gslinkn.contentsquare.com,404 Not Found,404,162,gslinkn.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-22T23:59:59Z,CN=gslinkn.contentsquare.com,gslinkn.contentsquare.com,gslinkn.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,af76c47985d4ddb71ebf5ae3f30b3aa0,2efb91aac49583f76bbbd7ff0a25d5737fb65c7ab53a400b4f9d8532ed8121f4,ctls,gslinkn.contentsquare.com,cloudfront,443,https://gslinkn.contentsquare.com:443,https,nginx,text/html,GET,52.222.214.122,/,190856733,2600:9000:223d:1a00:1:e04a:f800:93a1,Nginx,8,False,True,,,,,,
hackathon.contentsquare.com,,200,515,csquad.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T09:21:58Z,2023-06-26T09:21:57Z,CN=csquad.contentsquare.com,csquad.contentsquare.com,csquad.contentsquare.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,3e2cf45a1a9404265794b799713701cb,cdcf0cc03fb254045fdd95b45830763c09163df317d5a972efe5d7e2581415f5,ctls,csquad.contentsquare.com,cloudflare,443,https://hackathon.contentsquare.com:443,https,cloudflare,text/plain,GET,172.67.152.29,/,1171854114,2606:4700:3031::6815:3887,HTTP/3,13,False,True,,,https://csquad.contentsquare.com/_hcms/mem/saml?redirect_url=https%3A%2F%2Fcsquad.contentsquare.com%2Fhackathon,,,
https://oinmanager.okta.com,OIN Manager - Landing Page,200,1111,oinmanager.okta.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-22T23:59:59Z,"CN=oinmanager.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",oinmanager.okta.com,oanmanager.okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c5ed6ef95b0582df3921359102788ad7,f97c36fa2d8a127a09340ceedf19856921fe6b3627f400ad24c548854b842b1e,ctls,oinmanager.okta.com,,443,https://oinmanager.okta.com:443,https,envoy,text/html,GET,52.201.64.124,/,-2069203784,100.26.83.76,HSTS,6,False,,,,,"Okta, Inc.",,
i18n.contentsquare.com,,403,243,i18n.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-08-22T23:59:59Z,CN=i18n.contentsquare.com,i18n.contentsquare.com,i18n.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,e9d28b42e4868e8f3719724c03258f73,bc767dd7d5003f822c529ac4cb216f7e404fedf03eec9fe54fbf9f0e2c827f31,ctls,i18n.contentsquare.com,cloudfront,443,https://i18n.contentsquare.com:443,https,AmazonS3,application/xml,GET,18.66.112.12,/,745452709,2600:9000:223f:b200:14:b919:8340:93a1,HTTP/3,2,False,True,,,,,,
ibm-speed-analysis.app.contentsquare.com,,200,3674,app.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-07T23:59:59Z,CN=app.contentsquare.com,app.contentsquare.com,app.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,115e40ec5bbe4ec6b05c2599cdecb7fe,3f044729aecb08dbc87364368976dbe4675508173bd2c5b861f60901085c336e,ctls,app.contentsquare.com,,443,https://ibm-speed-analysis.app.contentsquare.com:443,https,AmazonS3,text/html,GET,54.194.8.161,/,-110703078,108.128.144.58,Amazon Web Services,25,False,,,,https://app.contentsquare.com/#/dareboost,,,
labellersapi.aws-eu.production.contentsquare.com,,404,68,labellersapi.aws-eu.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-10-04T23:59:59Z,CN=labellersapi.aws-eu.production.contentsquare.com,labellersapi.aws-eu.production.contentsquare.com,labellersapi.aws-eu.production.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0a5b16ae52dda1d82e40db30b31e8b2e,4f9b686424a8ed260c3fc50f1023bc0daea253c818c864676886f4fe3c569dbc,ctls,labellersapi.aws-eu.production.contentsquare.com,,443,https://labellersapi.aws-eu.production.contentsquare.com:443,https,,application/json,GET,52.214.196.108,/,-368845742,54.72.3.2,Node.js,1,False,,,,,,,
labellersapi.az-eu.production.contentsquare.com,,404,68,labellersapi.az-eu.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-03T10:24:17Z,2023-07-02T10:24:16Z,CN=labellersapi.az-eu.production.contentsquare.com,labellersapi.az-eu.production.contentsquare.com,labellersapi.northeurope.production.contentsquare.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf93762f186c71854a53e321489baee6,138a2e899ab9a684e0b3f024e9d285a825d33ec4a7961e7c238afa8770ac063e,ctls,labellersapi.az-eu.production.contentsquare.com,azure,443,https://labellersapi.az-eu.production.contentsquare.com:443,https,,application/json,GET,20.191.43.109,/,-368845742,20.191.43.109,Node.js,1,False,True,,,,,,
labellersapi.contentsquare.com,,404,68,labellersapi.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-04-01T23:59:59Z,CN=labellersapi.contentsquare.com,labellersapi.contentsquare.com,labellersapi.contentsquare.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,eff2ab518ce86b1ab74404eb80690e6a,d2eaf2f73ac07e687dfaae72716bf34abf34e2f5119367e677fa423127a26df3,ctls,labellersapi.contentsquare.com,,80,http://labellersapi.contentsquare.com:80,http,,application/json,GET,52.16.180.112,/,-368845742,52.214.196.108,Node.js,1,False,,,,https://labellersapi.contentsquare.com:443/,,,
labellersapi.eu-west-1.production.contentsquare.com,,404,68,labellersapi.eu-west-1.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-10-04T23:59:59Z,CN=labellersapi.eu-west-1.production.contentsquare.com,labellersapi.eu-west-1.production.contentsquare.com,labellersapi.eu-west-1.production.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,83664bc14adb09aed171f110301647c6,2157b09f0dbf08dff0224c0adf63cc9d4348f0b9a240dea0f1770d146c0fa91e,ctls,labellersapi.eu-west-1.production.contentsquare.com,,443,https://labellersapi.eu-west-1.production.contentsquare.com:443,https,,application/json,GET,52.16.180.112,/,-368845742,54.72.3.2,Node.js,1,False,,,,,,,
labellersapi.northeurope.production.contentsquare.com,,404,68,labellersapi.northeurope.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-03T10:24:17Z,2023-07-02T10:24:16Z,CN=labellersapi.az-eu.production.contentsquare.com,labellersapi.az-eu.production.contentsquare.com,labellersapi.northeurope.production.contentsquare.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf93762f186c71854a53e321489baee6,138a2e899ab9a684e0b3f024e9d285a825d33ec4a7961e7c238afa8770ac063e,ctls,labellersapi.northeurope.production.contentsquare.com,azure,443,https://labellersapi.northeurope.production.contentsquare.com:443,https,,application/json,GET,20.191.43.109,/,-368845742,20.191.43.109,Node.js,1,False,True,,,,,,
learn2.contentsquare.com,Skilljar,200,80830,learn2.contentsquare.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T11:52:43Z,2023-07-24T11:52:42Z,CN=contentsquare.com,contentsquare.com,learn2.contentsquare.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,c2fea3e6ed2617f9c7507d6201caacda,d1c03f2468a04ed273516471f12b6e5cf8d082f9682514197e611d92473d7b66,ctls,learn2.contentsquare.com,cloudflare,443,https://learn2.contentsquare.com:443,https,cloudflare,text/html,GET,104.21.56.135,/,-19133027,2606:4700:3034::ac43:981d,HTTP/3,682,False,True,,,,,,
liveapi.aws-eu.production.contentsquare.com,,404,68,liveapi.aws-eu.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-04T23:59:59Z,CN=liveapi.aws-eu.production.contentsquare.com,liveapi.aws-eu.production.contentsquare.com,liveapi.aws-eu.production.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2511ccf4f01bf37d2b0c496b6d75df69,37497a6b279bf77793b4e3c10b1bc38d726024f2ab6a65682d381836602aced9,ctls,liveapi.aws-eu.production.contentsquare.com,,443,https://liveapi.aws-eu.production.contentsquare.com:443,https,,application/json,GET,54.77.186.219,/,-368845742,63.34.168.148,Node.js,1,False,,,,,,,
liveapi.az-eu.production.contentsquare.com,,404,68,liveapi.az-eu.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-03T10:25:46Z,2023-07-02T10:25:45Z,CN=liveapi.az-eu.production.contentsquare.com,liveapi.az-eu.production.contentsquare.com,liveapi.northeurope.production.contentsquare.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f2646fa2123d9ffa91d1a1e75db09b6a,f197dc25ca0a16eb52f0d6c4b2b3e1fff18b0d9697c42fb7d6eb92398ca5590c,ctls,liveapi.az-eu.production.contentsquare.com,azure,443,https://liveapi.az-eu.production.contentsquare.com:443,https,,application/json,GET,20.191.43.109,/,-368845742,20.191.43.109,Node.js,1,False,True,,,,,,
liveapi.contentsquare.com,,404,68,liveapi.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-17T00:00:00Z,2024-04-15T23:59:59Z,CN=liveapi.contentsquare.com,liveapi.contentsquare.com,liveapi.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9e1eb512f18eb7c27bdbb08c8f78e29c,5132bdf4207a50e77847e981d9830f3084cdbac84dbb82c77d8db21674da3709,ctls,liveapi.contentsquare.com,,443,https://liveapi.contentsquare.com:443,https,,application/json,GET,52.49.187.33,/,-368845742,54.77.186.219,Node.js,1,False,,,,,,,
liveapi.eu-west-1.production.contentsquare.com,,404,68,liveapi.eu-west-1.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2023-10-04T23:59:59Z,CN=liveapi.eu-west-1.production.contentsquare.com,liveapi.eu-west-1.production.contentsquare.com,liveapi.eu-west-1.production.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8d2add119c85ed7472f499684ba30cd8,3463a6b5270643b86332e17f3f7b4bd45d9305f444025edc8870b934f8dbde0a,ctls,liveapi.eu-west-1.production.contentsquare.com,,443,https://liveapi.eu-west-1.production.contentsquare.com:443,https,,application/json,GET,54.77.186.219,/,-368845742,52.49.187.33,Node.js,1,False,,,,,,,
liveapi.northeurope.production.contentsquare.com,,404,68,liveapi.northeurope.production.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-03T10:25:46Z,2023-07-02T10:25:45Z,CN=liveapi.az-eu.production.contentsquare.com,liveapi.az-eu.production.contentsquare.com,liveapi.northeurope.production.contentsquare.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f2646fa2123d9ffa91d1a1e75db09b6a,f197dc25ca0a16eb52f0d6c4b2b3e1fff18b0d9697c42fb7d6eb92398ca5590c,ctls,liveapi.northeurope.production.contentsquare.com,azure,443,https://liveapi.northeurope.production.contentsquare.com:443,https,,application/json,GET,20.191.43.109,/,-368845742,20.191.43.109,Node.js,1,False,True,,,,,,
login.okta.com,Okta Account Chooser,200,4019,login.okta.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-13T00:00:00Z,2023-07-25T23:59:59Z,"CN=accounts.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",accounts.okta.com,login.okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3160cc4e89f7e4b968094ddcc41a321c,f24fc33dd2ba85fbf1dd5e62e20cce39a2e5c786791d04fed4252bf59e00a51d,ctls,login.okta.com,cloudfront,443,https://login.okta.com:443,https,AmazonS3,text/html,GET,108.138.7.126,/,1780699392,108.138.7.107,Amazon Web Services,1,False,True,,,,"Okta, Inc.",,
ms-marketplace-saas.contentsquare.com,Redirecting,200,157153,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,,443,https://ms-marketplace-saas.contentsquare.com:443,https,,text/html,GET,20.72.122.61,/,1053377655,20.72.122.61,HSTS,86,False,,,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=51ed9b6d-8b7e-4c20-850f-c944bd931390&scope=openid%20profile%20email%20offline_access&redirect_uri=https%3A%2F%2Fms-marketplace-saas.contentsquare.com%2Fsignin-oidc&client-request-id=3418ebd5-d567-4130-a1f1-074ca5046d29&response_mode=query&response_type=code&x-client-SKU=msal.js.node&x-client-VER=1.14.6&x-client-OS=linux&x-client-CPU=x64&client_info=1&state=eyJwYXRoIjoiL2xpc3QiLCJub25jZSI6IjJjMzIzZjkyLWEwY2QtNDE1Yy04YWQxLTMyMzQwNzhkMWY5NyJ9,Microsoft Corporation,,
pendo-static-5391521872216064.storage.googleapis.com,,403,300,pendo-static-5391521872216064.storage.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:11Z,2023-07-17T12:00:10Z,CN=*.storage.googleapis.com,*.storage.googleapis.com,*.storage-download.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,da7852378318e50a234a6d21ec8d0161,272b97eaaaef1ba3672d55ac2b3bff137246c12d5d0b403493b997a4396ddcb5,ctls,pendo-static-5391521872216064.storage.googleapis.com,,443,https://pendo-static-5391521872216064.storage.googleapis.com:443,https,UploadServer,application/xml,GET,172.217.18.112,/,501560377,2a00:1450:4001:812::2010,HTTP/3,1,False,,True,,,,,
pendo-static-5634101834153984.storage.googleapis.com,,403,300,pendo-static-5634101834153984.storage.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:11Z,2023-07-17T12:00:10Z,CN=*.storage.googleapis.com,*.storage.googleapis.com,*.storage-download.googleapis.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,da7852378318e50a234a6d21ec8d0161,272b97eaaaef1ba3672d55ac2b3bff137246c12d5d0b403493b997a4396ddcb5,ctls,pendo-static-5634101834153984.storage.googleapis.com,,443,https://pendo-static-5634101834153984.storage.googleapis.com:443,https,UploadServer,application/xml,GET,142.250.185.208,/,501560377,2a00:1450:4001:812::2010,HTTP/3,1,False,,True,,,,,
sales.contentsquare.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://sales.contentsquare.com:80,http,,text/plain,GET,18.235.9.115,/,-1669793162,54.85.128.104,,1,False,,,,,,,
send.contentsquare.com,401 Authorization Required,401,574,send.contentsquare.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-09T23:59:59Z,CN=send.contentsquare.com,send.contentsquare.com,send.contentsquare.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1667e307a59f27541d71ebbff5faffaf,de8c6450c3ffd681d46535e0113dfc7e5e2ca7e1ac22cf821be9b0181d38a88b,ctls,send.contentsquare.com,,443,https://send.contentsquare.com:443,https,nginx,text/html,GET,52.18.134.144,/,1335698669,52.212.27.35,Nginx,14,False,,,,,,,
session-replay-eu.contentsquare.com,,503,,,,,,,,,,,,,,,,,,,,80,http://session-replay-eu.contentsquare.com:80,http,,,GET,52.18.128.251,/,-1840324437,34.247.231.125,,1,False,,,,,,,
