input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_wildcard_certificate,webserver,tech_,tls_mismatched,tls_subject_org_,cdn_name,final_url,cdn
*.fidercdn.com,Prioritize what your customers really needs · Fider,200,47267,,fider.io,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-06-17T07:24:05Z,2023-09-15T07:24:04Z,CN=fider.io,fider.io,fider.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,42e2660dbd5606a9c59278637e33e704,d56d50e6df41a8eca73b75d6e4fb82eeee3af0d7bccecc1265562bcfd40f0484,ctls,fider.io,443,https://fidercdn.com:443,https,text/html,GET,52.222.149.51,/,-1845435368,52.222.149.10,1,False,,Vercel,Vercel,,,cloudfront,https://fider.io,True
cars24.pickyassist.com,,200,400,,cars24.pickyassist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.pickyassist.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",431c5f53894f2cac29019aa13d5d11d8,dc3b8872f7847ed55970bef978f7067fbc471d77e6e239e8e15ebd2b01f77586,ctls,cars24.pickyassist.com,443,https://cars24.pickyassist.com:443,https,text/html,GET,172.67.70.173,/,1024460671,104.26.6.92,13,False,True,cloudflare,PHP:7.3.33,,"Cloudflare, Inc.",cloudflare,https://cars24.pickyassist.com/app/,True
dav.pickyassist.com,Welcome to,200,9955,,dav.pickyassist.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-04-14T23:59:59Z,CN=us3.webmail.mailhostbox.com,us3.webmail.mailhostbox.com,www.us3.webmail.mailhostbox.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0c71e0559db507c77fe19909e1b60c3c,03528c13aade203258e31287652dc8ab29e990f4ee64bb18e524a1999cf73767,ctls,dav.pickyassist.com,443,https://dav.pickyassist.com:443,https,text/html,GET,162.215.2.14,/,326025038,162.215.2.16,118,False,,nginx,Nginx,True,,,,
feedbacks.pickyassist.com,Picky Assist,200,26482,*.fidercdn.com,feedbacks.pickyassist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-27T06:30:44Z,2023-08-25T06:30:43Z,CN=feedbacks.pickyassist.com,feedbacks.pickyassist.com,feedbacks.pickyassist.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d4035600470967575c6413c237b14e68,f5f5328375a9890c86a0b72ead5b1701b0e1ad16b59856695ad2d5b029dcb96f,ctls,feedbacks.pickyassist.com,443,https://feedbacks.pickyassist.com:443,https,text/html,GET,54.144.68.106,/,149732322,44.194.119.243,78,False,,,,,,,,
help.pickyassist.com,Welcome To Picky Assist  🙏 - Picky Assist Help Desk,200,281928,https://googletagmanager.com,help.pickyassist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-06T07:21:48Z,2023-10-04T07:21:47Z,CN=help.pickyassist.com,help.pickyassist.com,help.pickyassist.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,4fae2c5c96306808530c5b1914a363ff,371d8157d7c0393a95c9a37637f7aec3011846e3b82eca5c63fd341234d48463,ctls,help.pickyassist.com,443,https://help.pickyassist.com:443,https,text/html,GET,104.18.3.117,/,310605519,2606:4700::6812:275,1078,False,,cloudflare,HTTP/3,,,cloudflare,,True
hooks.pickyassist.com,Picky Assist Automate your WhatsApp with Chatbots & Connect to any Apps,200,1812469,,hooks.pickyassist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.pickyassist.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",431c5f53894f2cac29019aa13d5d11d8,dc3b8872f7847ed55970bef978f7067fbc471d77e6e239e8e15ebd2b01f77586,ctls,hooks.pickyassist.com,443,https://hooks.pickyassist.com:443,https,text/html,GET,104.26.6.92,/,1024460671,172.67.70.173,6328,False,True,cloudflare,jQuery,,"Cloudflare, Inc.",cloudflare,https://hooks.pickyassist.com/en/,True
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f788b7c7e4fd6cca34ea1266e90216c,34ce8d965483353d15d17e6813cc68da1fb1b8344b5fe78e48b33f6bde169573,ctls,fonts.googleapis.com,443,https://fonts.googleapis.com:443,https,text/html,GET,142.250.186.138,/,-606046040,2a00:1450:4001:829::200a,1,False,True,ESF,HTTP/3,,,,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,ctls,fonts.gstatic.com,443,https://fonts.gstatic.com:443,https,text/html,GET,142.250.185.131,/,302920777,2a00:1450:4001:830::2003,12,False,True,sffe,HTTP/3,,,,,
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118545,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,ctls,marketingplatform.google.com,443,https://www.google-analytics.com:443,https,text/html,GET,142.250.186.142,/,302920777,2a00:1450:4001:82a::200e,1833,False,True,sffe,HTTP/3,,,,https://marketingplatform.google.com/about/analytics/,
pickyassist.com,Picky Assist Automate your WhatsApp with Chatbots & Connect to any Apps,200,1812474,,pickyassist.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,*.pickyassist.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",431c5f53894f2cac29019aa13d5d11d8,dc3b8872f7847ed55970bef978f7067fbc471d77e6e239e8e15ebd2b01f77586,ctls,pickyassist.com,443,https://pickyassist.com:443,https,text/html,GET,104.26.6.92,/,1024460671,104.26.7.92,6330,False,True,cloudflare,jQuery,,"Cloudflare, Inc.",cloudflare,https://pickyassist.com/en/,True
