input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,tls_wildcard_certificate,csp_domains_,cdn_name,cdn,final_url,tls_expired
egosecure-4a20befb-46ed-4858-a44e-fb71dd753256.2d7dd.cdn.bitdefender.net,403 Forbidden,403,153,egosecure-4a20befb-46ed-4858-a44e-fb71dd753256.2d7dd.cdn.bitdefender.net,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-09T00:00:00Z,2024-07-09T23:59:59Z,"CN=*.2d7dd.cdn.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.2d7dd.cdn.bitdefender.net,2d7dd.cdn.bitdefender.net,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,7c7ab54176190cbe518116ee07a4773c,4009f0ffe9e4f0edc93425aac6228dbff530abfc5cd40b1203c29b756299e8e3,ctls,egosecure-4a20befb-46ed-4858-a44e-fb71dd753256.2d7dd.cdn.bitdefender.net,443,https://egosecure-4a20befb-46ed-4858-a44e-fb71dd753256.2d7dd.cdn.bitdefender.net:443,https,nginx,text/html,GET,152.195.133.11,/,-1298480087,2606:2800:233:6ad6:3412:7a2f:f1b3:a0eb,Nginx,8,False,Bitdefender SRL,True,,,,,
einvoicing.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://einvoicing.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
ekoucakbilet.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://ekoucakbilet.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
el.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://el.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
el04.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://el04.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elasticbeanstalk-confluenceacceptatielink-tunnel-mx.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elasticbeanstalk-confluenceacceptatielink-tunnel-mx.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elasticbeanstalk-images-bin.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elasticbeanstalk-images-bin.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elasticbeanstalk-internaluploads.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elasticbeanstalk-internaluploads.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elasticbeanstalk-ipv6.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elasticbeanstalk-ipv6.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elasticbeanstalk-private-access-cpexamplesbackup-meet-git.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elasticbeanstalk-private-access-cpexamplesbackup-meet-git.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elasticbeanstalk-status-archive-temp-storage.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elasticbeanstalk-status-archive-temp-storage.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elasticbeanstalk515g15.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elasticbeanstalk515g15.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elasticbeanstalkdbmslogqa-apiproduction.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elasticbeanstalkdbmslogqa-apiproduction.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elasticbeanstalkds155-171-108-44.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elasticbeanstalkds155-171-108-44.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elasticbeanstalkprod-eventsgit.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elasticbeanstalkprod-eventsgit.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elb-connect-fra-gcp.nimbus.bitdefender.net,,400,11,elb-connect-fra-gcp.nimbus.bitdefender.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-20T00:00:00Z,2023-10-21T23:59:59Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,nimbus.bitdefender.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,63980d9d3a5d84c706ec56fe4b69a532,8f5aad41a849f607dc861ba0d10291bcc7c450760b448fa4fd75f72b1ea779b4,ctls,elb-connect-fra-gcp.nimbus.bitdefender.net,443,https://elb-connect-fra-gcp.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,34.102.242.201,/,1142211792,34.102.242.201,HTTP/3,1,False,Bitdefender SRL,True,,google,True,,
elb-fra-gcp.nimbus.bitdefender.net,,400,11,elb-fra-gcp.nimbus.bitdefender.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-20T00:00:00Z,2023-10-21T23:59:59Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,nimbus.bitdefender.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,63980d9d3a5d84c706ec56fe4b69a532,8f5aad41a849f607dc861ba0d10291bcc7c450760b448fa4fd75f72b1ea779b4,ctls,elb-fra-gcp.nimbus.bitdefender.net,443,https://elb-fra-gcp.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,34.120.243.77,/,1142211792,2600:1901:0:80be::,HTTP/3,1,False,Bitdefender SRL,True,,google,True,,
elb-iow-gcp.nimbus.bitdefender.net,,400,11,elb-iow-gcp.nimbus.bitdefender.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-20T00:00:00Z,2023-10-21T23:59:59Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,nimbus.bitdefender.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,63980d9d3a5d84c706ec56fe4b69a532,8f5aad41a849f607dc861ba0d10291bcc7c450760b448fa4fd75f72b1ea779b4,ctls,elb-iow-gcp.nimbus.bitdefender.net,443,https://elb-iow-gcp.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,35.190.56.82,/,1142211792,35.190.56.82,HTTP/3,1,False,Bitdefender SRL,True,,google,True,,
elb-lon-gcp.nimbus.bitdefender.net,,400,11,elb-lon-gcp.nimbus.bitdefender.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-20T00:00:00Z,2023-10-21T23:59:59Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,nimbus.bitdefender.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,63980d9d3a5d84c706ec56fe4b69a532,8f5aad41a849f607dc861ba0d10291bcc7c450760b448fa4fd75f72b1ea779b4,ctls,elb-lon-gcp.nimbus.bitdefender.net,443,https://elb-lon-gcp.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,34.120.67.236,/,1142211792,34.120.67.236,HTTP/3,1,False,Bitdefender SRL,True,,google,True,,
elb-nvi-gcp.nimbus.bitdefender.net,,400,11,elb-nvi-gcp.nimbus.bitdefender.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-20T00:00:00Z,2023-10-21T23:59:59Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,nimbus.bitdefender.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,63980d9d3a5d84c706ec56fe4b69a532,8f5aad41a849f607dc861ba0d10291bcc7c450760b448fa4fd75f72b1ea779b4,ctls,elb-nvi-gcp.nimbus.bitdefender.net,443,https://elb-nvi-gcp.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,34.117.254.173,/,1142211792,34.117.254.173,HTTP/3,1,False,Bitdefender SRL,True,,google,True,,
elb-tky-gcp.nimbus.bitdefender.net,,400,11,elb-tky-gcp.nimbus.bitdefender.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-20T00:00:00Z,2023-10-21T23:59:59Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,nimbus.bitdefender.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,63980d9d3a5d84c706ec56fe4b69a532,8f5aad41a849f607dc861ba0d10291bcc7c450760b448fa4fd75f72b1ea779b4,ctls,elb-tky-gcp.nimbus.bitdefender.net,443,https://elb-tky-gcp.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,34.98.122.109,/,1142211792,34.98.122.109,HTTP/3,1,False,Bitdefender SRL,True,,google,True,,
elearning.bitdefender.com,Bitdefender eLearning,200,19269,elearning.bitdefender.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-10-10T00:00:00Z,2023-11-10T23:59:59Z,"CN=*.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.bitdefender.com,bitdefender.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5a4617266c245313ea73da34bbb2456c,00f00ebdf70fc77800a06a018eba6f25cfe3fbfeb228b4f8ca45831ea1dff744,ctls,elearning.bitdefender.com,443,https://elearning.bitdefender.com:443,https,cloudflare,text/html,GET,104.18.168.222,/,2015321365,2606:4700::6812:a9de,HSTS,301,False,Bitdefender SRL,True,fonts.googleapis.com,cloudflare,True,,
elearning.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elearning.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elkharttruth.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elkharttruth.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elm-199-63.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elm-199-63.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
elm-200-96.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://elm-200-96.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
emb.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://emb.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
embed.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://embed.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
emc.services.bitdefender.com,Log in to Mandrill,200,2935,emc.services.bitdefender.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-11-15T00:00:00Z,2023-12-14T23:59:59Z,"CN=mandrillapp.com, O=The Rocket Science Group LLC, L=Atlanta, ST=Georgia, C=US",mandrillapp.com,*.mandrillapp.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,cfaa09239e5a9df19711094b3a4f24c8,941925ec72042660ad13fd678b1217ba9de12cf370ad4ce1f669b21b99f8c445,ctls,emc.services.bitdefender.com,443,https://emc.services.bitdefender.com:443,https,nginx/1.12.2,text/html,GET,54.78.186.219,/,-248533138,34.253.241.177,PHP,58,False,The Rocket Science Group LLC,True,,,,https://emc.services.bitdefender.com/login/?referrer=%2F,
energonusacom.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://energonusacom.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
engineer.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://engineer.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
engineering-acc-apiproduction.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://engineering-acc-apiproduction.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
engineering-admin-web-devenvstats-corp.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://engineering-admin-web-devenvstats-corp.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
engineering-new-democonfluence-site-doc-corporate.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://engineering-new-democonfluence-site-doc-corporate.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
engineeringaccount.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://engineeringaccount.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
engineeringimages-clients-stats-corp.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://engineeringimages-clients-stats-corp.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
engineeringioclients-stats-corp.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://engineeringioclients-stats-corp.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
engineeringjenkinsupdate.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://engineeringjenkinsupdate.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
engineeringmail.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://engineeringmail.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
engineeringstagingdb2mirror-my-oceania.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://engineeringstagingdb2mirror-my-oceania.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
entry.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://entry.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
ents.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://ents.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
envivo.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://envivo.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
eproxy-wc-03.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://eproxy-wc-03.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
erpcontainer-corporate.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://erpcontainer-corporate.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
error-cs-erp-demo.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://error-cs-erp-demo.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
error-dalasr-2.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://error-dalasr-2.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
error-engineering-alpha-loginaccept-domain.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://error-engineering-alpha-loginaccept-domain.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
error-team-customersimg-site.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://error-team-customersimg-site.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
error-ww1link-tunnel-mx.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://error-ww1link-tunnel-mx.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
errorcmc-hits-2way2-vip.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://errorcmc-hits-2way2-vip.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
errorelasticbeanstalk-bucket-customersdb2-corp.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://errorelasticbeanstalk-bucket-customersdb2-corp.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
errorenglishcacheeuw-meet-git.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://errorenglishcacheeuw-meet-git.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
errorlee.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://errorlee.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
errorlogin-us.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://errorlogin-us.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
errormainvpn.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://errormainvpn.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
es-mg-bt.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://es-mg-bt.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
esd13ns02d.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://esd13ns02d.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
estonia.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://estonia.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
etc.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://etc.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
eth14-19-bas1-1-apg.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://eth14-19-bas1-1-apg.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
eu-accept-archivecorp.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://eu-accept-archivecorp.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
eu-irl-lurker-input.gravityzone.bitdefender.com,,400,,eu-irl-lurker-input.gravityzone.bitdefender.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-09T00:00:00Z,2024-07-09T23:59:59Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,gravityzone.bitdefender.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a82dd0efcfac46993e08950a43629f9a,9c04b21dd3cf3d7f21172fd0c077d107af1c98b6ac48cf7d124b9dbba37c4c2f,ctls,eu-irl-lurker-input.gravityzone.bitdefender.com,443,https://eu-irl-lurker-input.gravityzone.bitdefender.com:443,https,,,GET,35.214.164.204,/,-1840324437,35.214.164.204,HTTP/3,1,False,Bitdefender SRL,True,,google,True,,
eu-lurker-input.gravityzone.bitdefender.com,,400,,eu-lurker-input.gravityzone.bitdefender.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-09T00:00:00Z,2024-07-09T23:59:59Z,"CN=*.gravityzone.bitdefender.com, O=Bitdefender SRL, L=Bucharest, C=RO",*.gravityzone.bitdefender.com,gravityzone.bitdefender.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,a82dd0efcfac46993e08950a43629f9a,9c04b21dd3cf3d7f21172fd0c077d107af1c98b6ac48cf7d124b9dbba37c4c2f,ctls,eu-lurker-input.gravityzone.bitdefender.com,443,https://eu-lurker-input.gravityzone.bitdefender.com:443,https,,,GET,35.207.140.42,/,-1840324437,35.207.140.42,HTTP/3,1,False,Bitdefender SRL,True,,google,True,,
eu-pluto-coll-pg.gravityzone.bitdefender.com,,200,24,eu-pluto-coll-pg.gravityzone.bitdefender.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-24T13:57:42Z,2023-09-22T14:44:52Z,CN=eu-pluto-coll-pg.gravityzone.bitdefender.com,eu-pluto-coll-pg.gravityzone.bitdefender.com,eu-pluto-coll-pg.gravityzone.bitdefender.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,133591459301a07660940bddbf3446e7,3e16928472c1c47a6b2b53402cefa8ce69eabb69a9985323b4c715cf0d4ab941,ctls,eu-pluto-coll-pg.gravityzone.bitdefender.com,443,https://eu-pluto-coll-pg.gravityzone.bitdefender.com:443,https,Google Frontend,application/json,GET,142.250.184.243,/,-1840324437,2a00:1450:4001:831::2013,Google Cloud Trace,1,False,,,,,,,
eu.nimbus.bitdefender.net,,400,11,eu.nimbus.bitdefender.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-09-20T00:00:00Z,2023-10-21T23:59:59Z,"CN=*.nimbus.bitdefender.net, O=Bitdefender SRL, L=Bucharest, C=RO",*.nimbus.bitdefender.net,nimbus.bitdefender.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,63980d9d3a5d84c706ec56fe4b69a532,8f5aad41a849f607dc861ba0d10291bcc7c450760b448fa4fd75f72b1ea779b4,ctls,eu.nimbus.bitdefender.net,443,https://eu.nimbus.bitdefender.net:443,https,nimbus,text/plain,GET,34.120.68.241,/,1142211792,34.120.68.241,HTTP/3,1,False,Bitdefender SRL,True,,google,True,,
eu0.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://eu0.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
euarchivecorp.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://euarchivecorp.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
eur-p-gen-6-126-17-20.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://eur-p-gen-6-126-17-20.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
eur-p-gen-6-126-31-44.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://eur-p-gen-6-126-31-44.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
eur-p-gen-6-127-89-83.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://eur-p-gen-6-127-89-83.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
eur-p-gen-6-127-97-13.oem-central-stage.bitdefender.com,,404,21,,,,,,,,,,,,,,,,,,,80,http://eur-p-gen-6-127-97-13.oem-central-stage.bitdefender.com:80,http,,text/plain,GET,81.161.59.221,/,-1669793162,81.161.59.221,,1,False,,,,,,,
