input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_subject_org_
documents.smartsheet.com,Document Builder,200,2433,documents.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-01T00:00:00Z,2023-10-08T23:59:59Z,CN=documents.smartsheet.com,documents.smartsheet.com,documents.smartsheet.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,da31bc47b5e4165edaa363a77fdb382c,569e074c59190cd759ba47b6d1273cbdc93991e6f0a16f708fa0a998943125a6,,ctls,documents.smartsheet.com,,443,https://documents.smartsheet.com:443,https,nginx/1.20.1,text/html,GET,44.194.138.252,/,80556199,3.212.233.215,Nginx:1.20.1,3,False,,,,
documents.test.smartsheet.com,Document Builder,200,2433,documents.test.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-09T00:00:00Z,2023-10-08T23:59:59Z,CN=documents.test.smartsheet.com,documents.test.smartsheet.com,documents.test.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5612c0c41a381571dcf9fd19725a7d96,e57dfaa73e4fd878688be4ef9c1482a0773c8056b0905c6cf3acecbce5177971,,ctls,documents.test.smartsheet.com,,443,https://documents.test.smartsheet.com:443,https,nginx/1.20.1,text/html,GET,52.27.51.127,/,80556199,34.215.208.57,Nginx:1.20.1,3,False,,,,
dune.smartsheet.com,,200,315,dune.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-30T00:00:00Z,2023-08-30T23:59:59Z,"CN=dune.smartsheet.com, O=Smartsheet Inc., L=Bellevue, ST=Washington, C=US",dune.smartsheet.com,www.dune.smartsheet.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,da5f2d43009732f9a98b4764c02f629b,9bbc4d7ff1bac97d6aaed7b70f6f56269f9dbb0668ef2412028f4f9fa1ca57fd,,ctls,dune.smartsheet.com,,443,https://dune.smartsheet.com:443,https,,text/html,GET,209.170.232.125,/,-1840324437,209.170.232.125,HSTS,9,False,,,,Smartsheet Inc.
dynamicview.smartsheet.com,Dynamic View,200,1226,dynamicview.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-16T00:00:00Z,2024-06-13T23:59:59Z,CN=*.dynamicview.smartsheet.com,*.dynamicview.smartsheet.com,dynamicview.smartsheet.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e59fa79a50bac8a462606f818349d099,d586704ba3385eb3bcf41d9e128646b1cd574f30ded22496287f208dddd107d5,True,ctls,dynamicview.smartsheet.com,,443,https://dynamicview.smartsheet.com:443,https,nginx,text/html,GET,18.213.153.248,/,-899478557,52.22.172.152,Nginx,5,False,,,,
dynamicview.test.smartsheet.com,Dynamic View,200,1226,dynamicview.test.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-21T00:00:00Z,2024-02-19T23:59:59Z,CN=*.dynamicview.test.smartsheet.com,*.dynamicview.test.smartsheet.com,dynamicview.test.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e684e45e7d9503914a03d1e36392d99,a68c0930b41372fc4dfee17fdee7e67513fc4e1348478e41af298517ccb1d92d,True,ctls,dynamicview.test.smartsheet.com,,443,https://dynamicview.test.smartsheet.com:443,https,nginx,text/html,GET,54.69.46.62,/,2025525758,52.24.56.36,Nginx,5,False,,,,
ens.rm.smartsheet.com,,200,49,ens.rm.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=rm.smartsheet.com,rm.smartsheet.com,*.10000ft.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3c75815b60c4e6194384c7752ff71e5d,5fc4e66edf61412d094160ecb3c49abe043bc3d21b37f262912765cf7a9beafd,True,ctls,ens.rm.smartsheet.com,,443,https://ens.rm.smartsheet.com:443,https,,application/json,GET,54.166.182.50,/,-183856496,18.235.168.63,Node.js,1,False,,https://*.smar.cloud,,
excellence.smartsheet.com,Smartsheet University,200,410134,smartu.smartsheet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-30T00:00:00Z,2024-05-28T23:59:59Z,CN=smartu.smartsheet.com,smartu.smartsheet.com,smartu.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f21a04561c8a5848c44372ae8a39c104,707ed37abb993d56b8f0d3b72f4b18d7e93f169d5b902a300aa54fd9d793aa39,,ctls,smartu.smartsheet.com,cloudfront,443,https://excellence.smartsheet.com:443,https,gunicorn,text/html,GET,18.66.97.32,/,813154179,18.66.97.66,gunicorn,8036,False,True,,https://smartu.smartsheet.com/,
go.smartsheet.com,,200,101,go.smartsheet.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=go.smartsheet.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",go.smartsheet.com,go.smartsheet.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",071cfdc7d1f18666d1609f05a4083176,ccfddcc7b41a614ca5ae7eabbeb8dc803b54c44dbd66382f893468be137e710e,,ctls,go.smartsheet.com,cloudflare,443,https://go.smartsheet.com:443,https,cloudflare,text/html,GET,104.17.72.206,/,-1840324437,104.17.71.206,Cloudflare Bot Management,7,False,True,,,"Cloudflare, Inc."
h-135-197-230-78.login.smartsheet.com,Continue to App - Smartsheet,200,3289,app.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-02-04T23:59:59Z,CN=app.smartsheet.com,app.smartsheet.com,app.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66011afa89c823ae94ed7c0f8217e211,1b462dd88b0fd481c263a294db70656ea5bb6534cc4296622c84c14cf40c0864,,ctls,app.smartsheet.com,,443,https://h-135-197-230-78.login.smartsheet.com:443,https,Apache,text/html,GET,54.83.230.210,/,446401630,52.44.132.11,HSTS,58,False,,,https://app.smartsheet.com/b/home,
help.smartsheet.com,Help and Learning | Smartsheet Learning Center,200,57977,help.smartsheet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-17T20:15:04Z,2023-09-15T20:15:03Z,CN=help.smartsheet.com,help.smartsheet.com,help.smartsheet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,287a88cd3f8f234750d0bad204334d77,63323f016f2b0850a8b6d619ca2f94e4155577662e74c81227ca1b11e49bf401,,ctls,help.smartsheet.com,fastly,443,https://help.smartsheet.com:443,https,,text/html,GET,151.101.2.191,/,97040601,2a04:4e42:600::703,PHP,1153,False,True,*.optimizely.com,,
hummer-voyager-4.login.smartsheet.com,Continue to App - Smartsheet,200,3289,app.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-02-04T23:59:59Z,CN=app.smartsheet.com,app.smartsheet.com,app.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66011afa89c823ae94ed7c0f8217e211,1b462dd88b0fd481c263a294db70656ea5bb6534cc4296622c84c14cf40c0864,,ctls,app.smartsheet.com,,80,http://hummer-voyager-4.login.smartsheet.com:80,http,Apache,text/html,GET,3.217.214.151,/,446401630,54.83.230.210,HSTS,58,False,,,https://app.smartsheet.com/b/home,
info.login.smartsheet.com,Continue to App - Smartsheet,200,3289,app.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-02-04T23:59:59Z,CN=app.smartsheet.com,app.smartsheet.com,app.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66011afa89c823ae94ed7c0f8217e211,1b462dd88b0fd481c263a294db70656ea5bb6534cc4296622c84c14cf40c0864,,ctls,app.smartsheet.com,,443,https://info.login.smartsheet.com:443,https,Apache,text/html,GET,52.44.132.11,/,446401630,3.217.214.151,HSTS,58,False,,,https://app.smartsheet.com/b/home,
investors.smartsheet.com,Smartsheet Inc. - Investor Relations,200,102666,investors.smartsheet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-23T00:00:00Z,2024-05-22T23:59:59Z,"CN=investors.smartsheet.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",investors.smartsheet.com,investors.smartsheet.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",333dcedbd2a781d05dae67bcb92702de,1ef35a8e8e1ae03fc149c461979e31365cbfe21368849b0f3eeaaff3d4349c6f,,ctls,investors.smartsheet.com,cloudflare,443,https://investors.smartsheet.com:443,https,cloudflare,text/html,GET,162.159.130.11,/,-696563584,162.159.130.11,YouTube,1054,False,True,*.pendo.io,https://investors.smartsheet.com/overview/default.aspx,"Cloudflare, Inc."
ipv6-c088-lax009-ix.login.smartsheet.com,Continue to App - Smartsheet,200,3289,app.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-02-04T23:59:59Z,CN=app.smartsheet.com,app.smartsheet.com,app.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66011afa89c823ae94ed7c0f8217e211,1b462dd88b0fd481c263a294db70656ea5bb6534cc4296622c84c14cf40c0864,,ctls,app.smartsheet.com,,80,http://ipv6-c088-lax009-ix.login.smartsheet.com:80,http,Apache,text/html,GET,3.217.214.151,/,446401630,54.83.230.210,HSTS,58,False,,,https://app.smartsheet.com/b/home,
it.smartsheet.com,Piattaforma moderna di gestione dei progetti e del lavoro | Smartsheet,200,143548,it.smartsheet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-18T03:18:55Z,2023-09-16T03:18:54Z,CN=it.smartsheet.com,it.smartsheet.com,it.smartsheet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c9d4cfb82c82c800c9a7692eb21a6de,aa0a1d5f3e37434601d24180556b3091fa1fb0ee3fc5e8cc18ab6d95de3c5fb1,,ctls,it.smartsheet.com,fastly,443,https://it.smartsheet.com:443,https,,text/html,GET,151.101.2.191,/,517188723,2a04:4e42:600::703,PHP,4126,False,True,,,
jss.smartsheet.com,,200,1704,jss.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-01T00:00:00Z,2023-11-15T23:59:59Z,CN=jss.smartsheet.com,jss.smartsheet.com,jss.smartsheet.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,dd49a06ecc3c66b9330eb98b98663645,046c11a426a262fd40d19f5116947ac8d0afa6dec05481a92080d4400561c59b,,ctls,jss.smartsheet.com,,443,https://jss.smartsheet.com:443,https,Jamf Cloud Node,text/html,GET,18.213.222.154,/,1262005940,34.198.91.121,Java,26,False,,,https://jss.smartsheet.com/saml/login,
jyu-april-box.login.smartsheet.com,Continue to App - Smartsheet,200,3289,app.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-02-04T23:59:59Z,CN=app.smartsheet.com,app.smartsheet.com,app.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66011afa89c823ae94ed7c0f8217e211,1b462dd88b0fd481c263a294db70656ea5bb6534cc4296622c84c14cf40c0864,,ctls,app.smartsheet.com,,80,http://jyu-april-box.login.smartsheet.com:80,http,Apache,text/html,GET,52.44.132.11,/,446401630,3.217.214.151,HSTS,58,False,,,https://app.smartsheet.com/b/home,
learn.smartsheet.com,Smartsheet University,200,410134,smartu.smartsheet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-30T00:00:00Z,2024-05-28T23:59:59Z,CN=smartu.smartsheet.com,smartu.smartsheet.com,smartu.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f21a04561c8a5848c44372ae8a39c104,707ed37abb993d56b8f0d3b72f4b18d7e93f169d5b902a300aa54fd9d793aa39,,ctls,smartu.smartsheet.com,cloudfront,80,http://learn.smartsheet.com:80,http,gunicorn,text/html,GET,13.32.99.117,/,813154179,13.32.99.77,gunicorn,8036,False,True,,https://smartu.smartsheet.com/,
lewistrialorderdashboard-eu.login.smartsheet.com,Continue to App - Smartsheet,200,3289,app.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-02-04T23:59:59Z,CN=app.smartsheet.com,app.smartsheet.com,app.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66011afa89c823ae94ed7c0f8217e211,1b462dd88b0fd481c263a294db70656ea5bb6534cc4296622c84c14cf40c0864,,ctls,app.smartsheet.com,,443,https://lewistrialorderdashboard-eu.login.smartsheet.com:443,https,Apache,text/html,GET,52.44.132.11,/,446401630,3.217.214.151,HSTS,58,False,,,https://app.smartsheet.com/b/home,
logs.observability.smartsheet.com,,404,43,b02d2596d74843edbc84ca594a63dbad.us-east-1.aws.found.io,9243,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-26T00:18:04Z,2023-10-24T00:18:03Z,CN=*.us-east-1.aws.elastic-cloud.com,*.us-east-1.aws.elastic-cloud.com,*.vpce.us-east-1.aws.elastic-cloud.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,03116c87897df09c1578d358b6d1e9a7,fd6c069ade7f6d91419acd9d36fc6bc8bac954a94e7295c5049ea95ed0e6cc85,True,ctls,b02d2596d74843edbc84ca594a63dbad.us-east-1.aws.found.io,,443,https://logs.observability.smartsheet.com:443,https,,application/json,GET,52.204.236.64,/,-768544854,54.85.120.179,,2,False,,,https://b02d2596d74843edbc84ca594a63dbad.us-east-1.aws.found.io:9243/app/kibana,
lon2-kafka-a5.login.smartsheet.com,Continue to App - Smartsheet,200,3289,app.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-02-04T23:59:59Z,CN=app.smartsheet.com,app.smartsheet.com,app.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66011afa89c823ae94ed7c0f8217e211,1b462dd88b0fd481c263a294db70656ea5bb6534cc4296622c84c14cf40c0864,,ctls,app.smartsheet.com,,443,https://lon2-kafka-a5.login.smartsheet.com:443,https,Apache,text/html,GET,52.44.132.11,/,446401630,54.83.230.210,HSTS,58,False,,,https://app.smartsheet.com/b/home,
mirage.smartsheet.com,,200,315,mirage.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-30T00:00:00Z,2023-08-30T23:59:59Z,"CN=mirage.smartsheet.com, O=Smartsheet Inc., L=Bellevue, ST=Washington, C=US",mirage.smartsheet.com,www.mirage.smartsheet.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,33e4b4c6cc98528c6380ae386089dd46,7103e310bc46fef8dcb3ac665531620d13557735a55f257fc632be781ed1e67c,,ctls,mirage.smartsheet.com,,443,https://mirage.smartsheet.com:443,https,,text/html,GET,104.129.152.117,/,-1840324437,104.129.152.117,HSTS,9,False,,,,Smartsheet Inc.
mobilebp.bridge.smartsheet.com,Bridge by Smartsheet,200,4566,mobilebp.bridge.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-25T00:00:00Z,2024-05-23T23:59:59Z,CN=*.bridge.smartsheet.com,*.bridge.smartsheet.com,*.bridge.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d2d0d9c5a063b5fcdd9c77fab3ca5ebc,b012a99ce13f3dc1bc18a205f686cde1a5fd09f98b49ffa2b45c6f8567d87c6d,True,ctls,mobilebp.bridge.smartsheet.com,,443,https://mobilebp.bridge.smartsheet.com:443,https,nginx,text/html,GET,54.201.97.253,/,-1380874492,52.36.162.55,Nginx,93,False,,,,
mps.smartsheet.com,,404,,mps.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=mps.smartsheet.com,mps.smartsheet.com,mps.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,1c8c1d37c3675eb2a9cd1f347d0e3279,2d875114e45462690e0e70011a01bd34401f8be3007a79e765495d575dbe58f5,,ctls,mps.smartsheet.com,,443,https://mps.smartsheet.com:443,https,awselb/2.0,text/plain,GET,3.211.144.189,/,-1840324437,52.86.245.67,,1,False,,,,
mps.test.smartsheet.com,,404,,mps.test.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-03-27T00:00:00Z,2024-04-24T23:59:59Z,CN=mps.test.smartsheet.com,mps.test.smartsheet.com,mps.test.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,397da037d59ed25642c5159fe1642e6c,21c7474dc7957997d6d850589644ac0bc07532032063fcdbc7d1f35edc71c24d,,ctls,mps.test.smartsheet.com,,443,https://mps.test.smartsheet.com:443,https,awselb/2.0,text/plain,GET,54.200.124.16,/,-1840324437,54.69.137.158,,1,False,,,,
msaddins.smartsheet.com,HTTP Status 404 – Not Found,404,682,msaddins.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-19T00:00:00Z,2024-02-17T23:59:59Z,CN=*.msaddins.smartsheet.com,*.msaddins.smartsheet.com,msaddins.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,00246f9d2ea9e874081d71b6494e3dac,b7aa9af4925a29a398d044b4742653119ba0f4a24c68d53b3bca006574ef773c,True,ctls,msaddins.smartsheet.com,,443,https://msaddins.smartsheet.com:443,https,,text/html,GET,44.213.31.163,/,-1029507348,34.196.216.53,,1,False,,,,
msaddins.test.smartsheet.com,HTTP Status 404 – Not Found,404,682,msaddins.test.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-01-19T00:00:00Z,2024-02-17T23:59:59Z,CN=*.msaddins.test.smartsheet.com,*.msaddins.test.smartsheet.com,msaddins.test.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7dd380bbe61d618f24fb0d639b8d1ddb,8bf8feddb237ea03479a5a761f8b9c04ecaf51394a04ab9912bf867075abfdcf,True,ctls,msaddins.test.smartsheet.com,,443,https://msaddins.test.smartsheet.com:443,https,,text/html,GET,100.20.26.95,/,-1029507348,52.26.203.11,,1,False,,,,
msteams-dev.smartsheet.com,Smartsheet,200,548,msteams-dev.smartsheet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-01-24T00:00:00Z,2024-02-23T23:59:59Z,CN=msteams-dev.smartsheet.com,msteams-dev.smartsheet.com,msteams-dev.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,05dc3f42ab3f2269c1aec2baf4001ced,999c68e7733e9431966ecfd7577fc69e4fc5a266934da1c85b6c68b378533fe5,,ctls,msteams-dev.smartsheet.com,cloudfront,443,https://msteams-dev.smartsheet.com:443,https,AmazonS3,text/html,GET,108.138.17.33,/,-1754922028,108.138.17.30,Amazon Web Services,1,False,True,,,
mta-sts.login.smartsheet.com,Continue to App - Smartsheet,200,3289,app.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-02-04T23:59:59Z,CN=app.smartsheet.com,app.smartsheet.com,app.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66011afa89c823ae94ed7c0f8217e211,1b462dd88b0fd481c263a294db70656ea5bb6534cc4296622c84c14cf40c0864,,ctls,app.smartsheet.com,,80,http://mta-sts.login.smartsheet.com:80,http,Apache,text/html,GET,52.44.132.11,/,446401630,3.217.214.151,HSTS,58,False,,,https://app.smartsheet.com/b/home,
mtg.smartsheet.com,404 Not Found,404,162,mtg.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,True,ctls,mtg.smartsheet.com,,443,https://mtg.smartsheet.com:443,https,nginx,text/html,GET,167.89.115.120,/,190856733,167.89.123.54,Nginx,8,False,,,,
ocsp.smartsheet.com,Fastly error: unknown domain ocsp.smartsheet.com,500,266,ocsp.smartsheet.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-04-17T00:00:00Z,2024-04-22T23:59:59Z,CN=*.cdn.amazee.io,*.cdn.amazee.io,cdn.amazee.io,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,79fea8642d000a79c401e3eecf19df38,fb00a92ccbb3fc15146c8720fcbeefe544dee71cbca43119b7891f7d68644122,True,ctls,ocsp.smartsheet.com,fastly,443,https://ocsp.smartsheet.com:443,https,Varnish,text/html,GET,151.101.2.191,/,-435385649,2a04:4e42:600::703,Varnish,8,False,True,,,
partner.login.smartsheet.com,Continue to App - Smartsheet,200,3289,app.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-02-04T23:59:59Z,CN=app.smartsheet.com,app.smartsheet.com,app.smartsheet.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66011afa89c823ae94ed7c0f8217e211,1b462dd88b0fd481c263a294db70656ea5bb6534cc4296622c84c14cf40c0864,,ctls,app.smartsheet.com,,443,https://partner.login.smartsheet.com:443,https,Apache,text/html,GET,52.44.132.11,/,446401630,3.217.214.151,HSTS,58,False,,,https://app.smartsheet.com/b/home,
partnertraining.smartsheet.com,Smartsheet Channel Program | Home,200,76447,channel.smartsheet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-02T20:58:01Z,2023-09-30T20:58:00Z,CN=channel.smartsheet.com,channel.smartsheet.com,channel.smartsheet.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7def943262fe7858d073d37f0ab2b19b,a04b0711419ad4fb78b24b69b0b653469cd362a748b7ff57e26338d3847fb9bb,,ctls,channel.smartsheet.com,cloudfront,80,http://partnertraining.smartsheet.com:80,http,,text/html,GET,18.66.112.12,/,-171809629,18.66.112.116,Microsoft ASP.NET,551,False,True,app.smartsheet.com,https://channel.smartsheet.com/English/?ReturnUrl=%2fauth%2fsaml2%2fidp%2fsso.ashx%3fSAMLRequest%3dfZLLbtswEEX3%252FgpBe%252BtlKbII24Bq92HAtYXY6aKbgqZGFVuKVDhU6v59SSVp6gCNdhzOvTP3UAuknehJOZhW3sL9AGgmnnfphEQyXi39QUuiKHIkknaAxDByLD%252FvSBJEpNfKKKaEfyV6W0MRQRuupBNtN0v%252FsH%252B%252FO3zc7r9FWR7VkDB6ExfNOU1ZkWVFmuc5y2ZRMy%252FON0nR5HPmhF9Ao%252FVY%252BtbSnT2v0uqB16D3duLSP%252F7kQvyg2lurQSN4laCmUbobhyIOsJVoqDTWIEpm02g%252BjeJTnJJZQbLkq%252BvaWBZcUjNOaY3pkYQha6mUIALsqDbYApiAqS6kll%252Fooichr%252FsQUQUU24uzqZ4QveOy5vL722zOj01IPp1O1bQ6HE%252FOonwmtlYShw70EfQDZ3B3u3vZjDKmBmkwwKfk14uFM%252BT3qk%252BRa32xdYb%252BasS2cLdkRKJXz2a9TSftTE25tPu8jrsI%252FxW92PTEwd9uKiU4%252Bz3W3ffBcqfm%252F8njIB4rvJ42YyuBjnJR1rUGRP%252BvTymE%252BrXWQI19YKMH8L1wNZk8bnP9E6%252F%252BAA%253D%253D%26RelayState%3d%252Fauth%252Fendpoint%252Flogin%252Fresult%253Fnext%253D%25252F%2526d%253D3siqop4sirrxm%26Signature%3dJ0t%252Bua4Gchia9JN5VByYXn8%252FIRn%252FoIS9Bs111lJpbTkeNeKp9lfe5zvNKNBM4COcNuWEQyIXeVMb8x3n4FIyN5WUEVvHHO8dxe9cotCBrRFWjjNw6WWqfDYGUKFeMpyJ7TFG4vBHWWG7gMXNsCDy88hv1gfqk41qKeIH9sWKBoc%253D%26SigAlg%3dhttp%253A%252F%252Fwww.w3.org%252F2000%252F09%252Fxmldsig%2523rsa-sha1&rid=L6muWrsWJBnPCrgAOMOQ73QYR69bivyAdWHWH7K0mHPgxeHwsmnRBe9XSaCk-AcG6WI7e3ov3-vfqXWYf7PBbIPHLp_AP4CV926fx4soAc7JeINb0,
pivot.smartsheet.com,Smartsheet Pivot,200,2490,pivot.smartsheet.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-20T00:00:00Z,2024-03-21T23:59:59Z,CN=*.pivot.smartsheet.com,*.pivot.smartsheet.com,pivot.smartsheet.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,18a51ce4d8a2ebf1dfa6780c2fe200d9,ef12814d8e0dcf673214e3a4ba1c75813f99b14f83d683c3e6ad1764060af00b,True,ctls,pivot.smartsheet.com,,443,https://pivot.smartsheet.com:443,https,,text/html,GET,52.5.71.56,/,-1900447935,34.201.74.123,Ruby on Rails,3,False,,https:,,
