input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url
enterprise.insolar.io,,404,47,enterprise.insolar.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-03-30T23:59:59Z,"CN=insolar.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",insolar.io,"Cloudflare, Inc.",*.testnet.insolar.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",862255ba3a7c1d2d0da029dbd94c61f5,f305c06553c49b2606fef326dcdfb2b654a5b97a3512987b71d29bb61c2d0aab,True,ctls,enterprise.insolar.io,cloudflare,443,https://enterprise.insolar.io:443,https,cloudflare,text/plain,GET,188.114.96.3,/,-1335621053,2a06:98c1:3121::3,HTTP/3,1,False,True,
insolar.io,Insolar is closed,200,81286,insolar.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-03-30T23:59:59Z,"CN=insolar.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",insolar.io,"Cloudflare, Inc.",*.testnet.insolar.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",862255ba3a7c1d2d0da029dbd94c61f5,f305c06553c49b2606fef326dcdfb2b654a5b97a3512987b71d29bb61c2d0aab,True,ctls,insolar.io,cloudflare,443,https://insolar.io:443,https,cloudflare,text/html,GET,188.114.97.3,/,-451689855,2a06:98c1:3120::3,HTTP/3,255,False,True,
leesusheemequai.insolar.io,Origin DNS error | leesusheemequai.insolar.io | Cloudflare,530,6230,leesusheemequai.insolar.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-03-30T23:59:59Z,"CN=insolar.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",insolar.io,"Cloudflare, Inc.",*.testnet.insolar.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",862255ba3a7c1d2d0da029dbd94c61f5,f305c06553c49b2606fef326dcdfb2b654a5b97a3512987b71d29bb61c2d0aab,True,ctls,leesusheemequai.insolar.io,cloudflare,443,https://leesusheemequai.insolar.io:443,https,cloudflare,text/html,GET,188.114.96.3,/,1650919248,2a06:98c1:3121::3,Cloudflare,93,False,True,
zendesk1.insolar.io,,403,16,zendesk1.insolar.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-03-30T23:59:59Z,"CN=insolar.io, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",insolar.io,"Cloudflare, Inc.",*.testnet.insolar.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",862255ba3a7c1d2d0da029dbd94c61f5,f305c06553c49b2606fef326dcdfb2b654a5b97a3512987b71d29bb61c2d0aab,True,ctls,zendesk1.insolar.io,cloudflare,80,http://zendesk1.insolar.io:80,http,cloudflare,text/plain,GET,162.159.138.6,/,,162.159.128.7,HTTP/3,1,False,True,https://zendesk1.insolar.io/
