input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_expired,tls_mismatched,final_url,csp_domains_
20.udemy.com,Just a moment...,403,6634,20.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,20.udemy.com,cloudflare,443,https://20.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,1565895960,2606:4700::6812:a05a,Cloudflare Bot Management,82,False,True,,,,
2010.udemy.com,Just a moment...,403,6640,2010.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,2010.udemy.com,cloudflare,443,https://2010.udemy.com:443,https,cloudflare,text/html,GET,104.18.160.90,/,-388374575,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
30.udemy.com,Just a moment...,403,6655,30.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,30.udemy.com,cloudflare,443,https://30.udemy.com:443,https,cloudflare,text/html,GET,104.18.160.90,/,1010951138,2606:4700::6812:a05a,Cloudflare Bot Management,82,False,True,,,,
40.udemy.com,Just a moment...,403,6634,40.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,40.udemy.com,cloudflare,443,https://40.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,666957319,2606:4700::6812:a05a,Cloudflare Bot Management,82,False,True,,,,
50.udemy.com,Just a moment...,403,6634,50.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,50.udemy.com,cloudflare,443,https://50.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,1125574919,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
53.udemy.com,Just a moment...,403,6634,53.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,53.udemy.com,cloudflare,443,https://53.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,-1916933396,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
60.udemy.com,Just a moment...,403,6634,60.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,60.udemy.com,cloudflare,443,https://60.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,-906198576,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
70.udemy.com,Just a moment...,403,6655,70.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,70.udemy.com,cloudflare,443,https://70.udemy.com:443,https,cloudflare,text/html,GET,104.18.160.90,/,97139958,2606:4700::6812:a05a,Cloudflare Bot Management,82,False,True,,,,
95-1-95.revenuewebhook.udemy.com,403 Forbidden,403,151,95-1-95.revenuewebhook.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-04-07T00:00:00Z,2020-10-14T23:59:59Z,CN=ssl826386.cloudflaressl.com,ssl826386.cloudflaressl.com,,ssl826386.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,651266b29091fb462badf4c1766cabcc,8aa186031abb4b4cf06016b7a42fc42c5058b72dacfe402eca8f497e3264a4bf,,ctls,95-1-95.revenuewebhook.udemy.com,cloudflare,443,https://95-1-95.revenuewebhook.udemy.com:443,https,cloudflare,text/html,GET,104.18.160.90,/,1210513009,2606:4700::6810:e25b,Cloudflare,8,False,True,True,True,,
ablink.alerts.udemy.com,Just a moment...,403,6725,ablink.alerts.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-05-28T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",ablink.udemybusiness.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",62e2b9c8d87b2c4376906defe0471336,ba6da0d9937da7f2b29d20fc303a26b5d291bd54ba60238ecb217619fac3035d,True,ctls,ablink.alerts.udemy.com,cloudflare,443,https://ablink.alerts.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,441739024,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
ablink.students.udemy.com,Just a moment...,403,6731,ablink.students.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-05-28T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",ablink.udemybusiness.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",62e2b9c8d87b2c4376906defe0471336,ba6da0d9937da7f2b29d20fc303a26b5d291bd54ba60238ecb217619fac3035d,True,ctls,ablink.students.udemy.com,cloudflare,443,https://ablink.students.udemy.com:443,https,cloudflare,text/html,GET,104.18.160.90,/,256320719,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
about.udemy.com,Just a moment...,403,6662,about.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,about.udemy.com,cloudflare,443,https://about.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,1906041380,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
absagroup.udemy.com,Just a moment...,403,6674,absagroup.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,absagroup.udemy.com,cloudflare,443,https://absagroup.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,-1652742715,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
accentureatcp.udemy.com,Just a moment...,403,6725,accentureatcp.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,accentureatcp.udemy.com,cloudflare,443,https://accentureatcp.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,348891048,2606:4700::6812:a05a,Cloudflare Bot Management,82,False,True,,,,
affiliates.udemy.com,Just a moment...,403,6696,affiliates.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,affiliates.udemy.com,cloudflare,443,https://affiliates.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,-1804909549,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
affiliatesupport.udemy.com,Just a moment...,403,6710,affiliatesupport.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,affiliatesupport.udemy.com,cloudflare,443,https://affiliatesupport.udemy.com:443,https,cloudflare,text/html,GET,104.18.160.90,/,-1816402771,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
aflacjp2.udemy.com,Just a moment...,403,6690,aflacjp2.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,aflacjp2.udemy.com,cloudflare,443,https://aflacjp2.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,-1011724554,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
aircraftpropeller.udemy.com,Just a moment...,403,6753,aircraftpropeller.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,aircraftpropeller.udemy.com,cloudflare,443,https://aircraftpropeller.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,369885958,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
alishow-animacion-1.udemy.com,Just a moment...,403,6760,alishow-animacion-1.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,alishow-animacion-1.udemy.com,cloudflare,443,https://alishow-animacion-1.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,687935681,2606:4700::6812:a05a,Cloudflare Bot Management,82,False,True,,,,
allwynent.udemy.com,Just a moment...,403,6674,allwynent.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,allwynent.udemy.com,cloudflare,443,https://allwynent.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,1132086875,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
anadolusigorta.udemy.com,Just a moment...,403,6724,anadolusigorta.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,anadolusigorta.udemy.com,cloudflare,443,https://anadolusigorta.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,-155433093,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
arabbank.host120.udemy.com,403 Forbidden,403,151,arabbank.host120.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-04-07T00:00:00Z,2020-10-14T23:59:59Z,CN=ssl826386.cloudflaressl.com,ssl826386.cloudflaressl.com,,ssl826386.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,651266b29091fb462badf4c1766cabcc,8aa186031abb4b4cf06016b7a42fc42c5058b72dacfe402eca8f497e3264a4bf,,ctls,arabbank.host120.udemy.com,cloudflare,443,https://arabbank.host120.udemy.com:443,https,cloudflare,text/html,GET,104.18.160.90,/,1210513009,2606:4700::6810:e25b,Cloudflare,8,False,True,True,True,,
arabbank.udemy.com,Just a moment...,403,6669,arabbank.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,arabbank.udemy.com,cloudflare,443,https://arabbank.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,-973300628,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
arise.udemy.com,Just a moment...,403,6662,arise.udemy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2024-06-10T23:59:59Z,"CN=udemy.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",udemy.com,"Cloudflare, Inc.",*.udemy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",1420b218e7a952db3f97ac7d56bd622d,3760737f45dbed53b9b64f9f1d15018633ba920518f155cde3875ef825d46991,True,ctls,arise.udemy.com,cloudflare,443,https://arise.udemy.com:443,https,cloudflare,text/html,GET,104.16.226.91,/,1189974199,2606:4700::6810:e25b,Cloudflare Bot Management,82,False,True,,,,
