new,host,ttl,a,ns,txt,caa,status_code,mx,has_internal_ips,internal_ips
[x],7x71xcom.mobilesrepublic.appygamer220477710107xx7x017com.mobilesrepublic.appygeek292977710107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],7x74211x777x71xcom.miniinthebox.android25727x75221xxx7x71xcom.mobilesrepublic.appygamer220477710107xx7x017com.mobilesrepublic.appygeek292977710107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],7x75221xxx7x71xcom.mobilesrepublic.appygamer220477710107xx7x017com.mobilesrepublic.appygeek292977710107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],7xx77017com.picsart.studio,3600,,,,,NOERROR,mail.h-email.net,,
[x],7xx7x017com.mobilesrepublic.appygeek292977710107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],7xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],805443128com.outfit7.talkinggingerfree77872514com.outfit7.talkingtom79903020com.outfit7.talkingtom2free79583626com.pandora.android131492819com.particlenews.newsbreak37874161016222com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],82453googletranslatecom.google.android.apps.translate2.4.2103-56picsartphotostudiocom.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],85-7-49.mirrorcom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],8hswr22.evaluation.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],9.4.0.176125com.nike.nikeplus-gps13166126de.burgerking.burgerking1400127com.wetter.prolite1.5.1128com.limasky.doodlejumpes1.0.1129de.mcdonalds.mcdonaldsinfoapp1.1.2130com.apple.itunesu699131com.lufthansa.launcher2.6.0132com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],9.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],91-2-8.mirrorcom.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],92977710107xx7x017com.myfitnesspal.android29587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],9587772020xx77x017com.noom.walk231677720207xx77017com.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],a-96-119-16-10.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],a-96-119-16-10.picsart.studio.picsart.studio,3600,"13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],a-96-119-16-2.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],a-96-119-32-55.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],a-96-119-32-55.picsart.studio.picsart.studio,600,104.247.81.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],aavona.picsart.studio,371,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ac6-www-ac6-www-0lightsourcedssl2507.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],acc.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],access.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],account-catch-fai-oers9e-antivirus.content.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],accountstg-listsync.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],acipesu.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],acipesu.picsart.studio.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],adagousercom.picsart.studio,540,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],adhesion.hhdj13z8830h6bf.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],admetricsclone2admin.picsart.studio,600,104.247.81.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],admin-dev.picsart.studio,600,104.247.81.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],admin.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],administrator.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ads.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],advance.stage.cms.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],advomsapp2.feature08.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],aeroyogamadridmeet.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],aiedb-009s-playbook-in-action-pbains-staging.picsart.studio,600,185.53.177.12,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],akatest3-ion-www.picsart.studio.picsart.studio,500,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],alephium.1photography1com.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,,NOERROR,,,
[x],alphawikialpha.fgraph0-1.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],alteryx.pubsky.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ampxy.hhdj13z8830h6bf.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],analyticautodandomain.mirrorcom.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],anama.grafana.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],anatomiaulegloscicoliving.picsart.studio,3600,"13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],angrybirdsspacecom.rovio.angrybirdsspace.ads1.2.11210x182453googletranslatecom.google.android.apps.translate2.4.2103-56picsartphotostudiocom.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],anti.gpsmobilesolutions34.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],api-glb-bln.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],api.picsart.studio,600,104.247.81.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],apiadmin-s1.ghislainpalhout.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],app-06.admin.picsart.studio,3600,,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],app-com.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],app-com.picsart.studio.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],app.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],app.picsart.studio.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],apps-pinsk.www.picsart.studio,600,185.53.177.12,,,letsencrypt.org,NOERROR,,,
[x],apps.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],arion.picsart.studio,495,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],arroyo.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],as-apg-rvpn-h3.feature08.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",,,NOERROR,,,
[x],as600-brocade02.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],as600-brocade02.picsart.studio.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],asci.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ash1-keymastercassandra-b4.studio.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],ash2-apollotunigo-a2.app-com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ash2-radioapollo-a3.pubmmr-zrdlfvsc5qflxzxy.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],askjoegagnonfish.picsart.studio,600,185.53.177.12,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],asset.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],assets.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],assets.picsart.studio.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],astra-reporting-ui.evaluation.picsart.studio,600,104.247.81.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],athena-qa-gcp.hhdj13z8830h6bf.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],atl-prd-msiem08.mirrorcom.picsart.studio,600,185.53.177.12,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],atlas.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],atomstar71.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],attathomebe.mirrorcom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],auk60z.studio.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],autodandomain-19ntrollererfig-lab.admin.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],autodandomain-certlererfig-lab.pubsky.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],autodandomain-myaccount-lab.tpe-f5gtm2.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],autodiscover.pt.picsart.studio,3600,,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],avishkar-ma-ext-e2e-qydc.studio.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],avs-alexa-13-fe.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],azinflipboard.app1.8.4105x51angrybirdsspacecom.rovio.angrybirdsspace.ads1.2.11210x182453googletranslatecom.google.android.apps.translate2.4.2103-56picsartphotostudiocom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],b2bqa.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],b641dd2e.dmz.picsart.studio,3248,,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],backend.picsart.studio,600,185.53.177.12,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],baiduspider-123-125-66-23.evaluation.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],baiduspider-180-76-15-40.avs-alexa-13-fe.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns2.parkingcrew.net, ns1.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],baiduspider-ad-61-135-186-48.corp.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],bayansekerr.team-sales.picsart.studio,300,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],bd54cc5e.grafana.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,,NOERROR,,,
[x],bd77e1y.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],bd77e1y.picsart.studio.picsart.studio,2027,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],bentley-tiburon-4.com.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],bestofpinteresttldap.picsart.studio,323,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],bestofpinteresttmybicollab.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],bid461q.grafana.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],bid46i4.hhdj13z8830h6bf.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],bid46n0.card-snooze4-6.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],birdsspacecom.rovio.angrybirdsspace.ads1.2.11210x182453googletranslatecom.google.android.apps.translate2.4.2103-56picsartphotostudiocom.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],blog.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],blog.picsart.studio.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],blynk-monitoring.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],bolneywineestate.feature08.picsart.studio,575,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],boogie.17-121-121-76.picsart.studio,600,104.247.81.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],brasilns4.picsart.studio,600,"185.53.177.12, 13.248.158.159, 76.223.21.9","ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],brattle1-vpn.fgraph0-1.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,,NOERROR,mail.h-email.net,,
[x],bucket-m.card-snooze4-6.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],bucketcustomersdevusers.com.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],builds.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],builds.picsart.studio.picsart.studio,3600,,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],bullhorn-privacy.evaluation.picsart.studio,2733,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],c1b11-012.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],ca5105ddc5bc2de4e8e691213e110992.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],capmed-47-104-4.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],capmed-47-104-4.picsart.studio.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],capmed-47-12-56.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],capmed-47-14-16.picsart.studio,457,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],card-snooze4-6.picsart.studio,557,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,,,
[x],card-snooze4-6.picsart.studio.picsart.studio,600,104.247.81.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],careers.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],careers.picsart.studio.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],carino.avs-alexa-13-fe.picsart.studio,600,104.247.81.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,mail.h-email.net,,
[x],carrieroderick6license.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],carrieroderick6mathahon.picsart.studio,600,185.53.177.12,"ns1.parkingcrew.net, ns2.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],carry-hawk-ausw2a.admin.picsart.studio,1899,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,,,
[x],castle7.picsart.studio,455,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],cbrd-ext-k4010.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],cdw.million12com.picsart.studio,3600,,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,,NOERROR,,,
[x],cec.cms1.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",,letsencrypt.org,NOERROR,,,
[x],cei2q.picsart.studio,600,185.53.177.12,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],cf2.picsart.studio,600,185.53.177.12,,v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],chasebc-uat.picsart.studio,600,185.53.177.12,,,letsencrypt.org,NOERROR,mail.h-email.net,,
[x],chasebc-uat.picsart.studio.picsart.studio,3600,,"ns2.parkingcrew.net, ns1.parkingcrew.net",v=spf1 ip6:fd1b:212c:a5f9::/48 -all,letsencrypt.org,NOERROR,mail.h-email.net,,
