new,host,ttl,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,caa,txt,mx,has_internal_ips,internal_ips
,nattcdpdl.production.curve.app,24,,"2600:9000:2251:7e00:0:d856:9bc0:93a1, 2600:9000:2251:c600:0:d856:9bc0:93a1, 2600:9000:2251:5e00:0:d856:9bc0:93a1, 2600:9000:2251:d800:0:d856:9bc0:93a1, 2600:9000:2251:5a00:0:d856:9bc0:93a1, 2600:9000:2251:e400:0:d856:9bc0:93a1, 2600:9000:2251:c00:0:d856:9bc0:93a1, 2600:9000:2251:5c00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,
,naturesbasket.production.curve.app,30,"3.162.125.60, 3.162.125.128, 3.162.125.27, 3.162.125.123, 205.251.192.80, 205.251.194.176, 205.251.196.99, 205.251.199.54",,d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
,nbfkdca-smmi13.production.curve.app,30,"3.162.38.108, 3.162.38.80, 3.162.38.87, 3.162.38.110","2600:9000:2251:1400:0:d856:9bc0:93a1, 2600:9000:2251:5e00:0:d856:9bc0:93a1, 2600:9000:2251:9a00:0:d856:9bc0:93a1, 2600:9000:2251:1e00:0:d856:9bc0:93a1, 2600:9000:2251:f600:0:d856:9bc0:93a1, 2600:9000:2251:4c00:0:d856:9bc0:93a1, 2600:9000:2251:9c00:0:d856:9bc0:93a1, 2600:9000:2251:4a00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
,nc.production.curve.app,30,"18.239.94.14, 18.239.94.31, 18.239.94.21, 18.239.94.94",,d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
,ndev2.production.curve.app,30,"13.32.99.33, 13.32.99.48, 13.32.99.67, 13.32.99.9","2600:9000:2251:5200:0:d856:9bc0:93a1, 2600:9000:2251:2600:0:d856:9bc0:93a1, 2600:9000:2251:ae00:0:d856:9bc0:93a1, 2600:9000:2251:2000:0:d856:9bc0:93a1, 2600:9000:2251:ec00:0:d856:9bc0:93a1, 2600:9000:2251:d800:0:d856:9bc0:93a1, 2600:9000:2251:9400:0:d856:9bc0:93a1, 2600:9000:2251:e400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
,nellis-diia.production.curve.app,30,"13.32.99.33, 13.32.99.48, 13.32.99.67, 13.32.99.9","2600:9000:2251:ce00:0:d856:9bc0:93a1, 2600:9000:2251:dc00:0:d856:9bc0:93a1, 2600:9000:2251:de00:0:d856:9bc0:93a1, 2600:9000:2251:2c00:0:d856:9bc0:93a1, 2600:9000:2251:5600:0:d856:9bc0:93a1, 2600:9000:2251:9200:0:d856:9bc0:93a1, 2600:9000:2251:b600:0:d856:9bc0:93a1, 2600:9000:2251:c000:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com",NOERROR,True,cloudfront,,,,,
,nemesis.production.curve.app,30,"13.32.99.33, 13.32.99.9, 13.32.99.48, 13.32.99.67","2600:9000:2251:ee00:0:d856:9bc0:93a1, 2600:9000:2251:8800:0:d856:9bc0:93a1, 2600:9000:2251:800:0:d856:9bc0:93a1, 2600:9000:2251:fa00:0:d856:9bc0:93a1, 2600:9000:2251:4000:0:d856:9bc0:93a1, 2600:9000:2251:c200:0:d856:9bc0:93a1, 2600:9000:2251:600:0:d856:9bc0:93a1, 2600:9000:2251:2600:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
,nest-egg-be-checkins.production.curve.app,30,"3.162.38.110, 3.162.38.108, 3.162.38.80, 3.162.38.87","2600:9000:262a:8200:0:d856:9bc0:93a1, 2600:9000:262a:9400:0:d856:9bc0:93a1, 2600:9000:262a:e000:0:d856:9bc0:93a1, 2600:9000:262a:4e00:0:d856:9bc0:93a1, 2600:9000:262a:9600:0:d856:9bc0:93a1, 2600:9000:262a:4c00:0:d856:9bc0:93a1, 2600:9000:262a:ae00:0:d856:9bc0:93a1, 2600:9000:262a:ec00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,
,neteuproxyoppofind.production.curve.app,30,"13.32.99.33, 13.32.99.67, 13.32.99.9, 13.32.99.48","2600:9000:2479:d000:0:d856:9bc0:93a1, 2600:9000:2479:e800:0:d856:9bc0:93a1, 2600:9000:2479:3600:0:d856:9bc0:93a1, 2600:9000:2479:2600:0:d856:9bc0:93a1, 2600:9000:2479:200:0:d856:9bc0:93a1, 2600:9000:2479:c800:0:d856:9bc0:93a1, 2600:9000:2479:7000:0:d856:9bc0:93a1, 2600:9000:2479:6a00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,
,netorigin.production.curve.app,180,"216.137.52.96, 216.137.52.85, 216.137.52.62, 216.137.52.60","2600:9000:2251:e400:0:d856:9bc0:93a1, 2600:9000:2251:5200:0:d856:9bc0:93a1, 2600:9000:2251:2600:0:d856:9bc0:93a1, 2600:9000:2251:ae00:0:d856:9bc0:93a1, 2600:9000:2251:2000:0:d856:9bc0:93a1, 2600:9000:2251:ec00:0:d856:9bc0:93a1, 2600:9000:2251:d800:0:d856:9bc0:93a1, 2600:9000:2251:9400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1846.awsdns-38.co.uk, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
,network-69-16-135-16.production.curve.app,30,"3.162.38.80, 3.162.38.110, 3.162.38.108, 3.162.38.87","2600:9000:2251:a200:0:d856:9bc0:93a1, 2600:9000:2251:6600:0:d856:9bc0:93a1, 2600:9000:2251:9800:0:d856:9bc0:93a1, 2600:9000:2251:5600:0:d856:9bc0:93a1, 2600:9000:2251:3a00:0:d856:9bc0:93a1, 2600:9000:2251:5200:0:d856:9bc0:93a1, 2600:9000:2251:de00:0:d856:9bc0:93a1, 2600:9000:2251:2800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
,network-v22.production.curve.app,30,"18.239.94.94, 18.239.94.14, 18.239.94.31, 18.239.94.21","2600:9000:2251:9400:0:d856:9bc0:93a1, 2600:9000:2251:e400:0:d856:9bc0:93a1, 2600:9000:2251:5200:0:d856:9bc0:93a1, 2600:9000:2251:2600:0:d856:9bc0:93a1, 2600:9000:2251:ae00:0:d856:9bc0:93a1, 2600:9000:2251:2000:0:d856:9bc0:93a1, 2600:9000:2251:ec00:0:d856:9bc0:93a1, 2600:9000:2251:d800:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1123.awsdns-12.org",NOERROR,True,cloudfront,,,,,
,newaccess-teamcentadm.production.curve.app,180,"13.32.99.67, 13.32.99.9, 13.32.99.33, 13.32.99.48","2600:9000:262a:a400:0:d856:9bc0:93a1, 2600:9000:262a:b000:0:d856:9bc0:93a1, 2600:9000:262a:400:0:d856:9bc0:93a1, 2600:9000:262a:2200:0:d856:9bc0:93a1, 2600:9000:262a:2000:0:d856:9bc0:93a1, 2600:9000:262a:6400:0:d856:9bc0:93a1, 2600:9000:262a:b400:0:d856:9bc0:93a1, 2600:9000:262a:8c00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,
,newdns-share.production.curve.app,30,"205.251.192.80, 205.251.194.176, 205.251.196.99, 205.251.199.54","2600:9000:2251:2c00:0:d856:9bc0:93a1, 2600:9000:2251:5600:0:d856:9bc0:93a1, 2600:9000:2251:9200:0:d856:9bc0:93a1, 2600:9000:2251:b600:0:d856:9bc0:93a1, 2600:9000:2251:c000:0:d856:9bc0:93a1, 2600:9000:2251:ce00:0:d856:9bc0:93a1, 2600:9000:2251:dc00:0:d856:9bc0:93a1, 2600:9000:2251:de00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-1123.awsdns-12.org, ns-688.awsdns-22.net, ns-80.awsdns-10.com, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
,newminervaproxyslaveconfig.production.curve.app,60,"108.156.22.4, 108.156.22.108, 108.156.22.38, 108.156.22.123, 205.251.192.80, 205.251.194.176, 205.251.196.99, 205.251.199.54","2600:9000:2251:3600:0:d856:9bc0:93a1, 2600:9000:2251:fa00:0:d856:9bc0:93a1, 2600:9000:2251:1c00:0:d856:9bc0:93a1, 2600:9000:2251:3400:0:d856:9bc0:93a1, 2600:9000:2251:5000:0:d856:9bc0:93a1, 2600:9000:2251:9c00:0:d856:9bc0:93a1, 2600:9000:2251:7000:0:d856:9bc0:93a1, 2600:9000:2251:2c00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
,newschooledu.production.curve.app,30,"3.162.38.108, 3.162.38.87, 3.162.38.110, 3.162.38.80",,d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,
,nfsight.production.curve.app,19,"52.85.243.56, 52.85.243.51, 52.85.243.69, 52.85.243.79","2600:9000:2251:6c00:0:d856:9bc0:93a1, 2600:9000:2251:d800:0:d856:9bc0:93a1, 2600:9000:2251:9200:0:d856:9bc0:93a1, 2600:9000:2251:2e00:0:d856:9bc0:93a1, 2600:9000:2251:e00:0:d856:9bc0:93a1, 2600:9000:2251:9a00:0:d856:9bc0:93a1, 2600:9000:2251:9000:0:d856:9bc0:93a1, 2600:9000:2251:fc00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,
,ng10-ip10.production.curve.app,30,"13.32.99.48, 13.32.99.67, 13.32.99.33, 13.32.99.9","2600:9000:2251:3800:0:d856:9bc0:93a1, 2600:9000:2251:9800:0:d856:9bc0:93a1, 2600:9000:2251:a600:0:d856:9bc0:93a1, 2600:9000:2251:aa00:0:d856:9bc0:93a1, 2600:9000:2251:3600:0:d856:9bc0:93a1, 2600:9000:2251:8200:0:d856:9bc0:93a1, 2600:9000:2251:6c00:0:d856:9bc0:93a1, 2600:9000:2251:dc00:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",,NOERROR,True,cloudfront,,,,,
,ng8-vm1.production.curve.app,30,"13.32.99.9, 13.32.99.33, 13.32.99.48, 13.32.99.67",,d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-80.awsdns-10.com, ns-688.awsdns-22.net, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk",NOERROR,True,cloudfront,,,,,
,ngp-data-service.production.curve.app,30,"13.32.99.9, 13.32.99.33, 13.32.99.67, 13.32.99.48","2600:9000:262a:9600:0:d856:9bc0:93a1, 2600:9000:262a:ec00:0:d856:9bc0:93a1, 2600:9000:262a:e000:0:d856:9bc0:93a1, 2600:9000:262a:4c00:0:d856:9bc0:93a1, 2600:9000:262a:8200:0:d856:9bc0:93a1, 2600:9000:262a:4e00:0:d856:9bc0:93a1, 2600:9000:262a:ae00:0:d856:9bc0:93a1, 2600:9000:262a:9400:0:d856:9bc0:93a1",d3tvd9pcwkvaen.cloudfront.net,"{'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'd3tvd9pcwkvaen.cloudfront.net', 'ns': 'ns-1846.awsdns-38.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}","ns-80.awsdns-10.com, ns-1123.awsdns-12.org, ns-1846.awsdns-38.co.uk, ns-688.awsdns-22.net",NOERROR,True,cloudfront,,,,,
