input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_wildcard_certificate,cdn_name,webserver,tech_,cdn,tls_mismatched,final_url,tls_subject_org_
support.pubg.com,Security check,403,7828,support.pubg.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-01T23:39:12Z,2023-08-30T23:39:11Z,CN=support.pubg.com,support.pubg.com,xboxsupport.pubg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,91fe41bcbc14e36dc5c3dc1a76048fbd,9793aedd99a9bad9719dfae9899533953fd866d61e8010cccc93a184834365ce,ctls,support.pubg.com,443,https://support.pubg.com:443,https,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,104,False,,cloudflare,cloudflare,Cloudflare,True,,https://support.pubg.com/hc/en-us,
telemetry-cdn.pubg.com,,403,255,telemetry-cdn.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-24T00:00:00Z,2024-02-22T23:59:59Z,CN=*.playbattlegrounds.com,*.playbattlegrounds.com,*.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a1a9b56f41db76bd08fe42191f331c44,aaec985f5aa4b99d982a1775c0f4d8478403c4728b11cbb76c128c83c5228509,ctls,telemetry-cdn.pubg.com,443,https://telemetry-cdn.pubg.com:443,https,application/xml,GET,65.9.66.62,/,-140063915,2600:9000:206f:4400:1e:89f3:42c0:93a1,2,False,True,cloudfront,AmazonS3,Amazon Web Services,True,True,,
vikendi.pass.pubg.com,Survivor Pass : Vikendi | Every Day is a Snow Day,200,588591,vikendi.pass.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-01T14:30:08Z,2023-08-30T14:30:07Z,CN=vikendi.pass.pubg.com,vikendi.pass.pubg.com,vikendi.pass.pubg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,745912cd49de9bab2e86683fc30b3527,af65f27304c6527b3ba88fae5b051cca6b29935c965c4162d87bcf0279da21b0,ctls,vikendi.pass.pubg.com,443,https://vikendi.pass.pubg.com:443,https,text/html,GET,34.141.72.9,/,441895647,2a05:d014:275:cb02::c8,213,False,,google,Netlify,Netlify,True,,,
vikendi.pubg.com,PUBG: BATTLEGROUNDS,200,948305,pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,ctls,pubg.com,443,https://vikendi.pubg.com:443,https,text/html,GET,3.37.2.155,/,1495759234,15.164.253.169,111,False,True,,,YouTube,,,https://pubg.com:443/en,
wp.pubgesports.com,PUBG Esports – PUBG Esports,200,25264,wp.pubgesports.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-22T23:59:59Z,CN=*.pubgesports.com,*.pubgesports.com,*.pubgesports.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9e076cf7534220e583e89e5b5cf7feac,42d363653b7ce85203994189d8709984d465db80c2091ba7ffe0be9baa2e118d,ctls,wp.pubgesports.com,443,https://wp.pubgesports.com:443,https,text/html,GET,44.239.11.115,/,357109550,44.235.234.30,414,False,True,,nginx/1.22.0,WordPress:5.8,,,,
wpapi.pubgesports.com,403 Forbidden,403,118,wpapi.pubgesports.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-08-22T23:59:59Z,CN=*.pubgesports.com,*.pubgesports.com,*.pubgesports.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,da90f527662b3999fbab48fcf8f88807,2719890765646d3d47094a70bb81823069a89d3ad552748f817788484027b1d0,ctls,wpapi.pubgesports.com,443,https://wpapi.pubgesports.com:443,https,text/html,GET,143.204.215.63,/,1344368402,143.204.215.124,7,False,True,cloudfront,awselb/2.0,Amazon Web Services,True,,,
wpcdn.pubgesports.com,,403,243,wpcdn.pubgesports.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-08-22T23:59:59Z,CN=*.pubgesports.com,*.pubgesports.com,*.pubgesports.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,da90f527662b3999fbab48fcf8f88807,2719890765646d3d47094a70bb81823069a89d3ad552748f817788484027b1d0,ctls,wpcdn.pubgesports.com,443,https://wpcdn.pubgesports.com:443,https,application/xml,GET,18.66.122.90,/,-1981390214,18.66.122.103,2,False,True,cloudfront,AmazonS3,Amazon Web Services,True,,,
wstatic-prod-event.pubg.com,,403,243,wstatic-prod-event.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,ctls,wstatic-prod-event.pubg.com,443,https://wstatic-prod-event.pubg.com:443,https,application/xml,GET,13.224.189.103,/,483877925,13.224.189.118,2,False,True,cloudfront,AmazonS3,Amazon Web Services,True,,,
www.battlegrounds.pubg.com,PUBG: BATTLEGROUNDS,200,948305,pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,ctls,pubg.com,443,https://www.battlegrounds.pubg.com:443,https,text/html,GET,18.66.97.84,/,1495759234,18.66.97.50,111,False,True,cloudfront,,YouTube,True,,https://pubg.com:443/en,
www.pubg.com,PUBG: BATTLEGROUNDS,200,948305,www.pubg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,ctls,www.pubg.com,443,https://www.pubg.com:443,https,text/html,GET,65.9.66.49,/,-1023740657,65.9.66.58,111,False,True,cloudfront,,YouTube,True,,https://www.pubg.com/en,
www.pubgesports.com,PUBG ESPORTS,200,334778,www.pubgesports.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-04-25T23:59:59Z,CN=pubg.com,pubg.com,*.kr.pubg.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a36dfdc36d1e3c3abfc535aa8e170d1,e7d97f60d8ce5df2f75a0635b13bfdc63b4d68e2b35d2f75863f860e6a7a4488,ctls,www.pubgesports.com,443,https://www.pubgesports.com:443,https,text/html,GET,54.230.112.34,/,-1646073087,54.230.112.104,81,False,True,cloudfront,,Vue.js,True,True,https://www.pubgesports.com/en,
xboxsupport.pubg.com,Security check,403,7861,xboxsupport.pubg.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-01T23:39:12Z,2023-08-30T23:39:11Z,CN=support.pubg.com,support.pubg.com,xboxsupport.pubg.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,91fe41bcbc14e36dc5c3dc1a76048fbd,9793aedd99a9bad9719dfae9899533953fd866d61e8010cccc93a184834365ce,ctls,xboxsupport.pubg.com,443,https://xboxsupport.pubg.com:443,https,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,104,False,,cloudflare,cloudflare,Cloudflare,True,,https://xboxsupport.pubg.com/hc/en-us,
