input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_mismatched,final_url,csp_domains_
ditigalspaceportugal.sgp1.digitaloceanspaces.com,,404,236,ditigalspaceportugal.sgp1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-02T00:00:00Z,2023-12-15T23:59:59Z,"CN=*.sgp1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.sgp1.digitaloceanspaces.com,"DigitalOcean, LLC",sgp1.digitaloceanspaces.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,94489c835dd170c4e6ca225283b34db7,11a84a72f4393c7433b9b8ac322e2ae8499fd352dc69149f462343e0fc8a122a,True,ctls,ditigalspaceportugal.sgp1.digitaloceanspaces.com,443,https://ditigalspaceportugal.sgp1.digitaloceanspaces.com:443,https,application/xml,GET,103.253.144.208,/,765236044,103.253.144.208,HSTS,1,False,,,,,,
divlystatic.fra1.digitaloceanspaces.com,,200,194067,divlystatic.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,divlystatic.fra1.digitaloceanspaces.com,443,https://divlystatic.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,424351521,5.101.109.44,HSTS,1,False,,,,,,
dl.apps.nyc3.cdn.digitaloceanspaces.com,,403,223,,,,,,,,,,,,,,,,,,,,80,http://dl.apps.nyc3.cdn.digitaloceanspaces.com:80,http,application/xml,GET,205.185.216.10,/,1234854445,205.185.216.42,HSTS,1,False,,,,,,
dni24.fra1.digitaloceanspaces.com,,403,221,dni24.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,dni24.fra1.digitaloceanspaces.com,443,https://dni24.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,-1528602870,5.101.109.44,HSTS,1,False,,,,,,
docs.digitalocean.com,Docs Home :: DigitalOcean Documentation,200,139901,docs.digitalocean.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T18:45:10Z,2023-08-04T18:45:09Z,CN=docs.digitalocean.com,docs.digitalocean.com,,docs.digitalocean.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7340d2aed41aa16cc4111d55bdc61078,b3b1ff5c13aad9ed10ad7a5b8655e73e2d4fa22b9573942451a651ff22308cd0,,ctls,docs.digitalocean.com,443,https://docs.digitalocean.com:443,https,text/html,GET,104.16.181.15,/,-397662843,2606:4700::6810:b50f,Hugo:0.110.0,530,False,cloudflare,cloudflare,True,,,https://marina.digitalocean.com
docus.sfo3.digitaloceanspaces.com,,404,240,docus.sfo3.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-09T00:00:00Z,2024-01-02T23:59:59Z,"CN=*.sfo3.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.sfo3.digitaloceanspaces.com,"DigitalOcean, LLC",sfo3.digitaloceanspaces.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ebc94737c21aaa7a0a7ff464662253c1,c6e52e68c23864a405b87cb30faf3f5b347edca2399719f8d52221d5d80c0df9,True,ctls,docus.sfo3.digitaloceanspaces.com,443,https://docus.sfo3.digitaloceanspaces.com:443,https,application/xml,GET,138.68.34.161,/,1813078655,138.68.34.161,HSTS,1,False,,,,,,
dodel.fra1.digitaloceanspaces.com,,403,221,dodel.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,dodel.fra1.digitaloceanspaces.com,443,https://dodel.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,1077068054,5.101.109.44,HSTS,1,False,,,,,,
dokana-space.fra1.digitaloceanspaces.com,,404,228,dokana-space.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,dokana-space.fra1.digitaloceanspaces.com,443,https://dokana-space.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,394702815,5.101.109.44,HSTS,1,False,,,,,,
dorajyasanher-pomsverxhz-kashyapters.fra1.cdn.digitaloceanspaces.com,,404,,,,,,,,,,,,,,,,,,,,,80,http://dorajyasanher-pomsverxhz-kashyapters.fra1.cdn.digitaloceanspaces.com:80,http,,GET,205.185.216.42,/,-1840324437,205.185.216.10,,1,False,,,,,,
douss.nyc3.digitaloceanspaces.com,,404,221,douss.nyc3.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-29T23:59:59Z,"CN=*.nyc3.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.nyc3.digitaloceanspaces.com,"DigitalOcean, LLC",nyc3.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ae22b59621ace14a46527f8983af585e,f568faac58e27dc5c8e0270c31a3987df4f0c5ff0e98acf2a0b7dd26d0a76e30,True,ctls,douss.nyc3.digitaloceanspaces.com,443,https://douss.nyc3.digitaloceanspaces.com:443,https,application/xml,GET,162.243.189.2,/,-13449669,162.243.189.2,HSTS,1,False,,,,,,
draag-space-1.fra1.digitaloceanspaces.com,,403,229,draag-space-1.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,draag-space-1.fra1.digitaloceanspaces.com,443,https://draag-space-1.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,-2112603804,5.101.109.44,HSTS,1,False,,,,,,
dradara.fra1.digitaloceanspaces.com,,403,223,dradara.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,dradara.fra1.digitaloceanspaces.com,443,https://dradara.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,1143359449,5.101.109.44,HSTS,1,False,,,,,,
drl.fra1.digitaloceanspaces.com,,200,347538,drl.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,drl.fra1.digitaloceanspaces.com,443,https://drl.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,1515186193,5.101.109.44,HSTS,1,False,,,,,,
dropsearn.fra1.digitaloceanspaces.com,,403,225,dropsearn.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,dropsearn.fra1.digitaloceanspaces.com,443,https://dropsearn.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,-1060031591,5.101.109.44,HSTS,1,False,,,,,,
drppz.nyc3.cdn.digitaloceanspaces.com,,403,221,drppz.nyc3.cdn.digitaloceanspaces.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-04T23:59:59Z,"CN=*.nyc3.cdn.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.nyc3.cdn.digitaloceanspaces.com,"DigitalOcean, LLC",nyc3.cdn.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f1b305abe08e1dfe63ca5e70ab5a0509,415e7429fcd358f1505b0d48103932883d916cb8da9455ef161f6f2ef2ba42fe,True,ctls,drppz.nyc3.cdn.digitaloceanspaces.com,443,https://drppz.nyc3.cdn.digitaloceanspaces.com:443,https,application/xml,GET,205.185.216.42,/,581442925,205.185.216.10,HSTS,1,False,,,,,,
drupal-space.nyc3.cdn.digitaloceanspaces.com,,403,227,drupal-space.nyc3.cdn.digitaloceanspaces.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-04T23:59:59Z,"CN=*.nyc3.cdn.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.nyc3.cdn.digitaloceanspaces.com,"DigitalOcean, LLC",nyc3.cdn.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f1b305abe08e1dfe63ca5e70ab5a0509,415e7429fcd358f1505b0d48103932883d916cb8da9455ef161f6f2ef2ba42fe,True,ctls,drupal-space.nyc3.cdn.digitaloceanspaces.com,443,https://drupal-space.nyc3.cdn.digitaloceanspaces.com:443,https,application/xml,GET,205.185.216.42,/,-1288068195,205.185.216.10,HSTS,1,False,,,,,,
dubb-fra1.fra1.digitaloceanspaces.com,,403,220,dubb-fra1.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,dubb-fra1.fra1.digitaloceanspaces.com,443,https://dubb-fra1.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,1309959477,5.101.109.44,HSTS,1,False,,,,,,
dubb-sfo3.sfo3.cdn.digitaloceanspaces.com,,403,244,dubb-sfo3.sfo3.cdn.digitaloceanspaces.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-09T00:00:00Z,2024-01-02T23:59:59Z,"CN=*.sfo3.cdn.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.sfo3.cdn.digitaloceanspaces.com,"DigitalOcean, LLC",sfo3.cdn.digitaloceanspaces.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,09e0730559403989ac675ab10b139f6a,228d1c3b9e90eb7f58139216d22dca73b05b78dbc918289649a19554b5b7e2ad,True,ctls,dubb-sfo3.sfo3.cdn.digitaloceanspaces.com,443,https://dubb-sfo3.sfo3.cdn.digitaloceanspaces.com:443,https,application/xml,GET,205.185.216.42,/,-569417910,205.185.216.10,HSTS,1,False,,,,,,
durmaztest.sgp1.digitaloceanspaces.com,,404,226,durmaztest.sgp1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-02T00:00:00Z,2023-12-15T23:59:59Z,"CN=*.sgp1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.sgp1.digitaloceanspaces.com,"DigitalOcean, LLC",sgp1.digitaloceanspaces.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,94489c835dd170c4e6ca225283b34db7,11a84a72f4393c7433b9b8ac322e2ae8499fd352dc69149f462343e0fc8a122a,True,ctls,durmaztest.sgp1.digitaloceanspaces.com,443,https://durmaztest.sgp1.digitaloceanspaces.com:443,https,application/xml,GET,103.253.144.208,/,192489021,103.253.144.208,HSTS,1,False,,,,,,
dvdata.fra1.digitaloceanspaces.com,,403,222,dvdata.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,dvdata.fra1.digitaloceanspaces.com,443,https://dvdata.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,1770463779,5.101.109.44,HSTS,1,False,,,,,,
e3-space.fra1.digitaloceanspaces.com,,200,325200,e3-space.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,e3-space.fra1.digitaloceanspaces.com,443,https://e3-space.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,470167733,5.101.109.44,HSTS,1,False,,,,,,
easy-ai-space.fra1.digitaloceanspaces.com,,403,229,easy-ai-space.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,easy-ai-space.fra1.digitaloceanspaces.com,443,https://easy-ai-space.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,-2029863892,5.101.109.44,HSTS,1,False,,,,,,
easysales1.fra1.digitaloceanspaces.com,,403,221,easysales1.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,easysales1.fra1.digitaloceanspaces.com,443,https://easysales1.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,1810556206,5.101.109.44,HSTS,1,False,,,,,,
easysales2.fra1.digitaloceanspaces.com,,403,226,easysales2.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,easysales2.fra1.digitaloceanspaces.com,443,https://easysales2.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,-274343739,5.101.109.44,HSTS,1,False,,,,,,
ebrand-premium-space1.fra1.digitaloceanspaces.com,,403,237,ebrand-premium-space1.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,ebrand-premium-space1.fra1.digitaloceanspaces.com,443,https://ebrand-premium-space1.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,-685267404,5.101.109.44,HSTS,1,False,,,,,,
eda.fra1.digitaloceanspaces.com,,404,219,eda.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,eda.fra1.digitaloceanspaces.com,80,http://eda.fra1.digitaloceanspaces.com:80,http,application/xml,GET,5.101.109.44,/,-1827317448,5.101.109.44,HSTS,1,False,,,,,https://eda.fra1.digitaloceanspaces.com/,
edead.nyc3.cdn.digitaloceanspaces.com,,200,130946,edead.nyc3.cdn.digitaloceanspaces.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-19T00:00:00Z,2024-05-04T23:59:59Z,"CN=*.nyc3.cdn.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.nyc3.cdn.digitaloceanspaces.com,"DigitalOcean, LLC",nyc3.cdn.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f1b305abe08e1dfe63ca5e70ab5a0509,415e7429fcd358f1505b0d48103932883d916cb8da9455ef161f6f2ef2ba42fe,True,ctls,edead.nyc3.cdn.digitaloceanspaces.com,443,https://edead.nyc3.cdn.digitaloceanspaces.com:443,https,application/xml,GET,205.185.216.10,/,527790617,205.185.216.42,HSTS,1,False,,,,,,
edutec.fra1.digitaloceanspaces.com,,403,217,edutec.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,edutec.fra1.digitaloceanspaces.com,443,https://edutec.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,-1034571955,5.101.109.44,HSTS,1,False,,,,,,
eeh-prod.fra1.digitaloceanspaces.com,,403,224,eeh-prod.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,eeh-prod.fra1.digitaloceanspaces.com,80,http://eeh-prod.fra1.digitaloceanspaces.com:80,http,application/xml,GET,5.101.109.44,/,-1691602905,5.101.109.44,HSTS,1,False,,,,,https://eeh-prod.fra1.digitaloceanspaces.com/,
ege-perla.fra1.digitaloceanspaces.com,,403,225,ege-perla.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,ege-perla.fra1.digitaloceanspaces.com,443,https://ege-perla.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,-720984420,5.101.109.44,HSTS,1,False,,,,,,
ejr-public-prod.fra1.digitaloceanspaces.com,,200,338277,ejr-public-prod.fra1.digitaloceanspaces.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-10T00:00:00Z,2024-04-27T23:59:59Z,"CN=*.fra1.digitaloceanspaces.com, O=DigitalOcean\, LLC, L=New York, ST=New York, C=US",*.fra1.digitaloceanspaces.com,"DigitalOcean, LLC",fra1.digitaloceanspaces.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ad4367b62a840bbfd850ea42b072ec73,deb8aa220120b5c6f0f507216751019320529f13b2ea43a0d1c26dc0288381e5,True,ctls,ejr-public-prod.fra1.digitaloceanspaces.com,443,https://ejr-public-prod.fra1.digitaloceanspaces.com:443,https,application/xml,GET,5.101.109.44,/,-1842103972,5.101.109.44,HSTS,1,False,,,,,,
