input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_mismatched
app.discord.com,Discord,200,9371,discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,True,ctls,discord.com,cloudflare,443,https://app.discord.com:443,https,cloudflare,text/html,GET,162.159.137.232,/,158398473,162.159.128.233,hCaptcha,49,False,True,https://discord.com/app,https://js.stripe.com,
blog.discord.com,Discord Blog,200,75202,discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,True,ctls,discord.com,cloudflare,443,https://blog.discord.com:443,https,cloudflare,text/html,GET,162.159.137.232,/,635161224,162.159.138.232,hCaptcha,390,False,True,https://discord.com/blog/,https://discordapp.com/domain-migration,
canary.discord.com,Discord | Your Place to Talk and Hang Out,200,44143,canary.discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",26d99efd06d1fe09aac998d6e008d57d,5a3e404ce97078da5c49e10f7913703afb19e679d417ccb0e3f46c41fa901d5b,True,ctls,canary.discord.com,cloudflare,443,https://canary.discord.com:443,https,cloudflare,text/html,GET,162.159.135.232,/,911599217,162.159.138.232,hCaptcha,61,False,True,,https://10851314.fls.doubleclick.net/,
email.creators.discord.com,,404,19,email.creators.discord.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-26T20:03:24Z,2023-08-24T20:03:23Z,CN=email.creators.discord.com,email.creators.discord.com,,email.creators.discord.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,45ea29cb3d1700aaf8ab8553e3d2ffa5,59164685e32ce0a73c8a02aee7963a2643bc36faa5aec49e939d139be4115fa5,,ctls,email.creators.discord.com,google,443,https://email.creators.discord.com:443,https,,text/plain,GET,34.102.239.211,/,-138391155,34.102.239.211,,2,False,True,,,
events.discord.com,discord.com,403,582,events.discord.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-13T19:03:57Z,2023-08-11T19:03:56Z,CN=events.discord.com,events.discord.com,,events.discord.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7bca007a4553b4be2602fc1fb7695c66,71eb54478fc9f2e207f4cd268367541362fd31ec1a48cc3c8d1965b93b8814d0,,ctls,events.discord.com,fastly,443,https://events.discord.com:443,https,DataDome,text/html,GET,146.75.122.133,/,-1110427655,146.75.122.133,Varnish,2,False,True,,,
feedback.discord.com,Security check,403,7945,support.discord.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-22T23:38:19Z,2023-08-20T23:38:18Z,CN=support.discord.com,support.discord.com,,support.discord.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,22069449890d95b2dda0eff352740235,b0f99cc7e5df047789d440b6b4735c2aedf8bf973c85eb1612c4104fbd86bd7d,,ctls,support.discord.com,cloudflare,443,https://feedback.discord.com:443,https,cloudflare,text/html,GET,162.159.128.233,/,2095737311,162.159.138.232,Cloudflare,103,False,True,https://support.discord.com/hc/en-us/community/topics,,
https://10851314.fls.doubleclick.net/,Error 404 (Not Found)!!1,404,1561,10851314.fls.doubleclick.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T08:20:01Z,2023-07-31T08:20:00Z,CN=*.doubleclick.net,*.doubleclick.net,,doubleclick.net,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,cbc00bd2af3e98e7bc90c83a842d82e1,b1f6205dd119d39b2867a8805a188638dfd293a4b87b241de748cbbb6d042011,True,ctls,10851314.fls.doubleclick.net,,443,https://10851314.fls.doubleclick.net:443,https,cafe,text/html,GET,142.250.186.70,/,302920777,142.250.186.70,HTTP/3,12,False,,,,True
https://api.github.com,,200,2262,api.github.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2024-03-15T23:59:59Z,"CN=*.github.com, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.com,"GitHub, Inc.",github.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,ba7af2959dadde12f1b1a0d702a8b70a,b6174d4c3ec5ae768610ad705544b4600e514a55718a94c636563cbaa4dd664c,True,ctls,api.github.com,,443,https://api.github.com:443,https,GitHub.com,application/json,GET,140.82.121.6,/,1848946384,140.82.121.6,HSTS,1,False,,,,
https://api.greenhouse.io,Sign In | Greenhouse,200,861887,api.greenhouse.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-04T14:20:54Z,2023-07-03T14:20:53Z,CN=api.greenhouse.io,api.greenhouse.io,,api.greenhouse.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,75860c276c1997223475bcaa1fdf1375,e8262689c36283c92eea0b62ee9b925707c1c200712104496f8bb63fb468e2d6,,ctls,api.greenhouse.io,,443,https://api.greenhouse.io:443,https,,text/html,GET,54.172.188.171,/,-80319769,3.224.238.78,Ruby on Rails,475,False,,https://api.greenhouse.io/users/sign_in,tagmanager.google.com,
https://canary.discordapp.com/domain-migration,Discord Domain Migration,200,2407,canary.discordapp.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",113084451d083af8de8c9903dbc943c6,63f65c06fdf986535c75bb54cf5c8b1ae83d7e37ee0aabd5adcbc01d57fa153c,True,ctls,canary.discordapp.com,cloudflare,443,https://canary.discordapp.com:443/domain-migration,https,cloudflare,text/html,GET,162.159.129.233,/domain-migration,-40518294,162.159.135.233,hCaptcha,15,False,True,,https://hooks.stripe.com,
