new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt,mx,caa,ns
[x],mailgw1.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mailgw2.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mailgw3.hm.com,194.103.63.140,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mailgw4.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mailgw5.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mailjp.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mailsync01.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mdmadmin.hm.com,,,"cn175.awmdm.com, cn175vip.awmdm.com","ns-187.awsdns-23.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],mdmaw.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mdmawprod.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mdmtest.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mdmtestvpn.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mdmvpn.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],metrics.hm.com,,,hm.com.112.2o7.net,"ns201.adobe.net, hostmaster.adobe.com, dnsadmin.omniture.com",NOERROR,,,,,,
[x],mfe-acc.cos.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,True,google,,,,
[x],mfe-dev.cos.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,True,google,,,,
[x],mfe-dev.stories.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,True,google,,,,
[x],mfe-prod.cos.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,True,google,,,,
[x],mfe-sit.cos.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,True,google,,,,
[x],mitte-api.hm.com,,"2a02:26f0:1700:78d::6ae, 2a02:26f0:1700:792::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],mitte.hm.com,,,mitte.netlify.com,"dns1.p04.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,
[x],mob.hm.com,,,"mob.hm.com.edgesuite.net, a1082.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],mobileconf.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mobileconf2.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],modemitverantwortung.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],monki.com,104.87.191.149,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,"f+Xbk2/SL9TWhfv9QT9r3R4NdzrCNov/TTaLAHVveq4IYHtEdWoTK2CV4FBKMBHysEc9Y9iN4OGkOpVIjywa0w==, facebook-domain-verification=6m15tff05c9mln3d49xfpfzr5qkjim, google-site-verification=bW-Lu6Tq_fnLjNcLb9KGiqdRAB6NRFBn01d7KPuH83c, google-site-verification=cPahG89ppG8tmNRPYNdcuo0vDBXauhdbyQst7mfP96Q, google-site-verification=pFD0tlrnwxlI1cOqRFlMKcsyzJ6zSI_hU2TN0sxobhM, miro-verification=a768d89c4db6833b7b5132bc405f2c4a4faa4c78, bLGr85rNIhl4oLCGUpYMbjbqFup3ArrInF6RsJK7p/246Ux3rRN5zl+Dod2UMsCmHXdRZqCoHBDJQTdoZHg0BA==, MS=ms70181905, v=spf1 include:spf.protection.outlook.com include:_spf.anpdm.com include:spf.qb-feedback.com include:_spf.questback.net ip4:212.16.165.71 ip4:212.16.165.72 ip4:193.234.233.154 ip4:193.234.233.155 -all, atlassian-domain-verification=rXgVxegDgh2fm4nQaoSlS90nXn0F6BYiJPHz4hjMlzVu2I0+kSuZP0TnhjyUSZGp, adobe-idp-site-verification=e1bdf701-0377-46b4-8765-58ba91ab27e5",,,
[x],move.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],moveus.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],mx001.mobile.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],news.arket.com,,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=d5V36FirP4BNuE5XK9bsyf6hQ_Mn8Lv7hajCCBpfK24, v=spf1 ip4:172.82.226.0/24 -all",inbound.campaign.adobe.com,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net"
[x],news.cos.com,,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],news.stories.com,,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=iPKVwRbCmaYlSPi624mz3cypW0nkGdyta-Eypfj1JBo, v=spf1 ip4:172.82.226.0/24 -all",inbound.campaign.adobe.com,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net"
[x],newsletter.afound.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,,,v=spf1 include:spf.sendinblue.com mx ~all,newslettersib.afound.com,,
[x],newsletters.cos.com,,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"v=spf1 ip4:172.82.226.0/24 ip4:172.82.238.0/24 -all, google-site-verification=iJnD3lOYAvGpzogmVUDryHaXlg4PeAyZq4gEIlSV9Rc",inbound.campaign.adobe.com,,"ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net, ns-1527.awsdns-62.org"
[x],newsletters.monki.com,192.243.228.1,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=Ze93G8HkdxGinc0gNqhfLXctRJekBcGUYm_D9MVRsvg, v=spf1 ip4:172.82.226.0/24 ip4:172.82.238.0/24 -all",inbound.campaign.adobe.com,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net"
[x],newsletters.stories.com,,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=206jP2igvX2y-p3FtTpYMSnZmKMzqGk6mmyQKlgFP8I, v=spf1 ip4:172.82.226.0/24 ip4:172.82.238.0/24 -all",inbound.campaign.adobe.com,,"ns-261.awsdns-32.com, ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-653.awsdns-17.net"
[x],newsletters.weekday.com,192.243.228.1,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,"google-site-verification=8Ax_1YnsWsG_cQHjVX_gexcnaCbObn-qAtvEBQFJ6xU, v=spf1 ip4:172.82.227.0/24 ip4:172.82.230.0/24 ip4:172.82.232.0/24 -all",inbound.campaign.adobe.com,,"ns-1527.awsdns-62.org, ns-1856.awsdns-40.co.uk, ns-261.awsdns-32.com, ns-653.awsdns-17.net"
[x],nft-security-query-api.disco.hm.com,104.102.19.120,"2a02:26f0:480:581::6ae, 2a02:26f0:480:58e::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],nib.hm.com,52.174.152.114,,50d41ea0-8cef-4ebb-b37a-dbce42dc97b4.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],nl.afound.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,,,,,,
[x],npr.arket.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,,,,,,
[x],npr.cos.com,,,,"a1-139.akam.net, hostmaster.hm.com",NOERROR,,,,,,
[x],npr.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],npr.stories.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],npr.weekday.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],nqcw2l.kw.hm.com,,,alshayahm.cname.getrockerbox.com,"brad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
[x],nqcw2l.qa.hm.com,,,alshayahm.cname.getrockerbox.com,"brad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
[x],nqcw2l.sa.hm.com,,,alshayahm.cname.getrockerbox.com,"brad.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
[x],ns.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],nuanceuk.hm.com,92.123.234.110,"2a02:26f0:c900:292::6ae, 2a02:26f0:c900:290::6ae","nuance.hm.com.edgekey.net, e1710.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],o1.ptr6025.cs.monki.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],o2d-app2.hm.com,23.196.235.154,"2a02:26f0:480:388::b54, 2a02:26f0:480:39b::b54","o2d-app2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],o2d-m2.hm.com,104.102.23.153,"2a02:26f0:1700:180::b54, 2a02:26f0:1700:19b::b54","o2d-m2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],o2t-app2.hm.com,23.222.55.109,"2a02:26f0:7100:29c::b54, 2a02:26f0:7100:2a2::b54","o2t-app2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],o2t-m2.hm.com,2.23.128.103,"2001:2030:15:196::b54, 2001:2030:15:195::b54","o2t-m2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],o2t-www2.hm.com,104.102.23.153,"2a02:26f0:1700:180::b54, 2a02:26f0:1700:19b::b54","o2t-www2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],o5.ptr1428.sorted.hm.com,149.72.203.170,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],ofu.hm.com,,,"prdofutm.trafficmanager.net, ofu-prd-we.azurewebsites.net, waws-prod-am2-037.vip.azurewebsites.windows.net, waws-prod-am2-037.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],origin-about2.hm.com,185.134.16.87,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],origin-backstage.hm.com,185.134.16.54,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],origin-centric.hm.com,35.241.44.2,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,True,google,,,,
[x],origin-centric.plmdit2.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,True,google,,,,
[x],origin-int-eu-app2.hm.com,,,int-eu-app.npr-goep.hm.com,,NOERROR,,,,,,
[x],origin-int-eu-m2.hm.com,,,int-eu-m.npr-goep.hm.com,,NOERROR,,,,,,
[x],origin-prd-am-app2.hm.com,,,amr-app.prd-goep.hm.com,,NOERROR,,,,,,
[x],origin-prd-ap-app2.hm.com,,,apc-app.prd-goep.hm.com,,NOERROR,,,,,,
[x],origin-prd-ap-www2.hm.com,,,apc-www.prd-goep.hm.com,,NOERROR,,,,,,
[x],origin-prd-eu-app2.hm.com,,,eur-app.prd-goep.hm.com,,NOERROR,,,,,,
[x],origin-press.stories.com,185.134.16.87,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],origin-prf-ap-m2.hm.com,,,prf-ap-m.npr-goep.hm.com,,NOERROR,,,,,,
[x],origin-prf-ap-www2.hm.com,,,prf-ap-www.npr-goep.hm.com,,NOERROR,,,,,,
[x],origin-prf-eu-app2.hm.com,,,prf-eu-app.npr-goep.hm.com,,NOERROR,,,,,,
[x],origin-prf-eu-www2.hm.com,,,prf-eu-www.npr-goep.hm.com,,NOERROR,,,,,,
[x],origin-staging-backstage.hm.com,185.134.16.52,,,,NOERROR,,,,,,
[x],origin-supplierportalpublic.hm.com,,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],origin-www.hm.com,193.234.233.19,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],originacc-about2.hm.com,185.134.16.89,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],originacc-press.stories.com,185.134.16.89,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],originshop.weekday.com,193.234.233.149,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],originstage-about2.hm.com,185.134.16.88,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],originstage-pp.stories.com,193.234.151.202,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],originstage-press.stories.com,185.134.16.88,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],originwww.monki.com,193.234.233.141,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],originwww.staging.stories.com,193.234.233.144,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],originwww.stories.com,193.234.233.145,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],owaauth.hm.com,185.134.16.95,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],parcel-api.info.cos.com,,,info-cos-com.api.outbound.parcellab.email,"kara.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],payment.hm.com,217.151.192.141,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],pcr.web.sit.hm.com,20.105.224.6,,"hm-pcr-web-sit.azurewebsites.net, waws-prod-am2-541.sip.azurewebsites.windows.net, waws-prod-am2-541-01ba.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,
[x],pe.hm.com,"212.102.54.14, 179.191.181.65, 179.191.189.65",,"pe.hm.com.cdn.vtex.com, znvlynnl66.map.azionedge.net","ns1.azionedge.net, admin.azion.com",NOERROR,,,,,,
[x],perf-www.cos.com,23.36.232.152,"2a02:26f0:3500:887::119f, 2a02:26f0:3500:88f::119f","npr-www.cos.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],perftest-m2.hm.com,23.42.197.111,"2a02:26f0:c900:285::b54, 2a02:26f0:c900:28b::b54","perftest-m2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],perftest-www2.hm.com,104.102.23.153,"2a02:26f0:1700:19b::b54, 2a02:26f0:1700:180::b54","perftest-www2.hm.com.edgekey.net, e2900.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],pfd-m2.hm.com,2.23.128.103,"2001:2030:21:1b2::b54, 2001:2030:21:18f::b54","pfd-m2.hm.com.edgekey.net, e2900.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],pfd1-www.arket.com,23.222.40.232,"2a02:26f0:ab00:3ac::18df, 2a02:26f0:ab00:3be::18df","pfd1-www.arket.com.edgekey.net, e6367.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],pfd1-www.stories.com,23.42.195.166,"2a02:26f0:c900:293::18df, 2a02:26f0:c900:28a::18df","pfd1-www.stories.com.edgekey.net, e6367.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],pfd1-www.weekday.com,23.222.40.232,"2a02:26f0:ab00:3ac::18df, 2a02:26f0:ab00:3be::18df","pfd1-www.weekday.com.edgekey.net, e6367.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],pin.afound.com,18.156.47.223,,cloud.adt790.com,"ns-951.awsdns-54.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,letsencrypt.org,
[x],portal.iam.hm.com,13.69.68.81,,"iamhm.azurewebsites.net, waws-prod-am2-093a.sip.azurewebsites.windows.net, waws-prod-am2-093a.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],prd-productionplanning-command-api.disco.hm.com,13.94.47.11,,prd-ea-disco-productionplanning-command-api.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],prd-productmanagement-command-api.disco.hm.com,104.87.187.96,"2a02:26f0:d200:495::6ae, 2a02:26f0:d200:48e::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prd-productmanagement-query-api.disco.hm.com,23.52.159.247,"2600:1408:9000:781::6ae, 2600:1408:9000:7a3::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prd-purchaseproduct-command-api.disco.hm.com,13.75.117.128,,prd-ea-disco-purchaseproduct-command-api.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],prd-purchaseproduct-query-api.disco.hm.com,52.232.42.189,,"prddsctm.trafficmanager.net, prd-we-disco-purchaseproduct-query-api.cloudapp.net",,NOERROR,True,azure,,,,
[x],prd-push-notification.ofu.hm.com,23.101.10.141,,"prdofutm001.trafficmanager.net, push-notification-ofu-prd-ea.azurewebsites.net, waws-prod-hk1-007.vip.azurewebsites.windows.net, waws-prod-hk1-007.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],prd-search-api.disco.hm.com,104.45.27.159,,"prddsctm004.trafficmanager.net, prd-we-disco-search-api.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],prd-search-command-api.disco.hm.com,40.113.115.105,,"prddsctm009.trafficmanager.net, prd-we-disco-search-command-api.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,
[x],preprod-admin.afound.com,"13.107.237.41, 13.107.238.41","2620:1ec:4f:1::41, 2620:1ec:4e:1::41","preprod-global-afd-afound-onlinestore.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0013.t-0009.fdv2-t-msedge.net, part-0013.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],preprod-checkout.afound.com,"13.107.238.45, 13.107.237.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","preprod-global-afd-afound-onlinestore.azurefd.net, star-azurefd-prod.trafficmanager.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],preprod-scheduler.afound.com,"13.107.246.45, 13.107.213.45","2620:1ec:4e:1::45, 2620:1ec:4f:1::45","preprod-global-afd-afound-onlinestore.azurefd.net, star-azurefd-prod.trafficmanager.net, dual.part-0017.t-0009.t-msedge.net, part-0017.t-0009.t-msedge.net, shed.dual-low.part-0017.t-0009.fdv2-t-msedge.net, part-0017.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,
[x],preprod.afound.com,,,preprod-global-afd-afound-onlinestore.azurefd.net,,NOERROR,,,,,,
[x],preshop.stories.com,193.234.233.145,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],press.cos.com,,,"press.cos.com.edgekey.net, e1814.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],press.stories.com,104.102.19.185,,"press.stories.com.edgekey.net, e1814.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prf1-cll.arket.com,23.201.245.74,,"prf1-cll.arket.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prf1-cll.monki.com,23.42.195.166,,"prf1-cll.monki.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prf1-cll.stories.com,23.42.195.166,,"prf1-cll.stories.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prf1-cll.weekday.com,23.201.245.74,,"prf1-cll.weekday.com.edgekey.net, e6367.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prf1-www.arket.com,23.36.232.152,"2a02:26f0:3500:88f::119f, 2a02:26f0:3500:887::119f","prf1-www.arket.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prf1-www.monki.com,72.246.174.74,"2a02:26f0:c900:290::119f, 2a02:26f0:c900:288::119f","prf1-www.monki.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prf1-www.stories.com,72.247.68.99,"2600:1408:9000:782::119f, 2600:1408:9000:793::119f","prf1-www.stories.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prf1-www.weekday.com,104.106.163.11,"2600:1408:9000:782::119f, 2600:1408:9000:793::119f","prf1-www.weekday.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prod-assets.monki.com,104.102.19.120,"2a02:26f0:480:58e::6ae, 2a02:26f0:480:581::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prod-assets.stories.com,23.222.32.199,"2a02:26f0:c900:290::6ae, 2a02:26f0:c900:292::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],prod-sitemap.weekday.com,2.23.132.47,"2001:2030:21:195::2ef0, 2001:2030:21:192::2ef0, 2001:2030:21:187::2ef0, 2001:2030:21:181::2ef0, 2001:2030:21:196::2ef0","prod-sitemap.weekday.com.edgekey.net, e12016.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],progress.hm.com,52.136.127.21,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,True,azure,,,,
[x],pss.hm.com,23.48.15.238,"2a02:26f0:3500:896::6ae, 2a02:26f0:3500:88a::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],public.assets.hm.com,152.199.21.175,2606:2800:233:1cb7:261b:1f9c:2074:3c,"prd-pas.azureedge.net, prd-pas.ec.azureedge.net, scdn10932.wpc.ad130.sigmacdn.net, sni1gl.wpc.sigmacdn.net","ns1.sigmacdn.net, noc.edgecast.com",NOERROR,,,,,,
[x],qa-smockin-api-www.cos.com,23.67.137.202,"2a02:26f0:3500:88f::119f, 2a02:26f0:3500:887::119f","npr-www.cos.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],qa-smockin-www.cos.com,72.247.68.99,"2600:1408:9000:793::119f, 2600:1408:9000:782::119f","npr-www.cos.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],qa-www.cos.com,184.30.134.70,"2a02:26f0:3500:88f::119f, 2a02:26f0:3500:887::119f","npr-www.cos.com.edgekey.net, e4511.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],qa-www.hm.com,23.48.15.238,,"qa-www.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],qa.hm.com,"104.18.27.240, 104.18.26.240","2606:4700::6812:1bf0, 2606:4700::6812:1af0",qa.hm.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,
[x],qc-reports.hm.com,216.34.99.111,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],qr-code.hm.com,199.36.158.100,,,"a1-139.akam.net, postmaster.hm.com",NOERROR,,,,,,
[x],qr.hm.com,104.102.19.120,"2a02:26f0:480:581::6ae, 2a02:26f0:480:58e::6ae","qr.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],quarantined.hm.com,104.102.19.120,"2a02:26f0:480:58e::6ae, 2a02:26f0:480:581::6ae","quarantined.hm.com.edgekey.net, e1710.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,
[x],r.global2.afound.com,"1.179.112.195, 1.179.112.196, 1.179.112.197",,"r.mailin.fr, r1.mailin.fr","jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,loaderio=39c99139bb61565a6b733da78ac0530a,,"comodoca.com, digicert.com, entrust.net, globalsign.com, letsencrypt.org",
[x],r.global3.afound.com,"1.179.112.197, 1.179.112.195, 1.179.112.196",,"r.mailin.fr, r1.mailin.fr","jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
[x],r.global4.afound.com,"1.179.112.197, 1.179.112.195, 1.179.112.196",,"r.mailin.fr, r1.mailin.fr","jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
[x],r.newsletter.afound.com,"1.179.112.195, 1.179.112.197, 1.179.112.196",,"r.mailin.fr, r1.mailin.fr","jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
[x],r.transactionalssib.afound.com,"1.179.112.197, 1.179.112.196, 1.179.112.195",,"r.mailin.fr, r1.mailin.fr","jim.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
[x],r100.email.hm.com,172.82.232.100,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r101.email.hm.com,172.82.232.101,,,"ns-1641.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
[x],r101.mail.arket.com,172.82.238.101,,,"ns-261.awsdns-32.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,
