input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,tls_mismatched,tls_expired,tls_self_signed,cdn_name,cdn,csp_domains_,final_url
sit-www.hm.com,Error,403,177,sit-www.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,sit-www.hm.com,443,https://sit-www.hm.com:443,https,AkamaiGHost,text/html,GET,23.48.15.238,/,78909086,2a02:26f0:1700:1b8::6ae,HSTS,5,False,True,,,,,,,
sit.aemcomm.hm.com,Invalid URL,400,207,sit.aemcomm.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-26T23:59:59Z,"CN=acc.aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",acc.aemcomm.hm.com,H & M Hennes & Mauritz AB,aemcomm.hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,36f15b214b669ab5ff0e387d9830dbb8,398175bf633e408a68d2797fb0738f8e12313fd417392b786db94017de8a9a63,ctls,sit.aemcomm.hm.com,443,https://sit.aemcomm.hm.com:443,https,AkamaiGHost,text/html,GET,23.32.238.57,/,1282475896,2a02:26f0:3500:12::1730:1791,,8,False,,,,,,,,
sit.supplierprofile.hm.com,Sign in to your account,200,203719,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://sit.supplierprofile.hm.com:443,https,,text/html,GET,20.50.2.64,/,64410769,20.50.2.64,HSTS,173,False,,,,,azure,True,,https://login.microsoftonline.com/30f52344-4663-4c2e-bab3-61bf24ebbed8/oauth2/authorize?client_id=148b9c29-87dc-465b-8688-71164597c487&redirect_uri=https%3A%2F%2Fsit.supplierprofile.hm.com%2Fauth%2Fsignin-callback&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638198293536272570.ZTRmZTdhMzEtOTA1Yi00YjEzLThlOWEtYWFkYjMxOTBmZDZlMzBlOGM3NjMtY2NhNy00NDdlLWIyMjAtYTIzYjQxYTMxMzhl&state=CfDJ8MQjVy1mgGBAtLdqnA5fc9_j_TM7V_krfLBetoTg6QsuES9BeYDo_AHU_9ZovN9OIipxhZYYByH3ay7YYzbUlAAZ0irgQBCgjtVL0cInEk3LM9qUzCpgpzcRlJDqok6Gc_6CdATVPkMhibDlUsdvAuuK8Wo04lublUkq7O3wu56m3NHhx5vJ-FiWZHnUDYFY9yqIsCMkIEv7T_vHygx5hrXRb0pMZwb0QcnSAjfrWcZTCDK05hMsPKd6YCAsMqAFHj9v5bTdHvstMn3SHVzUOJwWzZXFnOGynp6lWUBaaxHhf7lRzsB8QndPw7foFBZLCw&x-client-SKU=ID_NET&x-client-ver=2.1.4.0
smetrics.hm.com,,200,,smetrics.hm.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.sc.omtrdc.net, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",*.sc.omtrdc.net,Adobe Systems Incorporated,sc.omtrdc.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5aea0482f5687fba1e7b20b2977a3e7a,1a773e957c8bb8819956df96b254fce6c3d34e51c3a7073ffe3ac7833bfc089f,ctls,smetrics.hm.com,443,https://smetrics.hm.com:443,https,jag,,GET,63.140.62.164,/,1936786007,63.140.62.160,,1,False,True,True,,,,,,
social.afound.com,,200,2866,social.afound.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-25T23:59:59Z,"CN=social.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",social.hm.com,H & M Hennes & Mauritz AB,social.weekday.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf640d22df49bc5c35bcb62d186951b4,a328493776de3c816388d9e0df2bbc01e75b5e7d1a42e21f99d348cfd065fc53,ctls,social.afound.com,443,https://social.afound.com:443,https,Apache,text/html,GET,104.102.39.46,/,220991166,2a02:26f0:1700:1b8::2abf,Azure,89,False,,,,,,,,
social.arket.com,,200,2921,social.arket.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-25T23:59:59Z,"CN=social.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",social.hm.com,H & M Hennes & Mauritz AB,social.weekday.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf640d22df49bc5c35bcb62d186951b4,a328493776de3c816388d9e0df2bbc01e75b5e7d1a42e21f99d348cfd065fc53,ctls,social.arket.com,443,https://social.arket.com:443,https,Apache,text/html,GET,104.102.39.46,/,220991166,2a02:26f0:480:ba8::2abf,Azure,89,False,,,,,,,,
social.hm.com,,200,2936,social.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-25T23:59:59Z,"CN=social.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",social.hm.com,H & M Hennes & Mauritz AB,social.weekday.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf640d22df49bc5c35bcb62d186951b4,a328493776de3c816388d9e0df2bbc01e75b5e7d1a42e21f99d348cfd065fc53,ctls,social.hm.com,443,https://social.hm.com:443,https,Apache,text/html,GET,104.102.39.46,/,220991166,2a02:26f0:480:ba6::2abf,Azure,89,False,,,,,,,,
social.monki.com,,200,2856,social.monki.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-25T23:59:59Z,"CN=social.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",social.hm.com,H & M Hennes & Mauritz AB,social.weekday.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf640d22df49bc5c35bcb62d186951b4,a328493776de3c816388d9e0df2bbc01e75b5e7d1a42e21f99d348cfd065fc53,ctls,social.monki.com,443,https://social.monki.com:443,https,Apache,text/html,GET,104.102.39.46,/,220991166,2a02:26f0:1700:19e::2abf,Azure,89,False,,,,,,,,
social.stories.com,,200,2896,social.stories.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-25T23:59:59Z,"CN=social.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",social.hm.com,H & M Hennes & Mauritz AB,social.weekday.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf640d22df49bc5c35bcb62d186951b4,a328493776de3c816388d9e0df2bbc01e75b5e7d1a42e21f99d348cfd065fc53,ctls,social.stories.com,443,https://social.stories.com:443,https,Apache,text/html,GET,104.102.39.46,/,220991166,2a02:26f0:1700:1b8::2abf,Azure,89,False,,,,,,,,
social.weekday.com,,200,2876,social.weekday.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-25T23:59:59Z,"CN=social.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",social.hm.com,H & M Hennes & Mauritz AB,social.weekday.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf640d22df49bc5c35bcb62d186951b4,a328493776de3c816388d9e0df2bbc01e75b5e7d1a42e21f99d348cfd065fc53,ctls,social.weekday.com,443,https://social.weekday.com:443,https,Apache,text/html,GET,104.102.39.46,/,220991166,2a02:26f0:1700:19e::2abf,Azure,89,False,,,,,,,,
sorted.hm.com,Service Unavailable,503,268,sorted.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-02T01:07:38Z,2023-05-31T01:07:37Z,CN=sorted.hm.com,sorted.hm.com,,sorted.hm.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,df694aaa312789a14c2bf370c0e8c310,1affe358367154434b445e49f891d86ff1ac6ee2baa476b621fda350c4f3c52b,ctls,sorted.hm.com,443,https://sorted.hm.com:443,https,AkamaiGHost,text/html,GET,95.101.111.175,/,1714887328,2a02:26f0:480:d::210:f146,,9,False,,,,,,,,
splashpage.hm.com,,200,1079,splashpage.hm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2023-08-20T23:59:59Z,CN=splashpage.hm.com,splashpage.hm.com,,splashpage.hm.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",1c842d18e28cf1a3f491c0d5a05b3e1b,2b13e585dba115e67c79923d56dc9e2853dcdeffd4674c921e843eb4ff6a700d,ctls,splashpage.hm.com,443,https://splashpage.hm.com:443,https,,text/html,GET,40.68.214.185,/,628452671,40.68.214.185,Azure,19,False,,,,,azure,True,,
spotifystories.com,Unsupported browser,200,4160,open.spotify.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-03-06T23:59:59Z,"CN=*.spotify.com, O=Spotify AB, L=Stockholm, C=SE",*.spotify.com,Spotify AB,spotify.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,407477849156b74bc4383303bf5f2d9b,f690655a7c851436041122809b0386cf0ab8157f4eac3ed632a05e4af60d38f6,ctls,open.spotify.com,80,http://spotifystories.com:80,http,envoy,text/html,GET,193.14.90.203,/,1792464730,193.14.90.203,HTTP/3,1,False,True,,,,,,https://analytics.tiktok.com/i18n/pixel/sdk.js,https://open.spotify.com/__noul__?pfhp=2c2ccb58-8a92-4713-a1c0-8b43b3090b49
ssgamf.stories.com,,404,91,ssgamf.stories.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2023-06-09T23:59:59Z,"CN=ukgfxw.satofull.jp, O=Criteo SA, L=Paris, ST=Île-de-France, C=FR",ukgfxw.satofull.jp,Criteo SA,ukgfxw.satofull.jp,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,8b03c6d92541424f65ca5dba004ef56a,058faf8ebb7996c6a0d3b2fd228fb7ef6bce0edd47432ac27557707ed1286da5,ctls,ssgamf.stories.com,443,https://ssgamf.stories.com:443,https,Kestrel,text/html,GET,178.250.7.13,/,-1947197333,2a02:2638:d::d,Microsoft ASP.NET,1,False,,True,,,,,,
stage-about.hm.com,Access Denied,403,272,stage-about.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,stage-about.hm.com,443,https://stage-about.hm.com:443,https,AkamaiGHost,text/html,GET,23.48.15.238,/,-1618636608,2a02:26f0:1700:1b8::6ae,,10,False,True,,,,,,,
stage-career.hm.com,Explore Careers in Fashion at H&M | H&M Careers,200,155898,stage-career.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,stage-career.hm.com,443,https://stage-career.hm.com:443,https,nginx,text/html,GET,23.48.15.238,/,566218143,2a02:26f0:1700:180::6ae,WordPress,4226,False,True,,,,,,,
stage-press.arket.com,Access Denied,403,274,stage-press.arket.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,stage-press.arket.com,443,https://stage-press.arket.com:443,https,AkamaiGHost,text/html,GET,23.215.21.246,/,-1567933619,2a02:26f0:1700:18b::119f,,10,False,,,,,,,,
stage-press.stories.com,Access Denied,403,276,stage-press.stories.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,2024-02-24T23:59:59Z,"CN=hm-akamai-san1.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",hm-akamai-san1.hm.com,H & M Hennes & Mauritz AB,www.th.hm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,79f58bf4300a829c909243437827e93f,cd39d0b83d67ecf77d7d6ff3849e0c5f4786c43644a5ab06dbfb0f437708e462,ctls,stage-press.stories.com,443,https://stage-press.stories.com:443,https,AkamaiGHost,text/html,GET,104.102.19.185,/,-263404334,104.102.19.185,,10,False,,,,,,,,
stage-www.cos.com,Access Denied,403,271,stage-www.cos.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=aemcomm.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",aemcomm.hm.com,H & M Hennes & Mauritz AB,acc.blob.social.hmgroup.tech,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,015cfa37b25108e7bbf549f07ac28a6c,39aaba068487e652b3ab9830cf185fa2faeb694dc86eaf4760a3024f53dd5f49,ctls,stage-www.cos.com,443,https://stage-www.cos.com:443,https,AkamaiGHost,text/html,GET,23.36.232.152,/,-1649111213,2a02:26f0:3500:887::119f,,10,False,,,,,,,,
stage-www.hm.com,Error,403,177,stage-www.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,stage-www.hm.com,443,https://stage-www.hm.com:443,https,AkamaiGHost,text/html,GET,2.17.180.99,/,826128190,2a02:26f0:3500:896::6ae,HSTS,5,False,True,,,,,,,
staging-android.hm.com,,200,265,staging-android.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,staging-android.hm.com,443,https://staging-android.hm.com:443,https,,text/html,GET,2.17.180.99,/,-393890005,2a02:26f0:3500:88a::6ae,,13,False,True,,,,,,,
staging-api.hm.com,,200,10,staging-api.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,staging-api.hm.com,443,https://staging-api.hm.com:443,https,,text/html,GET,104.103.165.149,/,1930434415,2a02:26f0:3100:680::6ae,,1,False,True,,,,,,,
staging-career.cos.com,COS X CAREERS,200,14587,career.cos.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,2024-02-24T23:59:59Z,"CN=hm-akamai-san1.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",hm-akamai-san1.hm.com,H & M Hennes & Mauritz AB,www.th.hm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,79f58bf4300a829c909243437827e93f,cd39d0b83d67ecf77d7d6ff3849e0c5f4786c43644a5ab06dbfb0f437708e462,ctls,career.cos.com,443,https://staging-career.cos.com:443,https,Apache,text/html,GET,104.102.19.185,/,-1317776139,2a02:26f0:480:5b1::716,Linkedin Ads,299,False,,,,,,,,https://career.cos.com/coscareer/de_de.html
staging-files.hm.com,,200,333,staging-files.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,staging-files.hm.com,443,https://staging-files.hm.com:443,https,AkamaiNetStorage,text/html,GET,23.48.15.238,/,628452671,23.48.15.238,,19,False,True,,,,,,,
staging-ios.hm.com,,200,265,staging-ios.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,staging-ios.hm.com,443,https://staging-ios.hm.com:443,https,,text/html,GET,2.17.180.99,/,-393890005,2a02:26f0:3500:896::6ae,,13,False,True,,,,,,,
staging-m.hm.com,Error,403,174,staging-m.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,staging-m.hm.com,443,https://staging-m.hm.com:443,https,AkamaiGHost,text/html,GET,104.103.165.149,/,-561339657,2a02:26f0:3100:680::6ae,,5,False,True,,,,,,,
staging-press.cos.com,COS - Maintenance in progress,200,7905,staging-press.cos.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,2024-02-24T23:59:59Z,"CN=hm-akamai-san1.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",hm-akamai-san1.hm.com,H & M Hennes & Mauritz AB,www.th.hm.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,79f58bf4300a829c909243437827e93f,cd39d0b83d67ecf77d7d6ff3849e0c5f4786c43644a5ab06dbfb0f437708e462,ctls,staging-press.cos.com,443,https://staging-press.cos.com:443,https,AkamaiNetStorage,text/html,GET,2.17.180.204,/,-1003494546,2a02:26f0:3500:881::716,,84,False,,,,,,,,
staging-tablet.hm.com,Error,403,174,staging-tablet.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-17T00:00:00Z,2024-02-16T23:59:59Z,"CN=*.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",*.hm.com,H & M Hennes & Mauritz AB,hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,690a70242adce7a45c412c9eee507d7c,5f5c6896729958b1d00ae8336fcc66a033b980393625ea48efd82003282a9033,ctls,staging-tablet.hm.com,443,https://staging-tablet.hm.com:443,https,AkamaiGHost,text/html,GET,104.103.165.149,/,1342966191,2a02:26f0:3100:684::6ae,,5,False,True,,,,,,,
step.hm.com,,200,1385,step.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T00:00:00Z,2024-04-09T23:59:59Z,"CN=step.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",step.hm.com,H & M Hennes & Mauritz AB,www.step.hm.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,9bf8e51b60891a993d1c548755cad3fc,fd32df9c6c7fbbdcae8b393cfb9000198d414fa3e2f5fd9dea8b1f374ee33a61,ctls,step.hm.com,443,https://step.hm.com:443,https,,text/html,GET,83.231.160.179,/,-480467793,83.231.160.179,HSTS,1,False,,,,,,,,https://step.hm.com/csr/public/sso/SingleSignOn.aspx?spInitiated=1&page=%2fcsr%2fsite%2fportal%2fHome.acds
streaming.backstage.hm.com,Access Denied,403,279,streaming.backstage.hm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-04-01T23:59:59Z,"CN=securecn.scene7.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",securecn.scene7.com,Adobe Systems Incorporated,assetadobe.keysight.com.cn,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8625f46150d9867a709f6aeac7d7c5bd,92130ef32c297b2e4ef6de097d1b32c0fe85475be9216cb582a40969c08e2668,ctls,streaming.backstage.hm.com,443,https://streaming.backstage.hm.com:443,https,AkamaiGHost,text/html,GET,2.17.185.130,/,-366337701,2a02:26f0:3500:88f::ab4,,10,False,,,,,,,,
sts1.hm.com,Not Found,404,315,sts1.hm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-03T00:00:00Z,2023-08-03T23:59:59Z,"CN=sts1.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",sts1.hm.com,H & M Hennes & Mauritz AB,www.sts1.hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1057ea4ef2f52b3704cddc2af5d57e8a,443e98b8a3e27bcd5af204d1faaaf94cb94e1ce09973502d17d24c7190bd340b,ctls,sts1.hm.com,443,https://sts1.hm.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,192.121.168.139,/,225052475,192.121.168.139,Microsoft HTTPAPI:2.0,7,False,,,,,,,,
stspreprod1.gslb.hm.com,Not Found,404,315,stspreprod1.gslb.hm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=stspreprod1.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",stspreprod1.hm.com,H & M Hennes & Mauritz AB,www.stspreprod1.hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d0f5a75c935761fe2f81991cafb5123a,d852c72d6591ce6e17c3cad28eecf7f1845b93b4fbab1c430ef168e277ce008c,ctls,stspreprod1.gslb.hm.com,443,https://stspreprod1.gslb.hm.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,193.183.144.74,/,225052475,193.183.144.74,Microsoft HTTPAPI:2.0,7,False,,True,,,,,,
stspreprod1.hm.com,Not Found,404,315,stspreprod1.hm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=stspreprod1.hm.com, O=H & M Hennes & Mauritz AB, L=Stockholm, C=SE",stspreprod1.hm.com,H & M Hennes & Mauritz AB,www.stspreprod1.hm.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d0f5a75c935761fe2f81991cafb5123a,d852c72d6591ce6e17c3cad28eecf7f1845b93b4fbab1c430ef168e277ce008c,ctls,stspreprod1.hm.com,443,https://stspreprod1.hm.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,192.121.168.54,/,225052475,192.121.168.54,Microsoft HTTPAPI:2.0,7,False,,,,,,,,
