input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,favicon_path,a_,tech_,lines,failed,knowledgebase_PageType,knowledgebase_pHash,webserver,tls_expired,cdn_name,cdn,tls_mismatched,tls_wildcard_certificate,final_url
2.fdp.api.flipkart.com,,503,107,,2.fdp.api.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-02-21T07:22:47Z,2025-03-24T07:22:46Z,"CN=www.dummy.flipkart.com, O=FLIPKART HEALTH LIMITED, L=Kolkata, ST=West Bengal, C=IN",www.dummy.flipkart.com,FLIPKART HEALTH LIMITED,dummy.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,673c3f17e8f31fc8de96471300f2f64c,d8db5e7dfac0c81e7d2016bbd7ec8e8dd0f24d4187db5e497b03396d052eeef7,ctls,2.fdp.api.flipkart.com,443,https://2.fdp.api.flipkart.com,https,text/html,GET,163.53.76.115,/,,/favicon.ico,163.53.76.115,,4,False,error,0,,,,,True,,
2.finapi.flipkart.com,,404,87,,2.finapi.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-27T06:15:41Z,2025-09-28T06:15:40Z,"CN=www.finapi.flipkart.net, O=FLIPKART INTERNET PRIVATE LIMITED, L=Bengaluru, ST=Karnataka, C=IN",www.finapi.flipkart.net,FLIPKART INTERNET PRIVATE LIMITED,finapi.flipkart.net,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,63152710973759b23f7d689554dfadfa,01584cfb4b980ac5811a900271aa2958fe23297fb369c3d0e8c43d8f48de3360,ctls,2.finapi.flipkart.com,443,https://2.finapi.flipkart.com,https,application/octet-stream,GET,163.53.76.100,/,,/favicon.ico,163.53.76.100,Nginx,1,False,error,0,nginx,,,,,,
2.fpay.flipkart.com,Error 404 Not Found,404,352,,2.fpay.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-12-29T04:03:48Z,2026-01-30T04:03:47Z,"CN=www.2.fpay.flipkart.com, O=FLIPKART INTERNET PRIVATE LIMITED, L=Bengaluru, ST=Karnataka, C=IN",www.2.fpay.flipkart.com,FLIPKART INTERNET PRIVATE LIMITED,2.fpay.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b3e71deca87c2ad53852d90d1031bdf6,fb1401f9fde0f036d8b395194c59c5dd395539bbae600a2928cce0370dc78d01,ctls,2.fpay.flipkart.com,443,https://2.fpay.flipkart.com,https,text/html,GET,163.53.77.11,/,,/favicon.ico,163.53.77.11,,16,False,error,0,,,,,,,
2.payments.flipkart.com,Error 404 Not Found,404,232,,2.payments.flipkart.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2024-08-17T03:51:14Z,2025-09-18T03:51:13Z,"CN=www.payments.flipkart.com, O=FLIPKART INTERNET PRIVATE LIMITED, L=Bengaluru, ST=Karnataka, C=IN",www.payments.flipkart.com,FLIPKART INTERNET PRIVATE LIMITED,payments.flipkart.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,d35a04a300d1b39ee0ea083066213fd5,ff6ec5413a84e6f87378dfc7f95e2fd51d20abc4611212032d06c53d6ec89925,ctls,2.payments.flipkart.com,443,https://2.payments.flipkart.com,https,text/html,GET,163.53.76.4,/,,/favicon.ico,163.53.76.4,,11,False,error,0,,,,,,,
2.rome.api.flipkart.com,410 Gone,410,136,,,,,,,,,,,,,,,,,,,,80,http://2.rome.api.flipkart.com,http,text/html,GET,163.53.76.64,/,,/favicon.ico,163.53.76.64,Nginx,8,False,nonerror,0,nginx,,,,,,
2.sonic.fdp.api.flipkart.com,,404,87,,2.sonic.fdp.api.flipkart.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-27T06:11:24Z,2025-09-28T06:11:23Z,"CN=www.sonic.fdp.api.flipkart.com, O=FLIPKART INTERNET PRIVATE LIMITED, L=Bengaluru, ST=Karnataka, C=IN",www.sonic.fdp.api.flipkart.com,FLIPKART INTERNET PRIVATE LIMITED,sonic.fdp.api.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f3e44bc7287b8c55c55d701487d4651a,7571fec84acba82121d49c34888afb41d6b8d742d67945443862496c790dbef4,ctls,2.sonic.fdp.api.flipkart.com,443,https://2.sonic.fdp.api.flipkart.com,https,application/json,GET,34.36.209.50,/,,/favicon.ico,34.36.209.50,HTTP/3,1,False,error,0,,,google,True,,,
2.upi-gateway-prod.flipkart.com,Error 404 Not Found,404,352,,2.upi-gateway-prod.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-12-29T04:04:18Z,2026-01-30T04:04:17Z,"CN=www.2.upi-gateway-prod.flipkart.com, O=FLIPKART INTERNET PRIVATE LIMITED, L=Bengaluru, ST=Karnataka, C=IN",www.2.upi-gateway-prod.flipkart.com,FLIPKART INTERNET PRIVATE LIMITED,2.upi-gateway-prod.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c35dc6061faddbbf4998f558c073a319,7171a040729381a50d00388de576f05d6e26f4472ccbf754fe10ea11634e027b,ctls,2.upi-gateway-prod.flipkart.com,443,https://2.upi-gateway-prod.flipkart.com,https,text/html,GET,163.53.76.42,/,,/favicon.ico,163.53.76.42,,16,False,error,0,,,,,,,
2.upi-pg.flipkart.com,Error 404 Not Found,404,352,,2.upi-pg.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-02-08T06:02:00Z,2025-03-11T06:01:59Z,"CN=www.upi-pg.flipkart.com, O=FLIPKART HEALTH LIMITED, L=Kolkata, ST=West Bengal, C=IN",www.upi-pg.flipkart.com,FLIPKART HEALTH LIMITED,upi-pg.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,4f0a05289943b9551d1ba14461344476,ac4eb6771c04cfdc1160582a935f45f11d701aae242a8ce50a5402977bde9fe9,ctls,2.upi-pg.flipkart.com,443,https://2.upi-pg.flipkart.com,https,text/html,GET,103.243.33.24,/,,/favicon.ico,103.243.33.24,Envoy,16,False,error,0,istio-envoy,,,,,,
2.upi.rome.api.flipkart.com,410 Gone,410,136,,2.upi.rome.api.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2025-01-13T04:07:56Z,2026-02-14T04:07:55Z,"CN=www.2.upi.rome.api.flipkart.com, O=FLIPKART INTERNET PRIVATE LIMITED, L=Bengaluru, ST=Karnataka, C=IN",www.2.upi.rome.api.flipkart.com,FLIPKART INTERNET PRIVATE LIMITED,2.upi.rome.api.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,0cea10bc4cbbc6f10b00f814576382ab,786ddae3e543e67c6c2824849da96d5ccb744733dc753c6239834cbb5835f589,ctls,2.upi.rome.api.flipkart.com,443,https://2.upi.rome.api.flipkart.com,https,text/html,GET,163.53.77.12,/,,/favicon.ico,163.53.77.12,Nginx,8,False,nonerror,0,nginx,,,,,,
ac.flipkart.com,,404,72,,ac.flipkart.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2024-07-13T11:33:22Z,2025-08-14T11:33:21Z,"CN=www.ac.flipkart.com, O=FLIPKART HEALTH LIMITED, L=Kolkata, ST=West Bengal, C=IN",www.ac.flipkart.com,FLIPKART HEALTH LIMITED,ac.flipkart.com,"CN=GlobalSign ECC OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign ECC OV SSL CA 2018,GlobalSign nv-sa,6e9d8f9038b7799fedd5e60a4468ce69,88bd5dee775c348a2d1ac4f42ab789715e41462c6063259864b0ba30b4a8b5fa,ctls,ac.flipkart.com,443,https://ac.flipkart.com,https,application/json,GET,103.243.33.19,/,,/favicon.ico,103.243.33.19,Nginx,1,False,nonerror,0,nginx,,,,,,
adp.flipkart.com,Flipkart - Demand Platform,200,39860,https://img1a.flixcart.com,adp.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-11-23T04:02:49Z,2025-12-25T04:02:48Z,"CN=www.adp.flipkart.com, O=FLIPKART INTERNET PRIVATE LIMITED, L=Bengaluru, ST=Karnataka, C=IN",www.adp.flipkart.com,FLIPKART INTERNET PRIVATE LIMITED,adp.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f1a325bdcea34f9beeffa24cba31d146,d2d1cf81ef1ad96c2275775d1590595d35592e4eae0589e70c1a9d9e941609e9,ctls,adp.flipkart.com,443,https://adp.flipkart.com,https,text/html,GET,103.243.32.24,/,1208945835,/favicon.ico,103.243.32.24,Nginx:1.21.0,114,False,nonerror,0,nginx/1.21.0,,,,,,
ads.cloud.flipkart.com,Company Name - Flipkart Commerce Cloud,200,3184,,console.cloud.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-07-26T10:47:34Z,2025-08-27T10:47:33Z,"CN=www.console.cloud.flipkart.com, O=FLIPKART INTERNET PRIVATE LIMITED, L=Bengaluru, ST=Karnataka, C=IN",www.console.cloud.flipkart.com,FLIPKART INTERNET PRIVATE LIMITED,console.cloud.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,cfdfe61398d74639e6eea7375a7251ff,698a57a9e8fe7c36ee1c68b4c640d40db6195231d56ea93778ecb66c9d52e0a4,ctls,console.cloud.flipkart.com,443,https://ads.cloud.flipkart.com,https,text/html,GET,163.53.76.13,/,,/static/img/fcc-logo-favicon.png,163.53.76.13,Node.js,136,False,nonerror,0,nginx,,,,,,https://console.cloud.flipkart.com/c/auth/init?client_id=ads&redirect_uri=https://ads.cloud.flipkart.com/central_login_callback&scope=openid%20email%20profile%20roles
advertising.flipkart.com,Flipkart Ads Platform,200,23318,https://apis.google.com/js/api.js,advertising.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-03-03T07:58:47Z,2025-04-04T07:58:46Z,"CN=www.brandmanager.flipkart.com, O=FLIPKART HEALTH LIMITED, L=Kolkata, ST=West Bengal, C=IN",www.brandmanager.flipkart.com,FLIPKART HEALTH LIMITED,brandmanager.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c8931923af843d75138ed64a0578795a,d13ef00f08a93baf5903d3b8037a673da1877dfc7e7fa89b923da2e84ef04a8e,ctls,advertising.flipkart.com,443,https://advertising.flipkart.com,https,text/html,GET,103.243.32.111,/,741426984,/www/180/180/promos/30/11/2022/c5803b79-fee3-47b6-bf20-fbb4011ea766.png,103.243.32.111,Nginx,208,False,nonerror,0,nginx,,,,,,https://advertising.flipkart.com/login?returl=/
affiliate.flipkart.com,Flipkart Affiliate Program,200,17926,https://www.google-analytics.com,affiliate.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-10-18T03:53:31Z,2025-11-19T03:53:30Z,"CN=www.affiliate.flipkart.com, O=FLIPKART INTERNET PRIVATE LIMITED, L=Bengaluru, ST=Karnataka, C=IN",www.affiliate.flipkart.com,FLIPKART INTERNET PRIVATE LIMITED,affiliate.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,227683c98d1a000f5565fb9cf9bca157,9b60a511560b1c1c48449b4dceadf9adf3c50e7b550e4a92364ca53a8f0a4bc4,ctls,affiliate.flipkart.com,443,https://affiliate.flipkart.com,https,text/html,GET,103.243.32.94,/,1522606964,/www/promos/new/20150528-140547-favicon-retina.ico,103.243.32.94,Bootstrap,377,False,other,0,,,,,,,
api.translation.cloud.flipkart.com,,404,43,,api.translation.cloud.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-06-02T04:16:43Z,2025-07-04T04:16:42Z,"CN=www.api.translation.cloud.flipkart.com, O=FLIPKART HEALTH LIMITED, L=Kolkata, ST=West Bengal, C=IN",www.api.translation.cloud.flipkart.com,FLIPKART HEALTH LIMITED,api.translation.cloud.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,13438c0bac2429fdf6b382d2be4797bc,bf15c4532f5b729c0281a849caf2df1cdb29e9de413be3fab216431feeac7a6a,ctls,api.translation.cloud.flipkart.com,443,https://api.translation.cloud.flipkart.com,https,application/json,GET,163.53.76.33,/,,/favicon.ico,163.53.76.33,,1,False,error,0,,,,,,,
auth.flipkart.com,Login With Flipkart,500,1442,https://*.flixcart.net,,,,,,,,,,,,,,,,,,,80,http://auth.flipkart.com,http,text/html,GET,103.243.32.90,/,,/favicon.ico,103.243.32.90,Nginx,44,False,error,0,nginx,,,,,,
beta-homeservice.flipkart.com,FHS,200,560,,,,,,,,,,,,,,,,,,,,80,http://beta-homeservice.flipkart.com,http,text/html,GET,163.53.76.168,/,,/favicon.ico,163.53.76.168,Envoy,8,False,other,0,istio-envoy,,,,,,
beta-maps.flipkart.com,,503,107,,beta-maps.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-27T06:17:58Z,2025-09-28T06:17:57Z,"CN=www.maps.flipkart.com, O=FLIPKART INTERNET PRIVATE LIMITED, L=Bengaluru, ST=Karnataka, C=IN",www.maps.flipkart.com,FLIPKART INTERNET PRIVATE LIMITED,maps.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ff2bdebccf269d343ef626076e381fc0,dfa5c54a18e93cc47e3554043236d579b7d5ab697d1f38751478bfc80f6775eb,ctls,beta-maps.flipkart.com,443,https://beta-maps.flipkart.com,https,text/html,GET,163.53.76.32,/,,/favicon.ico,163.53.76.32,,4,False,error,0,,,,,True,,
beta-seller.flipkart.com,Sell Online on Flipkart | Grow your business with the leader in Indian e-commerce,200,4982,https://cdn.ravenjs.com,beta-seller.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-08-07T03:33:23Z,2025-09-08T03:33:22Z,"CN=www.seller.flipkart.com, O=FLIPKART INTERNET PRIVATE LIMITED, L=Bengaluru, ST=Karnataka, C=IN",www.seller.flipkart.com,FLIPKART INTERNET PRIVATE LIMITED,seller.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,00c2196448f96cff97f80881fdfce7bd,1ff1dcb5dd448db6607d7a68ff3f6d8cd7a48b57bbf5189b378773a9e7016bc0,ctls,beta-seller.flipkart.com,443,https://beta-seller.flipkart.com,https,text/html,GET,163.53.76.21,/,,/fk-sp-static/images/seller_revamp_favicon.svg,163.53.76.21,Skolengo:4.684.0,26,False,nonerror,0,nginx,,,,,,
brandhub.flipkart.com,Flipkart Brand Assure,200,1280,https://cdn.moengage.com/webpush/beta/sdk.inapp.cdnHelper.js,brandhub.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-05-23T05:47:35Z,2025-06-24T05:47:34Z,"CN=www.brandhub.flipkart.com, O=FLIPKART HEALTH LIMITED, L=Kolkata, ST=West Bengal, C=IN",www.brandhub.flipkart.com,FLIPKART HEALTH LIMITED,brandhub.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,94b18c4442153cee5403075d06ce7271,20b73e4d1ef190d4fb7f5311efda3b62b3e88440586851dcabec462421883649,ctls,brandhub.flipkart.com,443,https://brandhub.flipkart.com,https,text/html,GET,163.53.77.17,/,-1336305866,/fk-sp-static/images/brandhub_favicon_light1718960789.png,163.53.77.17,Node.js,1,False,other,0,,,,,,,
brandmanager.flipkart.com,Flipkart Ads Platform,200,23335,https://fonts.googleapis.com/css2,advertising.flipkart.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2024-03-03T07:58:47Z,2025-04-04T07:58:46Z,"CN=www.brandmanager.flipkart.com, O=FLIPKART HEALTH LIMITED, L=Kolkata, ST=West Bengal, C=IN",www.brandmanager.flipkart.com,FLIPKART HEALTH LIMITED,brandmanager.flipkart.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c8931923af843d75138ed64a0578795a,d13ef00f08a93baf5903d3b8037a673da1877dfc7e7fa89b923da2e84ef04a8e,ctls,advertising.flipkart.com,443,https://brandmanager.flipkart.com,https,text/html,GET,103.243.32.111,/,741426984,/www/180/180/promos/30/11/2022/c5803b79-fee3-47b6-bf20-fbb4011ea766.png,103.243.32.111,Nginx,208,False,nonerror,0,nginx,,,,,,https://advertising.flipkart.com/login?returl=/
