input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_self_signed,tls_mismatched,tls_subject_org_
bedguide98.stores.instamojo.com,Bedguide98,200,176609,bedguide98.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bedguide98.myinstamojo.com,,443,https://bedguide98.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://bedguide98.myinstamojo.com/,*.instamojo.com,,,
beejpaatra.stores.instamojo.com,beejpaatra,200,199655,beejpaatra.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,beejpaatra.myinstamojo.com,,443,https://beejpaatra.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,49,False,,https://beejpaatra.myinstamojo.com/,*.instamojo.com,,,
bemoneyaware.stores.instamojo.com,bemoneyaware,200,191516,bemoneyaware.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bemoneyaware.myinstamojo.com,,443,https://bemoneyaware.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,49,False,,https://bemoneyaware.myinstamojo.com/,*.instamojo.com,,,
betalogin.stores.instamojo.com,Oops!,200,114484,betalogin.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,betalogin.stores.instamojo.com,,443,https://betalogin.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,Nginx,29,False,,,,,,
bhadraiasacademy88.stores.instamojo.com,"Bhadra IAS Academy Guwahati - Best UPSC, APSC, ACS Coaching in Assam",200,188750,bhadraiasacademy88.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bhadraiasacademy88.myinstamojo.com,,443,https://bhadraiasacademy88.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,39,False,,https://bhadraiasacademy88.myinstamojo.com/,*.instamojo.com,,,
bhasaa.stores.instamojo.com,xyz,200,182985,bhasaa.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bhasaa.myinstamojo.com,,443,https://bhasaa.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,39,False,,https://bhasaa.myinstamojo.com/,*.instamojo.com,,,
bikes4sale.stores.instamojo.com,bikes4sale,200,189817,bikes4sale.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bikes4sale.myinstamojo.com,,443,https://bikes4sale.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,49,False,,https://bikes4sale.myinstamojo.com/,*.instamojo.com,,,
biobritte2018.stores.instamojo.com,biobritte2018,200,179880,biobritte2018.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,biobritte2018.myinstamojo.com,,443,https://biobritte2018.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,39,False,,https://biobritte2018.myinstamojo.com/,*.instamojo.com,,,
blackboxokhla.stores.instamojo.com,blackboxokhla,200,177785,blackboxokhla.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,blackboxokhla.myinstamojo.com,,443,https://blackboxokhla.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://blackboxokhla.myinstamojo.com/,*.instamojo.com,,,
blog.instamojo.com,Blog Instamojo - eCommerce business growth blog,200,121115,www.instamojo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-04-29T23:59:59Z,CN=*.instamojo.com,*.instamojo.com,instamojo.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,09cf20cb6576b429c3f0fa2e3555bd36,8dcbcbef93bf1f4eb6a1c6a68aeaedf1a9570441831cc2ff03854411db5b117f,True,ctls,www.instamojo.com,,443,https://blog.instamojo.com:443,https,cloudflare,text/html,GET,43.204.254.117,/,,13.235.101.218,Yoast SEO:17.8,1543,False,,https://www.instamojo.com:443/blog/,,,,
bloggerwala7.stores.instamojo.com,Bloggerwala,200,211055,bloggerwala7.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bloggerwala7.myinstamojo.com,,443,https://bloggerwala7.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://bloggerwala7.myinstamojo.com/,*.instamojo.com,,,
bodhmarga.stores.instamojo.com,BodhMarga Foundation,200,190277,bodhmarga.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bodhmarga.myinstamojo.com,,443,https://bodhmarga.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://bodhmarga.myinstamojo.com/,*.instamojo.com,,,
bold.stores.instamojo.com,bold,200,179026,bold.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bold.myinstamojo.com,,443,https://bold.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://bold.myinstamojo.com/,*.instamojo.com,,,
bookoera.stores.instamojo.com,BookoEra,200,232707,bookoera.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bookoera.myinstamojo.com,,443,https://bookoera.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,39,False,,https://bookoera.myinstamojo.com/,*.instamojo.com,,,
boundforyou-in1.stores.instamojo.com,BoundForYou.In,200,219668,boundforyou-in1.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,boundforyou-in1.myinstamojo.com,,443,https://boundforyou-in1.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://boundforyou-in1.myinstamojo.com/,*.instamojo.com,,,
bramhasabha.stores.instamojo.com,bramhasabha,200,176615,bramhasabha.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bramhasabha.myinstamojo.com,,443,https://bramhasabha.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://bramhasabha.myinstamojo.com/,*.instamojo.com,,,
bugfixallowmultiplewidgets.stores.instamojo.com,Oops!,200,114501,bugfixallowmultiplewidgets.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,bugfixallowmultiplewidgets.stores.instamojo.com,,443,https://bugfixallowmultiplewidgets.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,Nginx,29,False,,,,,,
bulksmsservice.stores.instamojo.com,bulksmsservice,200,180959,bulksmsservice.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,bulksmsservice.myinstamojo.com,,443,https://bulksmsservice.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,39,False,,https://bulksmsservice.myinstamojo.com/,*.instamojo.com,,,
businessmehtab.stores.instamojo.com,businessmehtab,200,180118,businessmehtab.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,businessmehtab.myinstamojo.com,,443,https://businessmehtab.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://businessmehtab.myinstamojo.com/,*.instamojo.com,,,
caramella.stores.instamojo.com,caramella,200,176710,caramella.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,caramella.myinstamojo.com,,443,https://caramella.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://caramella.myinstamojo.com/,*.instamojo.com,,,
cardkhana.stores.instamojo.com,Cardkhana,200,184549,cardkhana.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,cardkhana.myinstamojo.com,,443,https://cardkhana.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,39,False,,https://cardkhana.myinstamojo.com/,*.instamojo.com,,,
carpediemmajorda.stores.instamojo.com,carpediemmajorda,200,186446,carpediemmajorda.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,carpediemmajorda.myinstamojo.com,,443,https://carpediemmajorda.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,39,False,,https://carpediemmajorda.myinstamojo.com/,*.instamojo.com,,,
cde-staging.instamojo.com,,404,10,cde-staging.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-09-13T23:59:59Z,CN=cde-staging.instamojo.com,cde-staging.instamojo.com,cde-staging.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1a86c0fe49db2c646558d2136debfb7e,24152532b6f25932a2d5cb461f7ace64aabc84d7d9063fc604b04c9a30bdf2f8,,ctls,cde-staging.instamojo.com,,443,https://cde-staging.instamojo.com:443,https,nginx,text/html,GET,43.204.59.79,/,1864250944,3.6.162.217,Nginx,2,False,,,,,,
cde.instamojo.com,,404,10,cde.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-12-08T23:59:59Z,CN=cde.instamojo.com,cde.instamojo.com,cde.instamojo.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cc8125246c7d0eddc9aa86c83f8d425a,04a3f59ac1448f23ccf1dbcbf8cbc3b567c06d22e4cc820158659527cca23552,,ctls,cde.instamojo.com,,443,https://cde.instamojo.com:443,https,nginx,text/html,GET,65.1.119.179,/,1864250944,3.108.50.152,Nginx,2,False,,,,,,
chandrakanthgck159.stores.instamojo.com,chandrakanthgck159,200,176798,chandrakanthgck159.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,chandrakanthgck159.myinstamojo.com,,443,https://chandrakanthgck159.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://chandrakanthgck159.myinstamojo.com/,*.instamojo.com,,,
childsplayfc.stores.instamojo.com,childsplayfc,200,179242,childsplayfc.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,childsplayfc.myinstamojo.com,,443,https://childsplayfc.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://childsplayfc.myinstamojo.com/,*.instamojo.com,,,
civilexperience.stores.instamojo.com,Civil Experience,200,220103,civilexperience.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,civilexperience.myinstamojo.com,,443,https://civilexperience.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://civilexperience.myinstamojo.com/,*.instamojo.com,,,
coeusagestore.stores.instamojo.com,Coeus Age Research Store,200,183258,coeusagestore.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,coeusagestore.myinstamojo.com,,443,https://coeusagestore.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,39,False,,https://coeusagestore.myinstamojo.com/,*.instamojo.com,,,
compressware.stores.instamojo.com,Compressware,200,207273,compressware.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,compressware.myinstamojo.com,,443,https://compressware.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://compressware.myinstamojo.com/,*.instamojo.com,,,
contact55.stores.instamojo.com,easymommylifeproducts,200,182536,contact55.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,contact55.myinstamojo.com,,443,https://contact55.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://contact55.myinstamojo.com/,*.instamojo.com,,,
ctrltab.stores.instamojo.com,CTRLTAB,200,179877,ctrltab.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,ctrltab.myinstamojo.com,,443,https://ctrltab.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,React,39,False,,https://ctrltab.myinstamojo.com/,*.instamojo.com,,,
customersaws.stores.instamojo.com,Oops!,200,114487,customersaws.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,customersaws.stores.instamojo.com,,443,https://customersaws.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,Nginx,29,False,,,,,,
debashreedutta.stores.instamojo.com,Debashree Dutta,200,224187,debashreedutta.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,debashreedutta.myinstamojo.com,,443,https://debashreedutta.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,39,False,,https://debashreedutta.myinstamojo.com/,*.instamojo.com,,,
debugbetaeventdoc-corporate.stores.instamojo.com,Oops!,200,114502,debugbetaeventdoc-corporate.stores.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2024-01-06T23:59:59Z,CN=manage.instamojo.com,manage.instamojo.com,subscription.instamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,be6f48bbd3a36ea0a621e3740c9efb70,d2d9b970abffe857ce4a0f581c0ec2088849a83e6d2e4c83a087ab5ff3363166,True,ctls,debugbetaeventdoc-corporate.stores.instamojo.com,,443,https://debugbetaeventdoc-corporate.stores.instamojo.com:443,https,nginx,text/html,GET,13.126.69.125,/,-269232423,13.235.195.253,Nginx,29,False,,,,,,
deepakkr342.stores.instamojo.com,AspiringYouths,200,212464,deepakkr342.myinstamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-08T23:59:59Z,CN=*.myinstamojo.com,*.myinstamojo.com,*.myinstamojo.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9d1ea3af745eb3a1f9cd04f3d8cb027,6947772e60d85c6324ce0e7a042a32be23a1ed367d23f1efd06277d096909565,True,ctls,deepakkr342.myinstamojo.com,,443,https://deepakkr342.stores.instamojo.com:443,https,nginx,text/html,GET,13.235.195.253,/,-269232423,13.126.69.125,React,39,False,,https://deepakkr342.myinstamojo.com/,*.instamojo.com,,,
developers-staging.instamojo.com,Mojo Developers Program,200,37066,developers-staging.instamojo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-07T00:00:00Z,2023-11-27T23:59:59Z,CN=instamojo.com,instamojo.com,*.instamojo.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,59c51039dd04de94e6dfd72d8a039c04,9cb745845abf2d88ade0122301c79bd4517c84a1377acc2ddee86397f90aa280,True,ctls,developers-staging.instamojo.com,,443,https://developers-staging.instamojo.com:443,https,nginx,text/html,GET,15.206.234.85,/,,3.7.90.36,ZURB Foundation,695,False,,,,,,
