input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_expired,final_url,tls_mismatched,tls_wildcard_certificate,tls_self_signed
essbase-misc-dev.gapinc.com,401 Unauthorized,401,381,essbase-misc-dev.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-11T00:00:00Z,2024-02-11T23:59:59Z,"CN=essbase-misc-dev.gapinc.com, O=The Gap\, Inc., ST=California, C=US",essbase-misc-dev.gapinc.com,"The Gap, Inc.",essbase-misc-dev.gapinc.gap.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a34a67d7c4b9defd6bf0e98372f42507,d10293f5d14ecfc2e653cfe1dd1bfc896443d1fdaf8ef2d6861ed679e4da56bc,ctls,essbase-misc-dev.gapinc.com,oracle,443,https://essbase-misc-dev.gapinc.com:443,https,Apache,text/html,GET,193.122.194.32,/,-366337701,193.122.194.32,Apache,13,False,True,,,https://essbase-misc-dev.gapinc.com/essbase/jet/,,,
essbase-misc-prod.gapinc.com,401 Unauthorized,401,381,essbase-misc-prod.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=essbase-misc-prod.gapinc.com, O=The Gap\, Inc., ST=California, C=US",essbase-misc-prod.gapinc.com,"The Gap, Inc.",essbase-misc-prod.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ddade8ca37d1a31bcee821ee21f82b66,f8cf73d172feaaaeb10efd262fc12894df8926391e1304e7211015a9c32b9289,ctls,essbase-misc-prod.gapinc.com,oracle,443,https://essbase-misc-prod.gapinc.com:443,https,Apache,text/html,GET,132.226.42.150,/,-366337701,132.226.42.150,Apache,13,False,True,,,https://essbase-misc-prod.gapinc.com/essbase/jet/,,,
essbase-misc-test.gapinc.com,401 Unauthorized,401,381,essbase-misc-test.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=essbase-misc-test.gapinc.com, O=The Gap\, Inc., ST=California, C=US",essbase-misc-test.gapinc.com,"The Gap, Inc.",essbase-misc-test.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2ccfebaec8a7f40110b540f271ad3295,0c691699e4418e329cbf3873533601673d85904d191d2022c4102c74fff81b90,ctls,essbase-misc-test.gapinc.com,oracle,443,https://essbase-misc-test.gapinc.com:443,https,Apache,text/html,GET,129.159.105.211,/,-366337701,129.159.105.211,Apache,13,False,True,,,https://essbase-misc-test.gapinc.com/essbase/jet/,,,
essbase-sds-dev.gapinc.com,401 Unauthorized,401,381,essbase-sds-dev.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-11T00:00:00Z,2024-02-11T23:59:59Z,"CN=essbase-sds-dev.gapinc.com, O=The Gap\, Inc., ST=California, C=US",essbase-sds-dev.gapinc.com,"The Gap, Inc.",essbase-sds-dev.gapinc.gap.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,5b3bbaef3c4af83e45b1bfc7418047d5,9f9a4f9e609919f23b7003bd3df5aa73704207597fe03a38202905d50b74794f,ctls,essbase-sds-dev.gapinc.com,oracle,443,https://essbase-sds-dev.gapinc.com:443,https,Apache,text/html,GET,193.122.204.93,/,-366337701,193.122.204.93,Apache,13,False,True,,,https://essbase-sds-dev.gapinc.com/essbase/jet/,,,
events.gapinc.com,Error 404 Not Found,404,148,events.gapinc.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-15T00:00:00Z,2023-06-15T23:59:59Z,"CN=events.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",events.gapinc.com,"The Gap, Inc.",events.gapinc.com,"CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,9b04c650d64fb9302acbee8a5b0301f6,0dce55b0507e0faa5c406f32d8f043947b48b750dcda3922fb1ba92d47b2aef7,ctls,events.gapinc.com,cloudfront,443,https://events.gapinc.com:443,https,,text/html,GET,18.66.147.6,/,142092188,18.66.147.39,HSTS,1,False,True,,True,https://events.gapinc.com/m-events/,,,
findevccint.gapinc.com,Apache Tomcat/9.0.43,200,11137,findevccint.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2020-03-12T00:00:00Z,2022-03-12T23:59:59Z,"CN=findevccint.gapinc.com, OU=AARM, O=The Gap\, Inc., street=2 Folsom St., L=San Francisco, ST=California, postalCode=94105, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",findevccint.gapinc.com,"The Gap, Inc.",o-vmx-12d-entapp-erphttps-001.dev.ocaus.gaptech.com,"CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,622be69ac147baa4c6f77bc75cef06a2,10eae9de6616f61311542092237c10718720820b48dcb499f88d7f8defd0bbdd,ctls,findevccint.gapinc.com,oracle,443,https://findevccint.gapinc.com:443,https,,text/html,GET,150.136.3.16,/,-297069493,150.136.3.16,,199,False,True,,True,,,,
frn.gapinc.com,,404,220,frn.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-23T00:00:00Z,2023-07-23T23:59:59Z,"CN=frn.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",frn.gapinc.com,"The Gap, Inc.",frn.gapinc.com,"CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,23fb7c94be9f0a4da3e84334b5db0780,815887a1272dd2dba292dc7019a05f0211081313376e02ce2876716fc47d728d,ctls,frn.gapinc.com,,443,https://frn.gapinc.com:443,https,WebSphere Application Server/6.1,text/html,GET,8.18.111.224,/,953351783,8.18.111.224,,1,False,,,True,,,,
gacr2nnonprod.gapinc.com,403 Forbidden,403,179,gacr2nnonprod.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-06-10T00:00:00Z,2022-06-10T23:59:59Z,"CN=gacr2nnonprod.gapinc.com, O=The Gap\, Inc., L=San Francisco, ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",gacr2nnonprod.gapinc.com,"The Gap, Inc.",gacr2nnonprod.gapinc.com,"CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,e6316b381840e805f554e7477e45f71a,5ea79b5f52f79a61449f19b8b4ec7b30609636839024394a2796484a529b8b53,ctls,gacr2nnonprod.gapinc.com,azure,443,https://gacr2nnonprod.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.226.168.200,/,1525958878,52.226.168.200,,8,False,True,,True,,,,
gap.stitch.gapinc.com,Gap Inc Login,200,11488,onelogonqa.gap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-08T00:00:00Z,2024-06-07T23:59:59Z,"CN=onelogonqa.gap.com, O=The Gap\, Inc., ST=California, C=US",onelogonqa.gap.com,"The Gap, Inc.",onelogonqa.gap.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,91a951923478db9ae243d01017d87fd2,03dd6da006d79db288616edb42357f2435a1aa402b44f6d611a662eb6450c8a4,ctls,onelogonqa.gap.com,,443,https://gap.stitch.gapinc.com:443,https,,text/html,GET,54.195.237.234,/,409104341,63.33.17.94,Azure,318,False,,,,https://onelogonqa.gap.com/idp/SSO.saml2?SAMLRequest=fZJJb4MwFIT%2FCjefWMKaWICEElVCShclbQ%2B9VI55BEtgEz%2FT7dcXiKq0h%2FRqzXwzmucUWdf2tBhMI3dwGgCNVSCCNkLJtZI4dKD3oN8Eh6fdNiONMT1S1%2F0CrRoQx8Y4XHUuonIZR3cR1BUkUHPO67BmqziOAr8KlsTajGgh2cS9UJSEVh2VPDHnyPqZJKre3e%2FvnamYT6xyk5HXIIn8JA4T2%2FPrwA7jamWzmCd2wqqwDqPDwYMxoUQcoJRomDQZ8T0%2FsL3E9uNHL6LekkbLF2I9g8a5ge94xProWol0SsrIoCVVDAVSyTpAajjdF7dbOgop%2B1nkt6X%2F39NrZRRXLcnTSU3ndjq%2F7EavbZW6vw3p%2BUJ3Y0C5eVCt4J9W0bbqfa2BGciI0QMQ60bpjpnrlRbOYn4RlV3PUgodE21RVRoQiZufU%2F9%2Bhfwb,,,
gisbooking.gapinc.com,Gap Inc Login,200,11198,onelogon.gap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=onelogon.gap.com, O=The Gap\, Inc., ST=California, C=US",onelogon.gap.com,"The Gap, Inc.",onelogon.gap.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,68e1a31274160c9ce2af73dd5a84b147,1d968a9a4ede73cdbb6520373073f222f9143b1197e3cf21314fe6fd8b9268aa,ctls,onelogon.gap.com,azure,443,https://gisbooking.gapinc.com:443,https,,text/html,GET,52.255.212.181,/,-306713980,52.255.212.181,,315,False,True,,,https://onelogon.gap.com/as/authorization.oauth2?response_type=code&client_id=gisbooking&scope=openid%20profile&state=CFo0IgSfHFQ6Nawzz7NfkAfN_KZ3q0qkwZBR_EbzUng%3D&redirect_uri=https://gisbooking.gapinc.com/login/oauth2/code/pingidentity&nonce=2gaoavqDKpytFJyhjxYIuSQVWLLZT8xpFjXHAq5iLBw,,,
gisbookingstage.gapinc.com,Gap Inc Login,200,11240,onelogonqa.gap.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-08T00:00:00Z,2024-06-07T23:59:59Z,"CN=onelogonqa.gap.com, O=The Gap\, Inc., ST=California, C=US",onelogonqa.gap.com,"The Gap, Inc.",onelogonqa.gap.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,91a951923478db9ae243d01017d87fd2,03dd6da006d79db288616edb42357f2435a1aa402b44f6d611a662eb6450c8a4,ctls,onelogonqa.gap.com,azure,443,https://gisbookingstage.gapinc.com:443,https,,text/html,GET,52.226.168.200,/,1289671375,52.226.168.200,Azure,323,False,True,,,https://onelogonqa.gap.com/as/authorization.oauth2?response_type=code&client_id=gisbooking&scope=openid%20profile&state=LppaOk9UrZYGYW65ghpUjFCKXujds2sCbz8DT-8LoDA%3D&redirect_uri=https://gisbookingstage.gapinc.com/login/oauth2/code/pingidentity&nonce=fAJHjLk1aW7pyleGOXiJvQ1DQmCr2-MPPE6-cx05NYY,,,
github-dryrun.gapinc.com,502 Bad Gateway,502,183,github-dryrun.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-23T00:00:00Z,2023-05-23T23:59:59Z,"CN=github-dryrun.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",github-dryrun.gapinc.com,"The Gap, Inc.",github-dryrun.gapinc.com,"CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,0114d02b46b5c9c05fe430228725a972,6cb99ae176a59e7042b85cd7d5e7debab1e394e4cd1b43693d3eb7c4cb36d896,ctls,github-dryrun.gapinc.com,azure,443,https://github-dryrun.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.255.212.181,/,1689593728,52.255.212.181,,8,False,True,,True,,,,
github-wip.gapinc.com,403 Forbidden,403,179,github-wip.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T00:00:00Z,2023-10-17T23:59:59Z,"CN=github-wip.gapinc.com, O=The Gap\, Inc., ST=California, C=US",github-wip.gapinc.com,"The Gap, Inc.",github-wip.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,40bd55d6e4720b60f0299e306481ed55,eafa9709c85ad2131d4c825e5ff431293f904b02a5075ee2f69f594ac237ceff,ctls,github-wip.gapinc.com,azure,443,https://github-wip.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.226.168.200,/,1525958878,52.226.168.200,,8,False,True,,,,,,
github.gapinc.com,403 Forbidden,403,179,github.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-07T00:00:00Z,2024-03-06T23:59:59Z,"CN=github.gapinc.com, O=The Gap\, Inc., ST=California, C=US",github.gapinc.com,"The Gap, Inc.",github.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,6b1c908fe793bc516e17f4fac9f9ed68,a5dd48a737860bb5f38bebab5b795bb8a9125ed0c29f028951675632f24ef5fd,ctls,github.gapinc.com,azure,443,https://github.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.255.212.181,/,1525958878,52.255.212.181,,8,False,True,,,,,,
goalert.stage.gapinc.com,502 Bad Gateway,502,183,goalert.stage.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-01T23:59:59Z,"CN=goalert.stage.gapinc.com, O=The Gap\, Inc., ST=California, C=US",goalert.stage.gapinc.com,"The Gap, Inc.",gap-goalert.aks.stage.azeus.gaptech.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,5d0e71ff16a13a541b2e58a3582ecf77,6d67c210f6f3898da6569577139cabf8da3435b8861c25e73eef2071287bb6d1,ctls,goalert.stage.gapinc.com,azure,443,https://goalert.stage.gapinc.com:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,52.226.168.200,/,1689593728,52.226.168.200,,8,False,True,,,,,,
gp.gapinc.com,,200,170,gp.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-28T00:00:00Z,2024-06-27T23:59:59Z,"CN=gp.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gp.gapinc.com,"The Gap, Inc.",gp02rcc.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8dd7948e3610779bf986bf8af85e4d56,4d8249e61be325efe74403cea019c4816d54c008afb12001cfd13ec14b56309f,ctls,gp.gapinc.com,,443,https://gp.gapinc.com:443,https,,text/html,GET,8.21.68.52,/,593259606,8.21.68.52,HSTS,4,False,,,,,,,
gp01phx.gapinc.com,,200,170,gp01phx.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-28T00:00:00Z,2024-06-27T23:59:59Z,"CN=gp.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gp.gapinc.com,"The Gap, Inc.",gp02rcc.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8dd7948e3610779bf986bf8af85e4d56,4d8249e61be325efe74403cea019c4816d54c008afb12001cfd13ec14b56309f,ctls,gp01phx.gapinc.com,,443,https://gp01phx.gapinc.com:443,https,,text/html,GET,8.18.111.52,/,593259606,8.18.111.52,HSTS,4,False,,,,,,,
gp01rcc.gapinc.com,,200,170,gp01rcc.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-28T00:00:00Z,2024-06-27T23:59:59Z,"CN=gp.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gp.gapinc.com,"The Gap, Inc.",gp02rcc.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8dd7948e3610779bf986bf8af85e4d56,4d8249e61be325efe74403cea019c4816d54c008afb12001cfd13ec14b56309f,ctls,gp01rcc.gapinc.com,,443,https://gp01rcc.gapinc.com:443,https,,text/html,GET,8.21.68.52,/,593259606,8.21.68.52,HSTS,4,False,,,,,,,
gp02iad.gapinc.com,,200,170,gp02iad.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-28T00:00:00Z,2024-06-27T23:59:59Z,"CN=gp.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gp.gapinc.com,"The Gap, Inc.",gp02rcc.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8dd7948e3610779bf986bf8af85e4d56,4d8249e61be325efe74403cea019c4816d54c008afb12001cfd13ec14b56309f,ctls,gp02iad.gapinc.com,,443,https://gp02iad.gapinc.com:443,https,,text/html,GET,8.45.105.54,/,593259606,8.45.105.54,HSTS,4,False,,,,,,,
gp02phx.gapinc.com,,200,170,gp02phx.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-28T00:00:00Z,2024-06-27T23:59:59Z,"CN=gp.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gp.gapinc.com,"The Gap, Inc.",gp02rcc.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8dd7948e3610779bf986bf8af85e4d56,4d8249e61be325efe74403cea019c4816d54c008afb12001cfd13ec14b56309f,ctls,gp02phx.gapinc.com,,443,https://gp02phx.gapinc.com:443,https,,text/html,GET,8.18.111.54,/,593259606,8.18.111.54,HSTS,4,False,,,,,,,
gp02rcc.gapinc.com,,200,170,gp02rcc.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-28T00:00:00Z,2024-06-27T23:59:59Z,"CN=gp.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gp.gapinc.com,"The Gap, Inc.",gp02rcc.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8dd7948e3610779bf986bf8af85e4d56,4d8249e61be325efe74403cea019c4816d54c008afb12001cfd13ec14b56309f,ctls,gp02rcc.gapinc.com,,443,https://gp02rcc.gapinc.com:443,https,,text/html,GET,8.21.68.54,/,593259606,8.21.68.54,HSTS,4,False,,,,,,,
gpbyod01iad.gapinc.com,,200,170,gpbyod01iad.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-30T00:00:00Z,2024-03-29T23:59:59Z,"CN=gpbyod.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gpbyod.gapinc.com,"The Gap, Inc.",vpbyod.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f733cb4f6a186dd720968043d8a5e8b7,36ccc81e5c897cafdc64edd794139abeb69f9a643abc135959111684bfcdffe0,ctls,gpbyod01iad.gapinc.com,,443,https://gpbyod01iad.gapinc.com:443,https,,text/html,GET,8.45.105.21,/,593259606,8.45.105.21,HSTS,4,False,,,,,,,
gpbyod01phx.gapinc.com,,200,170,gpbyod01phx.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-30T00:00:00Z,2024-03-29T23:59:59Z,"CN=gpbyod.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gpbyod.gapinc.com,"The Gap, Inc.",vpbyod.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f733cb4f6a186dd720968043d8a5e8b7,36ccc81e5c897cafdc64edd794139abeb69f9a643abc135959111684bfcdffe0,ctls,gpbyod01phx.gapinc.com,,443,https://gpbyod01phx.gapinc.com:443,https,,text/html,GET,8.18.111.112,/,593259606,8.18.111.112,HSTS,4,False,,,,,,,
gpbyod01rcc.gapinc.com,,200,170,gpbyod01rcc.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-30T00:00:00Z,2024-03-29T23:59:59Z,"CN=gpbyod.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gpbyod.gapinc.com,"The Gap, Inc.",vpbyod.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f733cb4f6a186dd720968043d8a5e8b7,36ccc81e5c897cafdc64edd794139abeb69f9a643abc135959111684bfcdffe0,ctls,gpbyod01rcc.gapinc.com,,443,https://gpbyod01rcc.gapinc.com:443,https,,text/html,GET,8.21.68.15,/,593259606,8.21.68.15,HSTS,4,False,,,,,,,
gpbyod02iad.gapinc.com,,200,170,gpbyod02iad.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-30T00:00:00Z,2024-03-29T23:59:59Z,"CN=gpbyod.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gpbyod.gapinc.com,"The Gap, Inc.",vpbyod.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f733cb4f6a186dd720968043d8a5e8b7,36ccc81e5c897cafdc64edd794139abeb69f9a643abc135959111684bfcdffe0,ctls,gpbyod02iad.gapinc.com,,443,https://gpbyod02iad.gapinc.com:443,https,,text/html,GET,8.45.105.23,/,593259606,8.45.105.23,HSTS,4,False,,,,,,,
gpbyod02phx.gapinc.com,,200,170,gpbyod02phx.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-30T00:00:00Z,2024-03-29T23:59:59Z,"CN=gpbyod.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gpbyod.gapinc.com,"The Gap, Inc.",vpbyod.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f733cb4f6a186dd720968043d8a5e8b7,36ccc81e5c897cafdc64edd794139abeb69f9a643abc135959111684bfcdffe0,ctls,gpbyod02phx.gapinc.com,,443,https://gpbyod02phx.gapinc.com:443,https,,text/html,GET,8.18.111.114,/,593259606,8.18.111.114,HSTS,4,False,,,,,,,
gpbyod02rcc.gapinc.com,,200,170,gpbyod02rcc.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-30T00:00:00Z,2024-03-29T23:59:59Z,"CN=gpbyod.gapinc.com, O=The Gap\, Inc., ST=California, C=US",gpbyod.gapinc.com,"The Gap, Inc.",vpbyod.gapinc.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f733cb4f6a186dd720968043d8a5e8b7,36ccc81e5c897cafdc64edd794139abeb69f9a643abc135959111684bfcdffe0,ctls,gpbyod02rcc.gapinc.com,,443,https://gpbyod02rcc.gapinc.com:443,https,,text/html,GET,8.21.68.17,/,593259606,8.21.68.17,HSTS,4,False,,,,,,,
gpcl.gapinc.com,,200,170,gpcl.gapinc.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-12T00:00:00Z,2023-08-12T23:59:59Z,"CN=gpcl.gapinc.com, O=The Gap\, Inc., ST=California, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, serialNumber=2157877, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",gpcl.gapinc.com,"The Gap, Inc.",vp.gapinc.com,"CN=COMODO RSA Extended Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Extended Validation Secure Server CA,COMODO CA Limited,efe991d34fa752d2f00a76c76df4e611,453a1b9fc97c836a77c465e3933e8876590352ea3901f015a55ef9fe096221c6,ctls,gpcl.gapinc.com,,443,https://gpcl.gapinc.com:443,https,,text/html,GET,8.21.68.53,/,593259606,8.21.68.53,HSTS,4,False,,,,,,,
