new,host,ttl,a,aaaa,soa,status_code,mx,ns,txt,cname
[x],ggp-int-gw.codechef.com,300,"104.26.4.157, 172.67.75.52, 104.26.5.157","2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d, 2606:4700:20::681a:59d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],globalloadsecureui.codechef.com,300,,"2606:4700:20::681a:59d, 2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],gzopen-dmc.mails.codechef.com,300,"104.26.5.157, 172.67.75.52, 104.26.4.157","2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],id-290758.codechef.com,300,"104.26.5.157, 104.26.4.157, 172.67.75.52","2a06:98c1:3123:e000::5, 2a06:98c1:3122:e000::5","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],intertestbeddandomain.campus.codechef.com,300,"104.26.5.157, 104.26.4.157, 172.67.75.52","2606:4700:20::681a:59d, 2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],ipv6-c018-bom001-ix.goodies.codechef.com,300,"172.67.75.52, 104.26.5.157, 104.26.4.157","2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d, 2606:4700:20::681a:59d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],jenkinssandbox.campus.codechef.com,239,"188.114.99.229, 188.114.98.229","2606:4700:20::ac43:4b34, 2606:4700:20::681a:59d, 2606:4700:20::681a:49d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],kube.codechef.com,208,"104.26.4.157, 104.26.5.157, 172.67.75.52","2606:4700:20::681a:49d, 2606:4700:20::ac43:4b34, 2606:4700:20::681a:59d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],lab-www.campus.codechef.com,300,"104.26.5.157, 104.26.4.157, 172.67.75.52","2606:4700:20::681a:49d, 2606:4700:20::681a:59d, 2606:4700:20::ac43:4b34","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],logindemo.codechef.com,300,"172.67.75.52, 104.26.4.157, 104.26.5.157","2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d, 2606:4700:20::681a:59d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],market-m2.codechef.com,300,"172.67.75.52, 104.26.4.157, 104.26.5.157","2606:4700:20::681a:59d, 2606:4700:20::681a:49d, 2606:4700:20::ac43:4b34","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],matheusonprem7.goodies.codechef.com,300,"104.26.4.157, 104.26.5.157, 172.67.75.52","2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d, 2606:4700:20::681a:59d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],mbamdev.campus.codechef.com,300,,"2606:4700:20::681a:59d, 2606:4700:20::681a:49d, 2606:4700:20::ac43:4b34","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],mostcollectable.codechef.com,300,"172.67.75.52, 104.26.4.157, 104.26.5.157","2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d, 2606:4700:20::681a:59d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],mr-871-v2.codechef.com,300,"172.67.75.52, 104.26.4.157, 104.26.5.157","2606:4700:20::ac43:4b34, 2606:4700:20::681a:49d, 2606:4700:20::681a:59d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],mr-871.codechef.com,300,"104.26.5.157, 104.26.4.157, 172.67.75.52","2606:4700:20::ac43:4b34, 2606:4700:20::681a:59d, 2606:4700:20::681a:49d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],mssql-cdn.codechef.com,300,"104.26.5.157, 172.67.75.52, 104.26.4.157","2606:4700:20::681a:49d, 2606:4700:20::ac43:4b34, 2606:4700:20::681a:59d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],muvyib7tey-vpn.codechef.com,300,"104.26.4.157, 104.26.5.157, 172.67.75.52","2606:4700:20::ac43:4b34, 2606:4700:20::681a:59d, 2606:4700:20::681a:49d","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],nudandomain-controllererus.webserver.codechef.com,232,"188.114.99.229, 188.114.98.229","2606:4700:20::681a:49d, 2606:4700:20::681a:59d, 2606:4700:20::ac43:4b34","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],partnerssftp-viatordandomainsma-cfbrooklynleonards-edgeinfra.campus.codechef.com,300,"172.67.75.52, 104.26.5.157, 104.26.4.157","2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5","{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
[x],phasr.goodies.codechef.com,300,"104.26.5.157, 172.67.75.52, 104.26.4.157",,"{'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'codechef.com', 'ns': 'lex.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2351950870, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,,,
