input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tls_wildcard_certificate,cdn_name,tech_,cdn,tls_mismatched,final_url,csp_domains_,tls_expired
av-am.betfair.com,Just a moment...,403,7081,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://av-am.betfair.com:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
av-lo.betfair.com,Just a moment...,403,7146,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://av-lo.betfair.com:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
avast-premier-antivirus.en.betfair.ro,Just a moment...,403,6978,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://avast-premier-antivirus.en.betfair.ro:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
avemaria.betfair.ro,Just a moment...,403,7056,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://avemaria.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
avg-anti-virus-free.it.betfair.ro,Just a moment...,403,7164,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://avg-anti-virus-free.it.betfair.ro:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
avg-antivirus-free.betfair.ro,Just a moment...,403,7144,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://avg-antivirus-free.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
avgantiviruscustomersupportnumber.betfair.es,Just a moment...,403,7152,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://avgantiviruscustomersupportnumber.betfair.es:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
avgantiviruscustomersupportnumber.betfair.ro,Just a moment...,403,7106,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://avgantiviruscustomersupportnumber.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
avira-free-antivirus.ar.betfair.ro,Just a moment...,403,7126,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://avira-free-antivirus.ar.betfair.ro:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
avira-free-antivirus.betfair.ro,Just a moment...,403,7169,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://avira-free-antivirus.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
avira-free-antivirus.it.betfair.ro,Just a moment...,403,7106,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://avira-free-antivirus.it.betfair.ro:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
avira-free-antivirus.th.betfair.ro,Just a moment...,403,7110,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://avira-free-antivirus.th.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
avira-free-antivirus.vi.betfair.ro,Just a moment...,403,7089,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://avira-free-antivirus.vi.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
bahis.betfair.com,Just a moment...,403,7128,betting.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,betting.betfair.com,443,https://bahis.betfair.com:443,https,cloudflare,text/html,GET,104.18.156.64,/,1099596916,104.18.157.64,87,False,True,cloudflare,HTTP/3,True,,https://betting.betfair.com,,
bannercheck-api.test4.skybet.com,Access Denied,403,290,bannercheck-api.test4.skybet.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-05T00:00:00Z,2024-06-04T23:59:59Z,"CN=*.staging.sbgservices.com, O=Hestview Limited, ST=West Yorkshire, C=GB",*.staging.sbgservices.com,Hestview Limited,test-adfs.sbgpeople.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ea6e0d6d5a3a3b1546f54495f9a7433a,e71f7ee1d1db7eed19d7daca6cbe8af6503ae9232ed5b3c5f999601632f15bf1,ctls,bannercheck-api.test4.skybet.com,443,https://bannercheck-api.test4.skybet.com:443,https,,text/html,GET,23.201.243.247,/,-289850682,23.201.243.247,10,False,True,,HSTS,,True,,,
barcroftm-1.rcs-int.dev.ges.aws.sbgorigin.com,,403,42,barcroftm-1.rcs-int.dev.ges.aws.sbgorigin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-07T23:59:59Z,CN=barcroftm-1.rcs-int.dev.ges.aws.sbgorigin.com,barcroftm-1.rcs-int.dev.ges.aws.sbgorigin.com,,barcroftm-1.rcs-int.dev.ges.aws.sbgorigin.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a0288f1b97dc67aec414343e64714cb9,a50c588f44ec67e61841f0a265b715a629446ab0cd2f7e0f39c7c7dc22b6de93,ctls,barcroftm-1.rcs-int.dev.ges.aws.sbgorigin.com,443,https://barcroftm-1.rcs-int.dev.ges.aws.sbgorigin.com:443,https,,application/json,GET,54.194.203.9,/,768769774,52.31.6.130,1,False,,,,,,,,
barncover.betfair.ro,Just a moment...,403,7156,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://barncover.betfair.ro:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
basketball.betfair.es,Just a moment...,403,6978,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://basketball.betfair.es:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
batteryread.betfair.ro,Just a moment...,403,7114,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://batteryread.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
bbf-vip.betfair.ro,Just a moment...,403,7118,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://bbf-vip.betfair.ro:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
bdpconsole.betfair.com,Just a moment...,403,7097,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://bdpconsole.betfair.com:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
bdpsupport.betfair.com,Just a moment...,403,7002,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://bdpsupport.betfair.com:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
bean-transfert.betfair.es,Just a moment...,403,7134,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://bean-transfert.betfair.es:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
beatthedrop.betfair.com,Beat the Drop | The Football Betting Challenge,403,3218,beatthedrop.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,beatthedrop.betfair.com,443,https://beatthedrop.betfair.com:443,https,cloudflare,text/html,GET,104.18.156.64,/,-1840324437,104.18.157.64,111,False,True,cloudflare,HTTP/3,True,,,,
beatthedrop.betfair.es,A por el Bote | El desafío de las apuestas de fútbol,200,19845,beatthedrop.betfair.es,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.es, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.es,"Cloudflare, Inc.",*.betfair.es,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",47a107789d71dd30e4a9c531d05f70d0,19d9a94984dc076efa86bd0f9b2d95c9bb307e2ba8d149449a45b9bed1393ce7,ctls,beatthedrop.betfair.es,443,https://beatthedrop.betfair.es:443,https,cloudflare,text/html,GET,104.18.28.77,/,-1840324437,104.18.29.77,47,False,True,cloudflare,HTTP/3,True,,,,
beatthedrop.betfair.ro,Beat the Drop | The Football Betting Challenge,503,3423,beatthedrop.betfair.ro,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=betfair.ro, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.ro,"Cloudflare, Inc.",betfair.ro,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4818ca5425a6bc86d92e58926645e636,dcb759dad2f47899f4dc8262fac458a6f44ef9404e51232026d0377482f8d6a9,ctls,beatthedrop.betfair.ro,443,https://beatthedrop.betfair.ro:443,https,cloudflare,text/html,GET,104.18.28.235,/,-1840324437,104.18.29.235,121,False,True,cloudflare,HTTP/3,True,,,,
beatthedrop.paddypower.com,,403,16,beatthedrop.paddypower.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=paddypower.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",paddypower.com,"Cloudflare, Inc.",*.paddypower.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c44c42b976837fd6e02dc63f6a6ed2b7,410e996a4b5dd455964e350e9fbcd4687d128f3447388ac88e2efe2b8bf174b4,ctls,beatthedrop.paddypower.com,443,https://beatthedrop.paddypower.com:443,https,cloudflare,text/plain,GET,104.18.14.73,/,1253481126,104.18.15.73,1,False,True,cloudflare,HTTP/3,True,,,,
beatthekeeper.paddypower.com,,403,16,beatthekeeper.paddypower.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=paddypower.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",paddypower.com,"Cloudflare, Inc.",*.paddypower.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c44c42b976837fd6e02dc63f6a6ed2b7,410e996a4b5dd455964e350e9fbcd4687d128f3447388ac88e2efe2b8bf174b4,ctls,beatthekeeper.paddypower.com,443,https://beatthekeeper.paddypower.com:443,https,cloudflare,text/plain,GET,104.18.14.73,/,1253481126,104.18.15.73,1,False,True,cloudflare,HTTP/3,True,,,,
bestantivirussoftware.betfair.es,Just a moment...,403,7085,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://bestantivirussoftware.betfair.es:443,https,cloudflare,text/html,GET,84.20.210.33,/,1099596916,84.20.210.33,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
bestantivirussoftware.betfair.ro,Just a moment...,403,7106,www.betfair.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=betfair.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",betfair.com,"Cloudflare, Inc.",api.games.betfair.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4f0bd0c05b14a455998b99e2f692c68f,f3b6e7b4cf47031d49a919fee92757ce06e6e62a713d47527928151f24f6a767,ctls,www.betfair.com,443,https://bestantivirussoftware.betfair.ro:443,https,cloudflare,text/html,GET,84.20.208.107,/,1099596916,84.20.208.107,87,False,True,,HTTP/3,,,https://www.betfair.com/,,
bet-calculator.paddypower.com,,403,16,bet-calculator.paddypower.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2024-04-24T23:59:59Z,"CN=paddypower.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",paddypower.com,"Cloudflare, Inc.",*.paddypower.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",c44c42b976837fd6e02dc63f6a6ed2b7,410e996a4b5dd455964e350e9fbcd4687d128f3447388ac88e2efe2b8bf174b4,ctls,bet-calculator.paddypower.com,443,https://bet-calculator.paddypower.com:443,https,cloudflare,text/plain,GET,104.18.15.73,/,1253481126,104.18.14.73,1,False,True,cloudflare,HTTP/3,True,,,,
bet.a.sbgcdn.com,Page not found | Sky Betting and Gaming,404,3068,bet.a.sbgcdn.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=bet.sbgcdn.com, O=Hestview Limited, ST=West Yorkshire, C=GB, businessCategory=Private Organization, jurisdictionCountry=GB, serialNumber=01100741, businessCategory=Private Organization, jurisdictionCountry=GB",bet.sbgcdn.com,Hestview Limited,bet.nps.sbgcdn.com,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,c3601299971d0809c26e8ed437d12075,e60b78b5bc8f968eb2f36585658add90b0308199ba763cac11b9a1d94175e97d,ctls,bet.a.sbgcdn.com,443,https://bet.a.sbgcdn.com:443,https,(REDACTED),text/html,GET,104.102.50.226,/,1155722908,104.102.50.226,48,False,,,,,,,,
bet.sbgcdn.com,Page not found | Sky Betting and Gaming,404,3068,bet.sbgcdn.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-11-20T23:59:59Z,"CN=bet.sbgcdn.com, O=Hestview Limited, ST=West Yorkshire, C=GB, businessCategory=Private Organization, jurisdictionCountry=GB, serialNumber=01100741, businessCategory=Private Organization, jurisdictionCountry=GB",bet.sbgcdn.com,Hestview Limited,bet.nps.sbgcdn.com,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,c3601299971d0809c26e8ed437d12075,e60b78b5bc8f968eb2f36585658add90b0308199ba763cac11b9a1d94175e97d,ctls,bet.sbgcdn.com,443,https://bet.sbgcdn.com:443,https,(REDACTED),text/html,GET,104.102.50.226,/,1155722908,104.102.50.226,48,False,,,,,,,,
