new,host,a,cname,soa,status_code,cdn,cdn-name,txt,aaaa,ns,mx,has_internal_ips,internal_ips,ptr,caa
[x],oro02-dev-football-api.awsdev.feeds.skybet.com,"52.214.174.148, 54.228.221.146, 52.31.161.251",,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1306.awsdns-35.org, ns-1565.awsdns-03.co.uk, ns-64.awsdns-08.com, ns-782.awsdns-33.net",,,,,
[x],osg.betfair.com,"104.18.156.64, 104.18.157.64",osg.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],osg.paddypower.com,"104.18.15.73, 104.18.14.73",osg.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],otgovorenkhazart.betfair.com,"104.18.156.64, 104.18.157.64",otgovorenkhazart.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],otoo1.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],outlook.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],outsourcingb2b.apis.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],p.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,"pdns5.ultradns.info, pdns6.ultradns.co.uk, pdns4.ultradns.org, pdns3.ultradns.org, pdns1.ultradns.net, pdns2.ultradns.net",,,,,
[x],p01.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],pacbf.lb.betfair.com,84.20.208.148,"ie1-pacbf.betfair.com, ie2-pacbf.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],pacpp.lb.paddypower.com,84.20.202.73,"ie2-pacpp.paddypower.com, ie1-pacpp.paddypower.com","a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],pacpp.qa.lb.paddypower.com,"84.20.203.92, 84.20.193.92",,"a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],paddypower.com,"104.18.14.73, 104.18.15.73",,"a1-221.akam.net, domains.paddypower.com",NOERROR,True,cloudflare,"QuoVadis=885fa64f-8114-42f7-83c7-91603902564e, identrust_validate=tFmQm+JGGcPZtzHD7PtnSdCgos5xkvrD4WwgefkShVr/, v=spf1 include:spf-a.rnmk.com include:spf-b.rnmk.com include:cust-spf.exacttarget.com include:nw010.com include:de._netblocks.mimecast.com include:spf.protection.outlook.com ip4:193.120.255.241 ip4:198.245.94.2 ip4:198.245.87.192 ip4:137.116.236.170 ip4:1, 60.34.64.14 ip4:217.112.150.47 ip4:217.112.150.48 ip4:185.20.95.37 ip4:185.20.95.38 ip4:94.236.83.186 include:spf.mandrillapp.com ip4:217.112.150.5 include:mail.zendesk.com -all, sRO+doBQQBb4jEX+TGFxNzDym06lB5il9V8iL3LKpTn2uYlziqhLgPTGyS7+9qXGJHhm+/q3KhPe5aZvoolsRQ==, ZOOM_verify_tDTAVSOMR4qaxGk2aRq7Ng, ca3-0f99733c1ae7491ea0afbb7a1ce262ac, MS=ms51985264, google-site-verification=IEhEBDN2-zdqRAqelAQ9r5LqCjnN7Fs3nBdmBOYa1JI, ca3-39c2b93efffb4fcf868d812b37a9fe98, identrust_validate=Sx/3vLfXGNNmFWr6fANM37XVtvlRMiXsta9yPV515eB0, miro-verification=29074cf7f3cce39f2ac05823a2a472352c99af7d, google-site-verification=dLxIYlHfkvZVOAZuwYH6s2kD0dIBL99QVEwEl2VS5No",,"a2-65.akam.net, a16-64.akam.net, a13-64.akam.net, a4-66.akam.net, a1-221.akam.net, a3-67.akam.net","de-smtp-inbound-2.mimecast.com, de-smtp-inbound-1.mimecast.com",,,,
[x],paddypower.it,204.74.99.100,,"a1-221.akam.net, jon\.stock.safenames.co.uk",NOERROR,,,"v=spf1 include:nets1.spf.messagelabs.com include:nets2.spf.messagelabs.com include:spf-a.rnmk.com include:spf-b.rnmk.com include:cust-spf.exacttarget.com include:nw010.com include:de._netblocks.mimecast.com ip4:193.120.255.241 ip4:198.245.94.2 ip4:198.245, .87.192 ip4:137.116.236.170 ip4:160.34.64.14 ip4:217.112.150.5 ip4:185.20.95.20 ip4:217.112.150.38 ip4:217.112.150.47 ip4:217.112.150.48 ip4:185.20.95.37 ip4:185.20.95.38 -all, MS=ms41098131, identrust_validate=wmCPnllpsE7hvBhrP3KuyV7aYyw8hSJqR0drkgCax1yQ, identrust_validate=wHwWvEz2dED6ko7KTJeJMlqDuT/Pfr/5o62e58sIAi+L, QuoVadis=9e6a045c-d2b6-49b5-9af9-03791c55a1f0, google-site-verification=dnxcreBV7GVoTo0_sYxTgqtmcbXJzm2Zn6CJvUcy6DQ",,"a2-65.akam.net, a16-64.akam.net, a1-221.akam.net, a13-64.akam.net, a4-66.akam.net, a3-67.akam.net","de-smtp-inbound-2.mimecast.com, de-smtp-inbound-1.mimecast.com",,,,
[x],pagegiochi.kr.covidm.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,,,"c.ns.emailvision.net, d.ns.emailvision.net, b.ns.emailvision.net, a.ns.emailvision.net",,,,,
[x],pariuri.betfair.com,"104.18.156.64, 104.18.157.64",pariuri.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],pariuri.betfair.ro,"104.18.29.235, 104.18.28.235",pariuri.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],parkinm-1.rc.dev.ges.aws.sbgorigin.com,"18.202.163.13, 34.243.230.174, 52.212.250.224",,"ns-503.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],partners.skybet.com,20.67.214.39,skybet2.iaoffers.com,"a1-92.akam.net, hostmaster.paysafe.com",NOERROR,,,,,,,,,,
[x],partnerships.betfair.com,"104.18.157.64, 104.18.156.64",partnerships.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],partnerships.betfair.es,"104.18.29.77, 104.18.28.77",partnerships.betfair.es.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],partnerships.betfair.it,"104.18.28.43, 104.18.29.43",partnerships.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],partnerships.betfair.ro,"104.18.29.235, 104.18.28.235",partnerships.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],partnerships.paddypower.com,"104.18.15.73, 104.18.14.73",partnerships.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],partytime.betfair.ro,,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],pas.casino.aws.sbgorigin.com,"52.19.130.9, 99.81.8.114, 34.240.185.0",,"ns-1206.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pas.next.skycasino.com,23.196.243.251,"pas.next.skycasino.com-v3.edgekey.net, e6032.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],pas.skycasino.com,23.210.123.208,"pas.skycasino.com.edgekey.net, e12394.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],pathfinder.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],pay.e.virusm.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],pay.n.covidm.ppmail1.paddypower.it,,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,"d.ns.emailvision.net, c.ns.emailvision.net, b.ns.emailvision.net, a.ns.emailvision.net","smtp1.emv2.com, smtp2.emv2.com",,,,
[x],pay.static.guea.staging.skybetservices.com,194.145.126.28,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],pay.static.nps.skybetservices.com,193.104.140.117,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],pay.static.staging.skybetservices.com,23.56.202.243,"pay.static.staging.skybetservices.com-v1.edgekey.net, e9232.dscb.akamaiedge.net","n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,"2a02:26f0:10e:196::2410, 2a02:26f0:10e:18e::2410",,,,,,
[x],payment.w-con.betfair.com,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],payment.w-sul.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],payments.account.guea.sbgcore.com,194.145.126.167,,"rajeev.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],payments.account.nps.sbgcore.com,193.104.140.81,,"rajeev.ns.cloudflare.com, dns.cloudflare.com, edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],payments.account.sbgcore.com,,,"rajeev.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,,
[x],payments.account.staging.sbgcore.com,2.23.136.77,"payments.account.staging.sbgcore.com.edgekey.net, e6032.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],pc14.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],pc87182.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],pcmsbf.lb.betfair.com,84.20.210.140,ie2-pcmsbf.betfair.com,"udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],pcportal.betfair.es,,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],perf-football-api.awsdev.feeds.skybet.com,"54.77.190.135, 34.252.99.184, 54.76.65.79",,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],pfvc.m-virus.ppmail1.paddypower.it,,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],pic.covid-l.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp1.emv2.com, smtp2.emv2.com",,,,
[x],pic.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],pile.betfair.ro,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],placement.api.nps.skybet.com,"2.20.142.25, 2.20.142.34","placement.api.nps.skybet.com.edgekey.net, e34110.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],placement.api.skybet.com,"95.101.133.16, 80.239.254.44","placement.api.skybet.com.edgekey.net, e34110.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],placement.api.staging.skybet.com,23.45.102.48,"placement.api.staging.skybet.com-v1.edgekey.net, e6032.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],placement.api.test4.skybet.com,23.201.243.247,"placement.api.test4.skybet.com.edgekey.net, e6032.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,,
[x],platform-control.platformservices.io,172.16.131.132,,"ns-1008.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,172.16.131.132,,
[x],play.betfair.com,"104.18.156.64, 104.18.157.64",play.betfair.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],play.betfair.it,"104.18.28.43, 104.18.29.43",play.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],play.betfair.ro,"104.18.28.235, 104.18.29.235",play.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],playerhistory.paddypower.com,"104.18.15.73, 104.18.14.73",playerhistory.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],playerlinking-stage.w-con.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],playerprotection.betfair.es,"104.18.28.77, 104.18.29.77",playerprotection.betfair.es.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],playerprotection.betfair.it,"104.18.29.43, 104.18.28.43",playerprotection.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],playerprotection.betfair.ro,"104.18.28.235, 104.18.29.235",playerprotection.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],playerprotection.paddypower.com,"104.18.14.73, 104.18.15.73",playerprotection.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],players-runningball-stage.awsdev.feeds.skybet.com,"13.32.121.73, 13.32.121.16, 13.32.121.36, 13.32.121.54",,"ns-782.awsdns-33.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],playersclub.paddypower.com,"104.18.14.73, 104.18.15.73",playersclub.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],playtechlive-test.casinogames.skyvegas.com,"99.81.117.225, 54.77.54.216",htmlci-ps-qa.live-hub.net,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1291.awsdns-33.org, ns-191.awsdns-23.com, ns-2034.awsdns-62.co.uk, ns-637.awsdns-15.net",,,,,
[x],poc.test.bft.aws.sbgorigin.com,"54.73.222.125, 52.212.29.137, 54.194.132.176",,"ns-1500.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1500.awsdns-59.org, ns-1537.awsdns-00.co.uk, ns-416.awsdns-52.com, ns-684.awsdns-21.net",,,,,
[x],poc.test.gns.aws.sbgorigin.com,"52.17.188.101, 52.213.26.226, 52.50.88.183",,"ns-1376.awsdns-44.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],poker.betfair.es,"104.18.28.77, 104.18.29.77",poker.betfair.es.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],poker.betfair.ro,"104.18.28.235, 104.18.29.235",poker.betfair.ro.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],poker.paddypower.com,"104.18.15.73, 104.18.14.73",poker.paddypower.com.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],pools-beta.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],pop.kr.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],popularbets.betviewapi.com,,,"ns-352.awsdns-44.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1261.awsdns-29.org, ns-1642.awsdns-13.co.uk, ns-352.awsdns-44.com, ns-584.awsdns-09.net",,,,,
[x],port-channel5.betfair.com,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],portal.casino.aws.sbgorigin.com,"63.32.232.165, 52.18.146.201, 52.17.212.167",,"ns-1206.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],portal.staging.bingo.aws.sbgorigin.com,"52.210.84.242, 52.18.73.22, 18.203.211.195",,"ns-131.awsdns-16.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],portal.test.bingo.aws.sbgorigin.com,"52.51.246.107, 52.51.169.14, 34.242.200.195",,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],portal.test.casino.aws.sbgorigin.com,"54.78.89.245, 54.171.255.102, 34.253.80.130",,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],portal.test.vegas.aws.sbgorigin.com,"54.154.162.56, 52.215.239.6, 18.200.110.206",,"ns-365.awsdns-45.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],portal.vegas.aws.sbgorigin.com,"34.246.208.147, 54.154.29.235, 3.248.41.147",,"ns-557.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1099.awsdns-09.org, ns-1895.awsdns-44.co.uk, ns-284.awsdns-35.com, ns-557.awsdns-05.net",,,,,
[x],powerschedina.paddypower.it,,,"a1-221.akam.net, jon\.stock.safenames.co.uk",NOERROR,,,,,,arrakis.kinetikon.com,,,,
[x],poxvirus.ppmail4.paddypower.com,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],pphbf.betfair.it,"104.18.29.43, 104.18.28.43",pphbf.betfair.it.cdn.cloudflare.net,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,,
[x],ppmail.paddypower.com,81.92.119.210,,"a1-221.akam.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],ppmail1.paddypower.com,81.92.115.138,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,"a.ns.emailvision.net, b.ns.emailvision.net, c.ns.emailvision.net, d.ns.emailvision.net","smtp1.emv2.com, smtp2.emv2.com",,,,
[x],ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,"c.ns.emailvision.net, b.ns.emailvision.net, a.ns.emailvision.net, d.ns.emailvision.net","smtp1.emv2.com, smtp2.emv2.com",,,,
[x],ppmail2.paddypower.com,81.92.115.138,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,"a.ns.emailvision.net, d.ns.emailvision.net, b.ns.emailvision.net, c.ns.emailvision.net","smtp2.emv2.com, smtp1.emv2.com",,,,
[x],ppmail3.paddypower.com,81.92.115.138,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,"d.ns.emailvision.net, c.ns.emailvision.net, a.ns.emailvision.net, b.ns.emailvision.net","smtp1.emv2.com, smtp2.emv2.com",,,,
[x],ppmail4.paddypower.com,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,"a.ns.emailvision.net, c.ns.emailvision.net, b.ns.emailvision.net, d.ns.emailvision.net","smtp1.emv2.com, smtp2.emv2.com",,,,
[x],pratiquer.ppmail4.paddypower.com,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],pre.kr.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all, v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all",,"b.ns.emailvision.net, d.ns.emailvision.net, a.ns.emailvision.net, c.ns.emailvision.net","smtp2.emv2.com, smtp1.emv2.com",,,,
[x],predicts.betfair.com,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],preenn-1.rc.dev.ges.aws.sbgorigin.com,"52.208.52.74, 52.31.205.220, 108.128.190.13",,"ns-503.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1165.awsdns-17.org, ns-2007.awsdns-58.co.uk, ns-503.awsdns-62.com, ns-892.awsdns-47.net",,,,,
[x],preenn-1.rcs-int.dev.ges.aws.sbgorigin.com,"18.202.51.117, 52.51.150.60, 54.154.168.12, 34.247.179.6, 79.125.94.194, 34.250.235.182",,"ns-503.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],preenn-1.rcs.dev.ges.aws.sbgorigin.com,"63.33.19.133, 52.208.200.118, 99.81.123.178",,"ns-503.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],preenn-poc.dev.ges.aws.sbgorigin.com,"54.216.179.62, 34.247.103.200, 52.17.26.107",,"ns-503.awsdns-62.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],preferences.betfair.es,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com, ie1-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],prelive.kr.m.ppmail1.paddypower.it,81.92.115.142,,"a.ns.emailvision.net, domains.emailvision.com",NOERROR,,,"v=spf1 include:spf-a.emailvision.net include:spf-b.emailvision.net include:spf-c.emailvision.net -all, spf2.0/pra include:senderid-a.emailvision.net include:senderid-b.emailvision.net include:senderid-c.emailvision.net -all",,,"smtp2.emv2.com, smtp1.emv2.com",,,,
[x],primavera1997-com.betfair.es,84.20.208.107,"rdr.betfair.com, rdr.lb.betfair.com, ie1-rdr.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],primedriver.betfair.ro,84.20.210.33,"rdr.betfair.com, rdr.lb.betfair.com, ie2-rdr.betfair.com","udns1.ultradns.net, domains.paddypower.com",NOERROR,,,,,,,,,,
[x],priority.skybet.com,62.254.168.67,,"edns3.ultradns.com, premiumdns.support.neustar",NOERROR,,,,,,,,,,
[x],private.pas.casino.aws.sbgorigin.com,"18.203.165.237, 34.255.223.255, 54.229.125.48",,"ns-1206.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],private.pas.test.casino.aws.sbgorigin.com,"52.215.17.210, 54.76.240.77, 54.220.59.118",,"ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
