input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,content_type,csp_domains_,tls_mismatched,final_url
coantivirus2.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://coantivirus2.pingone.com:443,https,,GET,3.17.229.99,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
code.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://code.pingone.com:443,https,,GET,3.17.229.99,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
collab.apps-staging.pingone.com,403 Forbidden,403,199,collab.apps-staging.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,collab.apps-staging.pingone.com,,443,https://collab.apps-staging.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,3.17.229.99,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
com.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://com.pingone.com:443,https,,GET,3.130.152.31,/,-780928015,3.129.185.94,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
connect.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://connect.pingone.com:443,https,,GET,44.241.84.41,/,-780928015,3.129.185.94,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
connect365.pingone.com,,404,,connect365.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-03T00:00:00Z,2024-01-03T23:59:59Z,"CN=connect365.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",connect365.pingone.com,connect365.pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,337c1b546a52a8bfccf7e429bc76359a,88238e6fff4c18e95e622319c2d2d2616113be6b9377a8f120349f5da13e74ed,ctls,connect365.pingone.com,,443,https://connect365.pingone.com:443,https,,GET,3.124.23.48,/,-1840324437,3.124.23.48,Java,1,False,,Ping Identity Corporation,,,,,
console-staging.pingone.com,Ping Identity,200,3484,console-staging.pingone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-03T23:59:59Z,CN=*.pingone.com,*.pingone.com,*.pingone.ca,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,39825cd16d8c83bac21f6aae9be207e9,af6aefbbd1456a4a8effeb03bf1a7ca9b960a532c4eb1bac1871fe3bf35a4635,ctls,console-staging.pingone.com,cloudfront,443,https://console-staging.pingone.com:443,https,AmazonS3,GET,18.66.97.78,/,-337240043,2600:9000:223c:3000:c:405e:48c0:93a1,HSTS,131,False,True,,True,text/html,http:,,
console.pingone.com,Ping Identity,200,3484,console.pingone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T00:00:00Z,2024-05-03T23:59:59Z,CN=*.pingone.com,*.pingone.com,*.pingone.ca,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,39825cd16d8c83bac21f6aae9be207e9,af6aefbbd1456a4a8effeb03bf1a7ca9b960a532c4eb1bac1871fe3bf35a4635,ctls,console.pingone.com,cloudfront,443,https://console.pingone.com:443,https,AmazonS3,GET,99.86.4.42,/,-337240043,2600:9000:2057:2800:d:a4de:f400:93a1,HSTS,131,False,True,,True,text/html,https://csp.ping-security.com/csp-reports,,
coronavirus-warning-banner.cofiles.pingone.com,403 Forbidden,403,199,coronavirus-warning-banner.cofiles.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,coronavirus-warning-banner.cofiles.pingone.com,,443,https://coronavirus-warning-banner.cofiles.pingone.com:443,https,Apache,GET,44.240.2.215,/,-780928015,44.241.84.41,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
corp.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://corp.pingone.com:443,https,,GET,3.129.185.94,/,-780928015,3.17.229.99,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
cotiabank.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://cotiabank.pingone.com:443,https,,GET,3.130.152.31,/,-780928015,44.240.2.215,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covid-1935.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covid-1935.pingone.com:443,https,,GET,44.241.84.41,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covid.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covid.pingone.com:443,https,,GET,44.241.84.41,/,-780928015,3.17.229.99,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covidapi.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covidapi.pingone.com:443,https,,GET,44.240.2.215,/,-780928015,3.129.185.94,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covideo-isus-2019.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isus-2019.pingone.com:443,https,,GET,3.129.185.94,/,-780928015,3.130.152.31,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covideo-isus-dns2.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isus-dns2.pingone.com:443,https,,GET,3.130.152.31,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covideo-isus-forum.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isus-forum.pingone.com:443,https,,GET,52.11.201.206,/,-780928015,44.241.84.41,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covideo-isus-mail2.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isus-mail2.pingone.com:443,https,,GET,44.240.2.215,/,-780928015,44.241.84.41,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covideo-isus-mx01.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isus-mx01.pingone.com:443,https,,GET,44.241.84.41,/,-780928015,52.11.201.206,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covideo-isus-owa.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isus-owa.pingone.com:443,https,,GET,3.129.185.94,/,-780928015,44.240.2.215,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covideo-isus-secure.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isus-secure.pingone.com:443,https,,GET,44.240.2.215,/,-780928015,44.241.84.41,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covideo-isus-web.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isus-web.pingone.com:443,https,,GET,44.240.2.215,/,-780928015,3.17.229.99,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covideo-isus-www1.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isus-www1.pingone.com:443,https,,GET,44.241.84.41,/,-780928015,3.129.185.94,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covideo-isus.2019.pingone.com,403 Forbidden,403,199,covideo-isus.2019.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,covideo-isus.2019.pingone.com,,443,https://covideo-isus.2019.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
covideo-isus.blog.pingone.com,403 Forbidden,403,199,covideo-isus.blog.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,covideo-isus.blog.pingone.com,,443,https://covideo-isus.blog.pingone.com:443,https,Apache,GET,44.241.84.41,/,-780928015,3.17.229.99,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
covideo-isus.dns2.pingone.com,403 Forbidden,403,199,covideo-isus.dns2.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,covideo-isus.dns2.pingone.com,,443,https://covideo-isus.dns2.pingone.com:443,https,Apache,GET,3.129.185.94,/,-780928015,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
covideo-isus.mail.pingone.com,403 Forbidden,403,199,covideo-isus.mail.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,covideo-isus.mail.pingone.com,,443,https://covideo-isus.mail.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
covideo-isus.mailin2.pingone.com,403 Forbidden,403,199,covideo-isus.mailin2.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,covideo-isus.mailin2.pingone.com,,443,https://covideo-isus.mailin2.pingone.com:443,https,Apache,GET,3.129.185.94,/,-780928015,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
covideo-isus.mx01.pingone.com,403 Forbidden,403,199,covideo-isus.mx01.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,covideo-isus.mx01.pingone.com,,443,https://covideo-isus.mx01.pingone.com:443,https,Apache,GET,3.130.152.31,/,-780928015,44.240.2.215,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
covideo-isus.ns1.pingone.com,403 Forbidden,403,199,covideo-isus.ns1.pingone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-29T00:00:00Z,2023-08-30T23:59:59Z,"CN=*.pingone.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingone.com,pingone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fc9a5f41f2185d7cc16b178cb902571,52a09db4c1955c1751ed6fcc672a82e53bb754929bc218cc379e96e34240605c,ctls,covideo-isus.ns1.pingone.com,,443,https://covideo-isus.ns1.pingone.com:443,https,Apache,GET,3.129.185.94,/,-780928015,3.130.152.31,HSTS,8,False,,Ping Identity Corporation,True,text/html,,True,
covideo-isus2019.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isus2019.pingone.com:443,https,,GET,3.17.229.99,/,-780928015,44.240.2.215,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
covideo-isusapi.pingone.com,Single Sign-On (SSO) Solution | Ping Identity,200,650431,www.pingidentity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-25T23:59:59Z,"CN=*.pingidentity.com, O=Ping Identity Corporation, L=Denver, ST=Colorado, C=US",*.pingidentity.com,pingidentity.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3eecd511703206354cdff54e0acb2526,e74318fcddd439a3b2f8bda949367810577d92cbe786d5951e2dc54dfb52a1b4,ctls,www.pingidentity.com,,443,https://covideo-isusapi.pingone.com:443,https,,GET,3.17.229.99,/,-780928015,44.241.84.41,Java,33,False,,Ping Identity Corporation,True,text/html,,,https://www.pingidentity.com/en/platform/capabilities/single-sign-on.html
