input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon
citex.info,citex.io,200,9777,citex.info,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-03T01:41:23Z,2025-04-03T02:41:21Z,CN=citex.info,citex.info,citex.info,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,a1669c81566487197010e8f1ad6dd52e,be5f1e5d2484f93cb9a89262e65c254eb00b06636da5ca35005844beb84f14a9,,ctls,citex.info,cloudflare,443,https://citex.info,https,cloudflare,text/html,GET,104.21.11.39,/,/1742/upload/c1e4a2c5a125fc35540ece819d5d46f0.png,2606:4700:3031::6815:b27,HTTP/3,123,False,True,nonerror,0,-1404257976
citex.io,citex.io,200,9777,citex.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-03T01:58:42Z,2025-04-03T02:58:34Z,CN=citex.io,citex.io,citex.io,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,9c0d8c4a6a6c2ed96e553942e3a8147c,9b95a97142e34665b3c24cc2aa20b99766b7b42b11a8718604a13824f80a130e,,ctls,citex.io,cloudflare,443,https://citex.io,https,cloudflare,text/html,GET,104.21.37.184,/,/1742/upload/c1e4a2c5a125fc35540ece819d5d46f0.png,2606:4700:3032::ac43:d3a3,HTTP/3,123,False,True,nonerror,0,-1404257976
res.citex.io,,521,,res.citex.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-30T14:06:48Z,2025-04-30T15:04:44Z,CN=citex.io,citex.io,*.citex.io,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,6ee660d855faea0e4856dda78c11fbeb,7105a6525ecd50561a088170bf7a51925bc8a0abc2fb4dbf5492cf1efbe140a5,True,ctls,res.citex.io,cloudflare,443,https://res.citex.io,https,cloudflare,,GET,172.67.211.163,/,/favicon.ico,2606:4700:3031::6815:25b8,HTTP/3,1,False,True,other,0,
stream.citex.info,,521,15,stream.citex.info,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-30T13:32:54Z,2025-04-30T14:31:25Z,CN=citex.info,citex.info,*.citex.info,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,033ca342bf09c4d1b9c503ac5d39704b,a08793a3e635fb017c2419a5609c932c6b2d9ac806d127195989ed74b3d93dc5,True,ctls,stream.citex.info,cloudflare,443,https://stream.citex.info,https,cloudflare,text/plain,GET,172.67.165.33,/,/favicon.ico,2606:4700:3035::ac43:a521,HTTP/3,1,False,True,error,0,
stream.citex.io,,521,15,stream.citex.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-30T14:06:48Z,2025-04-30T15:04:44Z,CN=citex.io,citex.io,*.citex.io,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,6ee660d855faea0e4856dda78c11fbeb,7105a6525ecd50561a088170bf7a51925bc8a0abc2fb4dbf5492cf1efbe140a5,True,ctls,stream.citex.io,cloudflare,443,https://stream.citex.io,https,cloudflare,text/plain,GET,104.21.37.184,/,/favicon.ico,2606:4700:3032::ac43:d3a3,HTTP/3,1,False,True,error,0,
www.citex.info,citex.io,200,9777,www.citex.info,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-03T01:26:31Z,2025-04-03T02:26:29Z,CN=www.citex.info,www.citex.info,www.citex.info,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,40e1dd378d5c35b01833d1e01c9adca7,1b98df246953d492d0697da20beea988f7d94a4c7e6a2f625bd5468159837a27,,ctls,www.citex.info,cloudflare,443,https://www.citex.info,https,cloudflare,text/html,GET,104.21.11.39,/,/1742/upload/c1e4a2c5a125fc35540ece819d5d46f0.png,2606:4700:3035::ac43:a521,HTTP/3,123,False,True,nonerror,0,-1404257976
www.citex.io,citex.io,200,9777,www.citex.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-03T04:05:32Z,2025-04-03T05:05:29Z,CN=www.citex.io,www.citex.io,www.citex.io,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,28873dc663af2d1b1740909051dd727b,acfc456409404dc940a8aca098dd69bfbbec38043d011d38940eccf982b54862,,ctls,www.citex.io,cloudflare,443,https://www.citex.io,https,cloudflare,text/html,GET,104.21.37.184,/,/1742/upload/c1e4a2c5a125fc35540ece819d5d46f0.png,2606:4700:3032::ac43:d3a3,HTTP/3,123,False,True,nonerror,0,-1404257976
