new,host,ttl,soa,txt,status_code,a,cname,ns,has_internal_ips,internal_ips,caa,aaaa,mx
,be101.nordvpn.com,593,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be11.nordvpn.com,915,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be110.nordvpn.com,1800,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be111.nordvpn.com,1319,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be118.nordvpn.com,1800,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,NOERROR,,,,,,,,
,be120.nordvpn.com,1800,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be130.nordvpn.com,1800,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,NOERROR,,,,,,,,
,be140.nordvpn.com,1800,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be148.nordvpn.com,1800,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,NOERROR,,,,,,,,
,be149.nordvpn.com,180,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,NOERROR,77.243.191.250,,,,,,,
,be150.nordvpn.com,120,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,NOERROR,185.210.217.115,,,,,,,
,be151.nordvpn.com,120,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",,NOERROR,185.210.217.120,,,,,,,
,be19.nordvpn.com,221,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be23.nordvpn.com,1252,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be25.nordvpn.com,1800,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be28.nordvpn.com,1004,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be30.nordvpn.com,593,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be40.nordvpn.com,1651,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be60.nordvpn.com,1319,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
,be70.nordvpn.com,1800,"{'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'nordvpn.com', 'ns': 'lily.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2352235336, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",v=spf1 -all,NOERROR,,,,,,,,
