input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,csp_domains_,tls_wildcard_certificate,final_url
app.custellence.com,Custellence | The Customer Journey Mapping Tool,200,48410,custellence.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-09T23:59:59Z,CN=custellence.com,custellence.com,custellence.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d8eabbdaa951817d3a88b3579a7b9a12,75da7d2ad476cd5fc54041901c08a9d9b088300682a660786efdb78c88e63805,ctls,custellence.com,,80,http://app.custellence.com:80,http,text/html,GET,52.218.101.76,/,1116115785,52.218.29.60,HSTS,965,False,,AmazonS3,https://testing-cst.atlassian.net,,https://custellence.com/
custellence.com,Custellence | The Customer Journey Mapping Tool,200,48410,custellence.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2024-01-09T23:59:59Z,CN=custellence.com,custellence.com,custellence.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,d8eabbdaa951817d3a88b3579a7b9a12,75da7d2ad476cd5fc54041901c08a9d9b088300682a660786efdb78c88e63805,ctls,custellence.com,cloudfront,443,https://custellence.com:443,https,text/html,GET,99.86.4.59,/,1116115785,99.86.4.72,HSTS,965,False,True,AmazonS3,https://testing-cst.atlassian.net,,
gw.custellence.com,,403,42,gw.custellence.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=gw.custellence.com,gw.custellence.com,gw.custellence.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9008d3bbb4e06039776cc52b627b4c5f,b4be52f485b70f4d01463c3954b27f393d2cde24c3e2b2ffcec69d56a81dccaa,ctls,gw.custellence.com,cloudfront,443,https://gw.custellence.com:443,https,application/json,GET,18.66.122.53,/,768769774,18.66.122.21,Amazon Web Services,1,False,True,,,,
help.custellence.com,Custellence Help Center,200,46442,help.custellence.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T00:00:00Z,2024-06-28T23:59:59Z,CN=help.custellence.com,help.custellence.com,help.custellence.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,285582898b5a48e9dd5cfde8b5dd0add,ecfd292dd58871a96fe8f4e00c44d987a4ebec608558b03eb56375ffb3348d82,ctls,help.custellence.com,cloudfront,443,https://help.custellence.com:443,https,text/html,GET,18.66.147.78,/,-1840324437,18.66.147.79,Nginx,26,False,True,nginx,https://js.intercomcdn.com,,https://help.custellence.com/en/
https://confluence.frontiersin.net,Log into Atlassian - Confluence,200,32338,confluence.frontiersin.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-23T07:07:09Z,2023-08-24T07:07:09Z,CN=*.frontiersin.net,*.frontiersin.net,frontiersin.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",dbf32aca651360cd0f06f679295075ca,d19d82469e0c57e2deb8ad6c970fd7109c6abc88e94abe34206f46bf78310b58,ctls,confluence.frontiersin.net,,443,https://confluence.frontiersin.net:443,https,text/html,GET,20.223.8.173,/,-305179312,20.223.8.173,Java,296,False,,,,True,https://confluence.frontiersin.net/login.action?os_destination=%2Findex.action&permissionViolation=true
https://testing-cst.atlassian.net,Log in with Atlassian account,200,6782,id.atlassian.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T00:00:00Z,2024-07-13T23:59:59Z,CN=*.atlassian.com,*.atlassian.com,atlassian.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d108e7df55a1caa415c89896a41bfeac,dd646b67998aed6aed177bf42b1ac71f93f66e264a495b76cba43c3d16be2775,ctls,id.atlassian.com,,443,https://testing-cst.atlassian.net:443,https,text/html,GET,185.166.143.38,/,-1199386611,185.166.143.36,HSTS,1,False,,AtlassianEdge,https://web-security-reports.services.atlassian.com/csp-report/sign-in-service,True,https://id.atlassian.com/login?continue=https%3A%2F%2Fid.atlassian.com%2Fjoin%2Fuser-access%3Fresource%3Dari%253Acloud%253Ajira%253A%253Asite%252F67981c5e-ca53-4495-9f23-6d66e4f5d82b%26continue%3Dhttps%253A%252F%252Ftesting-cst.atlassian.net%252Fjira&application=jira
staging.custellence.com,Custellence | The Customer Journey Mapping Tool,200,48410,staging.custellence.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-01-09T23:59:59Z,CN=staging.custellence.com,staging.custellence.com,staging.custellence.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,79354c500ea669445ae51db5321d1dfa,762d50b28d14cceb20ba568ac7db8f2a7737a275e5ab65e5f4859467e3a6f955,ctls,staging.custellence.com,cloudfront,443,https://staging.custellence.com:443,https,text/html,GET,13.225.78.129,/,1116115785,13.225.78.34,HSTS,965,False,True,AmazonS3,,,
stagingapi.custellence.com,,404,71,stagingapi.custellence.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-11T00:41:22Z,2023-10-09T00:41:21Z,CN=stagingapi.custellence.com,stagingapi.custellence.com,stagingapi.custellence.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,887eebedc5e59d8a757f0a1833c0ae16,88aefb783a71552be8c0121e6894a644b6d1ab1a1ad8a72298eca021b273689d,ctls,stagingapi.custellence.com,,443,https://stagingapi.custellence.com:443,https,application/json,GET,54.73.26.109,/,500854140,108.128.72.146,Heroku,1,False,,Cowboy,,,
webmail.custellence.com,Webmail Login | Websupport,200,3713,webmail.websupport.se,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-10T23:59:59Z,CN=*.websupport.se,*.websupport.se,websupport.se,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,894f129b7a4cb202ded5e392a8705b57,43c2f398128c98e5f34f20a19ed7726f3014db4d18551d6bed0184a6743aa8e5,ctls,webmail.websupport.se,,443,https://webmail.custellence.com:443,https,text/html,GET,195.74.38.9,/,-1965240569,195.74.38.9,Nginx:1.17.10,81,False,,nginx/1.17.10,,True,https://webmail.websupport.se/
