new,host,a,soa,status_code,cdn,cdn-name,ns,aaaa,cname,txt,mx,caa
[x],cognos-dashboard.dev.atg.se,"18.244.102.59, 18.244.102.46, 18.244.102.30, 18.244.102.31","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],conf.suppliers.atg.se,185.134.13.20,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],configdev.suppliers.atg.se,185.134.13.20,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],confluence-d158-36.dev.atg.se,"143.204.215.2, 143.204.215.79, 143.204.215.6, 143.204.215.51","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],customers-assets-gcp-logstemp-storage.dev.atg.se,"99.84.208.45, 99.84.208.98, 99.84.208.21, 99.84.208.71","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],dac-ddev-west.dev.atg.se,"143.204.215.6, 143.204.215.51, 143.204.215.79, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],data.dev.atg.se,"13.249.9.123, 13.249.9.19, 13.249.9.53, 13.249.9.32","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],dayg.dev.atg.se,"13.249.9.19, 13.249.9.123, 13.249.9.53, 13.249.9.32","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],db-airflow-aa.dev.atg.se,"143.204.215.51, 143.204.215.6, 143.204.215.79, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],demo-enmy-external-domain.dev.atg.se,"108.156.46.52, 108.156.46.68, 108.156.46.113, 108.156.46.39","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],demo-gcppostgresql-db2-corp.dev.atg.se,,"ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],demoupload.dev.atg.se,"143.204.215.51, 143.204.215.79, 143.204.215.6, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],devusers.dev.atg.se,"13.226.153.39, 13.226.153.28, 13.226.153.21, 13.226.153.91","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],docs.dev.atg.se,"143.204.215.79, 143.204.215.51, 143.204.215.2, 143.204.215.6","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],egr10.dev.atg.se,"143.204.215.6, 143.204.215.51, 143.204.215.79, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],egr5-5-gre.dev.atg.se,"143.204.215.6, 143.204.215.51, 143.204.215.79, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],egr7-7-grc.dev.atg.se,"13.249.9.19, 13.249.9.53, 13.249.9.32, 13.249.9.123","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],elasticbeanstalk-sirswebapps.dev.atg.se,"13.249.9.53, 13.249.9.123, 13.249.9.19, 13.249.9.32","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],email.dev.atg.se,"108.156.60.29, 108.156.60.13, 108.156.60.71, 108.156.60.22","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],enterpriseenrollment.atg.se,20.91.147.72,"ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com",,,
[x],enterpriseregistration.atg.se,,,NOERROR,True,azure,,,enterpriseregistration.windows.net,,,
[x],examplesdns.dev.atg.se,"13.226.153.39, 13.226.153.28, 13.226.153.91, 13.226.153.21","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],faq.suppliers.atg.se,185.134.13.20,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],gcpmediaconfig-helpdesk.dev.atg.se,"108.156.60.22, 108.156.60.29, 108.156.60.13, 108.156.60.71","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],gelseyret.dev.atg.se,"13.249.9.32, 13.249.9.53, 13.249.9.19, 13.249.9.123","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],gspa35.dev.atg.se,"108.157.229.24, 108.157.229.15, 108.157.229.89, 108.157.229.41","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],h-135-197-237-55.dev.atg.se,,"ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],h-135-207-102-13.dev.atg.se,"143.204.215.79, 143.204.215.2, 143.204.215.6, 143.204.215.51","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],h-135-207-102-45.dev.atg.se,"13.226.153.91, 13.226.153.21, 13.226.153.28, 13.226.153.39","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],h-135-207-164-63.dev.atg.se,"143.204.215.2, 143.204.215.51, 143.204.215.6, 143.204.215.79","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],h-135-207-220-45.dev.atg.se,"18.244.102.46, 18.244.102.31, 18.244.102.30, 18.244.102.59","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],h-135-207-59-68.dev.atg.se,"143.204.215.2, 143.204.215.6, 143.204.215.51, 143.204.215.79","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],h-135-207-61-77.dev.atg.se,"143.204.215.51, 143.204.215.79, 143.204.215.6, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],hrcremedy9.dev.atg.se,,"ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],hunny.dev.atg.se,"143.204.215.79, 143.204.215.51, 143.204.215.6, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],iglite-p3.dev.atg.se,,"ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],internal-sqldoc-corporate.dev.atg.se,"143.204.215.6, 143.204.215.2, 143.204.215.79, 143.204.215.51","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],internal.suppliers.atg.se,185.134.13.20,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],internaljenkinschef.dev.atg.se,"108.156.60.22, 108.156.60.29, 108.156.60.13, 108.156.60.71","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],internallogstemp-storage.dev.atg.se,"143.204.215.79, 143.204.215.2, 143.204.215.6, 143.204.215.51","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],ipv4-c088-tpa001-ix.dev.atg.se,"143.204.215.2, 143.204.215.6, 143.204.215.51, 143.204.215.79","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],k8s.suppliers.atg.se,185.134.13.20,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],lab.suppliers.atg.se,185.134.13.20,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],linkedinlearning.dev.atg.se,"143.204.215.6, 143.204.215.51, 143.204.215.2, 143.204.215.79","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1008.awsdns-62.net, ns-1297.awsdns-34.org, ns-1839.awsdns-37.co.uk, ns-87.awsdns-10.com",,,,,
[x],liveoceania-mx.dev.atg.se,"143.204.215.51, 143.204.215.2, 143.204.215.79, 143.204.215.6","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],login-tillsammans.atg.se,195.198.34.21,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,login.atg.se,,,
[x],lweb11.dev.atg.se,"108.156.60.13, 108.156.60.71, 108.156.60.29, 108.156.60.22","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],lyncdiscover.atg.se,,"admin.nsatc.net, dns.level3.net",NOERROR,,,,,webdir.online.lync.com,,,
[x],m.news.atg.se,"34.254.59.209, 52.48.233.46","ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"abtrav-t.neolane.net, atg-mkt-prod1-t.adobe-campaign.com, atg-mkt-prod1-cus.campaign.adobe.com, atg-mkt-prod1-alb-1616781763.eu-west-1.elb.amazonaws.com",,,
[x],macromedia.dev.atg.se,,"ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],marple.dev.atg.se,"143.204.215.2, 143.204.215.6, 143.204.215.79, 143.204.215.51","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],mitukids.dev.atg.se,"108.156.60.71, 108.156.60.13, 108.156.60.22, 108.156.60.29","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],mmf.dev.atg.se,"108.156.60.71, 108.156.60.29, 108.156.60.22, 108.156.60.13","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],msoid.atg.se,"40.126.32.132, 40.126.32.137, 20.190.160.13, 40.126.32.67, 20.190.160.15, 40.126.32.139, 20.190.160.23, 40.126.32.73","internal.akadns.net, hostmaster.akamai.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,"clientconfig.microsoftonline-p.net, a.privatelink.msidentity.com, prda.aadg.msidentity.com, www.tm.a.prd.aadg.akadns.net, www.tm.a.prd.aadg.trafficmanager.net",,,
[x],my.dev.atg.se,"143.204.215.79, 143.204.215.2, 143.204.215.51, 143.204.215.6","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1008.awsdns-62.net, ns-1297.awsdns-34.org, ns-1839.awsdns-37.co.uk, ns-87.awsdns-10.com",,,,,
[x],my1.dev.atg.se,"143.204.215.51, 143.204.215.6, 143.204.215.79, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],o1.suppliers.atg.se,185.134.13.20,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],oceania-inquiry.dev.atg.se,"143.204.215.51, 143.204.215.79, 143.204.215.2, 143.204.215.6","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],oiprice1.dev.atg.se,"143.204.215.6, 143.204.215.51, 143.204.215.2, 143.204.215.79","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],p27-availability-china.dev.atg.se,"143.204.215.6, 143.204.215.2, 143.204.215.79, 143.204.215.51","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],pgg3hm.dev.atg.se,"13.226.153.39, 13.226.153.21, 13.226.153.28, 13.226.153.91","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],poortiths.dev.atg.se,"18.244.102.59, 18.244.102.46, 18.244.102.30, 18.244.102.31","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],prod-admin-en-users.dev.atg.se,"143.204.215.79, 143.204.215.51, 143.204.215.2, 143.204.215.6","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],prod-hamilton-api.dev.atg.se,"143.204.215.6, 143.204.215.2, 143.204.215.51, 143.204.215.79","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],prod.suppliers.atg.se,185.134.13.20,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],prodpakcikli00.dev.atg.se,"108.156.46.39, 108.156.46.113, 108.156.46.52, 108.156.46.68","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],profiles-prn-dc06.dev.atg.se,,"ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],s3gateway.dev.atg.se,"13.226.153.39, 13.226.153.21, 13.226.153.91, 13.226.153.28","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],sasvpn-fra04.dev.atg.se,"143.204.215.79, 143.204.215.51, 143.204.215.2, 143.204.215.6","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],search.dev.atg.se,"143.204.215.51, 143.204.215.79, 143.204.215.6, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],shopify.suppliers.atg.se,"185.134.13.20, 195.198.34.66, 195.198.34.67","dnsp1.atg.se, domains.atg.se",NOERROR,,,"dnsp1.atg.se, dns6.telia.com, dns5.telia.com, dnsp2.atg.se",,,,,
[x],splunk.hastsportenshus.atg.se,40.127.140.139,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,"splunk-goto.msappproxy.net, 9ea3d2f7-a925-4dbe-9b0c-b6005d536673.tenant.runtime.msappproxy.net, cwap-eur2-runtime.routing.msappproxy.net, eur.proxy-2.appproxy.msidentity.com, www.tm.eur.proxy-2.appproxy.trafficmanager.net",,,
[x],sport.hastsportenshus.atg.se,52.149.215.200,"tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,"sport-goto.msappproxy.net, cwap-nam1-runtime.routing.msappproxy.net, nam.proxy-3.appproxy.msidentity.com, www.tm.nam.proxy-3.appproxy.trafficmanager.net",,,
[x],stage.suppliers.atg.se,,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],statusvip.dev.atg.se,"143.204.215.2, 143.204.215.51, 143.204.215.79, 143.204.215.6","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],store-997-qs.dev.atg.se,"18.244.102.59, 18.244.102.46, 18.244.102.30, 18.244.102.31","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],storecheckout.dev.atg.se,"143.204.215.51, 143.204.215.2, 143.204.215.79, 143.204.215.6","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],stripe.dev.atg.se,"143.204.215.79, 143.204.215.6, 143.204.215.2, 143.204.215.51","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],team-pressenglish-storage.dev.atg.se,"13.226.153.28, 13.226.153.21, 13.226.153.91, 13.226.153.39","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],tech.suppliers.atg.se,185.134.13.20,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],tor165-183-pdd.dev.atg.se,"143.204.215.6, 143.204.215.51, 143.204.215.79, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],tor171-303-pdb.dev.atg.se,"13.226.153.28, 13.226.153.21, 13.226.153.39, 13.226.153.91","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],tor179-240-pdc.dev.atg.se,"143.204.215.6, 143.204.215.79, 143.204.215.51, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],tor193-217-pdd.dev.atg.se,"18.244.102.46, 18.244.102.59, 18.244.102.30, 18.244.102.31","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],tor289-361-grc.dev.atg.se,"143.204.215.2, 143.204.215.6, 143.204.215.79, 143.204.215.51","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],tor5-10-pdd.dev.atg.se,"99.84.208.45, 99.84.208.21, 99.84.208.98, 99.84.208.71","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],tor5.dev.atg.se,"143.204.215.6, 143.204.215.51, 143.204.215.79, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],tor54-pdd.dev.atg.se,"13.249.9.32, 13.249.9.19, 13.249.9.123, 13.249.9.53","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],tor66-119-pda.dev.atg.se,"143.204.215.79, 143.204.215.6, 143.204.215.51, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],try.dev.atg.se,"143.204.215.6, 143.204.215.79, 143.204.215.51, 143.204.215.2","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],uncover-tammyduckworth.dev.atg.se,"13.226.153.91, 13.226.153.21, 13.226.153.39, 13.226.153.28","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],update-link-v1-oceania-mx.dev.atg.se,"143.204.215.51, 143.204.215.79, 143.204.215.2, 143.204.215.6","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],us-west-2.suppliers.atg.se,185.134.13.20,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],uss1.dev.atg.se,"99.84.208.21, 99.84.208.98, 99.84.208.71, 99.84.208.45","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],v1-cache-exchange-csimgshare.dev.atg.se,"143.204.215.2, 143.204.215.6, 143.204.215.51, 143.204.215.79","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],v1.suppliers.atg.se,185.134.13.20,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
[x],v1beta.dev.atg.se,"143.204.215.51, 143.204.215.6, 143.204.215.2, 143.204.215.79","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],v1web0.dev.atg.se,,"ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],v3aws.dev.atg.se,,"ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],vpn-gcpteam-postmandatabase-officebackups-domain.dev.atg.se,"143.204.215.79, 143.204.215.2, 143.204.215.51, 143.204.215.6","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],wiki-preferences-bucketpartner.dev.atg.se,,"ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
[x],ywcayorkshire.dev.atg.se,"108.156.46.113, 108.156.46.39, 108.156.46.52, 108.156.46.68","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,
,api-backend.atg.se,"195.198.34.33, 195.198.34.66, 195.198.34.67","dnsp1.atg.se, domains.atg.se",NOERROR,,,"dnsp2.atg.se, dnsp1.atg.se, dns5.telia.com, dns6.telia.com",,,,,
,api.atg.se,195.198.34.44,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
,apps.devtest.openshift.hh.atg.se,,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,MS=ms85136576,,
,apps.preprod.openshift.hh.atg.se,,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
,apps.prod.openshift.hastsportenshus.atg.se,,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,MS=ms74442007,,
,asa.atg.se,195.198.34.253,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
,atg-multiqms.atg.se,185.134.14.136,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
,aws.atg.se,"205.251.192.86, 205.251.195.241, 205.251.196.148, 205.251.198.176","ns-86.awsdns-10.com, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1009.awsdns-62.net, ns-86.awsdns-10.com, ns-1712.awsdns-22.co.uk, ns-1172.awsdns-18.org",,,,inbound-smtp.eu-west-1.amazonaws.com,
,beta.atg.se,195.198.34.108,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,mobil.atg.se,,,
,bilder.atg.se,"104.16.78.104, 104.16.80.104, 104.16.79.104, 104.16.82.104, 104.16.81.104","ns1.cloudflare.net, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6810:5168, 2606:4700::6810:4e68, 2606:4700::6810:5068, 2606:4700::6810:5268, 2606:4700::6810:4f68","target.bannerflow.com, target.bannerflow.com.cdn.cloudflare.net",,,
,birthday.atg.se,95.217.76.45,"stan.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,play.seen.io,,,
,cbi-stub-qa.atg.se,,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,,,,
,classic.atg.se,195.198.34.108,"dnsp1.atg.se, domains.atg.se",NOERROR,,,,,mobil.atg.se,,,
,cli.drone.atg.se,"18.202.170.220, 52.210.223.155, 18.202.59.82","ns-773.awsdns-32.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,cloud.aws.atg.se,,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1355.awsdns-41.org, ns-1658.awsdns-15.co.uk, ns-287.awsdns-35.com, ns-571.awsdns-07.net",,,,,
,dashboard.dev.atg.se,"54.76.217.231, 108.128.211.143, 52.213.131.224","ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,dev.atg.se,,"ns-1297.awsdns-34.org, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1839.awsdns-37.co.uk, ns-87.awsdns-10.com, ns-1008.awsdns-62.net, ns-1297.awsdns-34.org",,,,,
,dev.sre.aws.atg.se,,"ns-423.awsdns-52.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
