new,host,ttl,a,soa,status_code,aaaa,cname,mx,ns
[x],000.000000.0000.00.000005.0000ax.0018.blog.devcim-api-spring-boot-security-saml-demo-okta2.simple.com,3600,,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,
[x],00api-okta.signin.simple.com,3600,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'ns77.worldnic.com', 'mailbox': 'namehost.worldnic.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,
[x],019zyx8-okta.fj.simple.com,3600,,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,
[x],06cim-api-spring-boot-security-saml-demo-okta2.funam.simple.com,5081,209.17.116.163,"{'name': 'simple.com', 'ns': 'ns77.worldnic.com', 'mailbox': 'namehost.worldnic.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,
[x],06cim-api-spring-boot-security-saml-demo-okta2.salesforce-integration-dev.simple.com,3600,,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,
[x],06cim-api-spring-boot-security-saml-demo-okta2.simple.com,3600,,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,
[x],08kmserf1b.devcim-api-spring-boot-security-saml-demo-okta2.simple.com,2003,,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'ns77.worldnic.com', 'mailbox': 'namehost.worldnic.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,
[x],0access-api-v9-cert-tp.devcim-api-spring-boot-security-saml-demo-okta2.simple.com,7200,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,
[x],0qg51ofhvv.devcim-api-spring-boot-security-saml-demo-okta2.simple.com,7200,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'ns77.worldnic.com', 'mailbox': 'namehost.worldnic.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,
[x],10yuankaihutiyanjin-okta-network-drookings-mirror.api.simple.com,7200,209.17.116.163,"{'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}, {'name': 'simple.com', 'ns': 'NS77.WORLDNIC.com', 'mailbox': 'namehost.WORLDNIC.com', 'serial': 124040802, 'refresh': 10800, 'retry': 3600, 'expire': 604800, 'minttl': 3600}",NOERROR,,,,
