input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,final_url,cdn,csp_domains_,webserver
06cim-api-spring-boot-security-saml-demo-okta2.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://06cim-api-spring-boot-security-saml-demo-okta2.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
155-9-75-16.okta.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://155-9-75-16.okta.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
17-121-114-67.okta.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://17-121-114-67.okta.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
android.api.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://android.api.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
android.fj.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://android.fj.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
annisumiati.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://annisumiati.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
beautiful.and.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://beautiful.and.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
cim-api-qa.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://cim-api-qa.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
cim-data-quality-qa.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://cim-data-quality-qa.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
click.e.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://click.e.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
click.talk.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://click.talk.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
gac-rds-external-readonly-preprod.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://gac-rds-external-readonly-preprod.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
gazkazanszerelo.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://gazkazanszerelo.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
gws-login.okta.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://gws-login.okta.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
image.e.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://image.e.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
image.talk.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://image.talk.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
iosnewsar2.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://iosnewsar2.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
keshuandress.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://keshuandress.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
ks-spring-boot-security-saml-demo-okta2-api.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://ks-spring-boot-security-saml-demo-okta2-api.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
ks-vendingtransactions-mq0.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://ks-vendingtransactions-mq0.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
ks-vendingtransactions-mq1.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://ks-vendingtransactions-mq1.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
ks-vendingtransactions-mq2.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://ks-vendingtransactions-mq2.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
ks-vendingtransactions-mq3.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://ks-vendingtransactions-mq3.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
ldap.corp.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://ldap.corp.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
lyncdiscover.simple.com,,404,34,lyncdiscover.simple.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.simple.com,443,https://lyncdiscover.simple.com:443,https,application/json,GET,52.112.192.14,/,561381128,2603:1027:0:48::21,Azure,1,False,,,,,
mail.simple.com,Sign in - Google Accounts,200,1335,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-19T12:58:13Z,2023-08-11T12:58:12Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a9b90802fa5b6e6c4195301909ae98ad,de323320be6ab0baf76489cc96737ba3816b45e3b0fedd1fd52322421615e027,,ctls,www.google.com,80,http://mail.simple.com:80,http,text/html,GET,172.217.18.115,/,-79753438,2a00:1450:4001:809::2013,OpenGSE,32,False,,https://www.google.com/a/simple.com/ServiceLogin?service=mail&passive=true&continue=https://mail.google.com/mail/&ss=1&ltmpl=ecobhgm&nui=5&btmpl=mobile&emr=1&osid=1,,url=https://www.google.com/accounts/AccountChooser?hd=simple.com&btmpl=mobile&continue=https%3A%2F%2Fmail.google.com%2Fmail%2F&osid=1&service=mail&ss=1&ltmpl=ecobhgm,GSE
msoid.simple.com,Sign in to your account,200,207386,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,443,https://msoid.simple.com:443,https,text/html,GET,40.126.32.76,/,-1840324437,40.126.32.133,HSTS,174,False,azure,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638213298941039634.ZWM1ZDNjMjUtZWQ1MS00NjhmLWE5M2ItNjBhYTJhMWVmM2E5MWI5ZTQ3NTktN2QwMC00MjRjLWFhZmEtNTU3NzVhZGRmZjQ4&ui_locales=en-US&mkt=en-US&state=NBOGbs3qeWqVvsh2ayTgYfKYKrzDbpD8SV2YtocTIyTGUIwZ54_fGm_EztyZg1rKYJvA-nxWiF58X5VYC1RzETSIXclkLHSZf0QeOD9k5wR--kjb1T8-Zx2Xo16g2yof3_JmtWqTul5q9U-rFaB3pMoNXZt54YNe563dIVXxth_lsZ7h7f4ZwdSoPJR3DaDboQ6g_JbEvG68tlM_P0fC6m1ikVPEaLNGl9SHdpEaVuwfq5-p1RkDw8lDb8_qZbZrl_KSBa7bM_PnlgTim1rbJw&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,True,,
nginx-newest1.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://nginx-newest1.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
pages.e.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://pages.e.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
partner-dev.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://partner-dev.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
performance-and-development.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://performance-and-development.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
plaid-integration-dev.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://plaid-integration-dev.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
plaid-integration.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://plaid-integration.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
poloralphlaurenschweiz.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://poloralphlaurenschweiz.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
r183-201.mclean.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://r183-201.mclean.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
remakeflowers.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://remakeflowers.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
ro2.really.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://ro2.really.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
ro2.sorta.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://ro2.sorta.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
ro3.really.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://ro3.really.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
roch-de-malassagne.simple.com,403 Forbidden,403,159,,,,,,,,,,,,,,,,,,,,,80,http://roch-de-malassagne.simple.com:80,http,text/html,GET,209.17.116.163,/,-920377844,209.17.116.163,OpenResty:1.19.9.1,8,False,,,,,openresty/1.19.9.1
