input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon_path,a_,tech_,lines,failed,cdn,knowledgebase_PageType,knowledgebase_pHash,favicon,final_url,csp_domains_,tls_subject_org_,tls_mismatched
ct.capterra.com,Attention Required! | Cloudflare,403,5454,ct.capterra.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-01T15:20:34Z,2025-05-02T16:20:31Z,CN=ct.capterra.com,ct.capterra.com,ct.capterra.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e37fa3ff9696f46285bfa9cbd2b52649,0648124d2c9f6eebca829321f1b5dfd82dcc5b96a4fc1b4e2925e21faa1a4fd6,,ctls,ct.capterra.com,cloudflare,443,https://ct.capterra.com,https,cloudflare,text/html,GET,104.18.82.37,/,/favicon.ico,104.18.83.37,HTTP/3,94,False,True,nonerror,0,,,,,
d258lu9myqkejp.cloudfront.net,,403,111,d258lu9myqkejp.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-07-30T00:00:00Z,2025-07-03T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3721d61abf025055b208e3683afe52bc,41ba3a6dee23cff9b5b7fa8c6ff5d9e589d2ddda17355ce8158fda8e2ac85c5e,True,ctls,d258lu9myqkejp.cloudfront.net,cloudfront,443,https://d258lu9myqkejp.cloudfront.net,https,AmazonS3,application/xml,GET,18.245.45.69,/,/favicon.ico,2600:9000:23d3:3400:1a:3012:2940:21,Amazon Web Services,2,False,True,error,0,410537575,,,,
d29l98y0pmei9d.cloudfront.net,,403,111,d29l98y0pmei9d.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-07-30T00:00:00Z,2025-07-03T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3721d61abf025055b208e3683afe52bc,41ba3a6dee23cff9b5b7fa8c6ff5d9e589d2ddda17355ce8158fda8e2ac85c5e,True,ctls,d29l98y0pmei9d.cloudfront.net,cloudfront,443,https://d29l98y0pmei9d.cloudfront.net,https,AmazonS3,application/xml,GET,18.245.78.141,/,/favicon.ico,18.245.78.40,Amazon Web Services,2,False,True,error,0,,,,,
demo.companyhub.com,CompanyHub,200,24483,accounts.companyhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T07:02:32Z,2025-04-15T08:02:07Z,CN=companyhub.com,companyhub.com,*.companyhub.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e38e0149b0a374d9231091900d5878df,88272771f15e4b66560e75077e3207701f09c1d3a1a6e224c9d2828e12b276e3,True,ctls,accounts.companyhub.com,cloudflare,443,https://demo.companyhub.com,https,cloudflare,text/html,GET,172.67.68.213,/,/favicon.ico,2606:4700:20::ac43:44d5,Linkedin Ads,558,False,True,nonerror,0,-987236633,https://accounts.companyhub.com/auth/credentials/login?returnUrl=/,companyhub.cdn.vooplayer.com,,
dev.visualwebsiteoptimizer.com,,200,,dev.visualwebsiteoptimizer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-06-29T05:16:26Z,2025-07-31T05:16:26Z,CN=*.visualwebsiteoptimizer.com,*.visualwebsiteoptimizer.com,visualwebsiteoptimizer.com,"CN=Starfield Secure Certificate Authority - G2, OU=http://certs.starfieldtech.com/repository/, O=Starfield Technologies\, Inc., L=Scottsdale, ST=Arizona, C=US",Starfield Secure Certificate Authority - G2,"Starfield Technologies, Inc.",fd8b5e3f7f96185d6a518a6ad28683d0,4b41a51377ed781b6d586b68a6be9f2e3f9f971ed2dd12c65d7eabda8c56df48,True,ctls,dev.visualwebsiteoptimizer.com,google,443,https://dev.visualwebsiteoptimizer.com,https,gfra1,application/javascript,GET,34.107.218.251,/,/favicon.ico,34.107.218.251,HTTP/3,1,False,True,other,0,,,,,
dew2zx0jkxmnz.cloudfront.net,,403,111,dew2zx0jkxmnz.cloudfront.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-07-30T00:00:00Z,2025-07-03T23:59:59Z,CN=*.cloudfront.net,*.cloudfront.net,*.cloudfront.net,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3721d61abf025055b208e3683afe52bc,41ba3a6dee23cff9b5b7fa8c6ff5d9e589d2ddda17355ce8158fda8e2ac85c5e,True,ctls,dew2zx0jkxmnz.cloudfront.net,cloudfront,443,https://dew2zx0jkxmnz.cloudfront.net,https,AmazonS3,application/xml,GET,143.204.102.215,/,/favicon.ico,143.204.102.79,Amazon Web Services,2,False,True,error,0,,,,,
fast.cdn.spotlightr.com,,200,4846,fast.cdn.spotlightr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-07-05T00:00:00Z,2025-08-05T23:59:59Z,CN=*.cdn.spotlightr.com,*.cdn.spotlightr.com,cdn.spotlightr.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,bcb136f4eaf20effe64e527312991bbd,3b5b5a602e18d9daeb8e260864b55ba819fcf1b3803861ce1afcdc5cfabfbd14,True,ctls,fast.cdn.spotlightr.com,cloudfront,443,https://fast.cdn.spotlightr.com,https,Apache/2.4.18 (Ubuntu),text/html,GET,52.222.214.58,/,/favicon.ico,2600:9000:223d:5c00:9:fb40:800:93a1,Ubuntu,28,False,True,nonerror,0,-1588522332,,,,
faster.cdn.spotlightr.com,,200,4846,faster.cdn.spotlightr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-07-05T00:00:00Z,2025-08-05T23:59:59Z,CN=*.cdn.spotlightr.com,*.cdn.spotlightr.com,cdn.spotlightr.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,bcb136f4eaf20effe64e527312991bbd,3b5b5a602e18d9daeb8e260864b55ba819fcf1b3803861ce1afcdc5cfabfbd14,True,ctls,faster.cdn.spotlightr.com,cloudfront,443,https://faster.cdn.spotlightr.com,https,Apache/2.4.18 (Ubuntu),text/html,GET,52.222.214.58,/,/favicon.ico,2600:9000:223d:c000:9:fb40:800:93a1,Ubuntu,28,False,True,nonerror,0,-1588522332,,,,
fonts.googleapis.com,Error 404 (Not Found)!!1,404,1621,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:36:37Z,2025-04-21T08:36:36Z,CN=upload.video.google.com,upload.video.google.com,bg-call-donation-dev.goog,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,f1dc2980140c005132b8172f180f8f8b,93d393e94d211a68524a2703c7f36a24aacadf5cb72cedc50b4bec8b65d0f923,True,ctls,fonts.googleapis.com,google,443,https://fonts.googleapis.com,https,ESF,text/html,GET,142.250.181.234,/,/favicon.ico,2a00:1450:4001:811::200a,HTTP/3,1,False,True,error,0,,,,,
fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:36:37Z,2025-04-21T08:36:36Z,CN=*.gstatic.com,*.gstatic.com,*.metric.gstatic.com,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,e7757995d20fcf44a07227e036565729,1d2e177034df0e1b874458708a26a949299cea48477f4b0ec942e790459a1b1e,True,ctls,fonts.gstatic.com,google,443,https://fonts.gstatic.com,https,sffe,text/html,GET,142.250.181.227,/,/favicon.ico,2a00:1450:4001:806::2003,HTTP/3,12,False,True,error,0,,,,,
fonts.intercomcdn.com,,403,111,fonts.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-10-31T00:00:00Z,2025-11-28T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4bec0a7887ddb805e913a9daaebfd613,0935379ce9c926277bf2e242ca82eff12cb2b49704610bfd779a154d57f476d6,True,ctls,fonts.intercomcdn.com,cloudfront,443,https://fonts.intercomcdn.com,https,AmazonS3,application/xml,GET,18.66.102.5,/,/favicon.ico,2600:9000:223c:200:10:8536:c280:93a1,HTTP/3,2,False,True,error,0,,,,,
formden.com,HTML Form Processing as a Service | Formden.com,200,12388,formden.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-08T12:23:39Z,2025-04-08T13:23:34Z,CN=formden.com,formden.com,*.formden.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,b5ea1fd6258569c78a8274281691654b,4d58214ce5079bd4cd90e9eaddff82385bff0a4abbf968fce26527a9b6c856f9,True,ctls,formden.com,cloudflare,443,https://formden.com,https,cloudflare,text/html,GET,172.67.74.24,/,/static/favicon.ico,2606:4700:20::681a:51,YouTube,358,False,True,other,0,-834242362,,,,
gist-widget.b-cdn.net,,403,243,gist-widget.b-cdn.net,443,True,tls13,TLS_AES_256_GCM_SHA384,2024-11-05T00:00:00Z,2025-11-11T23:59:59Z,CN=*.b-cdn.net,*.b-cdn.net,b-cdn.net,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,08aad018bc6163b5675587156877b5fc,569eb94986bf155da7490e1684e6d2ee805d1bc836bc1e07e092756a868b0c81,True,ctls,gist-widget.b-cdn.net,,443,https://gist-widget.b-cdn.net,https,BunnyCDN-DE1-1079,application/xml,GET,169.150.247.36,/,/favicon.ico,2400:52e0:1e00::1082:1,Bunny,2,False,,error,0,,,,,
googleads.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,125554,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:36Z,2025-04-21T08:35:35Z,CN=*.google.com,*.google.com,*.developers.google.cn,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,2d4be8c378e3011e2e4d07392b9dc2d9,e5f128dd590140b99c51dd70fc6eab89dce8b60d54f1a0c273694c890035982b,True,ctls,marketingplatform.google.com,google,443,https://googleads.g.doubleclick.net,https,sffe,text/html,GET,142.250.186.66,/,/images/branding/product/ico/googleg_standard_32dp.ico,2a00:1450:4001:812::2002,HTTP/3,2108,False,True,other,0,873962860,https://marketingplatform.google.com/about/enterprise/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,
graph.facebook.com,,400,287,graph.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-11-23T00:00:00Z,2025-02-21T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,702d2b0932fd5ebea31c76206978f179,f2c8f008ba1906ce652abb157d56d10ba23475770baf3d844bcdc48f37b15766,True,ctls,graph.facebook.com,,443,https://graph.facebook.com,https,,text/javascript,GET,157.240.252.10,/,/favicon.ico,2a03:2880:f084:a:face:b00c:0:2,HTTP/3,9,False,,error,0,-1321378357,,,"Meta Platforms, Inc.",
img.nicereply.com,,403,111,img.nicereply.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-04-27T00:00:00Z,2025-05-25T23:59:59Z,CN=img.nicereply.com,img.nicereply.com,img.nicereply.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,3f3cedd772eebc135eaeae285dc1c808,9789fd39019cba47ff8ea7ffcfb93faebf21d957b6d03910d33987d6fe6d2e79,,ctls,img.nicereply.com,cloudfront,443,https://img.nicereply.com,https,AmazonS3,application/xml,GET,13.32.27.113,/,/favicon.ico,2600:9000:211e:2200:4:a852:c640:93a1,Amazon Web Services,2,False,True,error,0,,,,,
js.intercomcdn.com,,403,111,js.intercomcdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-10-31T00:00:00Z,2025-11-28T23:59:59Z,CN=*.intercomcdn.com,*.intercomcdn.com,*.intercomcdn.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4bec0a7887ddb805e913a9daaebfd613,0935379ce9c926277bf2e242ca82eff12cb2b49704610bfd779a154d57f476d6,True,ctls,js.intercomcdn.com,cloudfront,443,https://js.intercomcdn.com,https,AmazonS3,application/xml,GET,18.245.46.20,/,/favicon.ico,18.245.46.55,HTTP/3,2,False,True,error,0,,,,,
mails.companyhub.com,CompanyHub,200,24483,accounts.companyhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T07:02:32Z,2025-04-15T08:02:07Z,CN=companyhub.com,companyhub.com,*.companyhub.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e38e0149b0a374d9231091900d5878df,88272771f15e4b66560e75077e3207701f09c1d3a1a6e224c9d2828e12b276e3,True,ctls,accounts.companyhub.com,cloudflare,443,https://mails.companyhub.com,https,cloudflare,text/html,GET,104.26.10.212,/,/favicon.ico,2606:4700:20::681a:bd4,Linkedin Ads,558,False,True,nonerror,0,-987236633,https://accounts.companyhub.com/auth/credentials/login?returnUrl=/,cdnjs.cloudflare.com,,
media.twiliocdn.com,,200,24,media.twiliocdn.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-22T23:08:03Z,2025-04-23T00:07:57Z,CN=twiliocdn.com,twiliocdn.com,*.twiliocdn.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,5e34432457deacd0a0d8a7a8de8ee64e,cf2f4c4dbbdc0311c018b0137d1ec2643f68ecf5091272b1a4cb6dbef5e9a0fe,True,ctls,media.twiliocdn.com,cloudflare,443,https://media.twiliocdn.com,https,cloudflare,text/html,GET,104.22.59.219,/,/favicon.ico,172.67.14.39,Cloudflare,2,False,True,nonerror,0,,,,,
meet.companyhub.com,CompanyHub,200,24483,accounts.companyhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T07:02:32Z,2025-04-15T08:02:07Z,CN=companyhub.com,companyhub.com,*.companyhub.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e38e0149b0a374d9231091900d5878df,88272771f15e4b66560e75077e3207701f09c1d3a1a6e224c9d2828e12b276e3,True,ctls,accounts.companyhub.com,cloudflare,443,https://meet.companyhub.com,https,cloudflare,text/html,GET,104.26.10.212,/,/favicon.ico,2606:4700:20::681a:bd4,Linkedin Ads,558,False,True,nonerror,0,-987236633,https://accounts.companyhub.com/auth/credentials/login?returnUrl=/,zapier-images.imgix.net,,
mta.companyhub.com,,403,16,mta.companyhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T07:02:32Z,2025-04-15T08:02:07Z,CN=companyhub.com,companyhub.com,*.companyhub.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e38e0149b0a374d9231091900d5878df,88272771f15e4b66560e75077e3207701f09c1d3a1a6e224c9d2828e12b276e3,True,ctls,mta.companyhub.com,cloudflare,443,https://mta.companyhub.com,https,cloudflare,text/plain,GET,172.67.68.213,/,/favicon.ico,2606:4700:20::681a:ad4,HTTP/3,1,False,True,error,0,,,,,
offers.companyhub.com,CompanyHub,200,24483,accounts.companyhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T07:02:32Z,2025-04-15T08:02:07Z,CN=companyhub.com,companyhub.com,*.companyhub.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e38e0149b0a374d9231091900d5878df,88272771f15e4b66560e75077e3207701f09c1d3a1a6e224c9d2828e12b276e3,True,ctls,accounts.companyhub.com,cloudflare,443,https://offers.companyhub.com,https,cloudflare,text/html,GET,172.67.68.213,/,/favicon.ico,2606:4700:20::ac43:44d5,Linkedin Ads,558,False,True,nonerror,0,-987236633,https://accounts.companyhub.com/auth/credentials/login?returnUrl=/,widget.intercom.io,,
public.profitwell.com,,403,111,public.profitwell.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-05-03T00:00:00Z,2025-06-01T23:59:59Z,CN=*.profitwell.com,*.profitwell.com,profitwell.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0879e42eea04e55c60677575a4405a47,3302fced91d20fa233eef815958449b3ae3e62499ee28ec8ad20779720c19dec,True,ctls,public.profitwell.com,cloudfront,443,https://public.profitwell.com,https,AmazonS3,application/xml,GET,13.32.121.50,/,/favicon.ico,13.32.121.58,Amazon Web Services,2,False,True,error,0,,,,,
px.ads.linkedin.com,,200,43,px.ads.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-10-14T00:00:00Z,2025-04-14T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,static-afd.licdn.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,0abbc25f8ddf6554640e92b3e120e09c,e842253f530a793a11309ccc4580689faf42543a3b039ab943c0f8881872e57e,,ctls,px.ads.linkedin.com,,443,https://px.ads.linkedin.com,https,,image/gif,GET,13.107.42.14,/,/favicon.ico,2620:1ec:21::14,,1,False,,nonerror,0,1711602358,,,LinkedIn Corporation,
s-usc1f-nss-2518.firebaseio.com,Sign in - Google Accounts,200,1032688,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-20T08:37:56Z,2025-04-14T08:37:55Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=WR2, O=Google Trust Services, C=US",WR2,Google Trust Services,fe4190724caf7a9b3c1e41bac199d14c,65b35005a7d8e965979ab168a5db395b6acdf0e70201fdbac458175f0a32b005,True,ctls,accounts.google.com,google,443,https://s-usc1f-nss-2518.firebaseio.com,https,ESF,text/html,GET,35.201.97.85,/,/favicon.ico,2600:1901:0:4d00::,HTTP/3,199,False,True,nonerror,0,-129982727,https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fconsole.firebase.google.com%2Fproject%2Ffb-monitoring-prod%2Fdatabase%2Fs-usc1f-nss-2518%2Fdata%2F&followup=https%3A%2F%2Fconsole.firebase.google.com%2Fproject%2Ffb-monitoring-prod%2Fdatabase%2Fs-usc1f-nss-2518%2Fdata%2F&ifkv=ASSHykoxXgBg5UV80uMeEt2xRuqGEu08FUtBlZDgPaPCbzezfkUoZln8hTXCu7SkMlk_WmvTCZkw&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin&dsh=S151079751%3A1739470652078447&ddm=1,,,
sandbox-cdn.paddle.com,,403,111,sandbox-cdn.paddle.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-02-07T12:46:58Z,2025-05-08T13:46:56Z,CN=paddle.com,paddle.com,*.paddle.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,d2df82d2694308da376cb87a878e1f4b,2d82145922dc604701d57730a5712c735801ea89a08079e6691affdf39c7e716,True,ctls,sandbox-cdn.paddle.com,cloudflare,443,https://sandbox-cdn.paddle.com,https,cloudflare,application/xml,GET,172.66.42.243,/,/favicon.ico,2606:4700:3108::ac42:2af3,HSTS,2,False,True,error,0,,,,,
script.hotjar.com,,403,243,script.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-05-22T00:00:00Z,2025-06-20T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,*.hj.contentsquare.net,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,7865dc01a354d5e88bb717b9ba6f6033,7694d0eb997d60f5db6d863b42c345e865722405c4c5b392b1b411ad68ae691a,True,ctls,script.hotjar.com,cloudfront,443,https://script.hotjar.com,https,,application/xml,GET,13.33.187.92,/,/favicon.ico,13.33.187.19,HSTS,2,False,True,error,0,,,,,
snap.licdn.com,,200,43,px.ads.linkedin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2024-10-14T00:00:00Z,2025-04-14T23:59:59Z,"CN=www.linkedin.com, O=LinkedIn Corporation, L=Sunnyvale, ST=California, C=US",www.linkedin.com,static-afd.licdn.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,0abbc25f8ddf6554640e92b3e120e09c,e842253f530a793a11309ccc4580689faf42543a3b039ab943c0f8881872e57e,,ctls,px.ads.linkedin.com,,443,https://snap.licdn.com,https,,image/gif,GET,95.101.54.105,/,/favicon.ico,2a02:26f0:c6::210:6471,,1,False,,nonerror,0,,https://px.ads.linkedin.com/,,LinkedIn Corporation,
static.companyhub.com,CompanyHub,200,24483,accounts.companyhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T07:02:32Z,2025-04-15T08:02:07Z,CN=companyhub.com,companyhub.com,*.companyhub.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e38e0149b0a374d9231091900d5878df,88272771f15e4b66560e75077e3207701f09c1d3a1a6e224c9d2828e12b276e3,True,ctls,accounts.companyhub.com,cloudflare,443,https://static.companyhub.com,https,cloudflare,text/html,GET,104.26.10.212,/,/favicon.ico,2606:4700:20::681a:ad4,Linkedin Ads,558,False,True,nonerror,0,-987236633,https://accounts.companyhub.com/auth/credentials/login?returnUrl=/,www.google.com,,
static.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,316312,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-08-24T00:00:00Z,2025-09-21T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,hotjar.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,8f0136b31c27ac67c6dfb6dd57a892ed,418f3f14767d2306391137b13cf129c3036a6aefb7dd191dabcefc55c1b02fab,True,ctls,www.hotjar.com,cloudfront,443,https://static.hotjar.com,https,,text/html,GET,18.66.102.51,/,/images/touch-icon-192x192.png,18.66.102.106,Webpack,701,False,True,other,0,,https://www.hotjar.com,,,
static.intercomassets.com,,403,111,static.intercomassets.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-04-17T00:00:00Z,2025-05-16T23:59:59Z,CN=intercomassets.com,intercomassets.com,*.intercomassets.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,1911237461eabc1005fe024d9d656c5d,0bf07e00d193c0ef05de98434d5e1538633d6c8975faa2f8232bac81fbe01527,True,ctls,static.intercomassets.com,cloudfront,443,https://static.intercomassets.com,https,AmazonS3,application/xml,GET,18.244.18.85,/,/favicon.ico,18.244.18.54,HTTP/3,2,False,True,error,0,,,,,
static.tapfiliate.com,,403,111,static.tapfiliate.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-09-04T00:00:00Z,2025-10-04T23:59:59Z,CN=backend.tapfiliate.com,backend.tapfiliate.com,tapfiliate.com,"CN=Amazon RSA 2048 M03, O=Amazon, C=US",Amazon RSA 2048 M03,Amazon,6925fc82e49f34cfd0f0c903dfa3b266,db51cb43e69f6c49489335db3fce1c56dc446d1d4b234f3e37212f79bd007a2c,True,ctls,static.tapfiliate.com,cloudfront,443,https://static.tapfiliate.com,https,AmazonS3,application/xml,GET,18.172.112.53,/,/favicon.ico,18.172.112.61,Amazon Web Services,2,False,True,error,0,,,,,
stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,200,118404,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:36Z,2025-04-21T08:35:35Z,CN=*.google.com,*.google.com,*.developers.google.cn,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,2d4be8c378e3011e2e4d07392b9dc2d9,e5f128dd590140b99c51dd70fc6eab89dce8b60d54f1a0c273694c890035982b,True,ctls,marketingplatform.google.com,google,443,https://stats.g.doubleclick.net,https,sffe,text/html,GET,173.194.76.157,/,/images/branding/product/ico/googleg_standard_32dp.ico,2a00:1450:400c:c0c::9b,HTTP/3,1820,False,True,other,0,873962860,https://marketingplatform.google.com/about/analytics/,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,
status.companyhub.com,CompanyHub's Live status - Powered by Freshping,200,22288,status.companyhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T07:02:32Z,2025-04-15T08:02:07Z,CN=companyhub.com,companyhub.com,*.companyhub.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e38e0149b0a374d9231091900d5878df,88272771f15e4b66560e75077e3207701f09c1d3a1a6e224c9d2828e12b276e3,True,ctls,status.companyhub.com,cloudflare,443,https://status.companyhub.com,https,cloudflare,text/html,GET,104.26.11.212,/,/favicon.ico,2606:4700:20::681a:ad4,HTTP/3,3,False,True,nonerror,0,-485742569,,,,
t.companyhub.com,Index - My ASP.NET Application,200,2272,t.companyhub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-15T07:02:32Z,2025-04-15T08:02:07Z,CN=companyhub.com,companyhub.com,*.companyhub.com,"CN=WE1, O=Google Trust Services, C=US",WE1,Google Trust Services,e38e0149b0a374d9231091900d5878df,88272771f15e4b66560e75077e3207701f09c1d3a1a6e224c9d2828e12b276e3,True,ctls,t.companyhub.com,cloudflare,443,https://t.companyhub.com,https,cloudflare,text/html,GET,104.26.11.212,/,/favicon.ico,2606:4700:20::ac43:44d5,Microsoft ASP.NET:4.0.30319,76,False,True,error,0,,,,,
td.doubleclick.net,Error 404 (Not Found)!!1,404,1561,td.doubleclick.net,443,True,tls13,TLS_AES_128_GCM_SHA256,2025-01-27T08:35:32Z,2025-04-21T08:35:31Z,CN=*.doubleclick.net,*.doubleclick.net,doubleclick.net,"CN=WE2, O=Google Trust Services, C=US",WE2,Google Trust Services,e1350e4a7cd9cc781002801ed83ccaf3,234b266cd5f2b1d603f4200a04e0cd32e59f52b7bdfa20a4bfead3079d2f7da3,True,ctls,td.doubleclick.net,google,443,https://td.doubleclick.net,https,,text/html,GET,142.250.185.162,/,/favicon.ico,2a00:1450:4001:830::2002,HTTP/3,12,False,True,error,0,,,,,
thumbnails.spotlightr.com,,200,9,thumbnails.spotlightr.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2024-07-05T00:00:00Z,2025-08-05T23:59:59Z,CN=*.spotlightr.com,*.spotlightr.com,spotlightr.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,6b134d06b9e10f5e8e6cfd164f7a68bb,47745342fb66be897942e6f25b3b503d49dfee7f836982848788163d452045f8,True,ctls,thumbnails.spotlightr.com,cloudfront,443,https://thumbnails.spotlightr.com,https,Apache/2.4.18 (Ubuntu),application/json,GET,52.222.214.27,/,/favicon.ico,2600:9000:223d:9e00:14:a787:7e80:93a1,Ubuntu,1,False,True,nonerror,0,,,,,
