new,host,a,aaaa,soa,status_code,cdn,cdn-name,cname,caa,txt,has_internal_ips,internal_ips,ns,mx
,crashlanding.sre-prod01.apps.fireeye.com,52.26.125.108,,"ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=sre-prod01-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,
,crashlanding.staging.feconnect.fireeye.com,"52.36.219.78, 54.200.186.158, 44.227.74.89",,"ns-1512.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=athena-stg01-external-dns,external-dns/resource=ingress/nginx-ingress/nginx-ingress-defaultbackend",,,,
,cs-notices.fireeye.com,"34.237.219.119, 18.208.125.13, 3.215.172.219, 52.54.96.194, 3.92.120.28",,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com",,,,,,
,csp-login.fireeye.com,136.179.56.244,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,csportal-2.fireeye.com,162.209.98.216,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,csportal-test.fireeye.com,50.57.224.81,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,csportal.fireeye.com,,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,ctd.fireeye.com,216.71.112.31,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ctfd.a.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ctfd.staging.a.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,cyberark.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,cyberchef.a.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,cyberchef.a.staging.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,cybergenersis.staging.a.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,cybergenesis.a.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,cybergenesis.staging.a.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,design.fireeye.com,,,"ns-439.awsdns-54.com, awsdns-hostmaster.amazon.com",NOERROR,,,,amazon.com,,,,"ns-1698.awsdns-20.co.uk, ns-980.awsdns-58.net, ns-1342.awsdns-39.org, ns-439.awsdns-54.com",
,dev-cloudvisory.cloud.aws.apps.fireeye.com,"52.10.61.138, 52.35.48.81",,"ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,dev-docs.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dev-helix.cloud.aws.apps.fireeye.com,"99.86.4.122, 99.86.4.3, 99.86.4.58, 99.86.4.19",,"ns-283.awsdns-35.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
,dev-identity.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,dev-identity.my.fireeye.com,,,"ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
,dev-idp.fireeye.com,,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,dev-learn.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,dev-timetracker.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dev.arb.svpc.apps.fireeye.com,"44.239.116.119, 52.12.202.178",,"ns-1139.awsdns-14.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,dev.docs.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dev.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,dev.helix.us.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,dev.my.fireeye.com,"108.138.7.43, 108.138.7.110, 108.138.7.12, 108.138.7.34","2600:9000:2490:f800:5:3f2c:4a80:93a1, 2600:9000:2490:1800:5:3f2c:4a80:93a1, 2600:9000:2490:2400:5:3f2c:4a80:93a1, 2600:9000:2490:4400:5:3f2c:4a80:93a1, 2600:9000:2490:8c00:5:3f2c:4a80:93a1, 2600:9000:2490:ce00:5:3f2c:4a80:93a1, 2600:9000:2490:d200:5:3f2c:4a80:93a1, 2600:9000:2490:da00:5:3f2c:4a80:93a1","ns-558.awsdns-05.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
,dev1-identity.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dev1.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dev63.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,developer.fireeye.com,"13.224.189.106, 13.224.189.21, 13.224.189.46, 13.224.189.67",,"ns-1806.awsdns-33.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,"ns-1806.awsdns-33.co.uk, ns-1321.awsdns-37.org, ns-813.awsdns-37.net, ns-225.awsdns-28.com",
,developers.fireeye.com,"54.192.111.21, 54.192.111.102, 54.192.111.96, 54.192.111.91",,"ns-931.awsdns-52.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,"ns-1916.awsdns-47.co.uk, ns-931.awsdns-52.net, ns-99.awsdns-12.com, ns-1439.awsdns-51.org",
,dgq1.access.xfire.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dialin.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dingyue-reset.lms.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dingyue.lms.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dispatcher1.fireeye.com,,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,dispatcher2.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dnews.www.access.ork.selabs.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,dnstest-drone.try.sre.apps.fireeye.com,,,"ns-1768.awsdns-29.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0113769DBNXLXSZAFRW,external-dns/resource=ingress/dnstest-drone/drone-redirect",,,,
,doc.eng.fireeye.com,199.16.198.114,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,oken.fireeye.com,,,,,,
,docs-portal.design.fireeye.com,"52.88.215.29, 52.32.64.19, 52.35.148.153",,"ns-508.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,d-pf3k41s3wh.execute-api.us-west-2.amazonaws.com,,,,,,
,docs.cloud.fireeye.com,,,,NOERROR,,,prod02-iam-elb-757333651.us-gov-west-1.elb.amazonaws.com,,,,,,
,docs.eng.fireeye.com,199.16.198.114,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,oken.fireeye.com,,,,,,
,docs.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,docs.search.fireeye.com,"35.82.140.228, 52.32.74.72, 34.216.0.218",,"ns-508.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,d-llxkd6apbe.execute-api.us-west-2.amazonaws.com,,,,,,
,docs.sre-prod01.apps.fireeye.com,52.26.125.108,,"ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=sre-prod01-external-dns,external-dns/resource=ingress/docs/honey-badger-honey-docs",,,,
,docs2.fireeye.com,136.179.56.244,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,mil.fireeye.com,,,,,,
,dod-portal.marketplace.apps.fireeye.com,"18.154.227.95, 18.154.227.119, 18.154.227.30, 18.154.227.38, 205.251.192.7, 205.251.195.117, 205.251.197.81, 205.251.198.162",,"ns-885.awsdns-46.net, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,d2z2rs1do49jeb.cloudfront.net,,,,,"ns-1361.awsdns-42.org, ns-885.awsdns-46.net, ns-7.awsdns-00.com, ns-1698.awsdns-20.co.uk",
,dod-vnc.marketplace.apps.fireeye.com,3.212.159.100,,"ns-1796.awsdns-32.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,dod.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,download-qa.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,drone.copss01.concord.apps.fireeye.com,,,"ns-1930.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z1F6E29UM0JH7C,external-dns/resource=ingress/drone/drone-server",,,,
,drone.sre-prod01.apps.fireeye.com,52.26.125.108,,"ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=sre-prod01-external-dns,external-dns/resource=ingress/drone/drone",,,,
,drone.sre.apps.fireeye.com,"52.35.201.238, 54.148.208.112, 44.228.175.75",,"ns-1787.awsdns-31.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=default,external-dns/resource=service/devops/drone-ingress-ingress-nginx-controller",,,,
,drop.fireeye.com,38.27.116.169,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ds.apps.fireeye.com,54.213.253.167,,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,ecs-iceds-omnibin-production-217603616.us-west-2.elb.amazonaws.com,,,,,,
,dtitap-stage.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,dtitap.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,duo.sre-dev01.apps.fireeye.com,"100.21.140.168, 35.82.226.165",,"ns-1654.awsdns-14.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=sre-dev01-external-dns,external-dns/resource=ingress/duo/duo-auth-proxy-nomfa-v2",,,"ns-1319.awsdns-36.org, ns-1654.awsdns-14.co.uk, ns-203.awsdns-25.com, ns-687.awsdns-21.net",
,duo.sre-prod01.apps.fireeye.com,100.20.217.53,,"ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=sre-prod01-external-dns,external-dns/resource=ingress/duo/duo-auth-proxy-mfa-v2",,,,
,duong.fireeye.com,199.16.196.4,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,dx-components.fireeye.com,,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,dlvozd6f4qg0i.cloudfront.net,,,,,,
,dxb-mail.selabs.fireeye.com,199.16.198.88,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,eastcoastcas.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,eba-sonarqube.eng.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,edge01-fw.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,edge02-fw.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,education.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,edulabs.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack-aws-data-demo.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack-aws-demo.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack-data-dev.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack-data-test.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack-data.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack-dev.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack-logstash-dev.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack-logstash-test.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack-master-test.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack-master.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack-test.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,elasticstack.ops.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,email.static.apps.fireeye.com,"13.226.153.61, 13.226.153.120, 13.226.153.116, 13.226.153.23",,"ns-195.awsdns-24.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,
,eng-asavpn01.eng.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,eng.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,engage.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,engvpn.fireeye.com,199.16.196.2,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,enterpriseregistration.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,eod.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,epjenkins.eng.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,epstorage.eng.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,eric7.access.xfire.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,erp.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ersandbox.fireeye.com,96.31.161.232,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,etp-build-cloud.eng.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,etp-defect-dojo.k8s-etp-dev01.cloud.apps.fireeye.com,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-apps/test-defect-dojo-3",,,,
,etp-detection-saupdate.etp-dev01.cloud.apps.fireeye.com,"52.40.251.49, 44.242.56.119, 52.39.240.114",,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-detection/etp-detection-saupdate",,,,
,etp-drone.sre-prod01.apps.fireeye.com,,,"ns-1673.awsdns-17.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=sre-prod01-external-dns,external-dns/resource=ingress/etp-drone/drone",,,"ns-1113.awsdns-11.org, ns-137.awsdns-17.com, ns-1673.awsdns-17.co.uk, ns-978.awsdns-58.net",
,etp-simple-api-app.k8s-etp-dev01.cloud.apps.fireeye.com,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-apps/dev-simple-go-api-app",,,,
,etp-simple-api-app.k8s-etp-prd09.cloud.apps.fireeye.com,,,"ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,etp-simple-api-app.k8s-etp-qa01.cloud.apps.fireeye.com,,,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z018832522NAE1OA2K3ZS,external-dns/resource=ingress/etp-qa01-apps/qa01-simple-go-api-app",,,,
,etp-snyk-broker.etp-dev01.cloud.apps.fireeye.com,"52.39.240.114, 52.40.251.49, 44.242.56.119",,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-dev01-infra/snyk-broker-chart",,,,
,etp-sonarqube.k8s-etp-dev01.cloud.apps.fireeye.com,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-infra/std-dev01-sonarqube-sonarqube",,,,
,etp-stage-simple-api-app.k8s-etp-dev01.cloud.apps.fireeye.com,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-apps/dev01-simple-go-api-app",,,,
,etp-stage-simple-api-app.k8s-etp-prd09.cloud.apps.fireeye.com,"34.204.163.199, 3.232.62.82, 34.194.171.37",,"ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z018105020YJ9LHDGJ9UR,external-dns/resource=ingress/etp-prd09-apps/simple-go-api-app",,,,
,etp-stage-simple-api-app.k8s-etp-qa01.cloud.apps.fireeye.com,,,"ns-538.awsdns-03.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z018832522NAE1OA2K3ZS,external-dns/resource=ingress/etp-qa01-apps/qa01-simple-go-api-app",,,,
,etp.ap.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,etp.ca.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,etp.eu.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,etp.us.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,etpd-clamav.k8s-etp-dev01.cloud.apps.fireeye.com,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-detection-apps/clamav-dev-helm-chart",,,"ns-1235.awsdns-26.org, ns-1815.awsdns-34.co.uk, ns-277.awsdns-34.com, ns-856.awsdns-43.net",
,etpd-nedlookup.k8s-etp-dev01.cloud.apps.fireeye.com,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-detection/nedlookup-pdns-backend",,,,
,etpd-pdns-recursor.k8s-etp-dev01.cloud.apps.fireeye.com,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-detection-apps/pdns-recursor",,,,
,etpd-pdns-recursor.k8s-etp-prd09.cloud.apps.fireeye.com,"52.73.241.226, 54.237.162.219, 54.88.154.134",,"ns-565.awsdns-06.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z018105020YJ9LHDGJ9UR,external-dns/resource=ingress/etp-prd09-detection-apps/pdns-backend-pdns-recursor",,,,
,etpd-pdns-recursors.k8s-etp-dev01.cloud.apps.fireeye.com,,,"ns-856.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=Z0234678POZWNSZ4AICO,external-dns/resource=ingress/etp-dev01-detection-apps/pdns-recursor",,,"ns-1235.awsdns-26.org, ns-1815.awsdns-34.co.uk, ns-277.awsdns-34.com, ns-856.awsdns-43.net",
,eu.feconnect.fireeye.com,"3.65.85.243, 18.157.242.210, 52.29.67.229",,"ns-1446.awsdns-52.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=athena-prd02-external-dns,external-dns/resource=service/nginx-ingress/nginx-ingress-controller",,,"ns-964.awsdns-56.net, ns-1446.awsdns-52.org, ns-1793.awsdns-32.co.uk, ns-444.awsdns-55.com",
,eu.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,event-registration.fireeye.com,96.31.161.230,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ex-xfire-lab-mta.sfo.selabs.fireeye.com,199.16.198.88,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ex01.access.tyo.selabs.fireeye.com,162.159.246.125,2606:4700:300b::a29f:f67d,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
,ex02.p.sjc.training.fireeye.com,199.16.198.82,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,ex03.p.sjc.training.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,exchangedelegation.fireeye.com,,,"bonnie.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
,faas-integration-dev01-blue.etp-dev01.cloud.apps.fireeye.com,"34.218.177.149, 35.83.108.143, 34.213.235.89",,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-dev01-apps-blue/faas-integration-dev01-blue-ingress",,,,
,faas-integration-dev01.etp-dev01.cloud.apps.fireeye.com,"44.242.56.119, 52.39.240.114, 52.40.251.49",,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-dev01-apps/faas-integration-dev01-ingress",,,,
,faas-integration-qa01-green.etp-dev01.cloud.apps.fireeye.com,"52.40.251.49, 52.39.240.114, 44.242.56.119",,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-qa01-apps-green/faas-green-ingress",,,,
,faas-integration-qa01.etp-dev01.cloud.apps.fireeye.com,"52.39.240.114, 52.40.251.49, 44.242.56.119",,"ns-1495.awsdns-58.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-dev01-external-dns,external-dns/resource=ingress/etp-qa01-apps/faas-integration-qa01-ingress",,,,
,faas-integration.etp-prd01.cloud.apps.fireeye.com,"52.192.72.145, 35.79.252.149, 35.74.188.52",,"ns-750.awsdns-29.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd01-external-dns,external-dns/resource=ingress/etp-prd01-apps/faas-integration-prd01-ingress",,,,
,faas-integration.etp-prd06.cloud.apps.fireeye.com,"3.127.138.38, 3.67.246.187, 3.126.81.131",,"ns-1051.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd06-external-dns,external-dns/resource=ingress/etp-prd06-apps/faas-integration-prd06-ingress",,,,
,faas-integration.etp-prd07.cloud.apps.fireeye.com,"34.253.111.45, 34.253.10.27, 34.252.219.220",,"ns-1602.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd07-external-dns,external-dns/resource=ingress/etp-prd07-apps/faas-integration-prd07-ingress",,,,
,faas-integration.etp-prd08.cloud.apps.fireeye.com,"35.80.200.126, 34.215.215.132, 54.201.25.216",,"ns-1255.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"heritage=external-dns,external-dns/owner=etp-prd08-external-dns,external-dns/resource=ingress/etp-prd08-apps/faas-integration-prd08-ingress",,,,
,faas-integration.etp-prd09.cloud.apps.fireeye.com,"3.233.225.82, 3.217.124.86, 34.227.187.150",,"ns-596.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
