new,host,a,soa,status_code,ns,aaaa,txt,cname,cdn,cdn-name,has_internal_ips,internal_ips,mx,ptr,caa
[x],207-171-168-52.amazon.com,207.171.168.52,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-53.amazon.com,207.171.168.53,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-54.amazon.com,207.171.168.54,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-55.amazon.com,207.171.168.55,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-57.amazon.com,207.171.168.57,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-6.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-60.amazon.com,207.171.168.60,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-61.amazon.com,207.171.168.61,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-168-62.amazon.com,207.171.168.62,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-63.amazon.com,207.171.168.63,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-64.amazon.com,207.171.168.64,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-65.amazon.com,207.171.168.65,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-66.amazon.com,207.171.168.66,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-67.amazon.com,207.171.168.67,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-68.amazon.com,207.171.168.68,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-7.amazon.com,207.171.168.7,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-70.amazon.com,207.171.168.70,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-71.amazon.com,207.171.168.71,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-74.amazon.com,207.171.168.74,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-75.amazon.com,207.171.168.75,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-76.amazon.com,207.171.168.76,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-77.amazon.com,207.171.168.77,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-78.amazon.com,207.171.168.78,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-79.amazon.com,207.171.168.79,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-8.amazon.com,207.171.168.8,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"pdns1.ultradns.net, ns2.p31.dynect.net, ns1.p31.dynect.net, ns3.p31.dynect.net, ns4.p31.dynect.net, pdns6.ultradns.co.uk",,,,,,,,,,
[x],207-171-168-80.amazon.com,207.171.168.80,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-81.amazon.com,207.171.168.81,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-82.amazon.com,207.171.168.82,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-83.amazon.com,207.171.168.83,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-84.amazon.com,207.171.168.84,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-85.amazon.com,207.171.168.85,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-86.amazon.com,207.171.168.86,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-87.amazon.com,207.171.168.87,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-89.amazon.com,207.171.168.89,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-9.amazon.com,207.171.168.9,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-91.amazon.com,207.171.168.91,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-93.amazon.com,207.171.168.93,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-94.amazon.com,207.171.168.94,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-95.amazon.com,207.171.168.95,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-96.amazon.com,207.171.168.96,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-97.amazon.com,207.171.168.97,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-168-99.amazon.com,207.171.168.99,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-172-6.amazon.com,207.171.172.6,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-1.amazon.com,207.171.180.1,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-10.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-100.amazon.com,207.171.180.100,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-101.amazon.com,207.171.180.101,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-102.amazon.com,207.171.180.102,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-103.amazon.com,207.171.180.103,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-104.amazon.com,207.171.180.104,,NOERROR,,,,,,,,,,,
[x],207-171-180-105.amazon.com,207.171.180.105,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-107.amazon.com,207.171.180.107,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-108.amazon.com,207.171.180.108,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-11.amazon.com,207.171.180.11,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-110.amazon.com,207.171.180.110,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-112.amazon.com,207.171.180.112,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-113.amazon.com,207.171.180.113,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-114.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-115.amazon.com,207.171.180.115,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-118.amazon.com,207.171.180.118,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-119.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-12.amazon.com,207.171.180.12,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-120.amazon.com,207.171.180.120,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-122.amazon.com,207.171.180.122,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-123.amazon.com,207.171.180.123,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-124.amazon.com,207.171.180.124,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-125.amazon.com,207.171.180.125,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-127.amazon.com,207.171.180.127,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-128.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-129.amazon.com,207.171.180.129,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-13.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-130.amazon.com,207.171.180.130,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-131.amazon.com,207.171.180.131,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-132.amazon.com,207.171.180.132,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-133.amazon.com,207.171.180.133,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-134.amazon.com,207.171.180.134,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-135.amazon.com,207.171.180.135,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-136.amazon.com,207.171.180.136,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-138.amazon.com,207.171.180.138,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-139.amazon.com,207.171.180.139,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-14.amazon.com,207.171.180.14,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-140.amazon.com,207.171.180.140,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-141.amazon.com,207.171.180.141,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-143.amazon.com,207.171.180.143,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-144.amazon.com,207.171.180.144,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-145.amazon.com,207.171.180.145,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-146.amazon.com,207.171.180.146,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-147.amazon.com,207.171.180.147,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-148.amazon.com,207.171.180.148,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-149.amazon.com,207.171.180.149,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-15.amazon.com,207.171.180.15,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-150.amazon.com,207.171.180.150,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-151.amazon.com,207.171.180.151,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-152.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-153.amazon.com,207.171.180.153,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-154.amazon.com,207.171.180.154,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-155.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-156.amazon.com,207.171.180.156,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-157.amazon.com,207.171.180.157,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-158.amazon.com,207.171.180.158,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-159.amazon.com,207.171.180.159,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-16.amazon.com,207.171.180.16,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-160.amazon.com,207.171.180.160,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-161.amazon.com,207.171.180.161,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-163.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-164.amazon.com,207.171.180.164,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-166.amazon.com,207.171.180.166,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-167.amazon.com,207.171.180.167,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-169.amazon.com,207.171.180.169,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-17.amazon.com,207.171.180.17,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-170.amazon.com,207.171.180.170,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-171.amazon.com,207.171.180.171,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-172.amazon.com,207.171.180.172,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-173.amazon.com,207.171.180.173,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-174.amazon.com,207.171.180.174,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-175.amazon.com,207.171.180.175,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-176.amazon.com,207.171.180.176,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-178.amazon.com,207.171.180.178,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-179.amazon.com,207.171.180.179,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-18.amazon.com,207.171.180.18,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-180.amazon.com,207.171.180.180,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-181.amazon.com,207.171.180.181,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-185.amazon.com,207.171.180.185,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-186.amazon.com,207.171.180.186,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-189.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-19.amazon.com,207.171.180.19,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-190.amazon.com,207.171.180.190,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"pdns1.ultradns.net, pdns6.ultradns.co.uk, ns1.p31.dynect.net, ns3.p31.dynect.net, ns4.p31.dynect.net, ns2.p31.dynect.net",,,,,,,,,,
[x],207-171-180-191.amazon.com,207.171.180.191,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-193.amazon.com,207.171.180.193,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-194.amazon.com,207.171.180.194,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-195.amazon.com,207.171.180.195,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-196.amazon.com,207.171.180.196,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-199.amazon.com,207.171.180.199,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-2.amazon.com,207.171.180.2,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-200.amazon.com,207.171.180.200,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-201.amazon.com,207.171.180.201,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-203.amazon.com,207.171.180.203,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-204.amazon.com,207.171.180.204,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-205.amazon.com,207.171.180.205,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-206.amazon.com,207.171.180.206,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns2.p31.dynect.net, ns4.p31.dynect.net, ns1.p31.dynect.net, pdns6.ultradns.co.uk, ns3.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-180-207.amazon.com,207.171.180.207,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-208.amazon.com,207.171.180.208,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-209.amazon.com,207.171.180.209,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-210.amazon.com,207.171.180.210,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-212.amazon.com,207.171.180.212,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-213.amazon.com,207.171.180.213,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-214.amazon.com,207.171.180.214,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-215.amazon.com,207.171.180.215,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-216.amazon.com,207.171.180.216,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-218.amazon.com,207.171.180.218,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-219.amazon.com,207.171.180.219,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-220.amazon.com,207.171.180.220,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-222.amazon.com,207.171.180.222,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-223.amazon.com,207.171.180.223,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-226.amazon.com,207.171.180.226,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-228.amazon.com,207.171.180.228,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-23.amazon.com,207.171.180.23,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-230.amazon.com,207.171.180.230,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-231.amazon.com,207.171.180.231,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-232.amazon.com,207.171.180.232,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-233.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-234.amazon.com,207.171.180.234,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-235.amazon.com,207.171.180.235,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-236.amazon.com,207.171.180.236,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-237.amazon.com,207.171.180.237,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-239.amazon.com,207.171.180.239,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-24.amazon.com,207.171.180.24,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-241.amazon.com,,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-242.amazon.com,207.171.180.242,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-243.amazon.com,207.171.180.243,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-245.amazon.com,207.171.180.245,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-247.amazon.com,207.171.180.247,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"pdns6.ultradns.co.uk, ns2.p31.dynect.net, ns1.p31.dynect.net, ns3.p31.dynect.net, ns4.p31.dynect.net, pdns1.ultradns.net",,,,,,,,,,
[x],207-171-180-249.amazon.com,207.171.180.249,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-250.amazon.com,207.171.180.250,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
[x],207-171-180-251.amazon.com,207.171.180.251,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"ns1.p31.dynect.net, ns3.p31.dynect.net, ns2.p31.dynect.net, ns4.p31.dynect.net, pdns1.ultradns.net, pdns6.ultradns.co.uk",,,,,,,,,,
[x],207-171-180-252.amazon.com,207.171.180.252,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,,,
