new,host,soa,txt,status_code,a,aaaa,cdn,cdn-name,cname,ns,has_internal_ips,internal_ips,mx
,br124-ip06.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br124-ip07.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br124-ip08.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br124-ip09.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br124-ip10.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br124-ip13.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br124.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,,,,,,,,
,br126-ip03.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip06.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip07.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip09.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip10.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip11.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip12.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip14.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip19.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip20.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip22.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip24.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126-ip25.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,,,,,,,,
,br126-ip26.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br126.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,192.185.176.148,,,,,,,,
,br128-ip02.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip03.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip04.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip05.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip06.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip07.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip08.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip09.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip10.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,,,,,,,,
,br128-ip11.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip12.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip13.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip14.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,,,,,,,,
,br128-ip15.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,,,,,,,,
,br128-ip16.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip17.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip18.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip20.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip21.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip22.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip23.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip24.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip26.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128-ip27.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br128.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,192.185.176.112,,,,,,,,
,br130-ip03.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip04.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip05.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip06.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip07.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip08.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip09.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip10.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip11.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip12.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip13.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip14.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip15.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip16.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip18.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip20.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip21.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip22.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130-ip23.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br130.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,192.185.176.104,,,,,,,,
,br132-ip02.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br132-ip03.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br132-ip04.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br132-ip06.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br132-ip09.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br132-ip11.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br132-ip12.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br132-ip13.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br132-ip14.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br132-ip17.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br132-ip18.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br132-ip19.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",,NOERROR,,,,,,,,,
,br132-ip20.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
,br134-ip02.hostgator.com.br,"ns1.hostgator.com.br, dns.cloudflare.com",v=spf1 ip4:74.53.28.178 ip4:216.172.188.70 ip4:216.172.188.71 ip4:216.172.188.75  ip4:216.172.188.85 ip4:162.144.212.13 ip4:108.167.151.19 ip4:108.167.151.29  include:_spf.google.com include:mail.zendesk.com  ~all,NOERROR,,,,,,,,,
