input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,tls_subject_org_,final_url,tls_self_signed,tls_expired
accounts-us.checkpoint.com,Login,200,2909,accounts-us.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,accounts-us.checkpoint.com,,443,https://accounts-us.checkpoint.com:443,https,Apache,text/html,GET,209.87.222.120,/,116323821,2001:67c:2840:5::11,HSTS,1,False,,,https://accounts.checkpoint.com:443,,,,
accounts.checkpoint.com,Login,200,2909,accounts.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,accounts.checkpoint.com,cloudfront,443,https://accounts.checkpoint.com:443,https,Apache,text/html,GET,18.66.97.26,/,116323821,18.66.97.102,HSTS,1,False,True,,https://accounts.checkpoint.com:443,,,,
accounts.g04.checkpoint.com,CA Access Gateway - Error Report,500,628,accounts.g04.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,accounts.g04.checkpoint.com,,443,https://accounts.g04.checkpoint.com:443,https,Apache,text/html,GET,194.29.39.47,/,-1139386442,194.29.39.47,Apache,1,False,,True,,,,,
advisories-stg.checkpoint.com,403 Forbidden,403,146,advisories-stg.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T16:25:04Z,2023-08-02T16:25:03Z,CN=advisories-stg.checkpoint.com,advisories-stg.checkpoint.com,advisories-stg.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1a278b797f6f4dcf66ac5955b09499cc,adf0d8be972ad1d8a094ea38570946613246696e8a07f53401c165dc350c2abf,,ctls,advisories-stg.checkpoint.com,,443,https://advisories-stg.checkpoint.com:443,https,cloudflare,text/html,GET,141.193.213.20,/,-1561873722,141.193.213.21,HTTP/3,8,False,,,,,,,
advisories.checkpoint.com,Advisories Archive - Check Point Software,200,144792,advisories.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T13:25:53Z,2023-08-02T13:25:52Z,CN=advisories.checkpoint.com,advisories.checkpoint.com,advisories.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,074d9ffcf49133ff215c48c374dfda47,c4fa67fe4ed084eb8bc8ae9a1f778daf5feeb1020d95e0e1080b25b9561c0a8e,,ctls,advisories.checkpoint.com,,443,https://advisories.checkpoint.com:443,https,cloudflare,text/html,GET,141.193.213.21,/,-1840324437,141.193.213.20,Yoast SEO:20.8,2214,False,,,,,https://advisories.checkpoint.com/advisories/,,
agony-meter-stg.checkpoint.com,403 Forbidden,403,146,agony-meter-stg.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-15T17:27:26Z,2023-06-13T17:27:25Z,CN=agony-meter-stg.checkpoint.com,agony-meter-stg.checkpoint.com,agony-meter-stg.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c96c3eb87d1edd78239aeb12b5e3d106,0683de3dcaa448b87b7bb49a07e89bd0f15c7a86e1d6ee533df50d0ab0db2f50,,ctls,agony-meter-stg.checkpoint.com,,443,https://agony-meter-stg.checkpoint.com:443,https,cloudflare,text/html,GET,141.193.213.20,/,-1561873722,141.193.213.21,HTTP/3,8,False,,,,,,,
agony-meter.checkpoint.com,Check Point's Agony Meter – Cybersecurity Management Efficiency Scale,200,26456,agony-meter.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-15T17:26:12Z,2023-06-13T17:26:11Z,CN=agony-meter.checkpoint.com,agony-meter.checkpoint.com,agony-meter.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,70eca416e9a0943a65033584bb6e48af,f8f84cfb3f0a73fc628a00ad1a311926fcb2a4b6a523bc0c2af31a80bd9372d4,,ctls,agony-meter.checkpoint.com,,443,https://agony-meter.checkpoint.com:443,https,cloudflare,text/html,GET,141.193.213.20,/,-1840324437,141.193.213.21,WordPress,124,False,,,,,,,
anti-debug.checkpoint.com,Anti-Debug Tricks,200,10561,anti-debug.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-20T19:04:38Z,2023-08-18T19:04:37Z,CN=anti-debug.checkpoint.com,anti-debug.checkpoint.com,anti-debug.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,96348c0e56e3af4ba50537da3d7fa034,3add8963b394875737312093ced2380cf3ee7c12fec3e50bd4ff07da2b49e7d9,,ctls,anti-debug.checkpoint.com,,443,https://anti-debug.checkpoint.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1268870372,2606:50c0:8001::153,Varnish,348,False,,,,,,,
ap-southeast-2.g04.checkpoint.com,404 File Not Found,404,204,ap-southeast-2.g04.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-01T09:21:55Z,2024-05-01T09:21:55Z,"CN=aws-sydney-be-r81-cluster-tgw VPN Certificate, O=natasha..8ye75g",aws-sydney-be-r81-cluster-tgw VPN Certificate,,O=natasha..8ye75g,,natasha..8ye75g,8af65a594c152aa85992e56ad09e1f38,7c121825eb7db385c7193df9295a2f838e37e6ccc5fed6f1892c410fa99b2b6e,,ctls,ap-southeast-2.g04.checkpoint.com,,443,https://ap-southeast-2.g04.checkpoint.com:443,https,Check Point SVN foundation,text/html,GET,3.105.14.157,/,-993165615,3.105.14.157,HSTS,13,False,,True,,natasha..8ye75g,,True,
ap.portal.checkpoint.com,Check Point Infinity Portal,200,3652,ap.portal.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-08-26T23:59:59Z,CN=*.ap.portal.checkpoint.com,*.ap.portal.checkpoint.com,ap.portal.checkpoint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b90e5e6848ff0342c752c4a0bc4589a2,995d707c32bbbff973de4fdf3ddfcff553474434cf5c91a9e41e63d2f3c5e3f2,True,ctls,ap.portal.checkpoint.com,,443,https://ap.portal.checkpoint.com:443,https,,text/html,GET,13.237.128.43,/,76131492,54.79.166.179,HSTS,51,False,,,https://cloudinfra-gw.ap.portal.checkpoint.com/csp-report,,,,
app-community.checkpoint.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://app-community.checkpoint.com:80,http,CloudFront,text/html,GET,143.204.98.40,/,1056912744,2600:9000:2156:3600:0:6649:3a80:93a1,Amazon Web Services,20,False,True,,,,,,
appsec-doc.inext.checkpoint.com,Documentation Overview - CloudGuard AppSec,200,171761,appsec-doc.inext.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-08T06:57:47Z,2023-08-06T06:57:46Z,CN=appsec-doc.inext.checkpoint.com,appsec-doc.inext.checkpoint.com,appsec-doc.inext.checkpoint.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,60e8036ff886ec235c1ae07171baba35,08e9560b1ab9ddd7cdbb17c03f84b6f6934abf3794ce59fa5373de89a1e151db,,ctls,appsec-doc.inext.checkpoint.com,cloudflare,443,https://appsec-doc.inext.checkpoint.com:443,https,cloudflare,text/html,GET,104.18.2.117,/,1549604010,2606:4700::6812:375,HTTP/3,1105,False,True,,https://cdn.iframe.ly,,,,
appwiki.checkpoint.com,Check Point User Center Mobile,200,5713,sc1.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-21T12:11:27Z,2024-01-22T12:11:26Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,675b099405a2711df7a2d32dfd3f4139,08458a1dc918202e24d2582da0e0343e3fe740813c4d1eb26f2dd12c772902a0,True,ctls,sc1.checkpoint.com,,443,https://appwiki.checkpoint.com:443,https,AkamaiNetStorage,text/html,GET,23.51.125.224,/,-277923189,2a02:26f0:480:992::38f0,,150,False,,,url='https://support.checkpoint.com',,https://sc1.checkpoint.com/uc/mobile/promotion/mobile.html?ref=https://appwiki.checkpoint.com/,,
appwrapping.checkpoint.com,Wrapping Portal,200,3786,appwrapping.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-08T00:00:00Z,2023-07-07T23:59:59Z,"CN=appwrapping.checkpoint.com, O=Check Point Software Technologies Inc., L=San Carlos, ST=California, C=US",appwrapping.checkpoint.com,appwrapping.checkpoint.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c80b15b0cefff2260fee6e273393abc6,206165231fe6e9c9288819aee82fb7340a32d8a6bc4634b79a43a4c86abf3da4,,ctls,appwrapping.checkpoint.com,,443,https://appwrapping.checkpoint.com:443,https,,text/html,GET,107.20.221.32,/,116323821,54.160.80.197,HSTS,16,False,,,https://cdnjs.cloudflare.com,Check Point Software Technologies Inc.,,,
assessment-stg.checkpoint.com,403 Forbidden,403,146,assessment-stg.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T05:16:47Z,2023-07-16T05:16:46Z,CN=assessment-stg.checkpoint.com,assessment-stg.checkpoint.com,assessment-stg.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ec3701eaf3accef974694ae7c2f892c,eb10307acd0f693b87695d152cde5cadcd09b94fb3a6de11f37715bb8c9d476e,,ctls,assessment-stg.checkpoint.com,,443,https://assessment-stg.checkpoint.com:443,https,cloudflare,text/html,GET,141.193.213.21,/,-1561873722,141.193.213.20,HTTP/3,8,False,,,,,,,
au-gw.sg.iaas.checkpoint.com,,404,,au-gw.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T01:22:24Z,2023-07-26T02:14:57Z,CN=au-gw.sg.iaas.checkpoint.com,au-gw.sg.iaas.checkpoint.com,au-gw.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,c2c4a7074aaa7fad025e43d9d0759b8b,a5662dfef6ba250d11c270667747fe8fde04d598b32d80370ae01a0f90c1d063,,ctls,au-gw.sg.iaas.checkpoint.com,google,443,https://au-gw.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.149.232.224,/,-1840324437,34.149.232.224,HTTP/3,1,False,True,,,,,,
auth-dev.connect.checkpoint.com,,200,,auth-dev.connect.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2023-09-10T23:59:59Z,CN=*.connect.checkpoint.com,*.connect.checkpoint.com,*.api.connect.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e48c76328d9ce1a1b6cadf972457f4c1,9eae2ea9650c392f5c496f50adb0107d647116c568b0730a387f4873cab666b2,True,ctls,auth-dev.connect.checkpoint.com,,443,https://auth-dev.connect.checkpoint.com:443,https,,,GET,52.58.161.171,/,-429073533,52.59.107.212,,1,False,,,,,,,
avupdates.checkpoint.com,,404,11,avupdates.checkpoint.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,True,ctls,avupdates.checkpoint.com,,443,https://avupdates.checkpoint.com:443,https,AkamaiNetStorage,,GET,2.16.186.65,/,1864250944,2.16.186.114,,2,False,,True,,"Akamai Technologies, Inc.",,,
bladesusagemanager.checkpoint.com,Check Point Software Technologies: Maintenance page,403,10720,bladesusagemanager.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,bladesusagemanager.checkpoint.com,,443,https://bladesusagemanager.checkpoint.com:443,https,Apache,text/html,GET,194.29.39.22,/,-358392465,194.29.39.22,Apache,280,False,,,,,,,
blog-stg.checkpoint.com,ERROR: The request could not be satisfied,403,919,blog-stg.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,blog-stg.checkpoint.com,cloudfront,443,https://blog-stg.checkpoint.com:443,https,CloudFront,text/html,GET,108.138.17.68,/,-1083059182,108.138.17.85,HSTS,20,False,True,,,,,,
blog.checkpoint.com,"Check Point Blog - Cyber Security News, Research & Trends",200,141715,blog.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,blog.checkpoint.com,cloudfront,443,https://blog.checkpoint.com:443,https,nginx,text/html,GET,143.204.98.99,/,-1840324437,143.204.98.9,Yoast SEO:20.8,995,False,True,,,,,,
ca-gw.sg.iaas.checkpoint.com,,404,,ca-gw.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T17:43:23Z,2023-07-11T18:34:35Z,CN=ca-gw.sg.iaas.checkpoint.com,ca-gw.sg.iaas.checkpoint.com,ca-gw.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,7cfd98d8022b34f844b887eaa990eb45,a7fcf516b4c29ad711326dee899ed0967c736828a528e9312344089923ef8ed5,,ctls,ca-gw.sg.iaas.checkpoint.com,google,443,https://ca-gw.sg.iaas.checkpoint.com:443,https,Google Frontend,text/html,GET,34.110.151.133,/,-1840324437,34.110.151.133,HTTP/3,1,False,True,,,,,,
ca.ndr.checkpoint.com,Horizon NDR - You have no cookie support - Please enable cookies in your browser,200,1473,portal.ca.ndr.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-25T08:24:10Z,2023-09-19T09:49:30Z,CN=*.ca.ndr.checkpoint.com,*.ca.ndr.checkpoint.com,ca.ndr.checkpoint.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",a260bdaec3f1c5cf6515001b362d1428,fb474bea3eaf071695fa531f33bd22c6e06bedfae594177f9a500c558214e0dd,True,ctls,portal.ca.ndr.checkpoint.com,,443,https://ca.ndr.checkpoint.com:443,https,CPWS,text/html,GET,3.96.230.167,/,-993165615,3.96.230.167,HSTS,55,False,,,fonts.gstatic.com,,https://portal.ca.ndr.checkpoint.com:443/Login/Login?CheckCookieSupport=1,,
ca.portal.checkpoint.com,Check Point Infinity Portal,200,3652,ca.portal.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-03-15T23:59:59Z,CN=ca.portal.checkpoint.com,ca.portal.checkpoint.com,*.ca.portal.checkpoint.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9f88e4494c705c0c81ebc34410a9b939,45d8d7ed79f79774aea76592998c38d5344727291deb08da1558b2e8f0dde177,True,ctls,ca.portal.checkpoint.com,,443,https://ca.portal.checkpoint.com:443,https,,text/html,GET,3.99.39.79,/,76131492,3.99.90.125,HSTS,51,False,,,https://cloudinfra-gw.ca.portal.checkpoint.com/csp-report,,,,
casb-2.g04.checkpoint.com,Pad-Lock,502,3654,casb-2.g04.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,casb-2.g04.checkpoint.com,,443,https://casb-2.g04.checkpoint.com:443,https,Check Point CPWeb,text/html,GET,217.68.13.81,/,-593161204,217.68.13.87,,23,False,,True,,,,,
casb-smartview.portal.checkpoint.com,Gaia,200,1084,casb-smartview.portal.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-29T23:59:59Z,CN=portal.checkpoint.com,portal.checkpoint.com,*.portal.checkpoint.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2e39831fd4f706077d200c7f3d08179b,4f6f04382ca9f38b89774d7d7888a2bebcff5938b47f2772e3dff17da60d21fa,True,ctls,casb-smartview.portal.checkpoint.com,,443,https://casb-smartview.portal.checkpoint.com:443,https,CPWS,text/html,GET,34.250.170.147,/,-960873822,54.246.194.56,,9,False,,,,,,,
catalog.checkpoint.com,Product Catalog - Check Point,200,3539,catalog.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T07:46:58Z,2023-11-26T07:46:57Z,CN=*.checkpoint.com,*.checkpoint.com,checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,668325c9b6c989be799c635cd84b9dbe,a4879446d27cbbd36878c5981bad7b4c4ba6642354cde249c22acac6f43b338e,True,ctls,catalog.checkpoint.com,cloudfront,443,https://catalog.checkpoint.com:443,https,CPWS,text/html,GET,143.204.231.90,/,321770859,2600:9000:2113:e200:1d:478:80c0:93a1,HSTS,1,False,True,,,,,,
checkmates.checkpoint.com,Home - Check Point CheckMates,200,282054,community.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=secure07.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure07.lithium.com,community.travelandleisure.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,71ee3692330443d9bb240f1d1239a6fd,cfd476d33f1c0633f8f591a437b49b2187fee522e259e37cb9e41e359a664952,True,ctls,community.checkpoint.com,cloudfront,443,https://checkmates.checkpoint.com:443,https,Apache,text/html,GET,143.204.98.40,/,-1840324437,2600:9000:2156:2e00:0:6649:3a80:93a1,PHP,3335,False,True,True,http://house-fastly.us-east-1.ooyala.com,"Khoros, LLC",https://community.checkpoint.com/,,
clickprotection.checkpoint.com,,500,35,clickprotection.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-17T00:00:00Z,2023-09-22T23:59:59Z,CN=*.execute-api.us-east-1.amazonaws.com,*.execute-api.us-east-1.amazonaws.com,*.execute-api.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,35ee8c642e17542d5cc297908838de44,812999d9a424962bf3e6ebf5acceb6447a8495da3f828b0bc3df54fd155d6bc8,True,ctls,clickprotection.checkpoint.com,,443,https://clickprotection.checkpoint.com:443,https,,application/json,GET,54.173.88.101,/,-1886904341,34.225.63.212,,1,False,,True,,,,,
community.checkpoint.com,Home - Check Point CheckMates,200,282050,community.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2023-09-23T23:59:59Z,"CN=secure07.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure07.lithium.com,community.travelandleisure.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,71ee3692330443d9bb240f1d1239a6fd,cfd476d33f1c0633f8f591a437b49b2187fee522e259e37cb9e41e359a664952,True,ctls,community.checkpoint.com,cloudfront,443,https://community.checkpoint.com:443,https,Apache,text/html,GET,143.204.98.74,/,-1840324437,2600:9000:2171:7600:0:6649:3a80:93a1,PHP,3335,False,True,True,https:,"Khoros, LLC",,,
community.stage.checkpoint.com,401 Authorization Required,401,167,community.stage.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T00:00:00Z,2024-04-19T23:59:59Z,"CN=secure06.stage.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure06.stage.lithium.com,forums.stage.cox.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,019cec72a08a007cd8ad3199c2406bf7,12663bb23e36bb198460e2f1289a128cad4c1b6486a04c5e1ead5585fcf16e1a,True,ctls,community.stage.checkpoint.com,cloudfront,443,https://community.stage.checkpoint.com:443,https,Apache,text/html,GET,18.164.52.45,/,-1840324437,2600:9000:223f:2800:19:2829:9980:93a1,HSTS,7,False,True,True,,"Khoros, LLC",,,
core-api-gw-stg.sg.iaas.checkpoint.com,403,403,134,core-api-gw-stg.sg.iaas.checkpoint.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T06:20:27Z,2023-07-25T07:14:41Z,CN=core-api-gw-stg.sg.iaas.checkpoint.com,core-api-gw-stg.sg.iaas.checkpoint.com,core-api-gw-stg.sg.iaas.checkpoint.com,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,c56845cde59137f77704df0407d05514,d04c5e26602e91207f2ee69e47250613cd460735a3992412860fb27995be79ca,,ctls,core-api-gw-stg.sg.iaas.checkpoint.com,google,443,https://core-api-gw-stg.sg.iaas.checkpoint.com:443,https,,text/html,GET,34.117.241.21,/,1723221432,34.117.241.21,HTTP/3,1,False,True,,,,,,
cpm.checkpoint.com,Check Point Mobile - Access denied. This Portal is not supported on this server. Please contact your Administrator for more information (14),403,1576,portal.cpm.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-03T18:07:02Z,2024-03-06T17:47:13Z,CN=*.cpm.checkpoint.com,*.cpm.checkpoint.com,cpm.checkpoint.com,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,95ff7968870002a4b37f3b8fde2c33e5,218f732436172c9776a1df901d38b4b867c3d330e36ed6b26aa07e483e443be4,True,ctls,portal.cpm.checkpoint.com,,443,https://cpm.checkpoint.com:443,https,CPWS,text/html,GET,194.29.38.135,/,-993165615,194.29.38.135,HSTS,54,False,,,,,https://portal.cpm.checkpoint.com:443/Login/Login,,
cpr-zero.checkpoint.com,CPR-Zero,200,74263,cpr-zero.checkpoint.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-24T09:25:32Z,2023-07-23T09:25:31Z,CN=cpr-zero.checkpoint.com,cpr-zero.checkpoint.com,cpr-zero.checkpoint.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ab697bd79a1ecbc32ecb8fe4e9bc8f95,3f69a6d9b115c2e7c6eabf1fc3eb2fff4bc0da96c0afc7139e6bbd38886bb84c,,ctls,cpr-zero.checkpoint.com,,443,https://cpr-zero.checkpoint.com:443,https,GitHub.com,text/html,GET,185.199.108.153,/,1268870372,2606:50c0:8003::153,Varnish,2845,False,,,,,,,
cptraining.checkpoint.com,Litmos - Send list of domains,200,4269,cptraining.checkpoint.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=*.litmoseu.com, O=Litmos US\, L.P, L=San Ramon, ST=California, C=US",*.litmoseu.com,*.litmoseu.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,fdf28c599b483a94e8bf3eae9814f510,c1807e737dfc15b630c453e6c0006374666fc5ec29ee625a4b7edb806e02b96e,True,ctls,cptraining.checkpoint.com,,443,https://cptraining.checkpoint.com:443,https,,text/html,GET,52.58.244.121,/,-1996754925,3.66.249.233,Microsoft ASP.NET,54,False,,True,,"Litmos US, L.P",https://cptraining.checkpoint.com/account/login/?,,
