new,host,a,soa,status_code,cname,caa,cdn,cdn-name,mx,ns,txt,aaaa
[x],nl.app.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],nsstationsbv.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],oauth2.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],okta-cvs.apps.wellness.dev.speakap.io,33.33.33.10,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],okta-self-servicodds.admin.ch2.betssonch2.development-ongamepoker.test.speakap.com,149.210.131.147,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],okta.apps.wellness.dev.speakap.io,33.33.33.10,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],okta.com.employee-specialsurvey.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],okta.com.special-employeesurvey.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],optadata.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],or1dpu1321.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],origin.app.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],panteia.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],pay.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],pgcs.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],pitstop.asia.speakap.io,47.52.45.98,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],plit38.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],private.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],prod.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],product-development-dashboard.speakap.io,"108.138.51.28, 108.138.51.89, 108.138.51.53, 108.138.51.34","ns-518.awsdns-00.net, awsdns-hostmaster.amazon.com",NOERROR,dblos7ldyngdi.cloudfront.net,,True,cloudfront,,"ns-42.awsdns-05.com, ns-1955.awsdns-52.co.uk, ns-1440.awsdns-52.org, ns-518.awsdns-00.net",,"2600:9000:2436:c600:2:279e:2980:93a1, 2600:9000:2436:200:2:279e:2980:93a1, 2600:9000:2436:2800:2:279e:2980:93a1, 2600:9000:2436:6800:2:279e:2980:93a1, 2600:9000:2436:3c00:2:279e:2980:93a1, 2600:9000:2436:7200:2:279e:2980:93a1, 2600:9000:2436:9400:2:279e:2980:93a1, 2600:9000:2436:f000:2:279e:2980:93a1"
[x],promo-intl.hosting.speakap.io,83.149.119.20,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],proxy.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],pub.mail.speakap.io,185.211.249.44,"ns1.tripolis.com, hostmaster.tripolis.com",NOERROR,smtpp.tripolis.com,,,,"mx1.tripolis.com, mx2.tripolis.com",,,
[x],qa.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],redirect-nwk-radarp-lapp42.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],role.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],s1.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],saconnect.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],search.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],secure.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],service.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],sftp.nl.speakap.io,83.149.119.6,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],sftp.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],sftp.usa.speakap.io,3.17.51.62,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],sharepoint.app.usa.speakap.io,"18.190.86.186, 3.133.70.205","ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],siewert-kau.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],speakap.com,83.149.119.58,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,"amazon.com, digicert.com, letsencrypt.org",,,"alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com, aspmx.l.google.com","ns-700.awsdns-23.net, ns-1501.awsdns-59.org, ns-2002.awsdns-58.co.uk, ns-354.awsdns-44.com","apple-domain-verification=P6j2nWDIh6qkYW0i, chargebee-domain-verification=xD322SPb33ahuC2WJ6, v=spf1 include:_spf.google.com include:3187705.spf02.hubspotemail.net include:spf.factuursturen.nl a mx -all",
[x],speakap.io,149.210.129.191,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,"amazon.com, letsencrypt.org",,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, aspmx4.googlemail.com, aspmx5.googlemail.com","ns-182.awsdns-22.com, ns-729.awsdns-27.net, ns-1318.awsdns-36.org, ns-1674.awsdns-17.co.uk",google-site-verification=ofSwX_T5Uzo7rRnjJXWN_yp-vA9yO7CoXdRkFRESqTw,
[x],speakap.speakap.com,83.149.119.14,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],speakappartnerpage.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],st-crm.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],stage.app.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],staging.app.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],staging.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],static.speakap.io,83.149.119.10,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],static.usa.speakap.io,"18.218.112.99, 52.14.137.30","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,"ns-1076.awsdns-06.org, ns-127.awsdns-15.com, ns-1722.awsdns-23.co.uk, ns-598.awsdns-10.net",,
[x],storage.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],stripe.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],suitsupply.speakap.com,,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],support.speakap.com,"104.16.51.111, 104.16.53.111","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,speakap.zendesk.com,,True,cloudflare,mail-pod-28.int.zendesk.com,,"v=spf1 include:mail.zendesk.com ~all, pod=28",
[x],sur.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],sx.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],sync.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,mx1.speakap.io,,,
[x],system-minerva-clients-stats-corp.antivirus-scan.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],tdm.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],temp.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],test-sharepoint.app.usa.speakap.io,"3.143.94.55, 3.17.2.249","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,app-https-496409833.us-east-2.elb.amazonaws.com,,,,,,,
[x],test.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],tetonsports.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],tql.speakap.com,"52.14.137.30, 18.218.112.99","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,,,
[x],track.speakap.io,"34.241.27.172, 34.253.241.177, 34.255.97.37, 54.78.186.219","ns-720.awsdns-26.net, awsdns-hostmaster.amazon.com",NOERROR,mandrillapp.com,,,,"9656353.in1.mandrillapp.com, 9656353.in2.mandrillapp.com","ns-289.awsdns-36.com, ns-720.awsdns-26.net, ns-1127.awsdns-12.org, ns-1934.awsdns-49.co.uk",v=spf1 include:spf.mandrillapp.com ~all,
[x],traefik.speakap.io,37.48.114.184,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],traefik1.speakap.io,37.48.114.184,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],us-west-1.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],usa.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],user-sync.nl.speakap.io,83.149.119.12,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,k8s.nl.speakap.io,,,,,,,
[x],user-sync.usa.speakap.io,"3.19.44.192, 3.143.44.177","ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],usgprofessionalsbe.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],v1.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],v4pp.asia.speakap.io,47.52.45.98,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],vfc.speakap.com,"18.218.112.99, 52.14.137.30","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,,,
[x],virus.flag.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],virus.mtsby.cdn.ncnd.speakap.com,,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],virusassist.speakap.com,,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],vpn.usa.speakap.io,18.224.85.17,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],walki.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],wayfare.speakap.com,"18.218.112.99, 52.14.137.30","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,"ns-1076.awsdns-06.org, ns-127.awsdns-15.com, ns-1722.awsdns-23.co.uk, ns-598.awsdns-10.net",,
[x],white-label.usa.speakap.io,"3.19.111.241, 3.13.68.185","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,whitelabel-988474334.us-east-2.elb.amazonaws.com,,,,,,,
[x],whitelabal-frank.speakap.com,"3.19.111.241, 3.13.68.185","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,whitelabel-988474334.us-east-2.elb.amazonaws.com,,,,,,,
[x],whitelabel-frank1.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],wp.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],wwe.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www-vaccines.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www.api.asia.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www.api.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www.authenticator.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www.ikeanederland.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www.media.asia.speakap.io,47.52.45.98,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www.media.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www.n.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www.n2.asia.speakap.io,47.52.45.98,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www.speakap.io,"149.210.129.191, 205.251.192.182, 205.251.194.217, 205.251.197.38, 205.251.198.138","ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,speakap.io,"letsencrypt.org, amazon.com",,,"aspmx2.googlemail.com, alt2.aspmx.l.google.com, aspmx.l.google.com, aspmx5.googlemail.com, aspmx4.googlemail.com, alt1.aspmx.l.google.com, aspmx3.googlemail.com","ns-1318.awsdns-36.org, ns-182.awsdns-22.com, ns-729.awsdns-27.net, ns-1674.awsdns-17.co.uk",google-site-verification=ofSwX_T5Uzo7rRnjJXWN_yp-vA9yO7CoXdRkFRESqTw,
[x],www.static.asia.speakap.io,47.52.45.98,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],www.static.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],yourspc.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
