new,host,a,soa,status_code,cname,caa,cdn,cdn-name,mx,ns,txt,aaaa
[x],0-okta-network-metrics-preview-pass.guard.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1-2013.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1-2021.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1-5.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1-administrator.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1-docker.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1-fw.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.2013databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.americadatabus.speakap.com,,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.bucket-databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.databus-train.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.databus.secure.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.databus.spring.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.databus.tpe.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.databus.z.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.databusengima.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.drop-databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.emea-databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.netherlands.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.phpdatabus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.dc1.web1databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.euwe-dc1.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.jinx-dc1.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.kubernetesdc1.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.swagger.dc1.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020.traffic.dc1.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020reset.dc1.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020secure.dc1.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idp2020t.dc1.databus.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],00000-okta-idpnote.0271005u449687.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-eus-s3p-sbsgcustomer.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-ims-preview-sbsgcustomer.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-metrics-demo-sbsgcustomer.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-metrics-preview-sbsgcustomer-elb.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-metrics-preview-sbsgcustomer.restricted.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-metrics-preview-sbsgcustomer.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-metrics-preview-sbsgcustomerlamda.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-metrics-preview-sbsgcustomerstlouis.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-metrics-preview-sbsgcustomerteam.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-metrics-preview-sbsgssl.test.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-metrics-preview-web.test.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-mobile-preview-sbsgcustomer.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-restricteds-s3p-sbsgcustomer.gq.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-restricteds-s3p-sbsgcustomeris.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-restricteds-s3p-sbsgcustomerma.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-restricteds-s3p-sbsgfr.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-restricteds-s3p-sbsgproduction.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-network-sqs-s3p-sbsgcustomer.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],107-okta-sandbox-metrics-preview-sbsgcustomer.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],17-121-113-79.antivirus-scan.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],25-courier2.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],2akamai.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],7wkf8.flag.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],access.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],administrator.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ads.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],allhcoronamexicoyschools.speakap.com,,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],antivirus-samericaan.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],antivirus-scan.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],antiviruswww.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],anwb.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],api.asia.speakap.io,47.52.45.98,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],api.staging.speakap.io,83.149.119.14,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],api.usa.speakap.io,"18.218.112.99, 52.14.137.30","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,,,
[x],apidocs-107-okta-network-restricteds-s3p-sbsgcustomer.test.speakap.io,149.210.131.147,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],app-test.nl.speakap.io,83.149.119.12,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,k8s.nl.speakap.io,,,,,,,
[x],app.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],app.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],apps.hosting.speakap.io,83.149.119.20,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],arconic.speakap.com,"18.218.112.99, 52.14.137.30","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,,,
[x],argocd.speakap.io,"18.190.86.186, 3.133.70.205","ns-1513.awsdns-61.org, awsdns-hostmaster.amazon.com",NOERROR,ac3a0ecd657344d8f8876bca78494cf3-f860637fa256270d.elb.us-east-2.amazonaws.com,,,,,,,
[x],asset.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],assets.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],associa.speakap.com,"52.14.137.30, 18.218.112.99","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,,,
[x],associazionearche.speakap.com,,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],atlas.app.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],authentication-okta-cvs.apps.wellness.dev.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],authenticator.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],authenticator.usa.speakap.io,"18.218.112.99, 52.14.137.30","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,api-https-1340112362.us-east-2.elb.amazonaws.com,,,,,"ns-1076.awsdns-06.org, ns-127.awsdns-15.com, ns-1722.awsdns-23.co.uk, ns-598.awsdns-10.net",,
[x],backend.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],backup.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],backupstatuserpalt.asia.speakap.io,47.52.45.98,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bcc.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],beta.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],blog.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],blog.speakap.com,"199.60.103.226, 199.60.103.30","jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"3187705.group5.sites.hubspot.net, group5.sites.hscoscdn00.net",,,,,,,"2606:2c40::c73c:671e, 2606:2c40::c73c:67e2"
[x],blogs.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bosch-api-docst.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bosch-iberia.speakap.com,,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],bosch-it.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],businessopen.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cdn.ncnd.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],certalegal.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],chatter.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],chatter.speakap.io,83.149.119.58,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],chatter.usa.speakap.io,"3.142.25.59, 3.141.61.174","ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,chatter-https-1709755072.us-east-2.elb.amazonaws.com,,,,,,,
[x],chatter2.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],chefusercache-ww0my-oceania.dev.speakap.io,33.33.33.10,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ci.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],ci.speakap.io,83.149.119.59,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],claror.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],client.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cms.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],cofileemail.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],conf.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],content.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],coronamexico-com.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],corp.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],covidexm.speakap.com,,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],customs.app.speakap.io,83.149.119.6,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dashboard.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],data.app.speakap.io,,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],dev.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],developers.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],docs.speakap.io,83.149.119.58,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],drk-mannheim.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],drupal.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],eccgw02.staging.speakap.io,85.17.245.53,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],energiekenzo.speakap.com,83.149.119.8,"ns-1501.awsdns-59.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],engineering.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],eu-central-1.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],f38c.asia.speakap.io,47.52.45.98,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],fh7txv.hosting.speakap.io,83.149.119.20,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
[x],final.app.speakap.io,83.149.119.27,"ns-1318.awsdns-36.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
