new,host,a,soa,status_code,aaaa,cname,txt,has_internal_ips,internal_ips,mx,ns,cdn,cdn-name,caa
[x],pdccrtrp13.fisglobal.com,156.55.139.211,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdccrtrp14.fisglobal.com,156.55.139.215,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdccrtrp15.fisglobal.com,156.55.139.224,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdccrtrp16.fisglobal.com,156.55.139.227,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdccrtrp17.fisglobal.com,156.55.139.253,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdccrtrp18.fisglobal.com,156.55.139.254,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcdbtrp06.fisglobal.com,156.55.139.207,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcdbtrp07.fisglobal.com,156.55.139.217,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp02.fisglobal.com,156.55.139.36,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp05.fisglobal.com,156.55.139.48,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp06.fisglobal.com,156.55.139.49,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp08.fisglobal.com,156.55.139.230,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp09.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp10.fisglobal.com,156.55.139.232,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp11.fisglobal.com,156.55.139.233,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp12.fisglobal.com,156.55.139.234,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp13.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp14.fisglobal.com,156.55.139.236,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp15.fisglobal.com,156.55.139.237,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp16.fisglobal.com,156.55.139.160,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp18.fisglobal.com,156.55.139.162,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp19.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp21.fisglobal.com,156.55.139.33,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp23.fisglobal.com,156.55.139.38,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp24.fisglobal.com,156.55.139.39,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp25.fisglobal.com,156.55.139.58,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp26.fisglobal.com,156.55.139.59,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp30.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp32.fisglobal.com,156.55.139.90,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp33.fisglobal.com,156.55.139.91,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcitbrp34.fisglobal.com,156.55.139.120,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnp-akamai01.fisglobal.com,156.55.204.41,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnp-gfs-rp01.fisglobal.com,147.249.16.23,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp04.fisglobal.com,156.55.139.40,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp06.fisglobal.com,156.55.139.95,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp07.fisglobal.com,156.55.139.96,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp08.fisglobal.com,156.55.139.97,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp09.fisglobal.com,156.55.139.98,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp13.fisglobal.com,156.55.139.72,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp14.fisglobal.com,156.55.139.73,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp15.fisglobal.com,156.55.139.74,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp17.fisglobal.com,156.55.139.76,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp18.fisglobal.com,156.55.139.104,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp20.fisglobal.com,156.55.139.106,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp21.fisglobal.com,156.55.139.107,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp22.fisglobal.com,156.55.139.108,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp23.fisglobal.com,156.55.139.109,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp25.fisglobal.com,156.55.139.128,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp27.fisglobal.com,156.55.204.26,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp28.fisglobal.com,156.55.204.27,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp29.fisglobal.com,156.55.204.28,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp30.fisglobal.com,156.55.204.29,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp32.fisglobal.com,156.55.139.31,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp33.fisglobal.com,156.55.204.200,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp34.fisglobal.com,156.55.204.201,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp36.fisglobal.com,156.55.204.203,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp37.fisglobal.com,156.55.204.204,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp38.fisglobal.com,156.55.204.205,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp39.fisglobal.com,156.55.204.206,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp40.fisglobal.com,156.55.204.207,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp41.fisglobal.com,156.55.204.208,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp42.fisglobal.com,156.55.204.209,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp44.fisglobal.com,156.55.204.212,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp45.fisglobal.com,156.55.204.213,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp46.fisglobal.com,156.55.204.214,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp47.fisglobal.com,156.55.204.215,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp48.fisglobal.com,156.55.204.216,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp50.fisglobal.com,156.55.204.218,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp53.fisglobal.com,156.55.204.222,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp54.fisglobal.com,156.55.204.223,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp56.fisglobal.com,156.55.204.225,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp57.fisglobal.com,156.55.204.226,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp59.fisglobal.com,156.55.204.228,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp61.fisglobal.com,156.55.204.230,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp63.fisglobal.com,156.55.205.34,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp64.fisglobal.com,156.55.205.35,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp65.fisglobal.com,156.55.205.36,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp66.fisglobal.com,156.55.205.37,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp67.fisglobal.com,156.55.205.38,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp68.fisglobal.com,156.55.205.39,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp69.fisglobal.com,156.55.205.40,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp70.fisglobal.com,156.55.205.41,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp71.fisglobal.com,156.55.205.42,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp72.fisglobal.com,156.55.205.43,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp73.fisglobal.com,156.55.205.44,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp74.fisglobal.com,156.55.205.45,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp75.fisglobal.com,156.55.205.46,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp79.fisglobal.com,156.55.205.50,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp80.fisglobal.com,156.55.205.51,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp81.fisglobal.com,156.55.205.52,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp82.fisglobal.com,156.55.205.53,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp83.fisglobal.com,156.55.157.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp84.fisglobal.com,156.55.157.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp90.fisglobal.com,156.55.156.64,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclnprp92.fisglobal.com,156.55.156.229,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp02.fisglobal.com,156.55.139.25,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp03.fisglobal.com,156.55.139.99,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp05.fisglobal.com,156.55.139.101,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp07.fisglobal.com,156.55.139.228,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp08.fisglobal.com,156.55.139.241,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp09.fisglobal.com,156.55.139.242,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp10.fisglobal.com,156.55.139.243,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp11.fisglobal.com,156.55.139.244,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp13.fisglobal.com,156.55.139.246,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp14.fisglobal.com,156.55.139.247,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp17.fisglobal.com,156.55.139.250,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp18.fisglobal.com,156.55.139.103,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp20.fisglobal.com,156.55.139.189,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp22.fisglobal.com,156.55.139.191,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp23.fisglobal.com,156.55.139.192,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp24.fisglobal.com,156.55.139.193,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp25.fisglobal.com,156.55.139.194,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp27.fisglobal.com,156.55.139.196,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp28.fisglobal.com,156.55.139.197,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp29.fisglobal.com,156.55.139.198,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp30.fisglobal.com,156.55.139.199,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp31.fisglobal.com,156.55.139.110,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp32.fisglobal.com,156.55.139.111,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp33.fisglobal.com,156.55.139.112,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp34.fisglobal.com,156.55.139.113,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp35.fisglobal.com,156.55.139.114,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp37.fisglobal.com,156.55.139.117,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp38.fisglobal.com,156.55.139.118,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp39.fisglobal.com,156.55.139.77,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp40.fisglobal.com,156.55.139.79,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp41.fisglobal.com,156.55.139.80,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp42.fisglobal.com,156.55.139.81,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp44.fisglobal.com,156.55.139.142,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp45.fisglobal.com,156.55.139.143,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp46.fisglobal.com,156.55.139.144,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp47.fisglobal.com,156.55.139.145,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp49.fisglobal.com,156.55.139.147,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp50.fisglobal.com,156.55.139.148,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp51.fisglobal.com,156.55.139.149,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp52.fisglobal.com,156.55.139.165,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp54.fisglobal.com,156.55.139.167,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp55.fisglobal.com,156.55.139.168,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp57.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp58.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp59.fisglobal.com,156.55.139.172,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp60.fisglobal.com,156.55.139.173,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp61.fisglobal.com,156.55.204.45,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp62.fisglobal.com,156.55.204.46,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp64.fisglobal.com,156.55.204.48,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp65.fisglobal.com,156.55.204.49,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp66.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp67.fisglobal.com,156.55.204.51,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp68.fisglobal.com,156.55.204.52,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp69.fisglobal.com,156.55.204.53,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp70.fisglobal.com,156.55.204.54,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp71.fisglobal.com,156.55.204.55,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp72.fisglobal.com,156.55.205.54,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp74.fisglobal.com,156.55.205.56,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp75.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp76.fisglobal.com,156.55.205.58,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp77.fisglobal.com,156.55.205.59,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp78.fisglobal.com,156.55.205.60,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp79.fisglobal.com,156.55.205.61,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp80.fisglobal.com,156.55.205.62,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrp81.fisglobal.com,156.55.205.63,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrpcto02.fisglobal.com,156.55.139.252,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrpcto03.fisglobal.com,156.55.205.21,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrpcto04.fisglobal.com,156.55.205.22,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrpcto05.fisglobal.com,156.55.204.21,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrpcto07.fisglobal.com,156.55.204.23,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdclpcrpcto08.fisglobal.com,156.55.204.24,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcmbl-akamai01.fisglobal.com,156.55.204.43,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcmblrp01.fisglobal.com,156.55.139.44,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcmblrp03.fisglobal.com,156.55.139.46,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcmblrp05.fisglobal.com,156.55.139.86,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp02.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp03.fisglobal.com,156.55.139.182,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp04.fisglobal.com,156.55.139.183,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp05.fisglobal.com,156.55.139.184,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pdcppdrp07.fisglobal.com,156.55.139.186,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pds.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,"MS=ms14869003, v=spf1 include:spf.protection.outlook.com -all",,,pds-fisglobal-com.mail.protection.outlook.com,"a16-67.akam.net, a26-65.akam.net, a7-66.akam.net, a18-64.akam.net, a11-66.akam.net, a1-135.akam.net",,,
[x],peekin.fisglobal.com,156.55.138.29,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],peoplepay-bnymellonwealth-com.fisglobal.com,206.71.22.108,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],peoplepay-qa-bnymellonwealth-com.fisglobal.com,156.55.26.47,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pgp.fisglobal.com,84.53.164.191,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"pgp.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,
[x],phxcrprp03.fisglobal.com,156.55.139.18,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],phxdbtrp02.fisglobal.com,156.55.139.122,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],phxdbtrp04.fisglobal.com,156.55.139.66,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pics.fisglobal.com,156.55.138.66,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pki.fisglobal.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"pki.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,
[x],placeholder-for-bdclnprp08.fisglobal.com,156.55.138.244,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],pnb.preprod.dpp.gtm-uk.fisglobal.com,185.41.234.136,"gtm-cluster-ulw.fisglobal.com, hostmaster.cdv01-lwa01ma-enuk.fnfis.com",NOERROR,,ws1.preprod.dpp.gtm-uk.fisglobal.com,,,,,,,,
[x],polaris.fisglobal.com,"95.101.111.138, 95.101.111.145","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"polaris.fisglobal.com.edgekey.net, e74564.a.akamaiedge.net",,,,,,,,
[x],popular-dr-optimist.fisglobal.com,,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],popular-optimist.fisglobal.com,156.55.49.189,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],popular-uat-optimist.fisglobal.com,156.55.49.190,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],portal.fisglobal.com,104.73.229.73,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"portal.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,
[x],portal.ssb.fisglobal.com,"23.213.161.196, 23.213.161.200","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"portal.ssb.fisglobal.com.edgekey.net, e98653.a.akamaiedge.net",,,,,,,,
[x],portaldev.fisglobal.com,"92.123.12.168, 92.123.12.183","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:7100::687e:2581, 2a02:26f0:7100::687e:258a","idmt2.fisglobal.com.edgekey.net, e126355.dsca.akamaiedge.net",,,,,,,,
[x],portaltest.fisglobal.com,"23.213.161.196, 23.213.161.222","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:1700:11::b856:6786, 2a02:26f0:1700:11::b856:678d","idmt2.fisglobal.com.edgekey.net, e126355.dsca.akamaiedge.net",,,,,,,,
[x],pp-apt-enterprise.fisglobal.com,69.192.79.127,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"pp-apt-enterprise.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,
[x],pp-apt2-enterprise.fisglobal.com,104.102.53.67,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"pp-apt2-enterprise.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,
[x],pp-payments-one-retail-stg.fisglobal.com,"96.16.54.161, 96.16.54.137","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"pp-payments-one-retail-stg.fisglobal.com.edgekey.net, e179841.a.akamaiedge.net",,,,,,,,
[x],ppau-datanavigator-uat.fisglobal.com,23.73.245.110,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,"ppau-datanavigator-uat.fisglobal.com.edgekey.net, e15209.a.akamaiedge.net",,,,,,,,
[x],ppaue-payments-one-retail.fisglobal.com,168.162.232.126,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
[x],ppm.fisglobal.com,206.71.17.12,"a1-66.akam.net, admin.dnstinations.com",NOERROR,,,,,,,,,,
