input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tech_,csp_domains_,webserver,cdn_name,cdn,final_url
start-yourmortgageapp.beta.blendlabs.com,,200,122664,start-yourmortgageapp.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-08T08:04:41Z,2023-10-06T08:04:40Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.yourmortgageapp-check.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b128d3d1ecd265506482b17401e41b15,efdbb02ce66b2a6277335ad7c273238ddca83e08931c9315cc020d64804a3747,True,ctls,start-yourmortgageapp.beta.blendlabs.com,443,https://start-yourmortgageapp.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-882976386,172.65.228.100,33,False,,Plaid,https://storage.googleapis.com/code.snapengage.com/,,cloudflare,True,
statefinancial.blendlabs.com,Not Found,404,12379,statefinancial.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,statefinancial.blendlabs.com,443,https://statefinancial.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
status.blend.com,Blend Status,200,59444,status.blend.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-21T16:43:51Z,2023-10-19T16:43:50Z,CN=forhandlerstatus.flexfone.dk,forhandlerstatus.flexfone.dk,www.ionos-status.us,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,55f42e6d371573f0861dd7a501343457,161ef9af2108a910d737d8926980625fcd02c88f5b38de1aab76d70878b8f1c8,,ctls,status.blend.com,443,https://status.blend.com:443,https,text/html,GET,18.66.112.120,/,-1840324437,18.66.112.34,1415,False,,HSTS,,AtlassianEdge,cloudfront,True,
stockton.blendlabs.com,Not Found,404,12379,stockton.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,stockton.blendlabs.com,443,https://stockton.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
sunamerican.blendlabs.com,Not Found,404,12379,sunamerican.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,sunamerican.blendlabs.com,443,https://sunamerican.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
suntrust.blendlabs.com,Not Found,404,12379,suntrust.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,suntrust.blendlabs.com,443,https://suntrust.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
suntrust.training.blendlabs.com,,200,138460,suntrust.training.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-13T19:21:26Z,2023-10-11T19:21:25Z,CN=*.training.blendlabs.com,*.training.blendlabs.com,*.training.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5985a652ffb959b10e9497d6534d4013,ee83ddd49e3a45d7588ac97cc234e56448ec1efcd6be48211bf0d64693f5235d,True,ctls,suntrust.training.blendlabs.com,443,https://suntrust.training.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-1611877615,172.65.228.100,33,False,,Plaid,https://app.mode.com,,cloudflare,True,
support.blendlabs.com,,409,16,,,,,,,,,,,,,,,,,,,,80,http://support.blendlabs.com:80,http,text/plain,GET,104.16.51.111,/,1000520165,104.16.53.111,1,False,,Cloudflare,,cloudflare,cloudflare,True,
supremelending.beta.blendlabs.com,,200,128513,supremelending.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,supremelending.beta.blendlabs.com,443,https://supremelending.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,fonts.googleapis.com,,cloudflare,True,
surge.beta.blendlabs.com,,200,112735,surge.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,surge.beta.blendlabs.com,80,http://surge.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://cdn.prod.blend.com,,cloudflare,True,https://surge.beta.blendlabs.com/
swbcmortgage.beta.blendlabs.com,,200,140625,swbcmortgage.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,swbcmortgage.beta.blendlabs.com,443,https://swbcmortgage.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,-436389076,172.65.228.100,33,False,,Plaid,https://stepup.socure.com,,cloudflare,True,
swbcmortgage.blendlabs.com,Not Found,404,12379,swbcmortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,swbcmortgage.blendlabs.com,443,https://swbcmortgage.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
synovus.beta.blendlabs.com,,200,130991,synovus.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,synovus.beta.blendlabs.com,443,https://synovus.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,1246934662,172.65.228.100,33,False,,Plaid,https://connect2.finicity.com,,cloudflare,True,
synovus.blendlabs.com,Not Found,404,12379,synovus.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,synovus.blendlabs.com,443,https://synovus.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
tabormortgage.blendlabs.com,Not Found,404,12379,tabormortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,tabormortgage.blendlabs.com,443,https://tabormortgage.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
taylormorrison.beta.blendlabs.com,,200,131157,taylormorrison.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,taylormorrison.beta.blendlabs.com,443,https://taylormorrison.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://sentry-relay-proxy.k8s.tools.blend.com,,cloudflare,True,
taylormorrison.blendlabs.com,Not Found,404,12379,taylormorrison.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,taylormorrison.blendlabs.com,80,http://taylormorrison.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,https://taylormorrison.blendlabs.com/
texell.beta.blendlabs.com,,200,115760,texell.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,texell.beta.blendlabs.com,443,https://texell.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://maps.googleapis.com,,cloudflare,True,
thefederalsavingsbank.beta.blendlabs.com,,200,148456,thefederalsavingsbank.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,thefederalsavingsbank.beta.blendlabs.com,443,https://thefederalsavingsbank.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://sentry.k8s.tools.blend.com,,cloudflare,True,
thefederalsavingsbank.blendlabs.com,Not Found,404,12379,thefederalsavingsbank.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,thefederalsavingsbank.blendlabs.com,443,https://thefederalsavingsbank.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
thefederalsavingsbank.training.blendlabs.com,,200,114496,thefederalsavingsbank.training.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,thefederalsavingsbank.training.blendlabs.com,443,https://thefederalsavingsbank.training.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://payment-api-external.k8s.beta.blend.com,,cloudflare,True,
tidewatermortgage.blendlabs.com,Not Found,404,12379,tidewatermortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,tidewatermortgage.blendlabs.com,443,https://tidewatermortgage.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
tjcmortgage.blendlabs.com,,400,28,tjcmortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,tjcmortgage.blendlabs.com,443,https://tjcmortgage.blendlabs.com:443,https,text/html,GET,52.1.56.148,/,-2025574194,52.72.252.188,1,False,,,,,,,
tk.info.blend.com,,200,101,tk.info.blend.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=tk.info.blend.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",tk.info.blend.com,tk.info.blend.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",375017fe69bb11dd3fef3ad645273e9c,056fbe83a1c590fd60e06032db912e29832ecabfad98c69b962202dfeb06035e,,ctls,tk.info.blend.com,443,https://tk.info.blend.com:443,https,text/html,GET,104.17.74.206,/,-1840324437,104.17.72.206,7,False,"Cloudflare, Inc.",Cloudflare Bot Management,,cloudflare,cloudflare,True,
totalexpert.beta.blendlabs.com,,200,112775,totalexpert.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,totalexpert.beta.blendlabs.com,80,http://totalexpert.beta.blendlabs.com:80,http,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://sentry-relay.k8s.tools.blend.com,,cloudflare,True,https://totalexpert.beta.blendlabs.com/
totalmortgage.beta.blendlabs.com,,200,117677,totalmortgage.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,totalmortgage.beta.blendlabs.com,443,https://totalmortgage.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,*.snapengage.com,,cloudflare,True,
totalmortgage.blendlabs.com,Not Found,404,12379,totalmortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,totalmortgage.blendlabs.com,443,https://totalmortgage.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
trustmark.blendlabs.com,Not Found,404,12379,trustmark.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,trustmark.blendlabs.com,443,https://trustmark.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
ttcu.beta.blendlabs.com,,200,123580,ttcu.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,ttcu.beta.blendlabs.com,443,https://ttcu.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,www.google.com,,cloudflare,True,
ttcu.blendlabs.com,Not Found,404,12379,ttcu.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,ttcu.blendlabs.com,443,https://ttcu.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
uccu.beta.blendlabs.com,,200,145668,uccu.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,uccu.beta.blendlabs.com,443,https://uccu.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,www.google.com,,cloudflare,True,
uccu.blendlabs.com,Not Found,404,12379,uccu.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,uccu.blendlabs.com,443,https://uccu.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
umb.blendlabs.com,Not Found,404,12379,umb.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,umb.blendlabs.com,443,https://umb.blendlabs.com:443,https,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,
unifi.beta.blendlabs.com,,200,118672,unifi.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,unifi.beta.blendlabs.com,443,https://unifi.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,www.google.com,,cloudflare,True,
unitedcommunity.beta.blendlabs.com,,200,121168,unitedcommunity.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,unitedcommunity.beta.blendlabs.com,443,https://unitedcommunity.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,https://bl-uat-uploaded-assets-mirror.s3.amazonaws.com,,cloudflare,True,
unitedcommunity.blendlabs.com,Not Found,404,12379,unitedcommunity.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,unitedcommunity.blendlabs.com,80,http://unitedcommunity.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,https://unitedcommunity.blendlabs.com/
unitedhomeloans.beta.blendlabs.com,,200,117552,unitedhomeloans.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,unitedhomeloans.beta.blendlabs.com,443,https://unitedhomeloans.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,www.google.com,,cloudflare,True,
unitedhomeloans.blendlabs.com,Not Found,404,12379,unitedhomeloans.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,unitedhomeloans.blendlabs.com,80,http://unitedhomeloans.blendlabs.com:80,http,text/html,GET,172.65.242.70,/,546987192,172.65.242.70,161,False,,,,,cloudflare,True,https://unitedhomeloans.blendlabs.com/
unitedmortgage.beta.blendlabs.com,,200,116908,unitedmortgage.beta.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-07-17T20:03:22Z,2023-10-15T20:03:21Z,CN=*.beta.blendlabs.com,*.beta.blendlabs.com,*.beta.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ec4f8237b8e16ff210dac80729761625,6363c103a9da7f06850fe48653bd6705521d0d2d68cab3405bb7fbf3f4cd138e,True,ctls,unitedmortgage.beta.blendlabs.com,443,https://unitedmortgage.beta.blendlabs.com:443,https,text/html,GET,172.65.228.100,/,477133321,172.65.228.100,33,False,,Plaid,*.centrio.com,,cloudflare,True,
unitedmortgage.blendlabs.com,,400,28,unitedmortgage.blendlabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-07-12T03:39:24Z,2023-10-10T03:39:23Z,CN=*.k8s.prod.blend.com,*.k8s.prod.blend.com,prod.us-west-2.blendlabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,21ef34a02bac350a30f1e8a24f8b2e82,fef5f048b5e3531edaf946d191bc3b964c583d315185e858a81cd29900e6fcdd,True,ctls,unitedmortgage.blendlabs.com,443,https://unitedmortgage.blendlabs.com:443,https,text/html,GET,52.1.56.148,/,-2025574194,52.22.44.50,1,False,,,,,,,
