input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url
ads.swiggy.com,503 Service Temporarily Unavailable,503,162,ads.swiggy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-19T15:02:26Z,2024-06-19T15:02:26Z,"CN=*.swiggy.com, O=BUNDL TECHNOLOGIES PRIVATE LIMITED, L=BANGALORE, ST=Karnataka, C=IN",*.swiggy.com,BUNDL TECHNOLOGIES PRIVATE LIMITED,swiggy.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0f93fa61b73017b400c4967a1acc14b8,4f783b8b986ccbf273057309a3501279fd3e6cf47a57b11224040ea02f4c52d9,True,ctls,ads.swiggy.com,,443,https://ads.swiggy.com:443,https,awselb/2.0,text/html,GET,18.142.201.37,/,1862162275,54.255.53.232,,7,False,,
analytics-test.swiggy.com,,404,19,analytics-test.swiggy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-19T15:02:26Z,2024-06-19T15:02:26Z,"CN=*.swiggy.com, O=BUNDL TECHNOLOGIES PRIVATE LIMITED, L=BANGALORE, ST=Karnataka, C=IN",*.swiggy.com,BUNDL TECHNOLOGIES PRIVATE LIMITED,swiggy.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0f93fa61b73017b400c4967a1acc14b8,4f783b8b986ccbf273057309a3501279fd3e6cf47a57b11224040ea02f4c52d9,True,ctls,analytics-test.swiggy.com,,443,https://analytics-test.swiggy.com:443,https,,text/plain,GET,18.136.83.19,/,-138391155,54.169.213.96,,2,False,,
analytics.swiggy.com,,404,19,analytics.swiggy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-19T15:02:26Z,2024-06-19T15:02:26Z,"CN=*.swiggy.com, O=BUNDL TECHNOLOGIES PRIVATE LIMITED, L=BANGALORE, ST=Karnataka, C=IN",*.swiggy.com,BUNDL TECHNOLOGIES PRIVATE LIMITED,swiggy.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0f93fa61b73017b400c4967a1acc14b8,4f783b8b986ccbf273057309a3501279fd3e6cf47a57b11224040ea02f4c52d9,True,ctls,analytics.swiggy.com,,443,https://analytics.swiggy.com:443,https,,text/plain,GET,18.139.14.164,/,-1840324437,3.0.122.251,,2,False,,
api.swiggy.com,,404,83,api.swiggy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-19T15:02:26Z,2024-06-19T15:02:26Z,"CN=*.swiggy.com, O=BUNDL TECHNOLOGIES PRIVATE LIMITED, L=BANGALORE, ST=Karnataka, C=IN",*.swiggy.com,BUNDL TECHNOLOGIES PRIVATE LIMITED,swiggy.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0f93fa61b73017b400c4967a1acc14b8,4f783b8b986ccbf273057309a3501279fd3e6cf47a57b11224040ea02f4c52d9,True,ctls,api.swiggy.com,,443,https://api.swiggy.com:443,https,,text/html,GET,13.214.46.88,/,-1143462660,54.251.154.24,,4,False,,
app.swiggy.com,,404,83,app.swiggy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-19T15:02:26Z,2024-06-19T15:02:26Z,"CN=*.swiggy.com, O=BUNDL TECHNOLOGIES PRIVATE LIMITED, L=BANGALORE, ST=Karnataka, C=IN",*.swiggy.com,BUNDL TECHNOLOGIES PRIVATE LIMITED,swiggy.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0f93fa61b73017b400c4967a1acc14b8,4f783b8b986ccbf273057309a3501279fd3e6cf47a57b11224040ea02f4c52d9,True,ctls,app.swiggy.com,,443,https://app.swiggy.com:443,https,,text/html,GET,52.76.94.58,/,-1143462660,13.250.192.26,,4,False,,
assets.swiggy.com,"Order food online from India's best food delivery service. Order from
      restaurants near you",502,288528,assets.swiggy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T15:02:26Z,2024-06-19T15:02:26Z,"CN=*.swiggy.com, O=BUNDL TECHNOLOGIES PRIVATE LIMITED, L=BANGALORE, ST=Karnataka, C=IN",*.swiggy.com,BUNDL TECHNOLOGIES PRIVATE LIMITED,swiggy.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0f93fa61b73017b400c4967a1acc14b8,4f783b8b986ccbf273057309a3501279fd3e6cf47a57b11224040ea02f4c52d9,True,ctls,assets.swiggy.com,cloudfront,443,https://assets.swiggy.com:443,https,AmazonS3,text/html,GET,99.86.4.2,/,453972093,99.86.4.129,Amazon Web Services,77,False,True,
bytes.swiggy.com,Just a moment...,429,7644,medium.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-21T00:00:00Z,2023-09-19T23:59:59Z,"CN=medium.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",medium.com,"Cloudflare, Inc.",medium.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0379560b6a686f13829dadbc076d7783,ef57ec45f1f19068c70a924d7b0d029823bdedd31340de3aac2090656fb193f2,True,ctls,medium.com,,443,https://bytes.swiggy.com:443,https,cloudflare,text/html,GET,52.5.181.79,/,-1485515534,52.1.173.203,HTTP/3,88,False,,https://medium.com/m/global-identity-2?redirectUrl=https%3A%2F%2Fbytes.swiggy.com%2F
careers.swiggy.com,Swiggy Careers,200,5041,careers.swiggy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-19T15:02:26Z,2024-06-19T15:02:26Z,"CN=*.swiggy.com, O=BUNDL TECHNOLOGIES PRIVATE LIMITED, L=BANGALORE, ST=Karnataka, C=IN",*.swiggy.com,BUNDL TECHNOLOGIES PRIVATE LIMITED,swiggy.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",0f93fa61b73017b400c4967a1acc14b8,4f783b8b986ccbf273057309a3501279fd3e6cf47a57b11224040ea02f4c52d9,True,ctls,careers.swiggy.com,cloudfront,443,https://careers.swiggy.com:443,https,AmazonS3,text/html,GET,13.32.121.26,/,-1255347784,2600:9000:2240:4800:13:1206:6940:93a1,jQuery,107,False,True,
cash.swiggy.com,,403,94,cash.swiggy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-01-15T23:59:59Z,CN=*.swiggy.com,*.swiggy.com,,*.swiggy.in,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,244bdb4f8a9c334596f2fdbb19ca8e4b,886b2c6f5dfb25accc6887adf2d79586f179a74c36478c1cf5fca64bbdac0900,True,ctls,cash.swiggy.com,,443,https://cash.swiggy.com:443,https,,text/html,GET,52.77.169.118,/,2056581550,18.139.69.99,,5,False,,
cbcc.swiggy.com,,404,83,cbcc.swiggy.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T09:11:31Z,2024-04-24T09:11:31Z,"CN=cbcc.swiggy.com, O=BUNDL TECHNOLOGIES PRIVATE LIMITED, L=Bangalore, ST=Karnataka, C=IN",cbcc.swiggy.com,BUNDL TECHNOLOGIES PRIVATE LIMITED,www.cbcc.swiggy.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",dc4cfee74557b4659776fcee73e42b57,476fb98eda94b01c98f9c65a7fe19f77299f5fa089beea42cdc6476df2a96b8d,,ctls,cbcc.swiggy.com,,443,https://cbcc.swiggy.com:443,https,,text/html,GET,54.251.173.8,/,-1143462660,54.251.114.185,,4,False,,
