new,host,a,cname,soa,status_code,cdn,cdn-name,ns,aaaa,mx,txt,caa,has_internal_ips,internal_ips
,aah0275.my.centrify.com,"34.216.106.67, 52.35.199.104","aah0275.my.idaptive.app, pod1101.idaptive.app, idaptive-pod1101-nlb-fcea01-1d0bae009669223e.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aah0371.my.centrify.com,"52.88.158.194, 52.43.152.155","aah0371.my.idaptive.app, pod1102.idaptive.app, idaptive-pod1102-nlb-599f03-923ae17e004a686f.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aah0552.my-dev.centrify.com,13.91.96.115,"aah0552.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aah0552.my.centrify.com,23.96.109.0,"pod7.centrify.com, centrify-pod7.trafficmanager.net, centrifypod7.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aah0556.my-dev.centrify.com,13.91.96.115,"aah0556.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aah0557.my-dev.centrify.com,52.5.20.136,"aah0557.my.centrify-dev.net, ddpod3.pods.centrifyawsdev.com, pod3-nlb-1503632012-95453b297fda14c4.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aah0565.my-dev.centrify.com,13.91.96.115,"aah0565.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aah0598.my-dev.centrify.com,13.91.96.115,"aah0598.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aah0655.my-dev.centrify.com,,"aah0655.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aah0826.my.centrify.com,"52.21.56.174, 35.175.3.116","aah0826.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aah0980.my-dev.centrify.com,13.91.96.115,"aah0980.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aah0981.my-dev.centrify.com,13.91.96.115,"aah0981.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aah0989.my-dev.centrify.com,13.91.96.115,"aah0989.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0065.my-dev.centrify.com,13.91.96.115,"aai0065.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0111.my-dev.centrify.com,40.71.99.88,"ddpod1.centrify.com, devdog-pod1.trafficmanager.net, devdog-pod1.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0114.my-dev.centrify.com,13.91.96.115,"devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0116.my-dev.centrify.com,,"aai0116.my.centrify-dev.net, ddpod3.pods.centrifyawsdev.com, pod3-nlb-1503632012-95453b297fda14c4.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aai0117.my-dev.centrify.com,13.91.96.115,"aai0117.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0118.my-dev.centrify.com,52.5.20.136,"aai0118.my.centrify-dev.net, ddpod3.pods.centrifyawsdev.com, pod3-nlb-1503632012-95453b297fda14c4.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aai0119.my-dev.centrify.com,13.91.96.115,"aai0119.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0119.my.centrify.com,"34.216.106.67, 52.35.199.104","aai0119.my.idaptive.app, pod1101.idaptive.app, idaptive-pod1101-nlb-fcea01-1d0bae009669223e.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aai0175.my-dev.centrify.com,52.5.20.136,"aai0175.my.centrify-dev.net, ddpod3.pods.centrifyawsdev.com, pod3-nlb-1503632012-95453b297fda14c4.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aai0176.my-dev.centrify.com,13.91.96.115,"aai0176.my.centrify-dev.net, devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0490.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0493.my-dev.centrify.com,13.91.96.115,"devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0493.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0495.my.centrify.com,,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0497.my-dev.centrify.com,13.91.96.115,"devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0540.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0544.my.centrify.com,"52.43.152.155, 52.88.158.194","aai0544.my.idaptive.app, pod1102.idaptive.app, idaptive-pod1102-nlb-599f03-923ae17e004a686f.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aai0545.my-dev.centrify.com,52.5.20.136,"aai0545.my.centrify-dev.net, ddpod3.pods.centrifyawsdev.com, pod3-nlb-1503632012-95453b297fda14c4.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aai0556.my-dev.centrify.com,52.5.20.136,"aai0556.my.centrify-dev.net, ddpod3.pods.centrifyawsdev.com, pod3-nlb-1503632012-95453b297fda14c4.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aai0557.my.centrify.com,"3.115.41.136, 52.196.146.173","aai0557.my.idaptive.app, pod1303.idaptive.app, idaptive-pod1303-nlb-eb39b8-c6d8f0f151ce052c.elb.ap-northeast-1.amazonaws.com","ns-660.awsdns-18.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aai0558.my-dev.centrify.com,40.71.99.88,"ddpod1.centrify.com, devdog-pod1.trafficmanager.net, devdog-pod1.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0823.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0834.my-dev.centrify.com,13.91.96.115,"devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net",,NOERROR,True,azure,,,,,,,
,aai0835.my-dev.centrify.com,13.91.96.115,"devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aai0835.my-qa.centrify.com,168.62.189.137,"station.centrify.com, station-pod0.trafficmanager.net, station-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,"ns-1053.awsdns-03.org, ns-1981.awsdns-55.co.uk, ns-269.awsdns-33.com, ns-704.awsdns-24.net",,,,,,
,aai0837.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0000.my.centrify.com,"3.95.91.119, 34.239.203.249","aaj0000.my.idaptive.app, pod1001.idaptive.app, idaptive-pod1001-nlb-d6ee92-115d2b3d12f0738f.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aaj0101.my.centrify.com,"3.93.96.33, 3.93.87.166","aaj0101.my.idaptive.app, pod1004.idaptive.app, idaptive-pod1004-nlb-c4ef5f-5b91c8ec64d4fefc.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aaj0104.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0206.my-dev.centrify.com,52.5.20.136,"ddpod3.pods.centrifyawsdev.com, pod3-nlb-1503632012-95453b297fda14c4.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aaj0206.my-qa.centrify.com,168.62.189.137,"station.centrify.com, station-pod0.trafficmanager.net, station-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0250.my-dev.centrify.com,13.91.96.115,"devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0338.my-dev.centrify.com,13.91.96.115,"devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0601.my-qa.centrify.com,40.112.167.58,"aaj0601.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0601.my.centrify.com,104.41.42.127,"pod10.centrify.com, centrify-pod10.trafficmanager.net, centrify-pod10.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0606.my.centrify.com,"52.35.199.104, 34.216.106.67","aaj0606.my.idaptive.app, pod1101.idaptive.app, idaptive-pod1101-nlb-fcea01-1d0bae009669223e.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aaj0608.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0617.my-qa.centrify.com,168.62.189.137,"aaj0617.my.centrify-qa.net, station.centrify.com, station-pod0.trafficmanager.net, station-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0644.my-qa.centrify.com,40.112.167.58,"aaj0644.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0723.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0755.my-qa.centrify.com,40.112.167.58,"aaj0755.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0757.my-qa.centrify.com,40.112.167.58,"aaj0757.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0759.my-qa.centrify.com,40.112.167.58,"aaj0759.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0792.my.centrify.com,"52.43.152.155, 52.88.158.194","aaj0792.my.idaptive.app, pod1102.idaptive.app, idaptive-pod1102-nlb-599f03-923ae17e004a686f.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aaj0795.my-qa.centrify.com,40.112.167.58,"aaj0795.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0838.my-qa.centrify.com,40.112.167.58,"aaj0838.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aaj0841.my-qa.centrify.com,40.112.167.58,"station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0013.my-qa.centrify.com,168.62.189.137,"station.centrify.com, station-pod0.trafficmanager.net, station-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0015.my-qa.centrify.com,40.112.167.58,"aak0015.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0015.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0017.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0161.my-qa.centrify.com,40.112.167.58,"aak0161.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0225.my-qa.centrify.com,40.112.167.58,"aak0225.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0265.my.centrify.com,"34.216.106.67, 52.35.199.104","aak0265.my.idaptive.app, pod1101.idaptive.app, idaptive-pod1101-nlb-fcea01-1d0bae009669223e.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aak0333.my-qa.centrify.com,40.112.167.58,"aak0333.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0333.my.centrify.com,"34.239.203.249, 3.95.91.119","aak0333.my.idaptive.app, pod1001.idaptive.app, idaptive-pod1001-nlb-d6ee92-115d2b3d12f0738f.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aak0336.my-qa.centrify.com,40.112.167.58,"station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0338.my-qa.centrify.com,40.112.167.58,"aak0338.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0338.my.centrify.com,"52.21.56.174, 35.175.3.116","aak0338.my.idaptive.app, pod1005.idaptive.app, idaptive-pod1005-nlb-2ae66e-0d3a883b06f771b3.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1286.awsdns-32.org, ns-1826.awsdns-36.co.uk, ns-281.awsdns-35.com, ns-844.awsdns-41.net",,,,,,
,aak0339.my-qa.centrify.com,168.62.189.137,"station.centrify.com, station-pod0.trafficmanager.net, station-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0341.my.centrify.com,"34.239.203.249, 3.95.91.119","aak0341.my.idaptive.app, pod1001.idaptive.app, idaptive-pod1001-nlb-d6ee92-115d2b3d12f0738f.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aak0349.my-qa.centrify.com,40.112.167.58,"station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0350.my-dev.centrify.com,13.91.96.115,"devdog.centrify.com, devdog-pod0.trafficmanager.net, devdog-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0350.my.centrify.com,"3.93.87.166, 3.93.96.33","aak0350.my.idaptive.app, pod1004.idaptive.app, idaptive-pod1004-nlb-c4ef5f-5b91c8ec64d4fefc.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,"ns-1286.awsdns-32.org, ns-1826.awsdns-36.co.uk, ns-281.awsdns-35.com, ns-844.awsdns-41.net",,,,,,
,aak0358.my-qa.centrify.com,168.62.189.137,"station.centrify.com, station-pod0.trafficmanager.net, station-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0359.my-qa.centrify.com,168.62.189.137,"station.centrify.com, station-pod0.trafficmanager.net, station-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0360.my-qa.centrify.com,40.112.167.58,"aak0360.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0433.my-qa.centrify.com,168.62.189.137,"station.centrify.com, station-pod0.trafficmanager.net, station-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0434.my-qa.centrify.com,40.112.167.58,"aak0434.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0434.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0436.my-qa.centrify.com,40.112.167.58,"aak0436.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0436.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0454.my-qa.centrify.com,40.112.167.58,"aak0454.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0482.my-qa.centrify.com,40.112.167.58,"aak0482.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0482.my.centrify.com,104.41.42.127,"pod10.centrify.com, centrify-pod10.trafficmanager.net, centrify-pod10.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0483.my-qa.centrify.com,40.112.167.58,"aak0483.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0485.my-qa.centrify.com,40.112.167.58,"aak0485.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0485.my.centrify.com,,"aak0485.my.idaptive.app, pod1004.idaptive.app, idaptive-pod1004-nlb-c4ef5f-5b91c8ec64d4fefc.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aak0486.my-qa.centrify.com,40.112.167.58,"aak0486.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0486.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0487.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0489.my-qa.centrify.com,40.112.167.58,"aak0489.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0501.my-qa.centrify.com,40.112.167.58,"aak0501.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0503.my-qa.centrify.com,40.112.167.58,"aak0503.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0552.my-qa.centrify.com,40.112.167.58,"aak0552.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0641.my-qa.centrify.com,40.112.167.58,"aak0641.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0649.my.centrify.com,"52.35.199.104, 34.216.106.67","aak0649.my.idaptive.app, pod1101.idaptive.app, idaptive-pod1101-nlb-fcea01-1d0bae009669223e.elb.us-west-2.amazonaws.com","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aak0670.my-qa.centrify.com,40.112.167.58,"aak0670.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0672.my-qa.centrify.com,40.112.167.58,"aak0672.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0672.my.centrify.com,23.99.54.117,"cloud.centrify.com, centrifypod0.trafficmanager.net, centrifypod0-01.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0673.my-qa.centrify.com,40.112.167.58,"aak0673.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0677.my-qa.centrify.com,40.112.167.58,"aak0677.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0678.my-qa.centrify.com,168.62.189.137,"station.centrify.com, station-pod0.trafficmanager.net, station-pod0.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0784.my-qa.centrify.com,40.112.167.58,"aak0784.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
,aak0816.my-qa.centrify.com,40.112.167.58,"aak0816.my.centrify-qa.net, station-pod1.centrify.com, station-pod1.trafficmanager.net, station-pod001.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
