input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn_name,webserver,cdn,csp_domains_,content_type,tls_mismatched
aak0489.my-qa.centrify.com,,200,5439,aak0489.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aak0489.my-qa.centrify.com,443,https://aak0489.my-qa.centrify.com:443,https,GET,40.112.167.58,/,-1840324437,https://aak0489.my-qa.centrify.com/my?customerId=AAK0489&zsoInProg=true,40.112.167.58,HSTS,140,False,azure,,True,,text/html,
aak0501.my.centrify.com,,200,5432,aak0501.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,aak0501.my.centrify.com,443,https://aak0501.my.centrify.com:443,https,GET,104.41.42.127,/,-1840324437,https://aak0501.my.centrify.com/my?customerId=AAK0501&zsoInProg=true,104.41.42.127,HSTS,140,False,azure,,True,,text/html,
aak0541.my.centrify.com,,200,5432,aak0541.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,aak0541.my.centrify.com,443,https://aak0541.my.centrify.com:443,https,GET,23.99.54.117,/,-1840324437,https://aak0541.my.centrify.com/my?customerId=AAK0541&zsoInProg=true,23.99.54.117,HSTS,140,False,azure,,True,,text/html,
aak0672.my.centrify.com,,200,5432,aak0672.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,aak0672.my.centrify.com,443,https://aak0672.my.centrify.com:443,https,GET,23.99.54.117,/,-1840324437,https://aak0672.my.centrify.com/my?customerId=AAK0672&zsoInProg=true,23.99.54.117,HSTS,140,False,azure,,True,,text/html,
aak0678.my-qa.centrify.com,,200,5434,aak0678.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aak0678.my-qa.centrify.com,443,https://aak0678.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://aak0678.my-qa.centrify.com/my?customerId=AAK0678&zsoInProg=true,168.62.189.137,HSTS,140,False,azure,,True,,text/html,
aak0880.my.centrify.com,,410,,aak0880.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2020-07-13T00:00:00Z,2022-10-16T00:00:00Z,"CN=*.my.centrify.com, OU=IT, O=Centrify Corporation, L=Santa Clara, ST=California, C=US",*.my.centrify.com,Centrify Corporation,my.centrify.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5d08bde14f2ee30d60f15ea6fc19ad21,2cfec6e0a46af9343c0b890dc73e444d84a0db90b2cd27c4c6fd0b7f92165dfe,True,ctls,aak0880.my.centrify.com,443,https://aak0880.my.centrify.com:443,https,GET,34.216.106.67,/,-1840324437,https://aak0880.my.centrify.com/my,52.35.199.104,HSTS,1,False,,,,,,
aak0981.my-qa.centrify.com,,200,5434,aak0981.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aak0981.my-qa.centrify.com,443,https://aak0981.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://aak0981.my-qa.centrify.com/my?customerId=AAK0981&zsoInProg=true,168.62.189.137,HSTS,140,False,azure,,True,,text/html,
aak0981.my.centrify.com,,200,5432,aak0981.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,aak0981.my.centrify.com,443,https://aak0981.my.centrify.com:443,https,GET,23.99.54.117,/,-1840324437,https://aak0981.my.centrify.com/my?customerId=AAK0981&zsoInProg=true,23.99.54.117,HSTS,140,False,azure,,True,,text/html,
aal0010.my.centrify.com,,200,5432,aal0010.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,aal0010.my.centrify.com,443,https://aal0010.my.centrify.com:443,https,GET,23.99.54.117,/,-1840324437,https://aal0010.my.centrify.com/my?customerId=AAL0010&zsoInProg=true,23.99.54.117,HSTS,140,False,azure,,True,,text/html,
aal0011.my.centrify.com,,200,5432,aal0011.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,aal0011.my.centrify.com,443,https://aal0011.my.centrify.com:443,https,GET,23.99.54.117,/,-1840324437,https://aal0011.my.centrify.com/my?customerId=AAL0011&zsoInProg=true,23.99.54.117,HSTS,140,False,azure,,True,,text/html,
aal0012.my.centrify.com,,200,5432,aal0012.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,aal0012.my.centrify.com,443,https://aal0012.my.centrify.com:443,https,GET,23.99.54.117,/,-1840324437,https://aal0012.my.centrify.com/my?customerId=AAL0012&zsoInProg=true,23.99.54.117,HSTS,140,False,azure,,True,,text/html,
aal0013.my-qa.centrify.com,,200,5434,aal0013.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aal0013.my-qa.centrify.com,443,https://aal0013.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://aal0013.my-qa.centrify.com/my?customerId=AAL0013&zsoInProg=true,168.62.189.137,HSTS,140,False,azure,,True,,text/html,
aal0034.my.centrify.com,,410,,aal0034.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2020-07-13T00:00:00Z,2022-10-16T00:00:00Z,"CN=*.my.centrify.com, OU=IT, O=Centrify Corporation, L=Santa Clara, ST=California, C=US",*.my.centrify.com,Centrify Corporation,my.centrify.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5d08bde14f2ee30d60f15ea6fc19ad21,2cfec6e0a46af9343c0b890dc73e444d84a0db90b2cd27c4c6fd0b7f92165dfe,True,ctls,aal0034.my.centrify.com,443,https://aal0034.my.centrify.com:443,https,GET,3.93.96.33,/,-1840324437,https://aal0034.my.centrify.com/my,3.93.87.166,HSTS,1,False,,,,,,
aal0157.my-qa.centrify.com,,200,5434,fm2s.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,fm2s.my-qa.centrify.com,443,https://aal0157.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://fm2s.my-qa.centrify.com/my?customerId=AAL0157&zsoInProg=true,168.62.189.137,HSTS,140,False,azure,,True,,text/html,
aal0171.my-qa.centrify.com,Admin Portal,200,4011,aal0171.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aal0171.my-qa.centrify.com,443,https://aal0171.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://aal0171.my-qa.centrify.com/my,168.62.189.137,HSTS,62,False,azure,,True,,text/html,
aal0175.my-qa.centrify.com,Admin Portal,200,4011,aal0175.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aal0175.my-qa.centrify.com,443,https://aal0175.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://aal0175.my-qa.centrify.com/my,168.62.189.137,HSTS,62,False,azure,,True,,text/html,
aal0175.my.centrify.com,,200,5432,aal0175.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,aal0175.my.centrify.com,443,https://aal0175.my.centrify.com:443,https,GET,23.99.54.117,/,-1840324437,https://aal0175.my.centrify.com/my?customerId=AAL0175&zsoInProg=true,23.99.54.117,HSTS,140,False,azure,,True,,text/html,
aal0178.my.centrify.com,,410,,aal0178.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2020-07-13T00:00:00Z,2022-10-16T00:00:00Z,"CN=*.my.centrify.com, OU=IT, O=Centrify Corporation, L=Santa Clara, ST=California, C=US",*.my.centrify.com,Centrify Corporation,my.centrify.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5d08bde14f2ee30d60f15ea6fc19ad21,2cfec6e0a46af9343c0b890dc73e444d84a0db90b2cd27c4c6fd0b7f92165dfe,True,ctls,aal0178.my.centrify.com,443,https://aal0178.my.centrify.com:443,https,GET,13.55.93.47,/,-1840324437,https://aal0178.my.centrify.com/my,3.105.45.226,HSTS,1,False,,,,,,
aal0181.my-qa.centrify.com,,200,5434,aal0181.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aal0181.my-qa.centrify.com,443,https://aal0181.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://aal0181.my-qa.centrify.com/my?customerId=AAL0181&zsoInProg=true,168.62.189.137,HSTS,140,False,azure,,True,,text/html,
aal0185.my.centrify.com,,200,5437,centrifydemo223.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,centrifydemo223.my.centrify.com,443,https://aal0185.my.centrify.com:443,https,GET,13.211.166.138,/,-1840324437,https://centrifydemo223.my.centrify.com/my?customerId=AAL0185&zsoInProg=true,13.211.12.247,HSTS,140,False,,,,,text/html,
aal0189.my.centrify.com,,200,5432,aal0189.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-09-19T00:00:00Z,2023-10-20T23:59:59Z,CN=*.my.centrify.com,*.my.centrify.com,,my.centrify.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ab2548cc12991f02b07a7bebed1e952a,e6068e6c54f6eae287a71704b59224bca64b7f8faaf65623affcc31cd69db32e,True,ctls,aal0189.my.centrify.com,443,https://aal0189.my.centrify.com:443,https,GET,23.99.54.117,/,-1840324437,https://aal0189.my.centrify.com/my?customerId=AAL0189&zsoInProg=true,23.99.54.117,HSTS,140,False,azure,,True,,text/html,
aal0197.my.centrify.com,,410,,aal0197.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2020-07-13T00:00:00Z,2022-10-16T00:00:00Z,"CN=*.my.centrify.com, OU=IT, O=Centrify Corporation, L=Santa Clara, ST=California, C=US",*.my.centrify.com,Centrify Corporation,my.centrify.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5d08bde14f2ee30d60f15ea6fc19ad21,2cfec6e0a46af9343c0b890dc73e444d84a0db90b2cd27c4c6fd0b7f92165dfe,True,ctls,aal0197.my.centrify.com,443,https://aal0197.my.centrify.com:443,https,GET,35.175.3.116,/,-1840324437,https://aal0197.my.centrify.com/my,52.21.56.174,HSTS,1,False,,,,,,
aal0212.my-qa.centrify.com,Admin Portal,200,4011,aal0212.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aal0212.my-qa.centrify.com,443,https://aal0212.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://aal0212.my-qa.centrify.com/my,168.62.189.137,HSTS,62,False,azure,,True,,text/html,
aal0241.my-dev.centrify.com,,200,5705,aal0241.my-dev.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-06T00:00:00Z,2024-07-06T23:59:59Z,"CN=*.my-dev.centrify.com, O=Delinea Inc., ST=California, C=US",*.my-dev.centrify.com,Delinea Inc.,my-dev.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e5fbb5c73ab438624a1162da3e0d3791,179ffbe5f2bf85e0160963ebbaf6291e22c92303c6c40493cc78ec0b5dce8aad,True,ctls,aal0241.my-dev.centrify.com,443,https://aal0241.my-dev.centrify.com:443,https,GET,34.233.222.199,/,-1840324437,https://aal0241.my-dev.centrify.com/my?customerId=AAL0241&zsoInProg=true,52.5.20.136,HSTS,152,False,,,,https://privacy-policy.truste.com,text/html,
aal0253.my-qa.centrify.com,,200,5434,aal0253.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aal0253.my-qa.centrify.com,443,https://aal0253.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://aal0253.my-qa.centrify.com/my?customerId=AAL0253&zsoInProg=true,168.62.189.137,HSTS,140,False,azure,,True,,text/html,
aal0470.my.centrify.com,,410,,aal0470.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2020-07-13T00:00:00Z,2022-10-16T00:00:00Z,"CN=*.my.centrify.com, OU=IT, O=Centrify Corporation, L=Santa Clara, ST=California, C=US",*.my.centrify.com,Centrify Corporation,my.centrify.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5d08bde14f2ee30d60f15ea6fc19ad21,2cfec6e0a46af9343c0b890dc73e444d84a0db90b2cd27c4c6fd0b7f92165dfe,True,ctls,aal0470.my.centrify.com,443,https://aal0470.my.centrify.com:443,https,GET,34.239.203.249,/,-1840324437,https://aal0470.my.centrify.com/my,3.95.91.119,HSTS,1,False,,,,,,
aal0473.my-qa.centrify.com,,200,5439,aal0473.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aal0473.my-qa.centrify.com,443,https://aal0473.my-qa.centrify.com:443,https,GET,40.112.167.58,/,-1840324437,https://aal0473.my-qa.centrify.com/my?customerId=AAL0473&zsoInProg=true,40.112.167.58,HSTS,140,False,azure,,True,,text/html,
aal0479.my-qa.centrify.com,,200,5434,aal0479.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aal0479.my-qa.centrify.com,443,https://aal0479.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://aal0479.my-qa.centrify.com/my?customerId=AAL0479&zsoInProg=true,168.62.189.137,HSTS,140,False,azure,,True,,text/html,
aal0583.my-qa.centrify.com,,200,5434,aal0583.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aal0583.my-qa.centrify.com,443,https://aal0583.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://aal0583.my-qa.centrify.com/my?customerId=AAL0583&zsoInProg=true,168.62.189.137,HSTS,140,False,azure,,True,,text/html,
aal0687.my-qa.centrify.com,,200,5434,aal0687.my-qa.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-07-07T00:00:00Z,2024-07-07T23:59:59Z,"CN=*.my-qa.centrify.com, O=Delinea Inc, ST=California, C=US",*.my-qa.centrify.com,Delinea Inc,my-qa.centrify.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2022ff590a2bbe455ee1c5594e2053a4,82e76e9ae464fefc93a8c17ebc6ac6b6cecf3c87e27a6f07de99588bc864ac7d,True,ctls,aal0687.my-qa.centrify.com,443,https://aal0687.my-qa.centrify.com:443,https,GET,168.62.189.137,/,-1840324437,https://aal0687.my-qa.centrify.com/my?customerId=AAL0687&zsoInProg=true,168.62.189.137,HSTS,140,False,azure,,True,,text/html,
aal0690.my.centrify.com,,410,,aal0690.my.centrify.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2020-07-13T00:00:00Z,2022-10-16T00:00:00Z,"CN=*.my.centrify.com, OU=IT, O=Centrify Corporation, L=Santa Clara, ST=California, C=US",*.my.centrify.com,Centrify Corporation,my.centrify.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5d08bde14f2ee30d60f15ea6fc19ad21,2cfec6e0a46af9343c0b890dc73e444d84a0db90b2cd27c4c6fd0b7f92165dfe,True,ctls,aal0690.my.centrify.com,443,https://aal0690.my.centrify.com:443,https,GET,3.123.98.47,/,-1840324437,https://aal0690.my.centrify.com/my,3.120.29.66,HSTS,1,False,,,,,,
