new,host,a,cname,soa,status_code,aaaa,mx,ns,txt,cdn,cdn-name
,la.kinepolis.com,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,labs.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lan-fiestademascaras.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,lannuaire.service-public.fr.qualif.ext.kinepolis.fr,"2.16.186.17, 2.16.186.9",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a24-67.akam.net, a13-66.akam.net, a4-67.akam.net, a1-67.akam.net, a5-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805",,
,lantester.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,laptop.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,layoutoptimizationdemo.kinepolis.com,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lb01.acc.kinepolis.com,77.73.101.134,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lb01.dev.kinepolis.com,77.73.101.130,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lb01.prod.kinepolis.com,,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lc.kinepolis.fr,"185.225.250.74, 185.225.250.26, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa1a, 2a02:26f0:a600::b9e1:fa4a, 2600:1401:2::43, 2600:1480:9000::43, 2600:1401:1::42, 2600:1480:9800::43",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a6-66.akam.net, a13-66.akam.net, a4-67.akam.net, a5-66.akam.net, a24-67.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,lecomarquage.service-public.fr.qualif.ext.kinepolis.fr,"23.76.204.146, 23.76.204.149",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:b200::1748:fc98, 2a02:26f0:b200::1748:fcab",kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a24-67.akam.net, a6-66.akam.net, a5-66.akam.net, a1-67.akam.net, a13-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,legal.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lesvirus.kinepolis.lu,"2.16.186.9, 2.16.186.17",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","v=spf1 include:spf.kinepolis.com -all, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
,libquvi-scripts-0.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lica.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,link.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,linux.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,linux01.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lista.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,live.internal.nsa.gov.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lll-icts-5.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,local.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,local.kinepolis.lu,,kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,kinepolis-lu.mail.protection.outlook.com,,,,
,localhost.kinepolis.com,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lockdownteam.kinepolis.lu,"88.221.132.193, 88.221.132.82",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:4600::213:cd1a, 2a02:26f0:4600::213:cce9",kinepolis-lu.mail.protection.outlook.com,"a5-66.akam.net, a4-67.akam.net, a1-67.akam.net, a6-66.akam.net, a24-67.akam.net, a13-66.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all",,
,log.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,log02.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,logfile.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,logger.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,login-travelrewards.capitalone.com.test.kinepolis.fr,"2.16.186.9, 2.16.186.17",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:7100::1720:ee48, 2a02:26f0:7100::1720:ee52",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a24-67.akam.net, a5-66.akam.net, a4-67.akam.net, a13-66.akam.net, a6-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805",,
,login.com-apple-updata-account-informations.kinepolis.fr,"2.16.186.17, 2.16.186.9",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:7100::1720:ee48, 2a02:26f0:7100::1720:ee52",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a13-66.akam.net, a6-66.akam.net, a24-67.akam.net, a5-66.akam.net, a4-67.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, MS=ms46281805",,
,logs.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,long-distance-fun.kinepolis.be,"188.93.155.238, 188.93.155.241",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,losangeles.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,losvirus.kinepolis.ch,"95.101.54.211, 95.101.54.114",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:780::5f65:36d3, 2a02:26f0:780::5f65:3672",kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a1-67.akam.net, a4-67.akam.net, a24-67.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all",,
,louisiana.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,loyaltycard-api.landmarkcinemas.com,"2.16.186.42, 2.16.186.8","prod.landmarkcinemas.com.edgesuite.net, a1734.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:12::1730:17c3, 2a02:26f0:3500:12::1730:1795",,,,,
,lr.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lt.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lu-en-cdn-acc2.kinepolis.com,"188.93.155.248, 188.93.155.249",cdn-acc2.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lu-fr-cdn-dev.kinepolis.com,"2.19.205.8, 2.19.205.32",,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:98::58dd:84bb, 2a02:26f0:98::58dd:84a1",,,,,
,lu-fr-dev.kinepolis.com,"23.55.163.21, 23.55.163.40","dev.kinepolis.com.edgesuite.net, a1208.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,"2a02:26f0:3500:12::1730:17bf, 2a02:26f0:3500:12::1730:1797",,,,,
,lu.kinepolis.com,"104.81.60.72, 104.81.60.75","kinepolis.edgesuite.net, a1935.dscb.akamai.net","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,
,lwip-1.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,lwww.kinepolis.be,,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,lyncdiscover.kinepolis.ch,52.112.193.16,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:48::21,,,,,
,lyncdiscover.kinepolis.com,52.112.192.14,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:48::21,,,,,
,lyncdiscover.kinepolis.fr,52.112.192.142,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:48::21,,,,,
,lyncdiscover.kinepolis.lu,52.112.65.78,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1037:0:a::e,,,,,
,lyncdiscover.klubcinema.fr,52.112.192.14,webdir.online.lync.com,"admin.nsatc.net, dns.level3.net",NOERROR,2603:1027:0:48::21,,,,,
,lyncdiscover.uc-lab.kinepolis.be,"188.93.155.241, 188.93.155.238",,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,m.landmarkcinemas.com,"172.67.0.148, 104.20.50.71, 104.20.51.71",,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,"2606:4700:10::6814:3247, 2606:4700:10::6814:3347, 2606:4700:10::ac43:94",,,,True,cloudflare
,m2.kinepolis.com,,origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mac2.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mac5.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,macintosh.kinepolis.fr,"2.16.186.17, 2.16.186.9",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:7100::1720:ee52, 2a02:26f0:7100::1720:ee48",kinepolis-fr.mail.protection.outlook.com,"a6-66.akam.net, a5-66.akam.net, a1-67.akam.net, a24-67.akam.net, a13-66.akam.net, a4-67.akam.net","MS=ms46281805, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,madrid.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mail.kinepolis.be,194.78.185.141,,"a1-67.akam.net, hostmaster.kinepolis.be",NOERROR,,,,,,
,mail.kinepolis.com,91.230.178.99,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,mx1.slgnt.eu,,"v=spf1 a mx include:spf.slgnt.eu -all, google-site-verification=jyCL_qtw1JDmTS4ckUYmURZw-CemiYm9sz5WK1RE_1I",,
,mail.kinepolis.fr,194.78.185.141,,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mail.kinepolis.lu,"104.97.85.12, 104.97.85.27, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis-lu.mail.protection.outlook.com,"a1-67.akam.net, a5-66.akam.net, a4-67.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
,mail.landmarkcinemas.com,207.148.182.12,,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
,mail.mjrtheatres.com,,u5616324.wl075.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,mx.sendgrid.net,,v=spf1 include:sendgrid.net ~all,,
,mail.osmanauxiliary.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mail2.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mailhost.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mailout-m.landmarkcinemas.com,213.32.132.49,,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
,mailout-t.landmarkcinemas.com,213.32.132.188,,"clark.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,
,mailroom.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mailserv.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mailsite.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mailsrv.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,main.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,maine.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mamaskram.kinepolis.fr,"184.87.173.194, 184.87.173.202, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2600:1408:7400::17c7:4758, 2600:1408:7400::17c7:4733, 2600:1401:2::43, 2600:1401:1::42",kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a24-67.akam.net, a5-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, v=spf1 include:spf.kinepolis.com -all, MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,mamasku.kinepolis.fr,"104.97.85.12, 104.97.85.27, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2600:1408:7400::17c7:4733, 2600:1408:7400::17c7:4758, 2600:1401:2::43, 2600:1401:1::42",kinepolis-fr.mail.protection.outlook.com,"a4-67.akam.net, a13-66.akam.net, a6-66.akam.net, a1-67.akam.net, a24-67.akam.net, a5-66.akam.net","facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,manage.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,manager.kinepolis.ch,"23.50.131.219, 23.50.131.223",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:5200::b81f:f79, 2a02:26f0:5200::b81f:f83",kinepolis-ch.mail.protection.outlook.com,"a5-66.akam.net, a24-67.akam.net, a1-67.akam.net, a13-66.akam.net, a6-66.akam.net, a4-67.akam.net","v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, MS=ms57753331",,
,manager.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,manager.kinepolis.lu,"104.81.60.72, 104.81.60.75",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa1a, 2a02:26f0:a600::b9e1:fa4a",kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a5-66.akam.net, a6-66.akam.net, a24-67.akam.net, a4-67.akam.net, a1-67.akam.net","facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
,mapas.kinepolis.com,"188.93.155.238, 188.93.155.241",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,maps.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,marketing.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,marketintelligence.lexisnexis.com.ezproxy.kinepolis.fr,"2.16.241.5, 2.16.241.19",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3100::1735:296a, 2a02:26f0:3100::1735:2950",kinepolis-fr.mail.protection.outlook.com,"a24-67.akam.net, a4-67.akam.net, a6-66.akam.net, a5-66.akam.net, a13-66.akam.net, a1-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,marketplace.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,maryland.kinepolis.com,"188.93.155.241, 188.93.155.238",origin.kinepolis.com,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,,,,
,mascara.kinepolis.ch,"2.16.186.9, 2.16.186.17",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:17ba, 2a02:26f0:3500:12::1730:178e",kinepolis-ch.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a5-66.akam.net, a4-67.akam.net, a1-67.akam.net, a6-66.akam.net","MS=ms57753331, google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6, v=spf1 include:spf.kinepolis.com -all",,
,mascara1865.kinepolis.fr,"2.19.204.233, 2.19.205.26",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:98::58dd:84c1, 2a02:26f0:98::58dd:8452",kinepolis-fr.mail.protection.outlook.com,"a5-66.akam.net, a1-67.akam.net, a6-66.akam.net, a4-67.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms46281805, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3",,
,mascaras.kinepolis.lu,"23.53.40.81, 23.53.40.65",kinepolis.lu,,NOERROR,,,,,,
,maschera.kinepolis.fr,"2.16.186.9, 2.16.186.17",kinepolis.fr,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:3500:12::1730:178e, 2a02:26f0:3500:12::1730:17ba",kinepolis-fr.mail.protection.outlook.com,"a1-67.akam.net, a4-67.akam.net, a5-66.akam.net, a6-66.akam.net, a13-66.akam.net, a24-67.akam.net","MS=ms46281805, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=5jmiseuo1z6mwwfo3dhc43bpku9bp3, google-site-verification=TyoD1qZhfntfpBVuVxj2_8V_sc-uEAcHY3gfEcguL-0",,
,maschera.kinepolis.lu,"185.225.250.26, 185.225.250.74, 193.108.91.67, 72.246.46.67, 95.100.168.66, 23.211.133.66, 2.22.230.66, 2.16.130.67",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:a600::b9e1:fa4a, 2a02:26f0:a600::b9e1:fa1a, 2600:1401:2::43, 2600:1480:9000::43, 2600:1401:1::42, 2600:1480:9800::43",kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a6-66.akam.net, a1-67.akam.net, a13-66.akam.net, a24-67.akam.net, a5-66.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
,mask10.kinepolis.lu,,kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:64::210:6bc2, 2a02:26f0:64::210:6b89",kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a5-66.akam.net, a6-66.akam.net, a1-67.akam.net, a24-67.akam.net, a4-67.akam.net",,,
,mask12.kinepolis.lu,"2.16.238.24, 2.16.238.23",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:480:3::210:ee94, 2a02:26f0:480:3::210:ee8d",kinepolis-lu.mail.protection.outlook.com,"a4-67.akam.net, a6-66.akam.net, a24-67.akam.net, a13-66.akam.net, a5-66.akam.net, a1-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s",,
,mask9.kinepolis.lu,"2.19.204.233, 2.19.205.26",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:98::58dd:8452, 2a02:26f0:98::58dd:84c1",kinepolis-lu.mail.protection.outlook.com,"a13-66.akam.net, a24-67.akam.net, a6-66.akam.net, a5-66.akam.net, a1-67.akam.net, a4-67.akam.net","v=spf1 include:spf.kinepolis.com -all, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f",,
,maska.kinepolis.ch,"23.53.40.65, 23.53.40.81",kinepolis.ch,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,,,"a1-67.akam.net, a5-66.akam.net, a13-66.akam.net, a4-67.akam.net, a6-66.akam.net, a24-67.akam.net","google-site-verification=BVWZ1xmEGNB0GgKXxSp3GKMJyC6QgF-l9Y2V_8g0l28, v=spf1 include:spf.kinepolis.com -all, MS=ms57753331, facebook-domain-verification=6bw7itwha3tvdmtv757f6d3uu3rgg6",,
,maska.kinepolis.lu,"2.16.238.23, 2.16.238.24",kinepolis.lu,"a1-67.akam.net, hostmaster.kinepolis.com",NOERROR,"2a02:26f0:480:3::210:ee94, 2a02:26f0:480:3::210:ee8d",kinepolis-lu.mail.protection.outlook.com,"a6-66.akam.net, a5-66.akam.net, a13-66.akam.net, a4-67.akam.net, a24-67.akam.net, a1-67.akam.net","H6fjoErprSO7DJPC6N+B4q3BmUvpIi6/JV3v3aQBBL0=, facebook-domain-verification=d4rb0kmmxu0zh9pdaw49o719hqp74f, google-site-verification=G_H5FxbeAEy-FQiNfRbX9coegO3eoPRLmYGiXTiaf8s, v=spf1 include:spf.kinepolis.com -all",,
