input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,cdn,final_url,csp_domains_
0-15-okta.webofknowledge.com.biblio.kinepolis.fr,Invalid URL,400,209,0-15-okta.webofknowledge.com.biblio.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-15-okta.webofknowledge.com.biblio.kinepolis.fr,443,https://0-15-okta.webofknowledge.com.biblio.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,95.101.54.114,/,-1540777923,2a02:26f0:780::5f65:36d3,8,False,,,,,
0-4-okta.jisc.ac.uk.pugwash.lib.kinepolis.fr,Invalid URL,400,207,0-4-okta.jisc.ac.uk.pugwash.lib.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-4-okta.jisc.ac.uk.pugwash.lib.kinepolis.fr,443,https://0-4-okta.jisc.ac.uk.pugwash.lib.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,1988887930,2a02:26f0:3500:12::1730:17ba,8,False,,,,,
0-558.okta.com.employee-specialsurvey.kinepolis.ch,Invalid URL,400,208,0-558.okta.com.employee-specialsurvey.kinepolis.ch,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-558.okta.com.employee-specialsurvey.kinepolis.ch,443,https://0-558.okta.com.employee-specialsurvey.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,-800368974,2a02:26f0:3500:12::1730:178e,8,False,,,,,
0-accounts.mjrtheatres.com,Not Found,404,315,,,,,,,,,,,,,,,,,,,,,80,http://0-accounts.mjrtheatres.com:80,http,Microsoft-HTTPAPI/2.0,text/html,GET,216.41.219.209,/,225052475,216.41.219.209,7,False,Microsoft HTTPAPI:2.0,,,,
0-aleagamingltd.mjrtheatres.com,Not Found,404,315,,,,,,,,,,,,,,,,,,,,,80,http://0-aleagamingltd.mjrtheatres.com:80,http,Microsoft-HTTPAPI/2.0,text/html,GET,216.41.219.209,/,225052475,216.41.219.209,7,False,Microsoft HTTPAPI:2.0,,,,
0-canalytics-okta-comeckpoint.tanalytics-okta-comomsonreuters.com.olinkserver.kinepolis.fr,Invalid URL,400,207,0-canalytics-okta-comeckpoint.tanalytics-okta-comomsonreuters.com.olinkserver.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-canalytics-okta-comeckpoint.tanalytics-okta-comomsonreuters.com.olinkserver.kinepolis.fr,443,https://0-canalytics-okta-comeckpoint.tanalytics-okta-comomsonreuters.com.olinkserver.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,-2138148864,2a02:26f0:3500:12::1730:17ba,8,False,,,,,
0-checkpocom-okta.thomsonreuters.com.olinkserver.kinepolis.fr,Invalid URL,400,208,0-checkpocom-okta.thomsonreuters.com.olinkserver.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-checkpocom-okta.thomsonreuters.com.olinkserver.kinepolis.fr,443,https://0-checkpocom-okta.thomsonreuters.com.olinkserver.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,-754815772,2a02:26f0:3500:12::1730:178e,8,False,,,,,
0-checkpoint-okta.com.employee-specialsurvey.kinepolis.ch,Invalid URL,400,208,0-checkpoint-okta.com.employee-specialsurvey.kinepolis.ch,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-checkpoint-okta.com.employee-specialsurvey.kinepolis.ch,443,https://0-checkpoint-okta.com.employee-specialsurvey.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,1329717132,2a02:26f0:3500:12::1730:178e,8,False,,,,,
0-checkpoint.okta.com.employee-specialsurvey.kinepolis.ch,Invalid URL,400,209,0-checkpoint.okta.com.employee-specialsurvey.kinepolis.ch,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-checkpoint.okta.com.employee-specialsurvey.kinepolis.ch,443,https://0-checkpoint.okta.com.employee-specialsurvey.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.241.19,/,337070835,2a02:26f0:780::5f65:36d3,8,False,,,,,
0-checkpoint.tho15-oktasonreuters.co15-okta.olinkserver.kinepolis.fr,Invalid URL,400,208,0-checkpoint.tho15-oktasonreuters.co15-okta.olinkserver.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-checkpoint.tho15-oktasonreuters.co15-okta.olinkserver.kinepolis.fr,443,https://0-checkpoint.tho15-oktasonreuters.co15-okta.olinkserver.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,95.101.54.232,/,-1617943663,2a02:26f0:780::5f65:36d3,8,False,,,,,
0-checkpoint.thomsonreuters-github-okta.com.olinkserver.kinepolis.fr,Invalid URL,400,207,0-checkpoint.thomsonreuters-github-okta.com.olinkserver.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-checkpoint.thomsonreuters-github-okta.com.olinkserver.kinepolis.fr,443,https://0-checkpoint.thomsonreuters-github-okta.com.olinkserver.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,1574504530,2a02:26f0:3500:12::1730:178e,8,False,,,,,
0-checkpoint.thomsonreuters.15-okta-com.olinkserver.kinepolis.fr,Invalid URL,400,207,0-checkpoint.thomsonreuters.15-okta-com.olinkserver.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-checkpoint.thomsonreuters.15-okta-com.olinkserver.kinepolis.fr,443,https://0-checkpoint.thomsonreuters.15-okta-com.olinkserver.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,-507070755,2a02:26f0:3500:12::1730:178e,8,False,,,,,
0-checkpoint.thomsonreuters.analytics-okta-com.com.olinkserver.kinepolis.fr,Invalid URL,400,207,0-checkpoint.thomsonreuters.analytics-okta-com.com.olinkserver.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-checkpoint.thomsonreuters.analytics-okta-com.com.olinkserver.kinepolis.fr,443,https://0-checkpoint.thomsonreuters.analytics-okta-com.com.olinkserver.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,-1805677317,2a02:26f0:3500:12::1730:17ba,8,False,,,,,
0-checkpoint.thomsonreuters.com.com-okta-olinkserver.kinepolis.fr,Invalid URL,400,207,0-checkpoint.thomsonreuters.com.com-okta-olinkserver.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-checkpoint.thomsonreuters.com.com-okta-olinkserver.kinepolis.fr,443,https://0-checkpoint.thomsonreuters.com.com-okta-olinkserver.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,95.101.54.211,/,1089909919,2a02:26f0:780::5f65:3672,8,False,,,,,
0-checkpoint.thomsonreuters.com.olinkserver.kinepolis.fr,Invalid URL,400,207,0-checkpoint.thomsonreuters.com.olinkserver.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-checkpoint.thomsonreuters.com.olinkserver.kinepolis.fr,443,https://0-checkpoint.thomsonreuters.com.olinkserver.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,95.101.54.211,/,796145769,2a02:26f0:480:e::210:f105,8,False,,,,,
0-customimages.webofknowledge.com.biblio.kinepolis.fr,Invalid URL,400,207,0-customimages.webofknowledge.com.biblio.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-customimages.webofknowledge.com.biblio.kinepolis.fr,443,https://0-customimages.webofknowledge.com.biblio.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,523261994,2a02:26f0:3500:12::1730:178e,8,False,,,,,
0-customimages4-okta.com.employee-specialsurvey.kinepolis.ch,Invalid URL,400,208,0-customimages4-okta.com.employee-specialsurvey.kinepolis.ch,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-customimages4-okta.com.employee-specialsurvey.kinepolis.ch,443,https://0-customimages4-okta.com.employee-specialsurvey.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,-1804914759,2a02:26f0:3500:12::1730:17ba,8,False,,,,,
0-d194ekacf8mn8t.17.okta.com.employee-specialsurvey3.kinepolis.ch,Invalid URL,400,208,0-d194ekacf8mn8t.17.okta.com.employee-specialsurvey3.kinepolis.ch,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-d194ekacf8mn8t.17.okta.com.employee-specialsurvey3.kinepolis.ch,443,https://0-d194ekacf8mn8t.17.okta.com.employee-specialsurvey3.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,-1283868270,2a02:26f0:3500:12::1730:17ba,8,False,,,,,
0-d194ekacf8mn8t.cloudfront-4-okta.net.skyline.kinepolis.fr,Invalid URL,400,209,0-d194ekacf8mn8t.cloudfront-4-okta.net.skyline.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,0-d194ekacf8mn8t.cloudfront-4-okta.net.skyline.kinepolis.fr,443,https://0-d194ekacf8mn8t.cloudfront-4-okta.net.skyline.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.238.23,/,1203481181,2a02:26f0:480:e::210:f113,8,False,,,,,
0-global.mjrtheatres.com,Not Found,404,315,,,,,,,,,,,,,,,,,,,,,80,http://0-global.mjrtheatres.com:80,http,Microsoft-HTTPAPI/2.0,text/html,GET,216.41.219.209,/,225052475,216.41.219.209,7,False,Microsoft HTTPAPI:2.0,,,,
