input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,tech_,cdn_name,cdn,final_url,csp_domains_
bff.landmarkcinemas.com,403 Blocked,403,1005,bff.landmarkcinemas.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-18T00:00:00Z,2024-04-19T23:59:59Z,"CN=*.landmarkcinemas.com, O=Kinepolis Group, L=Gent, C=BE",*.landmarkcinemas.com,Kinepolis Group,landmarkcinemas.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5691d8b5071d6fbb26aca207192e4cbd,3a09edfb5b3ba3758c644f26f4d948b65631eb5445e7489d297f64c18e443f85,True,ctls,bff.landmarkcinemas.com,443,https://bff.landmarkcinemas.com:443,https,,text/html,GET,2.16.186.8,/,-1774101158,2a02:26f0:3500:12::1730:1795,1,False,,,,,
bip.kinepolis.ch,Invalid URL,400,207,bip.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,bip.kinepolis.ch,443,https://bip.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.241.5,/,-2106509868,2a02:26f0:780::5f65:3672,8,False,,,,,
bip.kinepolis.lu,Invalid URL,400,207,bip.kinepolis.lu,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.lu, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.lu,Kinepolis Group,kinepolis.lu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,823f768ed3a3150702ad6d639cac51d2,ee7789a3ecd343c125177c4c3ab80aeb0564683b1fcfb2a7ff3fd9ae7326f93c,True,ctls,bip.kinepolis.lu,443,https://bip.kinepolis.lu:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,-1913420875,2a02:26f0:3500:12::1730:17ba,8,False,,,,,
birthdays.landmarkcinemas.com,Just a moment...,403,7067,birthdays.landmarkcinemas.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.landmarkcinemas.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5582846710ee6f8f179e72e19ed7007a,bf41ceaf35e6864094342f678fb4640e28f9dac01652b94104c1b25b52985758,True,ctls,birthdays.landmarkcinemas.com,443,https://birthdays.landmarkcinemas.com:443,https,cloudflare,text/html,GET,104.20.51.71,/,1630704086,2606:4700:10::ac43:94,87,False,Cloudflare,cloudflare,True,,
blog.kinepolis.lu,Invalid URL,400,208,blog.kinepolis.lu,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.lu, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.lu,Kinepolis Group,kinepolis.lu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,823f768ed3a3150702ad6d639cac51d2,ee7789a3ecd343c125177c4c3ab80aeb0564683b1fcfb2a7ff3fd9ae7326f93c,True,ctls,blog.kinepolis.lu,443,https://blog.kinepolis.lu:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,-150064450,2a02:26f0:3500:12::1730:17ba,8,False,,,,,
blog123.kinepolis.ch,Invalid URL,400,207,blog123.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,blog123.kinepolis.ch,443,https://blog123.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,887073593,2a02:26f0:3500:12::1730:17ba,8,False,,,,,
blogmask.kinepolis.fr,Invalid URL,400,207,blogmask.kinepolis.fr,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-17T23:59:59Z,"CN=*.kinepolis.fr, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.fr,Kinepolis Group,kinepolis.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7638d0d3f70fb47112aaf16e8bac09ba,c4df82975086d7eeb7cd82fd568bbae52d95ff39d15fc24dcf3a1d3e633eed63,True,ctls,blogmask.kinepolis.fr,443,https://blogmask.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,416162306,2a02:26f0:3500:12::1730:17ba,8,False,,,,,
blogs.kinepolis.ch,Invalid URL,400,209,blogs.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,blogs.kinepolis.ch,443,https://blogs.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.238.23,/,1221506969,2a02:26f0:780::5f65:3672,8,False,,,,,
blogspot.centerpriseenrollment.kinepolis.fr,Invalid URL,400,207,blogspot.centerpriseenrollment.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,blogspot.centerpriseenrollment.kinepolis.fr,443,https://blogspot.centerpriseenrollment.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,575825506,2a02:26f0:3500:12::1730:178e,8,False,,,,,
bojena69.blogspot.centerpriseenrollment.kinepolis.fr,Invalid URL,400,207,bojena69.blogspot.centerpriseenrollment.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,bojena69.blogspot.centerpriseenrollment.kinepolis.fr,443,https://bojena69.blogspot.centerpriseenrollment.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.202.59,/,-1507116353,2a02:26f0:780::5f65:36e8,8,False,,,,,
booking.landmarkcinemas.com,IIS Windows Server PRD,200,705,booking.landmarkcinemas.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,,2022-10-28T00:00:00Z,2023-11-04T23:59:59Z,"CN=*.landmarkcinemas.com, O=Landmark Cinemas Canada Limited Partnership, L=Calgary, ST=Alberta, C=CA",*.landmarkcinemas.com,Landmark Cinemas Canada Limited Partnership,www.landmarkcinemas.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,3689af23ef5d62c6d23b74540615c1a0,8551e466c8b470584fbe5bdfb08a0aa6ef0c55f6fae82e65ebfb942b8018c6d9,True,ctls,booking.landmarkcinemas.com,443,https://booking.landmarkcinemas.com:443,https,Microsoft-IIS/8.5,text/html,GET,205.206.14.210,/,1631801191,205.206.14.210,32,False,Windows Server,,,,
booking.mjrtheatres.com,The Boxoffice Company - SaaS Ticketing,200,4094,booking.mjrtheatres.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-04-28T00:00:00Z,2023-10-28T23:59:59Z,CN=booking.mjrtheatres.com,booking.mjrtheatres.com,,booking.mjrtheatres.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",cc18dbc001f9baf747b73570f669af7e,2cc2ff8db5599019d8be3fbc2c75320fe59265fc6e05cc4c372e88d76682e686,,ctls,booking.mjrtheatres.com,443,https://booking.mjrtheatres.com:443,https,Microsoft-IIS/10.0,text/html,GET,40.71.11.128,/,1772087922,40.71.11.128,1,False,Windows Server,azure,True,,
bookingapi.landmarkcinemas.com,Just a moment...,403,7195,bookingapi.landmarkcinemas.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.landmarkcinemas.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5582846710ee6f8f179e72e19ed7007a,bf41ceaf35e6864094342f678fb4640e28f9dac01652b94104c1b25b52985758,True,ctls,bookingapi.landmarkcinemas.com,443,https://bookingapi.landmarkcinemas.com:443,https,cloudflare,text/html,GET,104.20.50.71,/,-1170110270,2606:4700:10::6814:3347,87,False,Cloudflare,cloudflare,True,,
bookingapistage.landmarkcinemas.com,Just a moment...,403,7221,bookingapistage.landmarkcinemas.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-15T00:00:00Z,2024-05-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.landmarkcinemas.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5582846710ee6f8f179e72e19ed7007a,bf41ceaf35e6864094342f678fb4640e28f9dac01652b94104c1b25b52985758,True,ctls,bookingapistage.landmarkcinemas.com,443,https://bookingapistage.landmarkcinemas.com:443,https,cloudflare,text/html,GET,172.67.0.148,/,1658075273,2606:4700:10::6814:3347,87,False,Cloudflare,cloudflare,True,,
bookmarks.kinepolis.ch,Invalid URL,400,208,bookmarks.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,bookmarks.kinepolis.ch,443,https://bookmarks.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,-1301524747,2a02:26f0:3500:12::1730:178e,8,False,,,,,
bookmarks.kinepolis.lu,Invalid URL,400,208,bookmarks.kinepolis.lu,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.lu, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.lu,Kinepolis Group,kinepolis.lu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,823f768ed3a3150702ad6d639cac51d2,ee7789a3ecd343c125177c4c3ab80aeb0564683b1fcfb2a7ff3fd9ae7326f93c,True,ctls,bookmarks.kinepolis.lu,443,https://bookmarks.kinepolis.lu:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,649945414,2a02:26f0:3500:12::1730:178e,8,False,,,,,
boy.kinepolis.ch,Invalid URL,400,207,boy.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,boy.kinepolis.ch,443,https://boy.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,95.101.54.211,/,2080185107,2a02:26f0:480:e::210:f113,8,False,,,,,
branding.kinepolis.com,403 Blocked,403,1007,branding.kinepolis.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.com, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.com,Kinepolis Group,kinepolis.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,622ea0057781dde13ade317841466acd,ac5f0417f79f1a1276615327cf3240cd4fb45625f7780c3fe175345a0a683fa0,True,ctls,branding.kinepolis.com,443,https://branding.kinepolis.com:443,https,,text/html,GET,2.16.186.41,/,-1620019840,2a02:26f0:3500:12::1730:17ab,1,False,,,,,
branding.landmarkcinemas.com,WebContentNotFound,404,321,branding.landmarkcinemas.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-18T00:00:00Z,2024-04-19T23:59:59Z,"CN=*.landmarkcinemas.com, O=Kinepolis Group, L=Gent, C=BE",*.landmarkcinemas.com,Kinepolis Group,landmarkcinemas.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5691d8b5071d6fbb26aca207192e4cbd,3a09edfb5b3ba3758c644f26f4d948b65631eb5445e7489d297f64c18e443f85,True,ctls,branding.landmarkcinemas.com,443,https://branding.landmarkcinemas.com:443,https,,text/html,GET,2.16.186.8,/,225897030,2a02:26f0:3500:12::1730:1795,1,False,,,,,
broadcast.kinepolis.ch,Invalid URL,400,207,broadcast.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,broadcast.kinepolis.ch,443,https://broadcast.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,-231103317,2a02:26f0:3500:12::1730:178e,8,False,,,,,
browser.kinepolis.ch,Invalid URL,400,208,browser.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,browser.kinepolis.ch,443,https://browser.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,2110066318,2a02:26f0:3500:12::1730:17ba,8,False,,,,,
bsd01.kinepolis.ch,Invalid URL,400,209,bsd01.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,bsd01.kinepolis.ch,443,https://bsd01.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.241.19,/,2123840000,2a02:26f0:780::5f65:3672,8,False,,,,,
bsd02.kinepolis.ch,Invalid URL,400,208,bsd02.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,bsd02.kinepolis.ch,443,https://bsd02.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,1461939463,2a02:26f0:3500:12::1730:178e,8,False,,,,,
bsd73.kinepolis.ch,Invalid URL,400,209,bsd73.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,bsd73.kinepolis.ch,443,https://bsd73.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.241.19,/,791691541,2.16.241.5,8,False,,,,,
burner-1.kinepolis.ch,Invalid URL,400,207,burner-1.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,burner-1.kinepolis.ch,443,https://burner-1.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,1853896824,2a02:26f0:3500:12::1730:178e,8,False,,,,,
business.kinepolis.be,"Kinepolis Business, meer dan alleen cinema",200,194988,business.kinepolis.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-28T20:23:41Z,2023-06-26T20:23:40Z,CN=business.kinepolis.be,business.kinepolis.be,,business.kinepolis.be,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,b952105c2c69732d39ff3ac26a9043d3,50ca7ef5b9411301972f505ceaf2133af5304356b610c843aa0145309ee58297,,ctls,business.kinepolis.be,443,https://business.kinepolis.be:443,https,cloudflare,text/html,GET,199.60.103.2,/,-1285545313,2606:2c40::c73c:67fe,2888,False,HubSpot CMS Hub,,,,
business.kinepolis.com,"Kinepolis Business, meer dan alleen cinema",200,194988,business.kinepolis.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-28T20:23:41Z,2023-06-26T20:23:40Z,CN=business.kinepolis.be,business.kinepolis.be,,business.kinepolis.be,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,b952105c2c69732d39ff3ac26a9043d3,50ca7ef5b9411301972f505ceaf2133af5304356b610c843aa0145309ee58297,,ctls,business.kinepolis.be,443,https://business.kinepolis.com:443,https,cloudflare,text/html,GET,2.16.186.17,/,-1285545313,2a02:26f0:3500:12::1730:178e,2888,False,HubSpot CMS Hub,,,https://business.kinepolis.be/,
business.kinepolis.fr,403 Blocked,403,1005,business.kinepolis.fr,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-17T23:59:59Z,"CN=*.kinepolis.fr, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.fr,Kinepolis Group,kinepolis.fr,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7638d0d3f70fb47112aaf16e8bac09ba,c4df82975086d7eeb7cd82fd568bbae52d95ff39d15fc24dcf3a1d3e633eed63,True,ctls,business.kinepolis.fr,443,https://business.kinepolis.fr:443,https,,text/html,GET,2.16.186.26,/,-882681724,2a02:26f0:3500:12::1730:178c,1,False,,,,,
business.kinepolis.nl,Een onvergetelijke ervaring blijft langer hangen dankzij Kinepolis Business,200,128810,business.kinepolis.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-29T02:20:10Z,2023-06-27T02:20:09Z,CN=business.kinepolis.nl,business.kinepolis.nl,,business.kinepolis.nl,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,21da72cf20890a2fadd1718d3a6ebf02,b469214268b6df8703b628f71baf225067021af4e3f870436beee7de63df8538,,ctls,business.kinepolis.nl,443,https://business.kinepolis.nl:443,https,cloudflare,text/html,GET,199.60.103.2,/,-2063845570,2606:2c40::c73c:67fe,2089,False,HubSpot CMS Hub,,,,
buy.kinepolis.ch,Invalid URL,400,209,buy.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,buy.kinepolis.ch,443,https://buy.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.241.19,/,371958630,2a02:26f0:480:e::210:f105,8,False,,,,,
bv.kinepolis.ch,Invalid URL,400,208,bv.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,bv.kinepolis.ch,443,https://bv.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.9,/,133539869,2a02:26f0:3500:12::1730:178e,8,False,,,,,
cache.kinepolis.ch,Invalid URL,400,207,cache.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,cache.kinepolis.ch,443,https://cache.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,-1145059156,2a02:26f0:3500:12::1730:17ba,8,False,,,,,
cancancommunity.kinepolis.ch,Invalid URL,400,207,cancancommunity.kinepolis.ch,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-09T00:00:00Z,2024-02-10T23:59:59Z,"CN=*.kinepolis.ch, O=Kinepolis Group, L=Gent, C=BE",*.kinepolis.ch,Kinepolis Group,kinepolis.ch,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1902da2a18d660382f79fa4e0f4cec70,3927769dc7500afb949701607a8367f107212200e74a164c5e3900bd555462b6,True,ctls,cancancommunity.kinepolis.ch,443,https://cancancommunity.kinepolis.ch:443,https,AkamaiGHost,text/html,GET,2.16.186.17,/,160531879,2a02:26f0:3500:12::1730:178e,8,False,,,,,
capmed-47-16-39.hp.kinepolis.fr,Invalid URL,400,209,capmed-47-16-39.hp.kinepolis.fr,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,True,ctls,capmed-47-16-39.hp.kinepolis.fr,443,https://capmed-47-16-39.hp.kinepolis.fr:443,https,AkamaiGHost,text/html,GET,2.16.241.19,/,438925671,2a02:26f0:480:e::210:f113,8,False,,,,,
