new,host,a,cname,soa,status_code,cdn,cdn-name,has_internal_ips,internal_ips,mx,txt,aaaa,caa,ns
[x],nexus.ks-qa.synack.com,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],nexus.staging.synack.com,35.241.18.122,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],nexus.synack.com,45.60.65.123,t92k2jr.x.incapdns.net,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,True,incapsula,,,,,,,
[x],nifi-registry.synack.com,35.168.146.33,ec2-35-168-146-33.compute-1.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],notifications.ks-demo.synack.com,34.111.251.218,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],notifications.ks-dev1.synack.com,34.110.209.13,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],notifications.ks-fedprod.synack.com,34.117.255.184,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],notifications.ks-prod.synack.com,34.149.225.39,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],notifications.ks-qa.synack.com,,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],notifications.ks-staging.synack.com,35.241.18.122,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],notifications.staging.synack.com,35.241.18.122,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],notifications.synack.com,107.154.189.195,wxnzh5x.x.incapdns.net,"ns1.incapdns.net, hostmaster.incapsula.com, ns1.x.incapdns.net",NOERROR,True,incapsula,,,,,,,
[x],notifications.wa-qa.synack.com,127.0.0.1,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,True,127.0.0.1,,,,,
[x],ns2.gladiolus.synack.com,52.207.106.232,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
[x],ops-workflows.ha-dev.synack.com,34.117.47.153,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],ops-workflows.ha-prod.synack.com,34.149.214.31,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],ops-workflows.ha-qa.synack.com,34.149.159.7,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],ops-workflows.ha-staging.synack.com,34.160.175.228,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],packrat.mainway.synack.com,35.212.88.101,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],pact.synack.com,,qa-hydra-alb-ext-1-483657384.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],platform.ks-demo.synack.com,34.111.251.218,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],platform.ks-dev1.synack.com,34.110.209.13,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],platform.ks-fedprod.synack.com,34.117.255.184,,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],platform.ks-prod.synack.com,34.149.225.39,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],platform.ks-qa.synack.com,130.211.40.163,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],platform.staging.synack.com,35.241.18.122,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],prod.analytics.synack.com,35.190.21.239,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],qa.analytics.synack.com,34.95.104.231,,"ns-cloud-c1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],redteamctf.synack.com,,"22524429.group29.sites.hubspot.net, group29.sites.hscoscdn20.net","jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],s3.synack.com,"52.216.51.208, 52.217.42.118, 52.216.147.102, 52.216.82.3, 52.217.108.222, 52.217.198.136, 54.231.193.136, 52.216.21.197, 205.251.192.63, 205.251.195.3, 205.251.197.20, 205.251.198.43",s3.amazonaws.com,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,c0979eacb5be1fee817b1513a28ff974,,,"ns-1579.awsdns-05.co.uk, ns-1300.awsdns-34.org, ns-63.awsdns-07.com, ns-771.awsdns-32.net"
[x],scan-management.ha-fedprod.synack.com,34.149.148.5,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],scan-management.ha-prod.synack.com,34.117.123.32,,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
[x],scan-management.ha-qa.synack.com,34.107.207.125,,"ns-cloud-a1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,
