input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,tls_wildcard_certificate,final_url,tls_self_signed,tls_expired
agent.athena.vgz.nl,Alternatieve url voor Athena Agent,200,9156,,agent.athena.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-28T00:00:00Z,2024-04-28T23:59:59Z,"CN=agent.athena.vgz.nl, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",agent.athena.vgz.nl,Microsoft Corporation,agent.athena.vgz.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,06b65bccf4514b5ae4c9f3626115ad81,176ee2c91de366548eb9edf328d0079f88b99a50d49488a7fa22116de71ffe00,ctls,agent.athena.vgz.nl,443,https://agent.athena.vgz.nl:443,https,,text/html,GET,13.107.246.45,/,163508104,2620:1ec:46::45,Azure Front Door,72,False,,,,,,,
aicrowd-practice-challenges.vgz.nl,Not Found,404,315,,aicrowd-practice-challenges.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,aicrowd-practice-challenges.vgz.nl,443,https://aicrowd-practice-challenges.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
amo-lacroisee.vgz.nl,Not Found,404,315,,amo-lacroisee.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,amo-lacroisee.vgz.nl,443,https://amo-lacroisee.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
api.apollo.opl.ot.vgz.nl,Blocked,404,7887,,api.apollo.opl.ot.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2018-01-25T13:58:51Z,2055-06-10T13:58:51Z,"CN=protected.cudadps.com, OU=-, O=Barracuda Networks, L=-, ST=-, C=US",protected.cudadps.com,Barracuda Networks,,"CN=protected.cudadps.com, OU=-, O=Barracuda Networks, L=-, ST=-, C=US",protected.cudadps.com,Barracuda Networks,1819e963bc0ca3ea2bebc6d5124e023c,4168997c9bed05afef9085f49a9a266bf9d77ac8c46604aa90baa4d6a959bbc1,ctls,api.apollo.opl.ot.vgz.nl,443,https://api.apollo.opl.ot.vgz.nl:443,https,,text/html,GET,20.112.193.244,/,44486332,20.112.193.244,,2,False,True,,,,,True,
api.apollo.ot.vgz.nl,,404,11203,,api.apollo.ot.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T07:27:14Z,2023-11-15T07:22:00Z,"CN=apollo.ot.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",apollo.ot.vgz.nl,Coöperatie VGZ U.A.,apollo.ofmmock.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,d52defd5d3efde58acc74c3ea01102af,1378e157f9d80496b685915c1a20ec89ffb9c20c407d7db4b112281a1bad63c3,ctls,api.apollo.ot.vgz.nl,443,https://api.apollo.ot.vgz.nl:443,https,,text/html,GET,64.113.59.118,/,-1787853293,64.113.59.118,,262,False,,,,,,,
api.apollo.vgz.nl,,404,11200,,api.apollo.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T07:27:37Z,2023-11-15T07:22:00Z,"CN=apollo.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",apollo.vgz.nl,Coöperatie VGZ U.A.,api.apollo.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,e6e20b387c164d6f048da80e70342cd9,cd63ef3c4967a8dc6bc8a54b44497836bd3a82b9d25ae364ee4bf19b8b70884f,ctls,api.apollo.vgz.nl,443,https://api.apollo.vgz.nl:443,https,,text/html,GET,64.113.59.137,/,1711857918,64.113.59.137,,262,False,,,,,,,
api.athena.iot.vgz.nl,Not Found,404,315,,api.athena.iot.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,api.athena.iot.vgz.nl,443,https://api.athena.iot.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
api.athena.ot.vgz.nl,,404,103,,api.athena.ot.vgz.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-05T11:11:39Z,2023-09-03T11:11:38Z,CN=api.athena.ot.vgz.nl,api.athena.ot.vgz.nl,,api.athena.ot.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4f3afe2b21e5d3c4828c2fee2a39b9e5,f5e55a178d9ade56e72db5ebd354de4e8189bbcf3bfc76776f89f4df0b4ed35c,ctls,api.athena.ot.vgz.nl,443,https://api.athena.ot.vgz.nl:443,https,,text/html,GET,64.113.59.149,/,-20275242,64.113.59.149,,1,False,,,,,,,
api.athena.otp2.vgz.nl,Not Found,404,315,,api.athena.otp2.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,api.athena.otp2.vgz.nl,443,https://api.athena.otp2.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
api.athena.vgz.nl,,404,,,api.athena.vgz.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-08T09:17:06Z,2023-07-07T09:17:05Z,CN=api.athena.vgz.nl,api.athena.vgz.nl,,api.athena.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a841cd73e489be1b41359336a149133,fb0e26885232a700b2294deda1c724632e354130fdd66324ace107fd2cddf813,ctls,api.athena.vgz.nl,443,https://api.athena.vgz.nl:443,https,,,GET,64.113.59.140,/,540527702,64.113.59.140,HSTS,1,False,,,,,,,
api.cuco.vgz.nl,Blocked,404,7887,,api.cuco.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T10:51:59Z,2024-03-29T10:46:00Z,"CN=cuco.vgz.nl, O=VGZ Zorgkantoor B.V., L=Arnhem, ST=Gelderland, C=NL",cuco.vgz.nl,VGZ Zorgkantoor B.V.,api.cuco.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,59ea75a3fce6c0d49aa70d23b75ef23d,d66278421515fc35b1554f8a6c483c0cc3e40c56983701f2f40c8acbd5fb697b,ctls,api.cuco.vgz.nl,443,https://api.cuco.vgz.nl:443,https,,text/html,GET,20.79.132.100,/,-1662582741,20.79.132.100,,2,False,,,,,,,
api.vgz.nl,,404,11195,,api.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-13T07:32:21Z,2023-07-12T00:00:00Z,"CN=api.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",api.vgz.nl,VGZ Zorgverzekeraar N.V.,cdn.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,b60668f3877bdc2e32375cbfb176cd76,2754465ff62a270670c6196f329ca43b0abe0d46ac808bd5b28fa5ca6815e9b0,ctls,api.vgz.nl,443,https://api.vgz.nl:443,https,,text/html,GET,141.193.177.49,/,-326256188,141.193.177.49,,262,False,,,,,,,
apigee-services-prod.vgz.nl,Not Found,404,315,,apigee-services-prod.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,apigee-services-prod.vgz.nl,443,https://apigee-services-prod.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
apollo.ofmmock.at.vgz.nl,Blocked,404,7887,,apollo.ofmmock.at.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T07:27:14Z,2023-11-15T07:22:00Z,"CN=apollo.ot.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",apollo.ot.vgz.nl,Coöperatie VGZ U.A.,apollo.ofmmock.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,d52defd5d3efde58acc74c3ea01102af,1378e157f9d80496b685915c1a20ec89ffb9c20c407d7db4b112281a1bad63c3,ctls,apollo.ofmmock.at.vgz.nl,443,https://apollo.ofmmock.at.vgz.nl:443,https,,text/html,GET,20.84.194.43,/,1678026067,20.84.194.43,,2,False,,,,,,,
apollo.ofmmock.ot.vgz.nl,,404,103,,apollo.ofmmock.ot.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T07:27:14Z,2023-11-15T07:22:00Z,"CN=apollo.ot.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",apollo.ot.vgz.nl,Coöperatie VGZ U.A.,apollo.ofmmock.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,d52defd5d3efde58acc74c3ea01102af,1378e157f9d80496b685915c1a20ec89ffb9c20c407d7db4b112281a1bad63c3,ctls,apollo.ofmmock.ot.vgz.nl,443,https://apollo.ofmmock.ot.vgz.nl:443,https,,text/html,GET,20.84.194.39,/,-20275242,20.84.194.39,,1,False,,,,,,,
apollo.ofmmock.vgz.nl,Blocked,404,7887,,apollo.ofmmock.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T07:27:14Z,2023-11-15T07:22:00Z,"CN=apollo.ot.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",apollo.ot.vgz.nl,Coöperatie VGZ U.A.,apollo.ofmmock.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,d52defd5d3efde58acc74c3ea01102af,1378e157f9d80496b685915c1a20ec89ffb9c20c407d7db4b112281a1bad63c3,ctls,apollo.ofmmock.vgz.nl,443,https://apollo.ofmmock.vgz.nl:443,https,,text/html,GET,20.84.193.253,/,277205291,20.84.193.253,,2,False,,,,,,,
apollo.vgz.nl,,404,11196,,apollo.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-15T07:27:37Z,2023-11-15T07:22:00Z,"CN=apollo.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",apollo.vgz.nl,Coöperatie VGZ U.A.,api.apollo.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,e6e20b387c164d6f048da80e70342cd9,cd63ef3c4967a8dc6bc8a54b44497836bd3a82b9d25ae364ee4bf19b8b70884f,ctls,apollo.vgz.nl,443,https://apollo.vgz.nl:443,https,,text/html,GET,64.113.59.130,/,217856995,64.113.59.130,,262,False,,,,,,,
app.vgz.nl,Blocked,404,7891,,app.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T09:38:48Z,2024-05-15T09:33:00Z,"CN=app.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",app.vgz.nl,VGZ Zorgverzekeraar N.V.,app.zorgzaam.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,7e9aaff8ff93e839d931eff419fd4770,14272f77807e510385a5ef1e9ab5b698ffd0c48b3d3d0f8b3817216a79861c0c,ctls,app.vgz.nl,443,https://app.vgz.nl:443,https,,text/html,GET,20.79.225.130,/,-326256188,20.79.225.130,,2,False,,,,,,,
apsts.aadds.vgz.nl,Not Found,404,315,,apsts.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,apsts.aadds.vgz.nl,443,https://apsts.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
ash2-kairosdb-a1.igs-za-api.vgz.nl,Not Found,404,315,,ash2-kairosdb-a1.igs-za-api.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,ash2-kairosdb-a1.igs-za-api.vgz.nl,443,https://ash2-kairosdb-a1.igs-za-api.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
at.api.athena.vgz.nl,Blocked,404,7887,,at.api.athena.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-22T12:40:20Z,2023-09-22T12:35:00Z,"CN=ot.api.athena.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",ot.api.athena.vgz.nl,Coöperatie VGZ U.A.,op.unive.athena.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,b430932a1e3db6da4d8930d6fe97f027,dec516a134fafca485f8ef9a4ccd9e41ca334dda873d1ab2081c070f32f7f597,ctls,at.api.athena.vgz.nl,443,https://at.api.athena.vgz.nl:443,https,,text/html,GET,20.31.43.230,/,791376052,20.31.43.230,,2,False,,,,,,,
at.app.vgz.nl,Blocked,404,7891,,at.app.vgz.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-12T08:22:04Z,2023-09-10T08:22:03Z,CN=at.app.vgz.nl,at.app.vgz.nl,,at.ucapp.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bd0aeb1fc8e8827a06ed1cbe02117048,da0fdb235fc9ce3581fcee43fa72cf38224eed15a7bf30e0455c1fb814deb0da,ctls,at.app.vgz.nl,443,https://at.app.vgz.nl:443,https,,text/html,GET,20.79.81.189,/,-326256188,20.79.81.189,,2,False,,,,,,,
at.beheer.athena.vgz.nl,Blocked,404,7887,,at.beheer.athena.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-22T12:40:20Z,2023-09-22T12:35:00Z,"CN=ot.api.athena.vgz.nl, O=Coöperatie VGZ U.A., L=Arnhem, ST=Gelderland, C=NL",ot.api.athena.vgz.nl,Coöperatie VGZ U.A.,op.unive.athena.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,b430932a1e3db6da4d8930d6fe97f027,dec516a134fafca485f8ef9a4ccd9e41ca334dda873d1ab2081c070f32f7f597,ctls,at.beheer.athena.vgz.nl,443,https://at.beheer.athena.vgz.nl:443,https,,text/html,GET,20.113.55.65,/,-708848477,20.113.55.65,,2,False,,,,,,,
at.chatbox.vgz.nl,Not Found,404,315,,at.chatbox.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,at.chatbox.vgz.nl,443,https://at.chatbox.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
at.zorgapp.vgz.nl,Blocked,404,7891,,at.zorgapp.vgz.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-19T10:47:11Z,2023-07-18T10:47:10Z,CN=at.zorgapp.vgz.nl,at.zorgapp.vgz.nl,,at.zorgapp.vgz.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,72d3952dd3b9cf487c49ee2da16b40ac,dbcd75a9f2ca27256b02795a5ce4125d112c3335617823f46b4945dd0ab6b163,ctls,at.zorgapp.vgz.nl,443,https://at.zorgapp.vgz.nl:443,https,,text/html,GET,20.82.15.119,/,-326256188,20.82.15.119,,2,False,,,,,,,
attribution-shadow.xconnect.vgz.nl,Not Found,404,315,,attribution-shadow.xconnect.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,attribution-shadow.xconnect.vgz.nl,443,https://attribution-shadow.xconnect.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
autodiscover.vgz.nl,Sign In,200,18601,,fs.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-16T06:37:49Z,2024-05-16T06:32:00Z,"CN=fs.vgz.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",fs.vgz.nl,VGZ Zorgverzekeraar N.V.,fs.vgz.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,55e87f979dadf040d3613103f9e7595e,b96b85a24aa4d4c391a7e166517779d163ca80fc88fe5673372d8b43b155873e,ctls,fs.vgz.nl,80,http://autodiscover.vgz.nl:80,http,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,40.99.157.40,/,-1249852061,2603:1026:c0d:c07::8,Microsoft HTTPAPI:2.0,420,False,,,,,https://fs.vgz.nl/adfs/ls/?client-request-id=d78378ce-dc4c-958c-3d2e-9134e0db0ad0&username=&wa=wsignin1.0&wtrealm=urn%3afederation%3aMicrosoftOnline&wctx=estsredirect%3d2%26estsrequest%3drQQIARAAjZE9TBNhAIb79coJiJYQB-NkLk7otffdT6_XhOHKAT0oLVIorcY099sed-139K5_R5gcNNEBE11IXBwZHJwMEzODaUwMCTowEozGGBMYbePiyDO8ebc3ed5pDMZg6h71D5ocJkmZJiQ1Y9j-ozk1Pvmp-_Q4--3lm5nYK_b063h_D-DtahBrOPuAqPm-66XicdTyHYTsGDJNSzOYBBfTUD2OOkr8IwB9AM4A2A_zCSZJD2Ahw3OQ5RgaxnQNQoYVIMmzvEmyCsORgqYbZFJJqhQLNVXRtZNwNC-2_Bo9DNS0AuN3eMxEzXrFRZ6_h70AUtlPS57ckZbTCinaGdWnNxaVkl42ZH-jKD-kHMsR10uWoBUKpppjghqTq5J2xqK8UrCUS1dn7dnV1V5tvTMv1i3RLjR1cVOaX0ZW0Q48X5TFVtPI-CsDRz1ToLLNJMkxpYruuwk1aHe5IkMn3azSq3Tm9rErif2A4QNDddQ4wnDkGg1L70fAaQScRyaocGp0NDo5cjt0N3QZAe9GBh98_nKMXfx8Lb69pUYP7wiho5H4Ai0vy2Wpu_pIYmG11Lufpzru5pIjyRTkeLbYgzmo-5aBet6MkIK7ONjF8QN8bBSbDBHY7Ao8w8EvHDy_FjoYu8KP_evgZIIdxzVHsere1PQ2YekVH9lGg0htE926V9G0YWsrTsvwiNRjYjBBPNnZ2Tm8Ebq8-f39xbM_Fyc_MufRB5k80pXi0lybhwlGTXf4zaJYoDNbuUUr71oLfFaXBHWtvRWsVWf-Ag2,,
backupapi-web-manager-devel-vpn.vgz.nl,Not Found,404,315,,backupapi-web-manager-devel-vpn.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,backupapi-web-manager-devel-vpn.vgz.nl,443,https://backupapi-web-manager-devel-vpn.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
baiduspider-ad-61-135-186-54.aadds.vgz.nl,Not Found,404,315,,baiduspider-ad-61-135-186-54.aadds.vgz.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-24T08:44:52Z,2024-04-24T08:39:00Z,"CN=werkgevers.vgzvoordezorg.nl, O=VGZ Zorgverzekeraar N.V., L=Arnhem, ST=Gelderland, C=NL",werkgevers.vgzvoordezorg.nl,VGZ Zorgverzekeraar N.V.,werkgevers.vgzvoordezorg.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,c57aec7db6607cccbc8bd867d8080ed7,83225351826c2796811d2e2056a5cb59405ae75916f381752a1fbf21c3d5ffc9,ctls,baiduspider-ad-61-135-186-54.aadds.vgz.nl,443,https://baiduspider-ad-61-135-186-54.aadds.vgz.nl:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,195.42.135.39,/,225052475,195.42.135.39,Microsoft HTTPAPI:2.0,7,False,True,,,,,,
