input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,cdn
coinspot.com.au,"Australian Crypto & Bitcoin Exchange, Crypto Trading | CoinSpot",200,44731,https:,www.coinspot.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T00:00:00Z,2024-05-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3d885323dca7a30b6477cf029d0c2990,a0525f3b1f4e78f4669478b12860f19b58182006ac1c5f016b199410950295d2,True,ctls,www.coinspot.com.au,cloudflare,443,https://coinspot.com.au:443,https,cloudflare,text/html,GET,104.20.9.243,/,1412093384,https://www.coinspot.com.au/,2606:4700:10::6814:9f3,HSTS,1348,False,True
www.coinspot.com.au,"Australian Crypto & Bitcoin Exchange, Crypto Trading | CoinSpot",200,44659,https:,www.coinspot.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T00:00:00Z,2024-05-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3d885323dca7a30b6477cf029d0c2990,a0525f3b1f4e78f4669478b12860f19b58182006ac1c5f016b199410950295d2,True,ctls,www.coinspot.com.au,cloudflare,443,https://www.coinspot.com.au:443,https,cloudflare,text/html,GET,172.67.1.80,/,-1414311334,,2606:4700:10::6814:9f3,HSTS,1348,False,True
