input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_issuer_org_,cdn_name,webserver,tech_,cdn,tls_subject_org_,csp_domains_,final_url
bucketchefsql-us.next.nos.nl,,503,2503,bucketchefsql-us.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bucketchefsql-us.next.nos.nl,443,https://bucketchefsql-us.next.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,3.125.230.96,94,False,,,,,,,,
buckettemp-corporate.api.nos.nl,,503,2503,buckettemp-corporate.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,buckettemp-corporate.api.nos.nl,443,https://buckettemp-corporate.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,3.64.233.141,94,False,,,,,,,,
bucketvideov4-s3data.api.nos.nl,,503,2503,bucketvideov4-s3data.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bucketvideov4-s3data.api.nos.nl,443,https://bucketvideov4-s3data.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,3.125.230.96,94,False,,,,,,,,
bucketweb.api.nos.nl,,503,2503,bucketweb.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bucketweb.api.nos.nl,443,https://bucketweb.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.64.233.141,94,False,,,,,,,,
builder.api.nos.nl,,503,2503,builder.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,builder.api.nos.nl,443,https://builder.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,3.64.233.141,94,False,,,,,,,,
builder.us.kennasecurity.com,,404,,builder.us.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2022-10-19T00:00:00Z,2023-11-17T23:59:59Z,CN=us.kennasecurity.com,us.kennasecurity.com,*.us.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,4e7c763bdf0887e5e4755cfef06dd884,519f7a7823a515b13c52b701cd6c9c92d61e78cf19223dbe4ebc24a8176fd024,True,ctls,builder.us.kennasecurity.com,443,https://builder.us.kennasecurity.com:443,https,,GET,108.138.17.24,/,-382873059,108.138.17.113,1,False,Amazon,cloudfront,nginx,Nginx,True,,,
bunny-z3n-innovate-math.api.nos.nl,,503,2503,bunny-z3n-innovate-math.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bunny-z3n-innovate-math.api.nos.nl,443,https://bunny-z3n-innovate-math.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,52.57.231.160,94,False,,,,,,,,
businessportal004cons.next.nos.nl,,503,2503,businessportal004cons.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,businessportal004cons.next.nos.nl,443,https://businessportal004cons.next.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,52.57.231.160,94,False,,,,,,,,
c3662.eu.kennasecurity.com,Cisco,200,8237,c3662.eu.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2022-12-15T00:00:00Z,2024-01-13T23:59:59Z,CN=eu.kennasecurity.com,eu.kennasecurity.com,*.eu.kennasecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,098bd4fc511b3ff9969af97ba78808ec,bb04adefe178e81ce1e3669d88cab66b7276d52801e4b6ee03ee91f2e7979392,True,ctls,c3662.eu.kennasecurity.com,443,https://c3662.eu.kennasecurity.com:443,https,text/html,GET,18.66.112.3,/,-382873059,18.66.112.33,192,False,Amazon,cloudfront,nginx,Ruby on Rails,True,,,https://c3662.eu.kennasecurity.com/users/sign_in
ca.kennasecurity.com,Cisco,200,7975,ca.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2022-12-13T00:00:00Z,2024-01-11T23:59:59Z,CN=ca.kennasecurity.com,ca.kennasecurity.com,*.ca.kennasecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,f707c3e06a45d2e4c4fb0102def45e03,bd0a63880b40ca234d0155f7c70b557414e69e7e02598bb494c099055f4e259e,True,ctls,ca.kennasecurity.com,443,https://ca.kennasecurity.com:443,https,text/html,GET,13.224.189.77,/,-382873059,13.224.189.70,185,False,Amazon,cloudfront,nginx,Ruby on Rails,True,,,https://ca.kennasecurity.com/users/sign_in
cacherepository-postgresmx.api.nos.nl,,503,2503,cacherepository-postgresmx.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,cacherepository-postgresmx.api.nos.nl,443,https://cacherepository-postgresmx.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,3.64.233.141,94,False,,,,,,,,
cachespyker-continental-super-7.next.nos.nl,,503,2503,cachespyker-continental-super-7.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,cachespyker-continental-super-7.next.nos.nl,443,https://cachespyker-continental-super-7.next.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,3.64.233.141,94,False,,,,,,,,
cacheteam-minerva-clients-stats-corp.api.nos.nl,,503,2503,cacheteam-minerva-clients-stats-corp.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,cacheteam-minerva-clients-stats-corp.api.nos.nl,443,https://cacheteam-minerva-clients-stats-corp.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,52.57.231.160,94,False,,,,,,,,
cacti.api.nos.nl,,503,2503,cacti.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,cacti.api.nos.nl,443,https://cacti.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
caliva.next.nos.nl,,503,2503,caliva.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,caliva.next.nos.nl,443,https://caliva.next.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.64.233.141,94,False,,,,,,,,
can.kennasecurity.com,Cisco,200,7972,can.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2023-01-27T00:00:00Z,2024-02-26T23:59:59Z,CN=kennasecurity.com,kennasecurity.com,*.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,8459a2b7c1f931db641bab5fc5751d2f,44615b4e494966f0b1a25e4de7eb0402d19b08c0d5079aa5c8b37d478d03ad76,True,ctls,can.kennasecurity.com,443,https://can.kennasecurity.com:443,https,text/html,GET,143.204.98.103,/,-382873059,143.204.98.87,185,False,Amazon,cloudfront,nginx,Ruby on Rails,True,,,https://can.kennasecurity.com/users/sign_in
cancellations.api.nos.nl,,503,2503,cancellations.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,cancellations.api.nos.nl,443,https://cancellations.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.125.230.96,94,False,,,,,,,,
candidate-resource-api.api.nos.nl,,503,2503,candidate-resource-api.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,candidate-resource-api.api.nos.nl,443,https://candidate-resource-api.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.64.233.141,94,False,,,,,,,,
cansept.kennasecurity.com,,404,,cansept.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2023-01-27T00:00:00Z,2024-02-26T23:59:59Z,CN=kennasecurity.com,kennasecurity.com,*.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,8459a2b7c1f931db641bab5fc5751d2f,44615b4e494966f0b1a25e4de7eb0402d19b08c0d5079aa5c8b37d478d03ad76,True,ctls,cansept.kennasecurity.com,443,https://cansept.kennasecurity.com:443,https,,GET,143.204.98.87,/,-382873059,143.204.98.106,1,False,Amazon,cloudfront,nginx,Nginx,True,,,
capmed-47-54-71.api.nos.nl,,503,2503,capmed-47-54-71.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,capmed-47-54-71.api.nos.nl,443,https://capmed-47-54-71.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
caraoucoroa.api.nos.nl,,503,2503,caraoucoroa.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,caraoucoroa.api.nos.nl,443,https://caraoucoroa.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
cau11.next.nos.nl,,503,2503,cau11.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,cau11.next.nos.nl,443,https://cau11.next.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.64.233.141,94,False,,,,,,,,
cb01-il-primo-giorno-della-mia-vita-ita.api.nos.nl,,503,2503,cb01-il-primo-giorno-della-mia-vita-ita.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,cb01-il-primo-giorno-della-mia-vita-ita.api.nos.nl,443,https://cb01-il-primo-giorno-della-mia-vita-ita.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
cc-beta.api.nos.nl,,503,2503,cc-beta.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,cc-beta.api.nos.nl,443,https://cc-beta.api.nos.nl:443,https,text/html,GET,52.57.231.160,/,1539244717,3.125.230.96,94,False,,,,,,,,
cc-mailhk.api.nos.nl,,503,2503,cc-mailhk.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,cc-mailhk.api.nos.nl,443,https://cc-mailhk.api.nos.nl:443,https,text/html,GET,3.125.230.96,/,1539244717,52.57.231.160,94,False,,,,,,,,
ccstats-las-a.api.nos.nl,,503,2503,ccstats-las-a.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,ccstats-las-a.api.nos.nl,443,https://ccstats-las-a.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
ccure-dev-sas10.api.nos.nl,,503,2503,ccure-dev-sas10.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,ccure-dev-sas10.api.nos.nl,443,https://ccure-dev-sas10.api.nos.nl:443,https,text/html,GET,3.64.233.141,/,1539244717,52.57.231.160,94,False,,,,,,,,
cdn.blue.us.kennasecurity.com,ERROR: The request could not be satisfied,502,951,cdn.blue.us.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,True,2022-10-19T00:00:00Z,2023-11-17T23:59:59Z,CN=us.kennasecurity.com,us.kennasecurity.com,*.us.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,4e7c763bdf0887e5e4755cfef06dd884,519f7a7823a515b13c52b701cd6c9c92d61e78cf19223dbe4ebc24a8176fd024,True,ctls,cdn.blue.us.kennasecurity.com,443,https://cdn.blue.us.kennasecurity.com:443,https,text/html,GET,108.138.17.105,/,1016008902,108.138.17.24,20,False,Amazon,cloudfront,CloudFront,HSTS,True,,,
cdn.csvm.us.kennasecurity.com,,403,243,cdn.csvm.us.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2022-12-19T00:00:00Z,2024-01-17T23:59:59Z,CN=csvm.us.kennasecurity.com,csvm.us.kennasecurity.com,*.csvm.us.kennasecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,5b299c32b051245406bbbc7d697fe808,2033b58b4da6b5025ea2d9dc38f99182e7efbbcbaf49808ad64dd1cece22185f,True,ctls,cdn.csvm.us.kennasecurity.com,443,https://cdn.csvm.us.kennasecurity.com:443,https,application/xml,GET,143.204.215.7,/,-382873059,2600:9000:214f:2e00:d:c998:46c0:93a1,2,False,Amazon,cloudfront,AmazonS3,HSTS,True,,,
cdn.cvm.ca.kennasecurity.com,ERROR: The request could not be satisfied,502,951,cdn.cvm.ca.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,True,2022-12-13T00:00:00Z,2024-01-11T23:59:59Z,CN=ca.kennasecurity.com,ca.kennasecurity.com,*.ca.kennasecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,f707c3e06a45d2e4c4fb0102def45e03,bd0a63880b40ca234d0155f7c70b557414e69e7e02598bb494c099055f4e259e,True,ctls,cdn.cvm.ca.kennasecurity.com,443,https://cdn.cvm.ca.kennasecurity.com:443,https,text/html,GET,13.224.189.77,/,1451623923,13.224.189.28,20,False,Amazon,cloudfront,CloudFront,HSTS,True,,,
cdn.dttl.us.kennasecurity.com,,403,255,cdn.dttl.us.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2022-12-19T00:00:00Z,2024-01-17T23:59:59Z,CN=dttl.us.kennasecurity.com,dttl.us.kennasecurity.com,*.dttl.us.kennasecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,46db6bbe21009144c4affd94cf252698,8393225dce6c9edda66d6cb6098614cf6c26bd8c7a129dc47ca714f5295a95e9,True,ctls,cdn.dttl.us.kennasecurity.com,443,https://cdn.dttl.us.kennasecurity.com:443,https,application/xml,GET,143.204.215.19,/,-382873059,2600:9000:214f:4800:16:9a18:b280:93a1,2,False,Amazon,cloudfront,AmazonS3,HSTS,True,,,
cdn.eu.kennasecurity.com,,403,243,cdn.eu.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2022-12-15T00:00:00Z,2024-01-13T23:59:59Z,CN=eu.kennasecurity.com,eu.kennasecurity.com,*.eu.kennasecurity.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,098bd4fc511b3ff9969af97ba78808ec,bb04adefe178e81ce1e3669d88cab66b7276d52801e4b6ee03ee91f2e7979392,True,ctls,cdn.eu.kennasecurity.com,443,https://cdn.eu.kennasecurity.com:443,https,application/xml,GET,13.224.189.106,/,-382873059,2600:9000:20eb:c000:19:94b0:2ec0:93a1,2,False,Amazon,cloudfront,AmazonS3,HSTS,True,,,
cdn.inf-prod1.us.kennasecurity.com,ERROR: The request could not be satisfied,502,951,cdn.inf-prod1.us.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,True,2022-10-19T00:00:00Z,2023-11-17T23:59:59Z,CN=us.kennasecurity.com,us.kennasecurity.com,*.us.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,4e7c763bdf0887e5e4755cfef06dd884,519f7a7823a515b13c52b701cd6c9c92d61e78cf19223dbe4ebc24a8176fd024,True,ctls,cdn.inf-prod1.us.kennasecurity.com,443,https://cdn.inf-prod1.us.kennasecurity.com:443,https,text/html,GET,108.138.17.24,/,-1814726171,108.138.17.105,20,False,Amazon,cloudfront,CloudFront,HSTS,True,,,
cdn.kenna.in.kennasecurity.com,,403,243,cdn.kenna.in.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2023-06-13T00:00:00Z,2024-07-10T23:59:59Z,CN=kenna.in.kennasecurity.com,kenna.in.kennasecurity.com,*.kenna.in.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,522dc1304a861381b0f9b43f7bdb2bc3,8df5472872da1c31795fb17f001407f5c5afedbb47d43e1027a9a2d4c1b82455,True,ctls,cdn.kenna.in.kennasecurity.com,443,https://cdn.kenna.in.kennasecurity.com:443,https,application/xml,GET,18.66.97.3,/,-382873059,2600:9000:223c:ce00:1c:5bf1:ca80:93a1,2,False,Amazon,cloudfront,AmazonS3,HSTS,True,,,
cdn.kennasecurity.com,,403,255,cdn.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2023-01-27T00:00:00Z,2024-02-26T23:59:59Z,CN=kennasecurity.com,kennasecurity.com,*.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,8459a2b7c1f931db641bab5fc5751d2f,44615b4e494966f0b1a25e4de7eb0402d19b08c0d5079aa5c8b37d478d03ad76,True,ctls,cdn.kennasecurity.com,443,https://cdn.kennasecurity.com:443,https,application/xml,GET,52.222.214.99,/,-382873059,2600:9000:223d:ec00:a:5ad8:2b80:93a1,2,False,Amazon,cloudfront,AmazonS3,HSTS,True,,,
cdn.kpd-test.us.kennasecurity.com,ERROR: The request could not be satisfied,502,951,cdn.kpd-test.us.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,True,2022-10-19T00:00:00Z,2023-11-17T23:59:59Z,CN=us.kennasecurity.com,us.kennasecurity.com,*.us.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,4e7c763bdf0887e5e4755cfef06dd884,519f7a7823a515b13c52b701cd6c9c92d61e78cf19223dbe4ebc24a8176fd024,True,ctls,cdn.kpd-test.us.kennasecurity.com,443,https://cdn.kpd-test.us.kennasecurity.com:443,https,text/html,GET,108.138.17.113,/,-952099756,108.138.17.40,20,False,Amazon,cloudfront,CloudFront,HSTS,True,,,
cdn.labs.us.kennasecurity.com,,403,243,cdn.labs.us.kennasecurity.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2023-02-24T00:00:00Z,2023-09-27T23:59:59Z,CN=labs.us.kennasecurity.com,labs.us.kennasecurity.com,*.labs.us.kennasecurity.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,7bb998f4b998e7d1d842558c81e9bc62,49545de5a2f321a8c10ada28c8ffb003c248f5d948ff39daa926b91ac1d20d8c,True,ctls,cdn.labs.us.kennasecurity.com,443,https://cdn.labs.us.kennasecurity.com:443,https,application/xml,GET,18.66.112.52,/,-382873059,2600:9000:223f:b600:2:e5f5:8cc0:93a1,2,False,Amazon,cloudfront,AmazonS3,HSTS,True,,,
cdn.nos.nl,,403,222,cdn.nos.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,,2022-10-25T11:56:41Z,2023-11-26T11:56:40Z,CN=cdn.nos.nl,cdn.nos.nl,cdn.nos.nl,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,cdc054bb13b2fdd4314c96acc4f49904,991077e5913602adf3cec28ec75b1a94d5de9ae1a3e9f7c91d6ec6df9364d579,,ctls,cdn.nos.nl,443,https://cdn.nos.nl:443,https,application/xml,GET,185.166.88.10,/,1948812610,2a00:7c83:0:5::bbbb:900,1,False,GlobalSign nv-sa,,nginx,Nginx,,,,
