new,host,ttl,a,soa,txt,status_code,cdn,cdn-name,ns,cname,aaaa,mx,caa,has_internal_ips,internal_ips
[x],internal.c257.us-east-1-3.ec2.cloud.redislabs.com,15,10.0.7.150,"{'name': 'internal.c257.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 31969, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c257.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 31969, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c257.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 31969, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c257.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 31969, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.7.150
[x],internal.c258.us-east-1-4.ec2.cloud.redislabs.com,15,10.0.8.101,"{'name': 'internal.c258.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 31967, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c258.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 31967, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c258.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 31967, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c258.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 31967, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c258.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 31967, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.8.101
[x],internal.c261.us-east-1-4.ec2.cloud.redislabs.com,15,10.0.9.109,"{'name': 'internal.c261.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 29614, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c261.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 29614, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c261.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 29614, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c261.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 29614, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.9.109
[x],internal.c262.us-east-1-3.ec2.cloud.redislabs.com,15,10.0.11.205,"{'name': 'internal.c262.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 29287, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c262.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 29287, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c262.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 29287, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c262.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 29287, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c262.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 29287, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c262.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 29287, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns3.p04.nsone.net, dns4.p04.nsone.net, dns1.p04.nsone.net, dns2.p04.nsone.net",,,,,True,10.0.11.205
[x],internal.c263.us-east-1-2.ec2.cloud.redislabs.com,15,10.0.13.136,"{'name': 'internal.c263.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 30394, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c263.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 30394, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c263.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 30394, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c263.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 30394, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c263.us-east-1-2.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 30394, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.13.136
[x],internal.c264.ap-south-1-1.ec2.cloud.redislabs.com,180,10.0.13.120,"{'name': 'internal.c264.ap-south-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 19857, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c264.ap-south-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 19857, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c264.ap-south-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 19857, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c264.ap-south-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 19857, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c264.ap-south-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 19857, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c264.ap-south-1-1.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 19857, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.13.120
[x],internal.c266.us-east-1-3.ec2.cloud.redislabs.com,15,10.0.9.156,"{'name': 'internal.c266.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 27502, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c266.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 27502, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c266.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 27502, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c266.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 27502, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c266.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 27502, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c266.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 27502, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns2.p04.nsone.net, dns4.p04.nsone.net, dns1.p04.nsone.net, dns3.p04.nsone.net",,,,,True,10.0.9.156
[x],internal.c267.us-east-1-4.ec2.cloud.redislabs.com,15,10.0.10.104,"{'name': 'internal.c267.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 32117, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c267.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 32117, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.10.104
[x],internal.c269.eu-west-1-3.ec2.cloud.redislabs.com,60,,"{'name': 'internal.c269.eu-west-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 18966, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c269.eu-west-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 18966, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c269.eu-west-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 18966, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c269.eu-west-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 18966, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,,
[x],internal.c270.us-east-1-3.ec2.cloud.redislabs.com,15,10.0.1.181,"{'name': 'internal.c270.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 22435, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c270.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 22435, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c270.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 22435, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c270.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 22435, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns4.p04.nsone.net, dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net",,,,,True,10.0.1.181
[x],internal.c272.australia-east-mz.azure.cloud.redislabs.com,60,,"{'name': 'internal.c272.australia-east-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 523, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c272.australia-east-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 523, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c272.australia-east-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 523, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c272.australia-east-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 523, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c272.australia-east-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 523, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,,
[x],internal.c274.us-east-1-3.ec2.cloud.redislabs.com,15,10.0.9.31,"{'name': 'internal.c274.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 30850, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c274.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 30850, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c274.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 30850, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c274.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 30850, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c274.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 30850, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c274.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 30850, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,,,,,,True,10.0.9.31
[x],internal.c275.us-east-1-4.ec2.cloud.redislabs.com,60,,"{'name': 'internal.c275.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 26038, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c275.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 26038, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c275.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 26038, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c275.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 26038, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c275.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 26038, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,,,,,,,
[x],internal.c277.us-east-1-3.ec2.cloud.redislabs.com,15,10.0.10.49,"{'name': 'internal.c277.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24594, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c277.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24594, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c277.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24594, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c277.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24594, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c277.us-east-1-3.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24594, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.10.49
[x],internal.c278.us-east-1-4.ec2.cloud.redislabs.com,15,10.0.10.127,"{'name': 'internal.c278.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24725, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c278.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24725, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c278.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24725, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c278.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24725, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c278.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 24725, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.10.127
[x],internal.c279.us-central1-1.gce.cloud.redislabs.com,60,,"{'name': 'internal.c279.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 4595, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c279.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 4595, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c279.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 4595, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c279.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 4595, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c279.us-central1-1.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 4595, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,,,,,,,
[x],internal.c280.us-central1-2.gce.cloud.redislabs.com,180,10.0.10.4,"{'name': 'internal.c280.us-central1-2.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 4411, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c280.us-central1-2.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 4411, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c280.us-central1-2.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 4411, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c280.us-central1-2.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 4411, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c280.us-central1-2.gce.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 4411, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,10.0.10.4
[x],internal.c282.east-us-mz.azure.cloud.redislabs.com,15,192.168.10.8,"{'name': 'internal.c282.east-us-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 11908, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c282.east-us-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 11908, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c282.east-us-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 11908, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c282.east-us-mz.azure.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 11908, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,"dns1.p04.nsone.net, dns2.p04.nsone.net, dns3.p04.nsone.net, dns4.p04.nsone.net",,,,,True,192.168.10.8
[x],internal.c283.us-east-1-4.ec2.cloud.redislabs.com,180,10.0.2.68,"{'name': 'internal.c283.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 22359, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c283.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 22359, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c283.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 22359, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c283.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 22359, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c283.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 22359, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}, {'name': 'internal.c283.us-east-1-4.ec2.cloud.redislabs.com', 'ns': 'dns1.p04.nsone.net', 'mailbox': 'admin.cloud.redislabs.com', 'serial': 22359, 'refresh': 1200, 'retry': 600, 'expire': 3600000, 'minttl': 60}",,NOERROR,,,,,,,,True,10.0.2.68
