input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,webserver,cdn,tls_self_signed,tls_mismatched,tls_subject_org_,tls_expired,final_url
app-sm.k8s-dev.sm-qa.qa.redislabs.com,Redis Cloud Console,200,1865,,app-sm.k8s-dev.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-19T18:31:04Z,2023-07-18T18:31:03Z,CN=app-sm.k8s-dev.sm-qa.qa.redislabs.com,app-sm.k8s-dev.sm-qa.qa.redislabs.com,app-sm.k8s-dev.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8b19cfc56abc510ef3ddcdb305924138,1358004ddbfff6e48757fba4f72b77e94a984a1884605331a49a102eaf90a8d3,ctls,app-sm.k8s-dev.sm-qa.qa.redislabs.com,443,https://app-sm.k8s-dev.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,864611937,34.138.146.29,HSTS,52,False,,google,,True,,,,,
app-sm.k8s-gh.sm-qa.qa.redislabs.com,Redis Cloud Console,200,1592,,app-sm.k8s-gh.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T11:13:09Z,2023-07-25T11:13:08Z,CN=webapi-sm.k8s-gh.sm-qa.qa.redislabs.com,webapi-sm.k8s-gh.sm-qa.qa.redislabs.com,webapi-sm.k8s-gh.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,98712f91ab4650db2426e64a529badbc,5f10dd81a7a793a9b6d7562775983668dc29fe049166907303397f15490b58b0,ctls,app-sm.k8s-gh.sm-qa.qa.redislabs.com,443,https://app-sm.k8s-gh.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,864611937,34.138.146.29,HSTS,33,False,,google,,True,,,,,
app-sm.k8s-idm.sm-qa.qa.redislabs.com,Redis Cloud Console,200,1865,,app-sm.k8s-idm.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:45:04Z,2023-07-25T12:45:03Z,CN=webapi-sm.k8s-idm.sm-qa.qa.redislabs.com,webapi-sm.k8s-idm.sm-qa.qa.redislabs.com,webapi-sm.k8s-idm.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9e7997ff587ca9f901499c4daa2e8041,40bed292f82eb6d0c34f46854f820b5e346caa656b6d5724f2661b2cead5b2f6,ctls,app-sm.k8s-idm.sm-qa.qa.redislabs.com,443,https://app-sm.k8s-idm.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,864611937,34.138.146.29,HSTS,52,False,,google,,True,,,,,
app-sm.k8s-psc.sm-qa.qa.redislabs.com,Redis Cloud Console,200,1865,,app-sm.k8s-psc.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:57:47Z,2023-07-25T12:57:46Z,CN=app-sm.k8s-psc.sm-qa.qa.redislabs.com,app-sm.k8s-psc.sm-qa.qa.redislabs.com,app-sm.k8s-psc.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6a88fa8d0d3faf6cd3c1d93f429e2266,40af6c6ea1c5d9af0c0831ba5a6940167b887269080cae0fce76a8008b5e7547,ctls,app-sm.k8s-psc.sm-qa.qa.redislabs.com,443,https://app-sm.k8s-psc.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,864611937,34.138.146.29,HSTS,52,False,,google,,True,,,,,
app-sm.mw.sm-qa.qa.redislabs.com,,404,60,,app-sm.mw.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T07:39:46Z,2024-05-17T07:39:46Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d740d1cf39bfd479d879eadf8ed7acca,e3c2048a037df62c837069c790ea545335ab7184fee429845321bfd12e07ddbe,ctls,app-sm.mw.sm-qa.qa.redislabs.com,443,https://app-sm.mw.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,791509167,34.138.146.29,HSTS,1,False,,google,,True,True,True,Acme Co,,
app-sm.sm-poc.sm-qa.qa.redislabs.com,Redis Cloud,503,1013,,app-sm.sm-poc.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-26T17:55:34Z,2023-03-26T17:55:33Z,CN=webapi-sm.sm-poc.sm-qa.qa.redislabs.com,webapi-sm.sm-poc.sm-qa.qa.redislabs.com,webapi-sm.sm-poc.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,462c0ff055f60d45d5b5f42322d7d340,162c31e828e38283121ff4fe5bffd260fc7230c08a88d753a45d5b5bb1c3b000,ctls,app-sm.sm-poc.sm-qa.qa.redislabs.com,443,https://app-sm.sm-poc.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-2131050060,34.138.146.29,HSTS,34,False,,google,,True,,,,True,
app.redislabs.com,Redis Cloud Console,200,1725,,app.redislabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T22:05:06Z,2023-08-27T22:05:06Z,CN=imperva.com,imperva.com,www.redis.io,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,aa42eb73fe39fde58a2db777956da098,1e8cd17e2bd3714096583d898df660c1a1ef096cfa837d25a9e64ed0f0f85086,ctls,app.redislabs.com,443,https://app.redislabs.com:443,https,text/html,GET,45.60.123.1,/,864611937,45.60.123.1,Imperva,33,False,True,incapsula,Apache,True,,,,,
appapp-sm.k8s-psc.sm-qa.qa.redislabs.com,,404,60,,appapp-sm.k8s-psc.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T07:39:46Z,2024-05-17T07:39:46Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d740d1cf39bfd479d879eadf8ed7acca,e3c2048a037df62c837069c790ea545335ab7184fee429845321bfd12e07ddbe,ctls,appapp-sm.k8s-psc.sm-qa.qa.redislabs.com,443,https://appapp-sm.k8s-psc.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,791509167,34.138.146.29,HSTS,1,False,,google,,True,True,True,Acme Co,,
argocd.sm-qa.qa.redislabs.com,Argo CD,200,788,,argocd.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-06T05:34:55Z,2023-08-04T05:34:54Z,CN=argocd.sm-qa.qa.redislabs.com,argocd.sm-qa.qa.redislabs.com,argocd.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,da27a1b23dfa869858ad885fa595df44,04545779a2891d298b49902610f831f29d06807950f4e9a30ddb0a70b6b748b8,ctls,argocd.sm-qa.qa.redislabs.com,443,https://argocd.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-138391155,34.138.146.29,HSTS,1,False,,google,,True,,,,,
argocd.sm-test.qa.redislabs.com,Argo CD,200,788,,argocd.sm-test.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T08:30:18Z,2024-05-01T08:30:18Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,702a99e458663066f0430580d7dcafd8,875b890ce10286e3d5cd37a88e58d05b34076635d9501e99a7cfe13a55244aba,ctls,argocd.sm-test.qa.redislabs.com,443,https://argocd.sm-test.qa.redislabs.com:443,https,text/html,GET,34.23.17.204,/,-138391155,34.23.17.204,HSTS,1,False,,google,,True,True,True,Acme Co,,
artifactory.dev.redislabs.com,JFrog,200,3029,https://widget.drift.com,artifactory.dev.redislabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2023-11-24T23:59:59Z,CN=artifactory.dev.redislabs.com,artifactory.dev.redislabs.com,artifactory.dev.redislabs.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b4cddae8030b0745a46c1db2f49915cd,f8c9b957d19d59d0446b6aa69ab52d58063586dab98479bec549f8bdac039e8c,ctls,artifactory.dev.redislabs.com,443,https://artifactory.dev.redislabs.com:443,https,text/html,GET,18.193.53.28,/,-138391155,18.194.230.127,HSTS,1,False,,,,,,,,,
assets-university.redislabs.com,,403,243,,assets-university.redislabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2019-02-12T00:00:00Z,2021-02-11T12:00:00Z,CN=assets-university.redislabs.com,assets-university.redislabs.com,assets-university.redislabs.com,"CN=RapidSSL RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",RapidSSL RSA CA 2018,DigiCert Inc,3b6f033cf6e3a15f8d87378b24225e8c,92eb6eb05889310d19d7698a18ed14c2cf91b7c4f1fe586c541acdcb18883e19,ctls,assets-university.redislabs.com,443,https://assets-university.redislabs.com:443,https,application/xml,GET,108.138.17.73,/,-1245040266,108.138.17.96,Amazon Web Services,2,False,,cloudfront,AmazonS3,True,,,,True,
auth.redis.com,redisauth - Sign In,200,16131,,auth.redis.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-08T16:23:16Z,2023-08-06T16:23:15Z,CN=auth.redis.com,auth.redis.com,auth.redis.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d8c33565bc011644d97533c35134858f,d2c15a873bbd8cc9381841e9bf53935323d45f5a4132f70577131861e78cc889,ctls,auth.redis.com,443,https://auth.redis.com:443,https,text/html,GET,52.223.56.218,/,-599803935,35.71.149.114,Nginx,462,False,,,nginx,,,,,,
bo-sm.dev-vitaly.sm-test.qa.redislabs.com,,200,681,url=bo_login.jsp,bo-sm.dev-vitaly.sm-test.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-22T10:42:31Z,2023-03-22T10:42:30Z,CN=bo-sm.dev-vitaly.sm-test.qa.redislabs.com,bo-sm.dev-vitaly.sm-test.qa.redislabs.com,bo-sm.dev-vitaly.sm-test.qa.redislabs.com,"CN=(STAGING) Artificial Apricot R3, O=(STAGING) Let's Encrypt, C=US",(STAGING) Artificial Apricot R3,(STAGING) Let's Encrypt,7d2f53d3b7cd29de2e847a3b37148792,977c34250648e975d004b7db2e96abbadb973be103f3813399f62ed52516e175,ctls,bo-sm.dev-vitaly.sm-test.qa.redislabs.com,443,https://bo-sm.dev-vitaly.sm-test.qa.redislabs.com:443,https,text/html,GET,34.23.17.204,/,-1214919640,34.23.17.204,Java,42,False,,google,,True,,,,True,
bo-sm.k8s-aa.sm-qa.qa.redislabs.com,,200,681,url=bo_login.jsp,bo-sm.k8s-aa.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T16:10:38Z,2023-07-24T16:10:37Z,CN=bo-sm.k8s-aa.sm-qa.qa.redislabs.com,bo-sm.k8s-aa.sm-qa.qa.redislabs.com,bo-sm.k8s-aa.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8c606a88c59f000dbac9f9ab381b7470,5a726b33fce6d349b634cff01d269f9da6b04006d305c4641c8f4c3af3d4d696,ctls,bo-sm.k8s-aa.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-aa.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,42,False,,google,,True,,,,,
bo-sm.k8s-billing-dev.sm-qa.qa.redislabs.com,,200,681,url=bo_login.jsp,bo-sm.k8s-billing-dev.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-15T11:54:24Z,2023-07-14T11:54:23Z,CN=bo-sm.k8s-billing-dev.sm-qa.qa.redislabs.com,bo-sm.k8s-billing-dev.sm-qa.qa.redislabs.com,bo-sm.k8s-billing-dev.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c149f2b1423cf7733ff18d2690a952ed,1abe3d1c7d44e710da24bf97595ea122536631632af93b2a4b56c45ac4bbcdd7,ctls,bo-sm.k8s-billing-dev.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-billing-dev.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,42,False,,google,,True,,,,,
bo-sm.k8s-billing.sm-qa.qa.redislabs.com,,200,681,url=bo_login.jsp,bo-sm.k8s-billing.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-03T05:34:03Z,2023-08-01T05:34:02Z,CN=bo-sm.k8s-billing.sm-qa.qa.redislabs.com,bo-sm.k8s-billing.sm-qa.qa.redislabs.com,bo-sm.k8s-billing.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4dd45a313a1f5700db22a26200adf062,8cb3208186cf6dfaef196681cc78f255bad0e4d232e8bc0bb722ac15c698657d,ctls,bo-sm.k8s-billing.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-billing.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,42,False,,google,,True,,,,,
bo-sm.k8s-ci-auto-dynamic.sm-qa.qa.redislabs.com,,404,60,,bo-sm.k8s-ci-auto-dynamic.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T07:39:46Z,2024-05-17T07:39:46Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d740d1cf39bfd479d879eadf8ed7acca,e3c2048a037df62c837069c790ea545335ab7184fee429845321bfd12e07ddbe,ctls,bo-sm.k8s-ci-auto-dynamic.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-ci-auto-dynamic.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,791509167,34.138.146.29,HSTS,1,False,,google,,True,True,True,Acme Co,,
bo-sm.k8s-cloudapi.sm-qa.qa.redislabs.com,,200,681,url=bo_login.jsp,bo-sm.k8s-cloudapi.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-08T06:37:32Z,2023-07-07T06:37:31Z,CN=bo-sm.k8s-cloudapi.sm-qa.qa.redislabs.com,bo-sm.k8s-cloudapi.sm-qa.qa.redislabs.com,bo-sm.k8s-cloudapi.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fc6f806dabbe766813956874a04958b0,ba27e1d633ed1e79833be1c5d67cd2dd780af8798f89cde144ab1c6e76249c89,ctls,bo-sm.k8s-cloudapi.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-cloudapi.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,42,False,,google,,True,,,,,
bo-sm.k8s-dev-uirefresh.sm-qa.qa.redislabs.com,,404,60,,bo-sm.k8s-dev-uirefresh.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T07:39:46Z,2024-05-17T07:39:46Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d740d1cf39bfd479d879eadf8ed7acca,e3c2048a037df62c837069c790ea545335ab7184fee429845321bfd12e07ddbe,ctls,bo-sm.k8s-dev-uirefresh.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-dev-uirefresh.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,791509167,34.138.146.29,HSTS,1,False,,google,,True,True,True,Acme Co,,
bo-sm.k8s-dev.sm-qa.qa.redislabs.com,,200,681,url=bo_login.jsp,bo-sm.k8s-dev.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T17:20:38Z,2023-07-20T17:20:37Z,CN=bo-sm.k8s-dev.sm-qa.qa.redislabs.com,bo-sm.k8s-dev.sm-qa.qa.redislabs.com,bo-sm.k8s-dev.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c5f8a890889f8e2a98b4b9c3ed282c2e,7ebea029eae272e403d34b7ddd170338e31ac37d8ca85063f858fca0d2450d0f,ctls,bo-sm.k8s-dev.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-dev.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,42,False,,google,,True,,,,,
bo-sm.k8s-idm.sm-qa.qa.redislabs.com,,200,681,url=bo_login.jsp,bo-sm.k8s-idm.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:45:13Z,2023-07-25T12:45:12Z,CN=bo-sm.k8s-idm.sm-qa.qa.redislabs.com,bo-sm.k8s-idm.sm-qa.qa.redislabs.com,bo-sm.k8s-idm.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,857461d2a12ca14d915e4dfe1b227940,7e198b572e4e310e7b85c8a60d7219143a534245722024bc95f7c73c25fc9b6d,ctls,bo-sm.k8s-idm.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-idm.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,42,False,,google,,True,,,,,
bo-sm.k8s-integration.sm-qa.qa.redislabs.com,,200,681,url=bo_login.jsp,bo-sm.k8s-integration.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T14:09:17Z,2023-08-06T14:09:16Z,CN=bo-sm.k8s-integration.sm-qa.qa.redislabs.com,bo-sm.k8s-integration.sm-qa.qa.redislabs.com,bo-sm.k8s-integration.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b45dea24557d91469b0b87d1a0a1d834,800dc6e3d37b7e283c4da3ca69bae090be4fe052e412723a85724c8204b8c1de,ctls,bo-sm.k8s-integration.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-integration.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,42,False,,google,,True,,,,,
bo-sm.k8s-mw.sm-qa.qa.redislabs.com,,200,681,url=bo_login.jsp,bo-sm.k8s-mw.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T17:23:58Z,2023-07-05T17:23:57Z,CN=bo-sm.k8s-mw.sm-qa.qa.redislabs.com,bo-sm.k8s-mw.sm-qa.qa.redislabs.com,bo-sm.k8s-mw.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,65ebe2fabfcdab39c93283b5adbcefd1,79847c24d0daf953415b35c5ebdfa49541289629bbb5a4a891b017ec299b8871,ctls,bo-sm.k8s-mw.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-mw.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,42,False,,google,,True,,,,,
bo-sm.k8s-nightly.sm-qa.qa.redislabs.com,,404,60,,bo-sm.k8s-nightly.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T07:39:46Z,2024-05-17T07:39:46Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d740d1cf39bfd479d879eadf8ed7acca,e3c2048a037df62c837069c790ea545335ab7184fee429845321bfd12e07ddbe,ctls,bo-sm.k8s-nightly.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-nightly.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,791509167,34.138.146.29,HSTS,1,False,,google,,True,True,True,Acme Co,,
bo-sm.k8s-psc.sm-qa.qa.redislabs.com,,200,681,url=bo_login.jsp,bo-sm.k8s-psc.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-26T12:57:48Z,2023-07-25T12:57:47Z,CN=bo-sm.k8s-psc.sm-qa.qa.redislabs.com,bo-sm.k8s-psc.sm-qa.qa.redislabs.com,bo-sm.k8s-psc.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,540f616d285d3a8c0929c6a0f903ad76,4d7e6035db28072216d7475d7dfd3310a11311bcfcb54a8eca39485b2c1a6165,ctls,bo-sm.k8s-psc.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-psc.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,42,False,,google,,True,,,,,
bo-sm.k8s-rcp.sm-qa.qa.redislabs.com,,200,681,url=bo_login.jsp,bo-sm.k8s-rcp.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-25T15:42:33Z,2023-07-24T15:42:32Z,CN=bo-sm.k8s-rcp.sm-qa.qa.redislabs.com,bo-sm.k8s-rcp.sm-qa.qa.redislabs.com,bo-sm.k8s-rcp.sm-qa.qa.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2e18f43abe9be4a2eaba46ce295a90bb,1d84bbbe36c4f47b1e0048cc98b3a34204f086df01d271eab5286d2dde76e276,ctls,bo-sm.k8s-rcp.sm-qa.qa.redislabs.com,443,https://bo-sm.k8s-rcp.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,-327920302,34.138.146.29,Java,42,False,,google,,True,,,,,
bo-sm.sm-poc.sm-qa.qa.redislabs.com,,404,60,,bo-sm.sm-poc.sm-qa.qa.redislabs.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-18T07:39:46Z,2024-05-17T07:39:46Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,ingress.local,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,d740d1cf39bfd479d879eadf8ed7acca,e3c2048a037df62c837069c790ea545335ab7184fee429845321bfd12e07ddbe,ctls,bo-sm.sm-poc.sm-qa.qa.redislabs.com,443,https://bo-sm.sm-poc.sm-qa.qa.redislabs.com:443,https,text/html,GET,34.138.146.29,/,791509167,34.138.146.29,HSTS,1,False,,google,,True,True,True,Acme Co,,
bo.redislabs.com,,200,814,url=bo_login.jsp,bo.redislabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T22:05:06Z,2023-08-27T22:05:06Z,CN=imperva.com,imperva.com,www.redis.io,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q1, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q1,GlobalSign nv-sa,aa42eb73fe39fde58a2db777956da098,1e8cd17e2bd3714096583d898df660c1a1ef096cfa837d25a9e64ed0f0f85086,ctls,bo.redislabs.com,443,https://bo.redislabs.com:443,https,text/html,GET,45.60.123.1,/,43706311,45.60.123.1,Java,42,False,True,incapsula,Apache,True,,,,,
cdn.heapanalytics.com,,200,112549,,cdn.heapanalytics.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-08-27T23:59:59Z,CN=cdn.heapanalytics.com,cdn.heapanalytics.com,cdn.heapanalytics.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,1bf815c1fbe0de90adc8bbd1502cc3b5,61aaeb6d6948b891986aab6a83e6ef5d4ec06bc04c992712f550229eaccf039d,ctls,cdn.heapanalytics.com,443,https://cdn.heapanalytics.com:443,https,application/javascript,GET,13.32.27.86,/,1557166464,13.32.27.35,React,1,False,,cloudfront,nginx,True,,,,,
ci.edu.redislabs.com,Concourse,200,3857,,ci.edu.redislabs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-28T15:04:59Z,2023-07-27T15:04:58Z,CN=ci.edu.redislabs.com,ci.edu.redislabs.com,ci.edu.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,326c3becc6b04a88babc14552b9a14ef,906edcca0568a16e246fc729129bfd8691d8aeee10254dc7aa0614858e461b8a,ctls,ci.edu.redislabs.com,443,https://ci.edu.redislabs.com:443,https,text/html,GET,34.110.246.76,/,649645729,34.110.246.76,HTTP/3,86,False,,google,,True,,,,,
connect.redislabs.com,splashthat.com,403,585,,connect.redislabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-03T02:37:29Z,2023-06-01T02:37:28Z,CN=connect.redislabs.com,connect.redislabs.com,connect.redislabs.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1b40bf5661685c57d8b2ee8a97a7dc5f,ede8a8a88f63c12a75c78f92ef43962cfeaab5507bd0a6628cefdaa17d54b249,ctls,connect.redislabs.com,443,https://connect.redislabs.com:443,https,text/html,GET,54.84.134.174,/,-1110427655,54.84.134.174,Varnish,2,False,,,nginx,,,,,,
csapi-dev.cs.redislabs.com,,404,23,,csapi-dev.cs.redislabs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-05-26T23:59:59Z,CN=csapi-dev.cs.redislabs.com,csapi-dev.cs.redislabs.com,csapi-dev.cs.redislabs.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,df5ca5a79882802910fc7b8218284d53,bc67f7047f145ccdab9ba88682324d59f1b8edc1090c68dea8a2494b3b37790f,ctls,csapi-dev.cs.redislabs.com,443,https://csapi-dev.cs.redislabs.com:443,https,application/json,GET,52.5.248.44,/,631524574,52.55.111.63,,1,False,,,,,,,,,
